"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
11,"Efficacy and Safety of Imatinib Mesylate Plus Hydroxyurea (HU) in Patients With Recurrent Glioblastoma Multiforme (GBM)","Terminated","Has Results","Recurrent Glioblastoma Multiforme (GBM)","Drug: Imatinib tablets|Drug: Hydroxyurea capsules","Duke University Medical Center, Durham, North Carolina, United States","https://ClinicalTrials.gov/show/NCT00290771"
12,"Ketogenic Diet With Radiation and Chemotherapy for Newly Diagnosed Glioblastoma","Terminated","No Results Available","Glioblastoma (GBM)","Dietary Supplement: Ketogenic Diet|Radiation: Radiation therapy|Drug: Temozolomide","Barrow Neurological Institute at St. Joseph's Hospital and Medical Center, Phoenix, Arizona, United States","https://ClinicalTrials.gov/show/NCT02046187"
13,"Recurrent GBM With Maximal Neurosurgical Removal and Treatment With IORT","Recruiting","No Results Available","Glioblastoma|GBM|Recurrent GBM","Radiation: Intra-operative Radiation Therapy - IORT","Southeastern Spine Neurosurgery, Chattanooga, Tennessee, United States","https://ClinicalTrials.gov/show/NCT04763031"
14,"Ketogenic Diet in Combination With Standard-of-care Radiation and Temozolomide for Patients With Glioblastoma","Active, not recruiting","No Results Available","GBM|Glioblastoma","Other: Ketogenic Diet|Radiation: Standard-of-care radiation|Drug: Standard-of-care Temozolomide","Cedars Sinai Medical Center, Los Angeles, California, United States","https://ClinicalTrials.gov/show/NCT03451799"
15,"Phase 1/2 Study of USL311 +/- Lomustine in Advanced Solid Tumors or Relapsed/Recurrent Glioblastoma Multiforme (GBM)","Terminated","Has Results","Solid Tumors (Phase 1)|Relapsed/Recurrent GBM (Phase 2)","Drug: USL311|Drug: Lomustine","Washington University, Saint Louis, Missouri, United States|University of Oklahoma Stephenson Cancer Center, Oklahoma City, Oklahoma, United States|University of Texas/MD Anderson Cancer Center, Houston, Texas, United States|South Texas Accelerated Research Therapeutics (START), San Antonio, Texas, United States|UT Health San Antonio Cancer Center, San Antonio, Texas, United States|South Texas Accelerated Research Therapeutics (START) - FJD, Madrid, Spain","https://ClinicalTrials.gov/show/NCT02765165"
16,"A Study to Evaluate Safety and Efficacy of ACT001 and Anti-PD-1 in Patients With Surgically Accessible Recurrent Glioblastoma Multiforme","Recruiting","No Results Available","Recurrent Glioblastoma Multiforme(GBM)","Drug: ACT001|Drug: ACT001 + Pembrolizumab","UT MD Anderson Cancer Center, Dept of Neuro-Oncology, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT05053880"
17,"BrUOG 263: Prostate Specific Membrane Antigen (PSMA) Glioblastoma Multiforme (GBM)","Completed","Has Results","GBM|Glioblastoma Multiforme|Gliosarcoma","Drug: PSMA ADC","Rhode Island Hospital, Providence, Rhode Island, United States|UT Southwestern, Dallas, Texas, United States","https://ClinicalTrials.gov/show/NCT01856933"
18,"Phase II Axitinib (AG-013736) in Elderly Glioblastoma Multiforme (GBM) Patients","Terminated","Has Results","Glioblastoma Multiforme","Drug: Axitinib|Radiation: Radiation Therapy","University of Cincinnati, Cincinnati, Ohio, United States","https://ClinicalTrials.gov/show/NCT01508117"
19,"Avelumab With Laser Interstitial Therapy for Recurrent Glioblastoma","Completed","No Results Available","Glioblastoma|GBM","Drug: Avelumab|Combination Product: MRI-guided LITT therapy","Icahn School of Medicine at Mount Sinai, New York, New York, United States","https://ClinicalTrials.gov/show/NCT03341806"
20,"131I-IPA and Concurrent XRT in Recurrent GBM","Active, not recruiting","No Results Available","Glioblastoma Multiforme","Radiation: 4-L-[131I]iodo-phenylalanine (131I-IPA)","Lake Macquarie Private Hospital, Gateshead, New South Wales, Australia|Kepler University Clinic, Linz, Austria|Medical University of Vienna, Vienna, Austria|The Netherlands Cancer Institute, Amsterdam, Netherlands|UMC Utrecht Cancer Center, Utrecht, Netherlands","https://ClinicalTrials.gov/show/NCT03849105"
21,"Prospective Phase 2 Trial of Cabazitaxel in Patients With Temozolomide Refractory Glioblastoma Multiforme","Completed","No Results Available","Glioblastoma Multiforme (GBM) WHO Grade IV","Drug: Cabazitaxel","Hämatologisch onkologische Praxis, Augsburg, Germany|Stiftungsklinikum Mittelrhein GmbH, Koblenz, Germany|Lars Bullinger, MD, Ulm, Germany","https://ClinicalTrials.gov/show/NCT01866449"
22,"Hyperpolarized Carbon-13 (13C) Pyruvate Imaging in Patients With Glioblastoma","Recruiting","No Results Available","Glioblastoma Multiforme (GBM)","Drug: Hyperpolarized 13C Pyruvate","University of California, San Francisco, San Francisco, California, United States","https://ClinicalTrials.gov/show/NCT04019002"
23,"Nivolumab, Ipilimumab, and Short-course Radiotherapy in Adults With Newly Diagnosed, MGMT Unmethylated Glioblastoma","Active, not recruiting","No Results Available","MGMT-unmethylated Glioblastoma (GBM)|GBM","Drug: Nivolumab|Drug: Ipilimumab|Radiation: Radiation Therapy (RT)","New York University School of Medicine, New York, New York, United States","https://ClinicalTrials.gov/show/NCT03367715"
24,"Combined Treatment of Camrelizumab and Bevacizumab for Adult Patients With Recurrent Glioblastoma (GBM)","Recruiting","No Results Available","Recurrent Glioblastoma","Drug: Camrelizumab and Bevacizumab","Beijing Sanbo Brain Hospital, Beijing, China","https://ClinicalTrials.gov/show/NCT04952571"
25,"TTFields Together With Temozolomide and Radiotherapy in Patients With Newly Diagnosed GBM","Unknown status","No Results Available","Glioblastoma Multiforme","Device: NovoTTF-200A|Radiation: Radiotherapy|Drug: Temozolomide","Tel Aviv Sourasky Medical Center, Tel Aviv, Israel","https://ClinicalTrials.gov/show/NCT03780569"
26,"A Study to Evaluate the Safety of 2-OHOA Added to Standard of Care in Newly-diagnosed Glioblastoma Patients","Completed","No Results Available","Glioblastoma (GBM)","Drug: 2-OHOA|Radiation: RT|Drug: TMZ","Institut Catala d'Oncologia, Hospital Germans Trias I Pujol, Badalona, Cataluña, Spain|Hospital Universitari de Girona Dr. Josep Trueta, Institut Català d'Oncologia, Girona, Cataluña, Spain|Hospital Duran i Reynals, Institut Català d'Oncologia, L'Hospitalet De Llobregat, Cataluña, Spain","https://ClinicalTrials.gov/show/NCT03867123"
27,"Laser Interstitial Thermotherapy (LITT) Combined With Checkpoint Inhibitor for Recurrent GBM (RGBM)","Recruiting","No Results Available","Glioblastoma, Adult","Drug: Pembrolizumab at 7 days prior|Drug: Pembrolizumab at 14 days post|Drug: Pembrolizumab at 35 days post|Procedure: Laser Interstitial Thermotherapy","University Hospitals Cleveland Medical Center, Case Comprehensive Cancer Center, Cleveland, Ohio, United States","https://ClinicalTrials.gov/show/NCT03277638"
28,"NovoTTF-200A Together With Radiation Therapy and Temozolomide in Patients With Newly Diagnosed GBM","Unknown status","No Results Available","Glioblastoma","Device: NovoTTF-200A","Tel Aviv saurasky medical center, Tel Aviv, Israel","https://ClinicalTrials.gov/show/NCT03869242"
29,"ADCTA for Adjuvant Immunotherapy in Standard Treatment of Recurrent Glioblastoma Multiforme (GBM)","Recruiting","No Results Available","Glioblastoma Multiforme","Biological: Autologous Dendritic Cell/Tumor Antigen, ADCTA","Chang Gung Memorial Hospital, Chiayi branch, Chiayi City, Taiwan|Chang Gung Memorial Hospital, Kaohsiung branch, Kaohsiung City, Taiwan|Chang Gung Memorial Hospital, Keelung branch, Keelung, Taiwan|Taichung Veterans General Hospital, Taichung City, Taiwan|National Cheng Kung University Hospital, Tainan City, Taiwan|Chi Mei Medical Center, Tainan City, Taiwan|Chang Gung Memorial Hospital, Linkou branch, Taoyuan City, Taiwan","https://ClinicalTrials.gov/show/NCT04277221"
30,"6 Months Adjuvant Temozolomide (TMZ) vs No Adjuvant TMZ in Newly Diagnosed MGMT Methylated Glioblastoma (GBM)","Not yet recruiting","No Results Available","MGMT-Methylated Glioblastoma","Other: Delay of TMZ|Other: Standard of Care (SOC) Adjuvant TMZ (no intervention","University of Maryland, Baltimore, Maryland, United States|Wake Forest University Comprehensive Cancer Center, Winston-Salem, North Carolina, United States","https://ClinicalTrials.gov/show/NCT04926168"
31,"Pivotal, Randomized, Open-label Study of Optune® (Tumor Treating Fields) Concomitant With RT & TMZ for the Treatment of Newly Diagnosed GBM","Recruiting","No Results Available","Glioblastoma Multiforme","Device: Optune®","Grandview Cancer Center, Birmingham, Alabama, United States|St. Joseph's Hospital and Medical Center - Barrow Neurological Institute, Phoenix, Arizona, United States|Mayo Clinic- Arizona, Phoenix, Arizona, United States|University of Arizona Cancer Center, Tucson, Arizona, United States|Highlands Oncology Group, Fayetteville, Arkansas, United States|City of Hope National Medical Center, Duarte, California, United States|TRIO - St. Jude Heritage Healthcare/St. Jude Medical Center, Fullerton, California, United States|University of California at San Diego - Moores Cancer Center, La Jolla, California, United States|Norris Comprehensive Cancer Center at USC, Los Angeles, California, United States|Cedars - Sinai Medical Center, Los Angeles, California, United States|Providence St. Joseph Medical Center and The Roy and Patricia Disney Family Cancer Center, Los Angeles, California, United States|Hoag Memorial Hospital - Hoag Cancer Center, Newport Beach, California, United States|St. Joseph Hospital of Orange, Orange, California, United States|St. Joseph's Hospital, Orange, California, United States|University of California - Irvine/UCI Medical Center, Orange, California, United States|Stanford University Cancer Institute, Palo Alto, California, United States|Sharp Memorial Hospital - X-Ray Medical Group Radiation Oncology, San Diego, California, United States|University of California San Francisco Medical Center, San Francisco, California, United States|John Wayne Cancer Institute at St. John's Health Center, Santa Monica, California, United States|Stanford Cancer Institute, Stanford, California, United States|University of Colorado Cancer Center Anschutz, Aurora, Colorado, United States|HCA Research Institute - Blue Sky Neurology - Denver, Englewood, Colorado, United States|Hartford Healthcare Medical Group - Hartford Hospital The Gray Cancer Center, New London, Connecticut, United States|Lynn Cancer Institute, Marcus Neuroscience Institute, Boca Raton, Florida, United States|Baptist Health - Jacksonville, Jacksonville, Florida, United States|Mayo Clinic, Jacksonville, Florida, United States|AdventHealth, Orlando, Florida, United States|Orlando Health UF Health Cancer Center, Orlando, Florida, United States|H. Lee Moffitt Cancer Center and Research Institute, Inc, Tampa, Florida, United States|Piedmont Healthcare Brain Tumor Center, Atlanta, Georgia, United States|The Emory Clinic - Emory Healthcare - Winship Cancer Institute, Atlanta, Georgia, United States|Rush University Medical Center, Chicago, Illinois, United States|Parkview Cancer Institute - Fort Wayne Radiation Oncology Associates, Fort Wayne, Indiana, United States|The University of Kansas Cancer Center, Overland Park, Kansas, United States|St. Elizabeth, Edgewood, Kentucky, United States|University of Louisville - James Graham Brown Cancer Center, Louisville, Kentucky, United States|Norton Cancer Institute, Louisville, Kentucky, United States|NeuroMedical Center - Mary Bird Cancer Center, Baton Rouge, Louisiana, United States|LSU Health Sciences Center, New Orleans, New Orleans, Louisiana, United States|Ochsner Health System, New Orleans, Louisiana, United States|Maine Medical Partners Neurology - Neurosurgery & Spine Associates, South Portland, Maine, United States|John Hopkins School of Medicine, Baltimore, Maryland, United States|Walter Reed National Military Medical Center, Bethesda, Maryland, United States|Tufts Medical Center, Boston, Massachusetts, United States|University of Michigan Comprehensive Cancer Center, Ann Arbor, Michigan, United States|Abbott Northwestern Hospital - Givens Brain Tumor Center, Minneapolis, Minnesota, United States|University of Minnesota Health Clinics and Surgery Center, Minneapolis, Minnesota, United States|University of Missouri - Ellis Fischel Cancer Center, Columbia, Missouri, United States|Health Midwest Ventures Group, Inc - Sarah Cannon HCA Midwest Brain and Spine, Kansas City, Missouri, United States|Washington University School of Medicine, Saint Louis, Missouri, United States|Dartmouth-Hitchcock Medical Center, Lebanon, New Hampshire, United States|JFK Neuroscience Institute, HMH JFK University Medical Center, Edison, New Jersey, United States|Hackensack University Medical Center - John Theurer Cancer Center, Hackensack, New Jersey, United States|Northwell Health System Brain Tumor Center, Lake Success, New York, United States|NYU Langone - Laura & Issac Perimutter Cancer Center, New York, New York, United States|Mount Sinai - Icahn School of Medicine, New York, New York, United States|New York Presbyterian - Columbia University, New York, New York, United States|University of Rochester Medical Center, Rochester, New York, United States|University of North Carolina Brain Tumor Program - UNC Lineberger Comprehensive Cancer Center, Chapel Hill, North Carolina, United States|Novant Health Medical Center Huntersville, Charlotte, North Carolina, United States|Vidant Medical Center, Greenville, North Carolina, United States|Forsyth Medical Center-Novant Health, Winston-Salem, North Carolina, United States|Wake Forest Baptist Comprehensive Cancer Center, Winston-Salem, North Carolina, United States|University of Cincinnati Cancer Institute, Cincinnati, Ohio, United States|Case Western - University Hospitals Case Medical Center, Cleveland, Ohio, United States|The James Cancer Hospital and Solove Research Institute - Arthur G James Cancer Hospital, Columbus, Ohio, United States|Oregon Health & Science University, Portland, Oregon, United States|Geisinger Health System, Danville, Pennsylvania, United States|University of Pennsylvania, Philadelphia, Pennsylvania, United States|Thomas Jefferson University Hospital, Philadelphia, Pennsylvania, United States|Allegheny Health Network, Pittsburgh, Pennsylvania, United States|UPMC Hillman Cancer Center, Pittsburgh, Pennsylvania, United States|Rhode Island Hospital, Providence, Rhode Island, United States|MUSC Radiation Oncology Brain & Spine Tumor Program, Charleston, South Carolina, United States|SCRI - Tennessee Oncology, Chattanooga, Tennessee, United States|West Cancer Center - Germantown, Germantown, Tennessee, United States|SCRI - Tennessee Oncology, Nashville, Tennessee, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|Texas Oncology Midtown - Austin Brain Tumor Center, Austin, Texas, United States|Baylor Charles A. Sammons Cancer Center - Baylor University Medical Center, Dallas, Texas, United States|John Peter Smith Health Network - JPS Cancer Center, Fort Worth, Texas, United States|Houston Methodist Hospital, Houston, Texas, United States|UT Health Mischer Neuroscience - Memorial Herman - UT Neurosciences, Houston, Texas, United States|San Antonio Cancer Institute, San Antonio, Texas, United States|Baylor Scott & White Medical Center, Temple, Texas, United States|The University of Vermont Medical Center - University of Vermont Cancer Center, Burlington, Vermont, United States|Massey Cancer Center - VCU Medical Center, Richmond, Virginia, United States|Swedish Health Services, Seattle, Washington, United States|UW Medical Center - Alvord Brain Tumor Center, Seattle, Washington, United States|West Virginia University Cancer Institute, Morgantown, West Virginia, United States|GenesisCare St Vincent's Hospital, Darlinghurst, New South Wales, Australia|GenesisCare Newcastle, Gateshead, New South Wales, Australia|GenesisCare Hurstville - Centre for radiation oncology Waratah Private Hospital, Hurstville, New South Wales, Australia|GenesisCare Wesley - Wesley Medical Centre, Brisbane, Queensland, Australia|GenesisCare Kurralta Park, Kurralta Park, South Australia, Australia|Innsbruck University Hospital, Innsbruck, Austria|Kepler University Hospital, Linz, Austria|University Hospital Salzburg, Salzburg, Austria|Hospital Erasme, Brussels, Belgium|University Hospital Liege - Sart Tilman, Liège, Belgium|BC Cancer Agency Vancouver Centre, Vancouver, British Columbia, Canada|The Ottawa Hospital Cancer Centre, Ottawa, Ontario, Canada|Princess Margaret Cancer Centre, Toronto, Ontario, Canada|CHUM Centre de Recherche, Montréal, Quebec, Canada|Universite de Sherbrooke - Sherbrooke Centre Hospitalier Universita, Sherbrooke, Quebec, Canada|Masaryk Memorial Cancer Institute, Brno, Czechia|University Hospital Plzeň, Pilsen, Czechia|Na Homolce Hospital, Prague, Czechia|Institut de cancérologie de l'Ouest, Angers, France|Pierre Wertheimer Hospital, Bron, France|Marseille University Hospital Timone, Marseille, France|University Hospital Nice, Nice, France|Pitié-Salpêtrière University Hospital, Paris, France|Institute Cancer Westerly Nantes, Saint Herblain, France|University Institute Cancer Toulouse Oncopole, Toulouse, France|Gustave Roussy Institute, Villejuif, France|University Hospital Berlin, Berlin, Germany|University Hospital Essen, Essen, Germany|University Medical Center Freiburg, Freiburg, Germany|University Hospital Leipzig, Leipzig, Germany|Rechts der Isar Hospital, Munich, Germany|University Hospital Tübingen, Tübingen, Germany|Rambam Medical Center, Haifa, Israel|Hadassah Medical Center - Ein Kerem, Jerusalem, Israel|Rabin Medical Center, Petah Tikva, Israel|Sheba Medical Center, Ramat Gan, Israel|Tel Aviv Sourasky Medical Center, Tel Aviv, Israel|Lausanne University Hospital, Lausanne, Switzerland|University Hospital Zurich, Zürich, Switzerland","https://ClinicalTrials.gov/show/NCT04471844"
32,"MRSI to Predict Response to RT/TMZ ± Belinostat in GBM","Active, not recruiting","No Results Available","Glioblastoma Multiforme of Brain","Radiation: Standard Radiation Therapy|Drug: Standard Temozolomide|Drug: Belinostat","Emory University/Winship Cancer Institute, Atlanta, Georgia, United States|Johns Hopkins Sidney Kimmel Comprehensive Cancer Center, Baltimore, Maryland, United States","https://ClinicalTrials.gov/show/NCT02137759"
33,"INO-5401 and INO-9012 Delivered by Electroporation (EP) in Combination With Cemiplimab (REGN2810) in Newly-Diagnosed Glioblastoma (GBM)","Active, not recruiting","No Results Available","Glioblastoma","Biological: INO-5401|Biological: INO-9012|Biological: Cemiplimab|Radiation: Radiation Therapy|Drug: Temozolomide","City of Hope, Duarte, California, United States|Stanford University, School of Medicine, Palo Alto, California, United States|University of California, San Francisco, San Francisco, California, United States|University of Miami - Sylvester Comprehensive Cancer Center, Miami, Florida, United States|Moffitt Cancer Center, Tampa, Florida, United States|Emory University School of Medicine, Atlanta, Georgia, United States|Dana-Farber Cancer Institute, Boston, Massachusetts, United States|Henry Ford Health System, Detroit, Michigan, United States|Rutgers University - Cancer Institute of New Jersey, New Brunswick, New Jersey, United States|New York University Langone Medical Center; Perlmutter Cancer Center, New York, New York, United States|Icahn School of Medicine at Mount Sinai, New York, New York, United States|Columbia University Medical Center The Neurological Institute of New York, New York, New York, United States|New York-Presbyterian Hospital/Weill Cornell Medical Center, New York, New York, United States|University of North Carolina School of Medicine, Chapel Hill, North Carolina, United States|Stephenson Cancer Center, Oklahoma City, Oklahoma, United States|Oregon Health & Science University, Portland, Oregon, United States|University of Pennsylvania Health System: Penn Medicine, Philadelphia, Pennsylvania, United States|UPMC Cancer Center Neuro-Oncology; UPMC Cancer Pavilion, Pittsburgh, Pennsylvania, United States|Texas Oncology, Austin, Texas, United States|Baylor College of Medicine, Houston, Texas, United States|Huntsman Cancer Institute, Salt Lake City, Utah, United States","https://ClinicalTrials.gov/show/NCT03491683"
34,"DC Migration Study to Evaluate TReg Depletion In GBM Patients With and Without Varlilumab","Recruiting","No Results Available","Glioblastoma","Biological: Human CMV pp65-LAMP mRNA-pulsed autologous DCs|Drug: Temozolomide|Biological: Varlilumab|Biological: Td|Biological: Unpulsed DCs","Duke University Medical Center, Durham, North Carolina, United States","https://ClinicalTrials.gov/show/NCT03688178"
35,"Safety and Efficacy of INC280 and Buparlisib (BKM120) in Patients With Recurrent Glioblastoma","Terminated","Has Results","c-MET Inhibitor; PI3K Inhibitor, PTEN Mutations, Homozygous Del. of PTEN or PTEN Neg. by IHC, c-Met Ampli. by FISH, INC280, BKM120, Buparlisib; Recurrent GBM","Drug: INC280|Drug: Buparlisib","Dana Farber Cancer Institute SC, Boston, Massachusetts, United States|Columbia University Medical Center- New York Presbyterian Dept of Oncology, New York, New York, United States|Memorial Sloan Kettering Cancer Center Neurology, New York, New York, United States|Duke University Medical Center Duke - Baker, Durham, North Carolina, United States|University of Texas MD Anderson Cancer Center SC-3, Houston, Texas, United States|Novartis Investigative Site, Bonn, Germany|Novartis Investigative Site, Heidelberg, Germany|Novartis Investigative Site, Tübingen, Germany|ErasmusMC Cancer Institute - Neurooncology, RM G3-55, Rotterdam, Netherlands|University Medical Center Utrecht, Rm Q05.4.300, P.O. Box 85500, Utrecht, Netherlands|Novartis Investigative Site, Barcelona, Catalunya, Spain|Novartis Investigative Site, Madrid, Spain|Novartis Investigative Site, St. Gallen, Switzerland","https://ClinicalTrials.gov/show/NCT01870726"
36,"A Study of ICT-107 Immunotherapy in Glioblastoma Multiforme (GBM)","Completed","Has Results","Glioblastoma Multiforme","Biological: ICT-107|Biological: Placebo DC","University of Alabama at Birbingham School of Medicine, South Birmingham, Alabama, United States|Arizona Cancer Center, Tucson, Arizona, United States|UC San Diego Moores Cancer Center, La Jolla, California, United States|Cedars-Sinai Medical Center, Los Angeles, California, United States|H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida, United States|Northwestern Memorial Hospital, Chicago, Illinois, United States|Rush University Medical Center, Chicago, Illinois, United States|Jewish Hospital Medical Center, Louisville, Kentucky, United States|Johns Hopkins University School of Medicine, Baltimore, Maryland, United States|Massachusetss General Hospital, Boston, Massachusetts, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|New Jersey Neuroscience Institute, Edison, New Jersey, United States|Cancer Institute of New Jersey, New Brunswick, New Jersey, United States|The Long Island Brain Tumor Center at Neurological Surgery, PC, Great Neck, New York, United States|NYU Clinical Cancer Center, New York, New York, United States|Weil Cornell Medical College, New York, New York, United States|Wake Forest University, Winston Salem, North Carolina, United States|Case Comprehensive Cancer Center, Cleveland, Ohio, United States|Cleveland Clinic Rose Ella Burkhardt Brain Tumor and Neuro Oncology Center, Cleveland, Ohio, United States|Penn State Hershey Medical Center, Hershey, Pennsylvania, United States|University of Pennsylvania, Philadelphia, Pennsylvania, United States|Thomas Jefferson University, Philadelphia, Pennsylvania, United States|Sammons Cancer Center (Baylor), Dallas, Texas, United States|University of Texas Health Science Center at Houston, Houston, Texas, United States|University of Virginia Health System, Charlottesville, Virginia, United States","https://ClinicalTrials.gov/show/NCT01280552"
37,"ADI-PEG 20 Plus Radiotherapy and Temozolomide in Subjects With Glioblastoma Multiforme","Recruiting","No Results Available","Glioblastoma Multiforme (GBM)","Drug: ADI-PEG20|Drug: Temozolomide","Chang Gung Memorial Hospital, Linkou Branch, Taoyuan, Taiwan","https://ClinicalTrials.gov/show/NCT04587830"
38,"MBM-02 (Tempol) for the Treatment of Glioblastoma Multiforme (GBM)","Not yet recruiting","No Results Available","Glioblastoma|Glioblastoma Multiforme","Drug: MBM-02","Georgetown, Washington, District of Columbia, United States","https://ClinicalTrials.gov/show/NCT04874506"
39,"Trial of Dichloroacetate (DCA) in Glioblastoma Multiforme (GBM)","Not yet recruiting","No Results Available","Glioblastoma Multiforme","Drug: Dichloroacetate (DCA)|Genetic: Genotype","Johns Hopkins Bayview Med Ctr, Baltimore, Maryland, United States","https://ClinicalTrials.gov/show/NCT05120284"
40,"Exploratory Study of the Modulation of the Immune System by VEGF Blockade in Patients With Glioblastoma Multiforme (GBM)","Completed","No Results Available","Glioblastoma Multiforme","Drug: Bevacizumab","Dartmouth Hithcock Medcial Center, Lebanon, New Hampshire, United States","https://ClinicalTrials.gov/show/NCT01091792"
41,"Study of AR-67 in Adult Patients With Recurrence of Glioblastoma Multiforme (GBM) or Gliosarcoma","Unknown status","No Results Available","Glioblastoma Multiforme|GBM|Gliosarcoma","Drug: AR-67 (7-t-butyldimethylsiltyl-10-hydroxy-camptothecin)","Northwestern University - Robert H Lurie Comprehensive Cancer Center, Chicago, Illinois, United States|University of Kentucky - Markey Cancer Center, Lexington, Kentucky, United States|North Shore - Long Island Jewish Hospital/Monter Cancer Center, Lake Success, New York, United States|Duke University Medical Center - The Preston Robert Tisch Brain Tumor Center, Durham, North Carolina, United States|Derrick L Davis Forsyth Regional Cancer Center, Winston-Salem, North Carolina, United States|The Ohio State University - James Comprehensive Cancer Center, Columbus, Ohio, United States|University of Utah - Huntsman Cancer Center, Salt Lake City, Utah, United States|University of Calgary - Tom Baker Cancer Center, Calgary, Alberta, Canada|University of Alberta - Cross Cancer Institute, Edmonton, Alberta, Canada","https://ClinicalTrials.gov/show/NCT01124539"
42,"Predicting Response Patterns to Treatment in Glioblastoma (GBM) Patients","Suspended","No Results Available","Glioblastoma",,"Rambam medical center, Haifa, Israel|Rabin medical center, Petah tikva, Israel|Sourasky medical center, Tel Aviv, Israel|Sheba medical center, Tel HaShomer, Israel","https://ClinicalTrials.gov/show/NCT04219475"
