Rank	Title	Status	Study Results	Conditions	Interventions	Locations	URL
28	Certolizumab in Combination With Chemotherapy for Patients With Stage IV Lung Adenocarcinomas	Active, not recruiting	No Results Available	Stage IV Lung Adenocarcinoma	Drug: Certolizumab|Drug: cisplatin|Drug: pemetrexed	Memorial Sloan Kettering at Basking Ridge, Basking Ridge, New Jersey, United States|Memorial Sloan Kettering Cancer Center @ Suffolk, Commack, New York, United States|Memorial Sloan Kettering West Harrison, Harrison, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Memorial Sloan Kettering at Mercy Medical Center, Rockville Centre, New York, United States|Memorial Sloan Kettering Cancer Center at Phelps Memorial Hospital Center, Sleepy Hollow, New York, United States	https://ClinicalTrials.gov/show/NCT02120807
29	Metformin Plus/Minus Fasting Mimicking Diet to Target the Metabolic Vulnerabilities of LKB1-inactive Lung Adenocarcinoma	Recruiting	No Results Available	Advanced LKB1-inactive Lung Adenocarcinoma	Drug: Metformin Hydrochloride|Drug: Cisplatin|Drug: Carboplatin|Drug: Pemetrexed|Dietary Supplement: Fasting-mimicking diet|Drug: Pembrolizumab	Marina Chiara Garassino, Milan, Italy	https://ClinicalTrials.gov/show/NCT03709147
30	Comparative Genomic Profiling of Lung Adenocarcinoma in Asians and Caucasians: A Propensity Matched Analysis	Not yet recruiting	No Results Available	Adenocarcinoma of Lung			https://ClinicalTrials.gov/show/NCT04692935
31	ctDNA-MRD Based Adjuvant Targeted Therapy for EGFR Positive Stage I Lung Adenocarcinomas	Not yet recruiting	No Results Available	Adenocarcinoma of Lung	Drug: Furmonertinib	Peking University People's Hospital, Beijing, China	https://ClinicalTrials.gov/show/NCT05079022
32	The Study of Apatinib Plus CIK as the Third Line Therapy for Advanced Lung Adenocarcinoma Patients With Wild-Type EGFR	Active, not recruiting	No Results Available	Adenocarcinoma of Lung	Biological: Cytokine-Induced Killer Cells|Drug: Apatinib		https://ClinicalTrials.gov/show/NCT02493582
33	Endostar Durative Transfusion Combined With Chemotherapy in the Treatment of Advanced Lung Adenocarcinoma	Unknown status	No Results Available	Adenocarcinoma of Lung	Drug: recombinant human endostatin|Drug: pemetrexed plus cisplatin or carboplatin	Anhui provincial hospital, Hefei, Anhui, China	https://ClinicalTrials.gov/show/NCT02804646
34	HRCT in Prediction of Tumor Invasion in GGO Lung Adenocarcinoma	Completed	No Results Available	Adenocarcinoma of Lung		Fudan University Cancer Center, Shanghai, Shanghai, China|Fudan University Shanghai Cancer Center, Shanghai, China	https://ClinicalTrials.gov/show/NCT04165759
35	Neoadjuvant Afatinib Therapy for Potentially Resectable Stage III EGFR Mutation-Positive Lung Adenocarcinoma	Recruiting	No Results Available	Lung Adenocarcinoma Stage III|EGFR Gene Mutation	Drug: Afatinib	Shanghai Pulmonary Hospital, Shang'ai, Shanghai, China	https://ClinicalTrials.gov/show/NCT04201756
36	Clinical Study of Camrelizumab Combined With APatinib and Albumin Paclitacxel in Patients With Advanced Lung Adenocarcinoma	Not yet recruiting	No Results Available	Adenocarcinoma of the Lung	Drug: Camrelizumab|Drug: Albumin Paclitacxel|Drug: Apatinib	Fujian Cancer Hospital, Fuzhou, Fujian, China|Tongji Hospital of Tongji Medical College, Huazhong University of Science and Technology, Wuhan, Hubei, China|Hunan Cancer hospital, Changsha, Hunan, China|The Second Affiliated Hospital of Kunming Medical University, Kunming, Yunnan, China|Cancer Hospital Chinese Academy of Medical Sciences, Beijing, China	https://ClinicalTrials.gov/show/NCT04459078
37	Expression of Optic Atrophy Type 1 (OPA1) Protein in Lung Adenocarcinoma	Unknown status	No Results Available	Lung Adenocarcinoma		Fang Hsin Yuan, Taichung, Taiwan	https://ClinicalTrials.gov/show/NCT01249053
38	Erlotinib Plus Pemetrexed to Treat Lung Adenocarcinoma With Brain Metastases	Completed	No Results Available	Lung Adenocarcinoma|Brain Metastases	Drug: erlotinib|Drug: pemetrexed|Drug: cisplatin	The first affiliated hospital of Guangzhou MC, Guangzhou, Guangdong, China	https://ClinicalTrials.gov/show/NCT01578668
39	Distribution and Prognostic Impact of Oncogenic Drivers in Metastatic Lung Adenocarcinoma : a Retrospective Monocentric Study in Nancy University Hospital Center	Completed	No Results Available	Adenocarcinoma of Lung Stage IV|Adenocarcinoma of Lung, Response to Tyrosine Kinase Inhibitor in, Somatic		Centre Hospitalier Régional Universitaire, Vandœuvre-lès-Nancy, Meurthe Et Moselle, France	https://ClinicalTrials.gov/show/NCT04493827
40	Prognostic Role of Positron Emission Tomography and Computed Tomography Parameters in Stage I Lung Adenocarcinoma	Completed	No Results Available	Stage I Pulmonary Adenocarcinoma		IRCCS San Raffaele, Milan, Italy	https://ClinicalTrials.gov/show/NCT04202614
41	Comparison of cVATS Segmentectomy Versus Lobectomy for Lung Adenocarcinoma in Situ and With Microinvasion	Unknown status	No Results Available	Non-small Cell Lung Cancer Stage I|Lung Adenocarcinoma	Procedure: patients undergo cVATS segmentectomy|Procedure: Patients undergo cVATS lobectomy	The First Affiliated Hospital of Guangzhou Medical University, Guangzhou, Guangdong, China|Nanfang Hospital, Guangzhou, Guangdong, China|First Affiliated Hospital Zhejiang University colleague of Medicine, Hangzhou, Zhejiang, China|Peking University Cancer Hospital, Beijing, China|China-Japan Friendship hospital, Bejing, China|Shanghai Chest Hospital, Shanghai, China	https://ClinicalTrials.gov/show/NCT02011997
42	Circulating Tumor DNA (ctDNA) as a Prognostic Tool in Patients With Advanced Lung Adenocarcinoma	Unknown status	No Results Available	Adenocarcinoma of Lung (Disorder)	Genetic: Sequencing of ctDNA in plasma	University of Hong Kong Queen Mary Hospital, Hong Kong, Hong Kong	https://ClinicalTrials.gov/show/NCT03090815
43	A Study to Predict Gefitinib' s Efficacy for Lung Cancer by Plasma Free Nucleic Acids EGFR Gene Mutation Test	Unknown status	No Results Available	Lung Adenocarcinoma			https://ClinicalTrials.gov/show/NCT02738684
44	Comparative Study of Chemoradiation and Sequential Chemoradiation About Lung Adenocarcinoma Patients With Postoperative in pN2	Unknown status	No Results Available	Lung Adenocarcinoma Patients With Postoperative in pN2	Radiation: intensity-modulated radiation	The People's Hospital of Guangxi Zhuang Autonomous Region, Nanning Shi, China	https://ClinicalTrials.gov/show/NCT02132143
45	EGFRdelEx19 and KRAS Exon 2 Mutation Detection in EBUS-TBNA	Completed	No Results Available	Lung Adenocarcinoma Metastatic	Genetic: LC-RT-PCR and NGS		https://ClinicalTrials.gov/show/NCT02975752
46	18F-FDG and 68Ga-FAPI PET/CT in Lung Adenocarcinoma	Recruiting	No Results Available	Lung Adenocarcinoma|18F-FDG|68Ga-FAPI|PET/CT	Diagnostic Test: 68Ga-FAPI PET/CT scan	The First Affiliated Hospital of Xiamen University, Xiamen, Fujian, China	https://ClinicalTrials.gov/show/NCT04588064
47	Gefitinib and Berberine in the First-line Treatment of Lung Adenocarcinoma With EGFR Mutation	Unknown status	No Results Available	Lung Adenocarcinoma|EGFR Mutation	Drug: gefitinib|Drug: Berberine	Fujian cancer hospital, Fuzhou, Fujian, China	https://ClinicalTrials.gov/show/NCT03486496
48	The Impact of Polynuclear Neutrophils' Intra-tumoral Rate and the Mutational Status in Pulmonary Adenocarcinomas on Survival	Not yet recruiting	No Results Available	Pulmonary Adenocarcinoma			https://ClinicalTrials.gov/show/NCT04761640
49	An Efficacy and Safety Study of JNJ-64041757, a Live Attenuated Listeria Monocytogenes Immunotherapy, in Combination With Nivolumab Versus Nivolumab Monotherapy in Participants With Advanced Adenocarcinoma of the Lung	Terminated	Has Results	Adenocarcinoma of Lung	Biological: JNJ-64041757|Drug: Nivolumab	Johns Hopkins Medicine - The Sidney Kimmel Comprehensive Cancer Center, Baltimore, Maryland, United States|Tennessee Oncology, PLLC, Nashville, Tennessee, United States|Medical Oncology Associates, PS, Spokane, Washington, United States|AZ Maria Middelares, Gent, Belgium|Hosp. Univ. Quiron Dexeus, Barcelona, Spain|Hosp. Gral. Univ. de Elche, Elche, Spain|Complejo Hospitalario de Jaen, Jaén, Spain|Hosp. Regional Univ. de Malaga, Málaga, Spain|Hosp. Son Llatzer, Palma de Mallorca, Spain|Hosp. Arnau de Vilanova de Valencia, Valencia, Spain	https://ClinicalTrials.gov/show/NCT03371381
50	A Safety and Efficacy Study of Farletuzumab in Participants With Adenocarcinoma of the Lung	Completed	Has Results	Adenocarcinoma of the Lung	Biological: Farletuzumab|Other: Placebo|Drug: Carboplatin|Drug: Paclitaxel|Drug: Pemetrexed|Drug: Cisplatin	Ironwood Cancer and Research Center, Chandler, Arizona, United States|Arizona Center for Hematology Oncology, Glendale, Arizona, United States|Providence Health System, Beverly Hills, California, United States|Cancer Care Associates of Fresno Medical Group, Inc., Fresno, California, United States|Medical Oncology Hematology, Gilroy, California, United States|California Cancer Care, Inc., Greenbrae, California, United States|Moores University of California San Diego Cancer Center, La Jolla, California, United States|Wilshire Medical Oncology Group, La Verne, California, United States|Glendale Adventist Medical Center, Los Angeles, California, United States|Clinical Trials and Research Associates, Inc., Montebello, California, United States|North Country Oncology-Hematology, Oceanside, California, United States|Pacific Hematology Oncology Associates, San Francisco, California, United States|Central Coast Medical Oncology, Santa Maria, California, United States|Rocky Mountain Cancer Centers, LLP, Denver, Colorado, United States|Hematology Oncology Associates, P.C., Stamford, Connecticut, United States|Center for Hematology-Oncology, Boca Raton, Florida, United States|Medical Specialists of the Palm Beaches, Deerfield Beach, Florida, United States|Broward General Medical Center, Fort Lauderdale, Florida, United States|Cancer Care of North Florida, Lake City, Florida, United States|Florida Cancer Institute-New Hope, New Port Richey, Florida, United States|Ocala Oncology Center, PL, Ocala, Florida, United States|MD Anderson Cancer Center-Orlando, Orlando, Florida, United States|University Hematology Oncology, Inc., Centralia, Illinois, United States|University of Chicago Medical Center, Chicago, Illinois, United States|Deaconess Clinic Downtown, Evansville, Indiana, United States|The Community Hospital, Munster, Indiana, United States|Kentucky Cancer Center, Hazard, Kentucky, United States|Baptist Health System, Inc., Lexington, Kentucky, United States|Christus Saint Frances, Cabrini Hospital, Cabrini Cancer Center, Alexandria, Louisiana, United States|Hematology and Oncology Specialists, LLC, Metairie, Louisiana, United States|National Cancer Institute, Bethesda, Maryland, United States|Maryland Oncology Hematology, P.A., Columbia, Maryland, United States|Berkshire Hematology Oncology, PC, Pittsfield, Massachusetts, United States|Detroit Clinical Research Center, Farmington Hills, Michigan, United States|Englewood Hospital and Medical Center, Englewood, New Jersey, United States|Queens Hospital Center, Jamaica, New York, United States|Syracuse Veterns Affairs Medical Center, Syracuse, New York, United States|Willamette Valley Cancer Institute and Research Center, Eugene, Oregon, United States|St. Luke's Cancer Center Associates, Bethlehem, Pennsylvania, United States|Gettysburg Cancer Center, Gettysburg, Pennsylvania, United States|Tennessee Oncology, PLLC, Nashville, Tennessee, United States|Texas Oncology - Bedford, Bedford, Texas, United States|University of Texas Medical Branch, Galveston, Texas, United States|Houston Cancer Institute, Houston, Texas, United States|Texas Oncology - Plano East, Plano, Texas, United States|Northwest Cancer Center, Sugar Land, Texas, United States|Texas Oncology - Tyler, Tyler, Texas, United States|Texas Oncology - Waco, Waco, Texas, United States|Virginia Cancer Specialists, PC, Fairfax, Virginia, United States|Delta Hematology Oncology Associates, PC, Portsmouth, Virginia, United States|Virginia Mason Medical Center, Seattle, Washington, United States|Rockwood Cancer Treatment Center, Spokane, Washington, United States|Medical Oncology Associates, PS, Spokane, Washington, United States|Cancer Team Bellin Health, Green Bay, Wisconsin, United States|The Tweed Hospital, Tweed Heads, New South Wales, Australia|Southern Medical Day Oncology Care Centre, Wollongong, New South Wales, Australia|Royal Brisbane and Women's Hospital, Dept. of Medical Oncology, Brisbane, Queensland, Australia|Princess Alexandra Hospital, Woolloongabba, Queensland, Australia|Royal Adelaide Hospital, Cancer Centre, Adelaide, South Australia, Australia|Flinders Medical Centre, Dept. of Oncology, Bedford Park, South Australia, Australia|Lyell McEwin Hospital, Elizabeth Vale, South Australia, Australia|The Queen Elizabeth Hospital, Woodville South, South Australia, Australia|Box Hill Hospital, Box Hill, Victoria, Australia|Frankston Hospital, Oncology Day Unit, Frankston, Victoria, Australia|Epworth Healthcare, Richmond, Victoria, Australia|Fremantle Hospital, Fremantle, Western Australia, Australia|Royal Victoria Hospital, Barrie, Ontario, Canada|Grand River Regional Cancer Centre, Kitchener, Ontario, Canada|Princess Margaret Hospital, Toronto, Ontario, Canada|Jewish General Hospital, Montréal, Quebec, Canada|Universitätsklinikum Heidelberg, Heidelberg, Baden-wuerttemberg, Germany|Klinik Löwenstein gGmbH, Löwenstein, Baden-wuerttemberg, Germany|Asklepios Fachkliniken München-Gauting, Gauting, Bayern, Germany|Krankenhaus Nordwest GmbH, Frankfurt am Main, Hessen, Germany|Johannes-Wesling-Klinikum Minden, Minden, Nordrhein-westfalen, Germany|Städtisches Krankenhaus Martha-Maria Halle Dölau gGmbH, Halle, Sachsen-anhalt, Germany|HELIOS Klinikum Emil von Behring, Berlin, Germany|Asklepios Klinik Harburg, Hamburg, Germany|Ospedale Unico Versilia, Lido di Camaiore, Lucca, Italy|Azienda Ospedaliero-Univesitaria "San Luigi Gonzaga", Orbassano, Torino, Italy|Istituto Nazionale per la Ricerca sul Cancro, Genova, Italy|A.O. Seconda Università degli Studi di Napoli, Napoli, Italy|Wojewódzki Szpital Zespolony im. L. Rydygiera w Toruniu Szpital Dzieciecy, Torun, Kujawsko-pomorskie, Poland|Centrum Onkologii - Instytut im. M. Sklodowskiej-Curie w Warszawie, Warszawa, Mazowieckie, Poland|Specjalistyczny Szpital im. Alfreda Sokolowskiego, Szczecin, Zachodniopomorskie, Poland|Republican Clinical Oncologic Dispensary of Ministry of health of Republic Tatarstan, Kazan, Tatarstan, Russian Federation|Cancer Research Center n.a. N.N. Blokhin, Moscow, Russian Federation|City Oncology Hospital # 62, Moscow, Russian Federation|Hospital Regional Carlos Haya, Málaga, Malaga, Spain|Hospital General Vall d'Hebron, Barcelona, Barcelona, Spain|Hospital Clinic i Provincial de Barcelona, Barcelona, Spain|Hospital Germans Trías i Pujol, Barcelona, Spain|Fundación Jiménez Díaz, Madrid, Spain	https://ClinicalTrials.gov/show/NCT01218516
51	Study of Vintafolide (MK-8109, EC145) in Participants With Progressive Adenocarcinoma of the Lung (MK-8109-008, EC-FV-03)	Completed	No Results Available	Adenocarcinoma of the Lung	Drug: Vintafolide|Drug: Etarfolatide		https://ClinicalTrials.gov/show/NCT00511485
52	Telomere Biology in Early Adenocarcinoma of the Lung	Unknown status	No Results Available	Adenocarcinoma of the Lung|Adenocarcinoma, Bronchiolo-Alveolar		Soroka University Medical Center, Beer Sheva, Israel|Meir Medical Center, Kfar Saba, Israel	https://ClinicalTrials.gov/show/NCT02239432
53	Application of Detecting Circulating Tumor Cells in the Accurate Treatment of Early Stage Lung Adenocarcinoma	Unknown status	No Results Available	Lung Adenocarcinoma, Stage I|Diagnoses Diseases|Circulating Tumor Cells|Treatment	Procedure: lobectomy|Procedure: segmentecomy|Drug: chemotherapy（pemetrexed+CISPLATIN）|Procedure: Lymphadenectomy|Other: CanPatrolTM to detect CTCs	Daping hospital, Chongqing, China	https://ClinicalTrials.gov/show/NCT02951897
54	NOV120101 (Poziotinib) for 1st Line Monotherapy in Patients With Lung Adenocarcinoma	Terminated	No Results Available	Adenocarcinoma of Lung Stage IIIB|Adenocarcinoma of Lung Stage IV	Drug: NOV120101 (Poziotinib)	National Cancer Center, Goyang-si, Gyeonggi-do, Korea, Republic of|Gachon University Gil Hospital, Namdong-Gu, Incheon,, Korea, Republic of|Samsung Medical Center, Gangnam-gu, Seoul, Korea, Republic of|Seoul National University Hospital, Jongno-gu, Seoul, Korea, Republic of|Asan Medical Center, Songpa-gu, Seoul, Korea, Republic of|Ulsan University Hospital, Dong-gu, Ulsan, Korea, Republic of	https://ClinicalTrials.gov/show/NCT01819428
55	Study of the Safety and Activity of Lenvatinib (E7080) in Subjects With KIF5B-RET-Positive Adenocarcinoma of the Lung	Completed	Has Results	KIF5B-RET-Positive Adenocarcinoma of the Lung	Drug: Lenvatinib	Duarte, California, United States|La Jolla, California, United States|Whittier, California, United States|Jacksonville, Florida, United States|Canton, Ohio, United States|Cleveland, Ohio, United States|Knoxville, Tennessee, United States|Dallas, Texas, United States|Hong Kong, Hong Kong|Sha Tin, Hong Kong|Nagoya, Aichi, Japan|Kashiwa, Chiba, Japan|Akashi, Hyogo, Japan|Kobe, Hyogo, Japan|Natori, Miyagi, Japan|Osaka-Sayama, Osaka, Japan|Chuo-ku, Tokyo, Japan|Koto-Ku, Tokyo, Japan|Fukuoka, Japan|National Cancer Center Hospital, Singapore, Singapore|National University Hospital, Singapore, Singapore|National Taiwan University Hospital, Taipei, Taiwan|Veterans General Hospital Taipei, Taipei, Taiwan	https://ClinicalTrials.gov/show/NCT01877083
56	Radiotherapy Combined With Thymosin for Metastatic NSCLC Patients Who Showed Stable Disease After First Line TKI Therapy	Unknown status	No Results Available	Lung Adenocarcinoma	Drug: TKI|Radiation: Thoracic Hypofractionated Radiotherapy|Drug: Thymosin Alpha 1	Hangzhou First People's Hospital, Hangzhou, Zhejiang, China	https://ClinicalTrials.gov/show/NCT02787447
57	Alternating Icotinib and Chemotherapy for Advanced Non-small Cell Lung Cancer With EGFR Mutation	Unknown status	No Results Available	Lung Adenocarcinoma	Drug: Icotinib|Drug: Pemetrexed/Carboplatin	Henan cancer hospital, Zhengzhou, Henan, China	https://ClinicalTrials.gov/show/NCT02737774
58	Study of Metformin Plus Paclitaxel/Carboplatin/Bevacizumab in Patients With Adenocarcinoma.	Terminated	Has Results	Carcinoma, Non-Small-Cell Lung|Lung Adenocarcinoma	Drug: Paclitaxel|Drug: Carboplatin|Drug: Bevacizumab|Drug: Metformin	Johns Hopkins Bayview Medical Center, Baltimore, Maryland, United States|Johns Hopkins University SKCCC, Baltimore, Maryland, United States	https://ClinicalTrials.gov/show/NCT01578551
