"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count","logqvalue"
"11","hsa05216","Thyroid cancer","13/77","475/20540",2.19481323211233e-08,5.02811758629371e-07,1.51221581542668e-07,"cabozantinib/midostaurin/bortezomib/sunitinib/cobimetinib/neratinib/regorafenib/ponatinib/bosutinib/amiodarone/vandetanib/imatinib/fulvestrant",13,15.7045196483161
"12","hsa05014","Amyotrophic lateral sclerosis","19/77","1174/20540",4.46919483912606e-08,8.39688543509357e-07,2.52537907822363e-07,"midostaurin/bortezomib/vorinostat/romidepsin/atomoxetine/neratinib/belinostat/regorafenib/ixazomib/tacrolimus/hexachlorophene/hydrocortisone/bosutinib/nilotinib/dasatinib/lenalidomide/imatinib/trifluoperazine/carfilzomib",19,15.1917044695098
"13","hsa01521","EGFR tyrosine kinase inhibitor resistance","18/77","1052/20540",4.71504917251984e-08,8.39688543509357e-07,2.52537907822363e-07,"cabozantinib/midostaurin/bortezomib/crizotinib/sunitinib/tivozanib/cobimetinib/dacomitinib/neratinib/axitinib/regorafenib/ponatinib/itraconazole/bosutinib/nilotinib/dasatinib/vandetanib/imatinib",18,15.1917044695098
"14","hsa04640","Hematopoietic cell lineage","13/77","509/20540",4.93339655024956e-08,8.39688543509357e-07,2.52537907822363e-07,"midostaurin/bortezomib/sunitinib/tivozanib/axitinib/regorafenib/ponatinib/tacrolimus/salmeterol/nilotinib/dasatinib/lenalidomide/imatinib",13,15.1917044695098
"15","hsa04916","Melanogenesis","15/77","710/20540",4.9981460923176e-08,8.39688543509357e-07,2.52537907822363e-07,"midostaurin/sunitinib/perphenazine/tivozanib/cobimetinib/neratinib/axitinib/regorafenib/ponatinib/bosutinib/nilotinib/dasatinib/pimozide/imatinib/trifluoperazine",15,15.1917044695098
"16","hsa05230","Central carbon metabolism in cancer","17/77","971/20540",8.6082000450901e-08,1.31430139262368e-06,3.95278614322913e-07,"cabozantinib/midostaurin/bortezomib/crizotinib/sunitinib/tivozanib/cobimetinib/dacomitinib/neratinib/axitinib/regorafenib/ponatinib/bosutinib/nilotinib/dasatinib/vandetanib/imatinib",17,14.7436749679734
"17","hsa05223","Non-small cell lung cancer","17/77","973/20540",8.86631891849311e-08,1.31430139262368e-06,3.95278614322913e-07,"cabozantinib/midostaurin/bortezomib/crizotinib/sunitinib/palbociclib/ceritinib/cobimetinib/dacomitinib/neratinib/regorafenib/ponatinib/bosutinib/dasatinib/vandetanib/imatinib/fulvestrant",17,14.7436749679734
"18","hsa04726","Serotonergic synapse","20/77","1377/20540",1.0813550614069e-07,1.51389708596965e-06,4.55307394276588e-07,"pitavastatin/midostaurin/perphenazine/paroxetine/vortioxetine/cobimetinib/thioridazine/rizatriptan/atomoxetine/neratinib/regorafenib/tegaserod/bosutinib/nilotinib/amiodarone/imatinib/amlodipine/dronedarone/ciclopirox/palonosetron",20,14.6022930542882
"19","hsa04144","Endocytosis","15/77","758/20540",1.17095799952408e-07,1.5530600835793e-06,4.67085739422346e-07,"midostaurin/sunitinib/paroxetine/tivozanib/dacomitinib/neratinib/axitinib/regorafenib/ponatinib/tacrolimus/bosutinib/nilotinib/dasatinib/vandetanib/imatinib",15,14.5767529999358
"20","hsa05034","Alcoholism","18/77","1131/20540",1.40132007635963e-07,1.71444440083806e-06,5.15622376191897e-07,"midostaurin/crizotinib/perphenazine/paroxetine/promazine/vorinostat/romidepsin/cobimetinib/thioridazine/atomoxetine/neratinib/belinostat/regorafenib/bosutinib/pimozide/riluzole/thiothixene/trifluoperazine",18,14.4778911684679
"21","hsa04370","VEGF signaling pathway","16/77","885/20540",1.42870366736505e-07,1.71444440083806e-06,5.15622376191897e-07,"cabozantinib/midostaurin/bortezomib/sunitinib/tivozanib/cobimetinib/neratinib/axitinib/regorafenib/ponatinib/tacrolimus/itraconazole/bosutinib/nilotinib/dasatinib/vandetanib",16,14.4778911684679
"22","hsa04921","Oxytocin signaling pathway","18/77","1148/20540",1.74999171583832e-07,2.00453596541481e-06,6.0286795952325e-07,"midostaurin/bortezomib/perphenazine/cobimetinib/dacomitinib/neratinib/regorafenib/ponatinib/tacrolimus/bosutinib/dasatinib/pimozide/amiodarone/vandetanib/amlodipine/trifluoperazine/dronedarone/fulvestrant",18,14.3215676367955
"23","hsa04510","Focal adhesion","21/77","1575/20540",2.03411797931994e-07,2.2286857860375e-06,6.70281439409775e-07,"cabozantinib/midostaurin/bortezomib/crizotinib/sunitinib/palbociclib/tivozanib/cobimetinib/dacomitinib/neratinib/axitinib/regorafenib/ponatinib/itraconazole/bosutinib/nilotinib/dasatinib/vandetanib/imatinib/trifluoperazine/fulvestrant",21,14.2155681539408
"24","hsa05031","Amphetamine addiction","16/77","916/20540",2.27665139957749e-07,2.39048396955636e-06,7.18942547234996e-07,"midostaurin/bortezomib/perphenazine/promazine/vorinostat/romidepsin/thioridazine/atomoxetine/belinostat/tacrolimus/bosutinib/pimozide/thiothixene/amlodipine/trifluoperazine/dronedarone",16,14.1454843889062
"25","hsa05163","Human cytomegalovirus infection","23/77","1904/20540",2.67950899397924e-07,2.70094506593107e-06,8.12314305543179e-07,"midostaurin/bortezomib/sunitinib/palbociclib/perphenazine/paroxetine/tivozanib/cobimetinib/dacomitinib/neratinib/axitinib/regorafenib/ponatinib/tacrolimus/bosutinib/nilotinib/dasatinib/pimozide/lenalidomide/vandetanib/imatinib/trifluoperazine/fulvestrant",23,14.0233784958871
"26","hsa05416","Viral myocarditis","10/77","318/20540",3.01143054543173e-07,2.91877114403383e-06,8.778259079801e-07,"bortezomib/axitinib/regorafenib/ponatinib/bosutinib/nilotinib/dasatinib/vandetanib/imatinib/fulvestrant",10,13.9458175454547
"27","hsa05220","Chronic myeloid leukemia","15/77","822/20540",3.31469987304107e-07,3.093719881505e-06,9.30442069625563e-07,"midostaurin/bortezomib/palbociclib/vorinostat/romidepsin/cobimetinib/neratinib/belinostat/regorafenib/ponatinib/bosutinib/nilotinib/dasatinib/imatinib/fulvestrant",15,13.8876060200557
"28","hsa04934","Cushing syndrome","16/77","945/20540",3.46114531311673e-07,3.11147332045103e-06,9.35781449759709e-07,"midostaurin/palbociclib/cobimetinib/dacomitinib/neratinib/regorafenib/hydrocortisone/bosutinib/pimozide/amiodarone/riluzole/vandetanib/amlodipine/trifluoperazine/dronedarone/fulvestrant",16,13.8818838815792
"29","hsa05221","Acute myeloid leukemia","15/77","827/20540",3.58066374178888e-07,3.11147332045103e-06,9.35781449759709e-07,"midostaurin/bortezomib/sunitinib/tivozanib/cobimetinib/neratinib/axitinib/regorafenib/mitoxantrone/ponatinib/bosutinib/nilotinib/dasatinib/imatinib/fulvestrant",15,13.8818838815792
"30","hsa04022","cGMP-PKG signaling pathway","20/77","1509/20540",4.71650830183671e-07,3.96186697354284e-06,1.19153893941138e-06,"midostaurin/perphenazine/vortioxetine/promazine/nebivolol/cobimetinib/thioridazine/neratinib/regorafenib/tacrolimus/fit/salmeterol/bosutinib/pimozide/amiodarone/amlodipine/trifluoperazine/dronedarone/ciclopirox/bumetanide",20,13.6402648599417
"31","hsa04912","GnRH signaling pathway","17/77","1132/20540",7.50881829171517e-07,6.10394261132975e-06,1.83577221393376e-06,"midostaurin/bortezomib/crizotinib/perphenazine/cobimetinib/dacomitinib/neratinib/regorafenib/ponatinib/bosutinib/nilotinib/dasatinib/pimozide/vandetanib/amlodipine/trifluoperazine/dronedarone",17,13.2080453399477
"32","hsa05226","Gastric cancer","16/77","1023/20540",9.91815635460193e-07,7.81054812924902e-06,2.34903703135309e-06,"cabozantinib/midostaurin/bortezomib/crizotinib/cobimetinib/dacomitinib/neratinib/regorafenib/mitoxantrone/ponatinib/tacrolimus/itraconazole/bosutinib/topotecan/vandetanib/fulvestrant",16,12.9615050876808
"33","hsa05231","Choline metabolism in cancer","15/77","912/20540",1.22692606133377e-06,9.36925355927603e-06,2.81782061933114e-06,"midostaurin/bortezomib/sunitinib/tivozanib/cobimetinib/dacomitinib/neratinib/axitinib/regorafenib/ponatinib/bosutinib/nilotinib/dasatinib/vandetanib/imatinib",15,12.7795468018257
"34","hsa04810","Regulation of actin cytoskeleton","17/77","1187/20540",1.44361417808687e-06,1.06997286140556e-05,3.21796349294905e-06,"midostaurin/sunitinib/paroxetine/promazine/tivozanib/cobimetinib/dacomitinib/neratinib/axitinib/regorafenib/ponatinib/bosutinib/nilotinib/dasatinib/vandetanib/imatinib/trifluoperazine",17,12.6467618540983
"35","hsa05165","Human papillomavirus infection","19/77","1478/20540",1.5488477787857e-06,1.10778256594724e-05,3.33167689006689e-06,"midostaurin/bortezomib/sunitinib/palbociclib/vorinostat/tivozanib/romidepsin/cobimetinib/dacomitinib/neratinib/belinostat/axitinib/regorafenib/bosutinib/dasatinib/lenalidomide/vandetanib/imatinib/fulvestrant",19,12.6120348101304
"36","hsa04750","Inflammatory mediator regulation of TRP channels","17/77","1195/20540",1.58254652278177e-06,1.10778256594724e-05,3.33167689006689e-06,"midostaurin/bortezomib/perphenazine/promazine/thioridazine/regorafenib/tegaserod/ponatinib/pheniramine/bosutinib/nilotinib/dasatinib/pimozide/riluzole/imatinib/thiothixene/trifluoperazine",17,12.6120348101304
"37","hsa05205","Proteoglycans in cancer","21/77","1790/20540",1.66624484128213e-06,1.13484783784621e-05,3.41307620404874e-06,"cabozantinib/midostaurin/bortezomib/crizotinib/sunitinib/tivozanib/cobimetinib/dacomitinib/neratinib/axitinib/regorafenib/ponatinib/itraconazole/bosutinib/nilotinib/dasatinib/lenalidomide/vandetanib/fluocinonide/trifluoperazine/fulvestrant",21,12.5878965607036
"38","hsa01523","Antifolate resistance","11/77","484/20540",1.82598541385825e-06,1.21091664287442e-05,3.64185456503585e-06,"bortezomib/romidepsin/mitoxantrone/tacrolimus/topotecan/amiodarone/lenalidomide/imatinib/amlodipine/trifluoperazine/trifluridine",11,12.5230175101756
"39","hsa04110","Cell cycle","13/77","730/20540",2.92620608761367e-06,1.89077931815037e-05,5.68655434030187e-06,"midostaurin/bortezomib/palbociclib/vorinostat/romidepsin/belinostat/regorafenib/ponatinib/bosutinib/nilotinib/dasatinib/imatinib/fulvestrant",13,12.0774060573486
"40","hsa05418","Fluid shear stress and atherosclerosis","19/77","1559/20540",3.40936988668932e-06,2.14790302861427e-05,6.4598587326745e-06,"cabozantinib/midostaurin/bortezomib/sunitinib/perphenazine/tivozanib/neratinib/axitinib/regorafenib/ponatinib/tacrolimus/itraconazole/bosutinib/nilotinib/dasatinib/pimozide/lenalidomide/vandetanib/trifluoperazine",19,11.9499031084159
"41","hsa05202","Transcriptional misregulation in cancer","15/77","1001/20540",3.86232355059431e-06,2.37391593841407e-05,7.13959680726035e-06,"cabozantinib/midostaurin/bortezomib/crizotinib/sunitinib/vorinostat/tivozanib/romidepsin/belinostat/axitinib/regorafenib/ponatinib/dasatinib/amiodarone/imatinib",15,11.8498542527786
"42","hsa05323","Rheumatoid arthritis","11/77","528/20540",4.2105436901571e-06,2.48837104885704e-05,7.48382270332945e-06,"midostaurin/bortezomib/crizotinib/sunitinib/tivozanib/axitinib/regorafenib/ponatinib/tacrolimus/lenalidomide/vandetanib",11,11.802766839928
"43","hsa04664","Fc epsilon RI signaling pathway","14/77","879/20540",4.24602996431956e-06,2.48837104885704e-05,7.48382270332945e-06,"midostaurin/bortezomib/cobimetinib/neratinib/regorafenib/ponatinib/tacrolimus/salmeterol/bosutinib/nilotinib/dasatinib/lenalidomide/vandetanib/imatinib",14,11.802766839928
"44","hsa04970","Salivary secretion","14/77","884/20540",4.53242713487484e-06,2.59584463179196e-05,7.80705152418633e-06,"midostaurin/perphenazine/vortioxetine/promazine/nebivolol/thioridazine/salmeterol/pimozide/amiodarone/riluzole/trifluoperazine/dronedarone/ciclopirox/bumetanide",14,11.7604831911058
"45","hsa04722","Neurotrophin signaling pathway","16/77","1164/20540",5.27060835625181e-06,2.95154067950101e-05,8.87681407368725e-06,"midostaurin/bortezomib/crizotinib/perphenazine/cobimetinib/neratinib/regorafenib/ponatinib/bosutinib/nilotinib/dasatinib/pimozide/riluzole/vandetanib/imatinib/trifluoperazine",16,11.6320678408212
"46","hsa05219","Bladder cancer","12/77","656/20540",5.60754647081126e-06,3.07196024053139e-05,9.23897816701169e-06,"midostaurin/bortezomib/palbociclib/cobimetinib/dacomitinib/neratinib/regorafenib/ponatinib/bosutinib/dasatinib/vandetanib/fulvestrant",12,11.5920792664117
"47","hsa04728","Dopaminergic synapse","17/77","1323/20540",6.233110870958e-06,3.34200838187535e-05,1.00511530281965e-05,"midostaurin/bortezomib/perphenazine/paroxetine/promazine/thioridazine/atomoxetine/regorafenib/tacrolimus/bosutinib/nilotinib/dasatinib/pimozide/thiothixene/amlodipine/trifluoperazine/dronedarone",17,11.5078232008663
"48","hsa04360","Axon guidance","14/77","939/20540",9.02695967570698e-06,4.73915382974616e-05,1.42530942248005e-05,"cabozantinib/midostaurin/crizotinib/neratinib/regorafenib/ponatinib/tacrolimus/bosutinib/nilotinib/dasatinib/vandetanib/imatinib/fluocinonide/trifluoperazine",14,11.1585365362383
"49","hsa04218","Cellular senescence","16/77","1248/20540",1.2666019744654e-05,6.5121900068569e-05,1.95855338552087e-05,"midostaurin/bortezomib/palbociclib/perphenazine/cobimetinib/neratinib/regorafenib/tacrolimus/bosutinib/nilotinib/dasatinib/pimozide/amlodipine/trifluoperazine/dronedarone/fulvestrant",16,10.8407193328463
"50","hsa04380","Osteoclast differentiation","16/77","1250/20540",1.29210119183669e-05,6.5121900068569e-05,1.95855338552087e-05,"midostaurin/bortezomib/sunitinib/cobimetinib/neratinib/axitinib/regorafenib/ponatinib/tacrolimus/bosutinib/nilotinib/dasatinib/amiodarone/lenalidomide/vandetanib/imatinib",16,10.8407193328463
"51","hsa05167","Kaposi sarcoma-associated herpesvirus infection","18/77","1557/20540",1.35307787266358e-05,6.68492388399157e-05,2.01050342375686e-05,"midostaurin/bortezomib/palbociclib/perphenazine/paroxetine/cobimetinib/neratinib/regorafenib/ponatinib/tacrolimus/bosutinib/nilotinib/dasatinib/pimozide/vandetanib/imatinib/trifluoperazine/fulvestrant",18,10.8145403146785
"52","hsa04660","T cell receptor signaling pathway","15/77","1113/20540",1.37942873796651e-05,6.68492388399157e-05,2.01050342375686e-05,"midostaurin/bortezomib/palbociclib/cobimetinib/thioridazine/neratinib/regorafenib/ponatinib/tacrolimus/salmeterol/bosutinib/nilotinib/dasatinib/lenalidomide/imatinib",15,10.8145403146785
"53","hsa04012","ErbB signaling pathway","14/77","987/20540",1.58192391844148e-05,7.49566901966474e-05,2.25433654726759e-05,"midostaurin/bortezomib/cobimetinib/dacomitinib/neratinib/axitinib/regorafenib/ponatinib/bosutinib/nilotinib/dasatinib/vandetanib/imatinib/trifluoperazine",14,10.7000697493771
"54","hsa04929","GnRH secretion","12/77","729/20540",1.61697264822105e-05,7.49566901966474e-05,2.25433654726759e-05,"midostaurin/cobimetinib/neratinib/regorafenib/bazedoxifene/bosutinib/pimozide/amiodarone/riluzole/amlodipine/dronedarone/fulvestrant",12,10.7000697493771
"55","hsa05215","Prostate cancer","16/77","1274/20540",1.63595950826016e-05,7.49566901966474e-05,2.25433654726759e-05,"midostaurin/bortezomib/sunitinib/tivozanib/cobimetinib/dacomitinib/neratinib/axitinib/regorafenib/ponatinib/bosutinib/nilotinib/dasatinib/vandetanib/imatinib/fulvestrant",16,10.7000697493771
"56","hsa04114","Oocyte meiosis","13/77","871/20540",1.94739953559276e-05,8.76329791016741e-05,2.63557831884734e-05,"mometasone/midostaurin/crizotinib/perphenazine/cobimetinib/neratinib/regorafenib/tacrolimus/bosutinib/nilotinib/dasatinib/pimozide/trifluoperazine",13,10.5438228312148
"57","hsa05152","Tuberculosis","16/77","1298/20540",2.05934950491305e-05,9.10449254803664e-05,2.73819324752982e-05,"midostaurin/bortezomib/crizotinib/perphenazine/thioridazine/regorafenib/ponatinib/tacrolimus/hydrocortisone/bosutinib/nilotinib/dasatinib/pimozide/lenalidomide/vandetanib/trifluoperazine",16,10.5056271607809
"58","hsa04662","B cell receptor signaling pathway","12/77","752/20540",2.19804074029055e-05,9.41361320632951e-05,2.83116186656527e-05,"midostaurin/bortezomib/cobimetinib/thioridazine/neratinib/regorafenib/ponatinib/tacrolimus/bosutinib/dasatinib/vandetanib/imatinib",12,10.4722382840125
"59","hsa05140","Leishmaniasis","11/77","630/20540",2.20398086973588e-05,9.41361320632951e-05,2.83116186656527e-05,"midostaurin/bortezomib/crizotinib/regorafenib/tacrolimus/hydrocortisone/bosutinib/nilotinib/dasatinib/lenalidomide/vandetanib",11,10.4722382840125
"60","hsa05133","Pertussis","12/77","757/20540",2.34613959934182e-05,9.85378631723563e-05,2.96354475706335e-05,"bortezomib/crizotinib/perphenazine/regorafenib/tacrolimus/hydrocortisone/nilotinib/dasatinib/pimozide/lenalidomide/vandetanib/trifluoperazine",12,10.426539360067
"61","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","14/77","1027/20540",2.46013201755778e-05,0.000101631683348289,3.05659198039966e-05,"midostaurin/bortezomib/crizotinib/ceritinib/cobimetinib/dacomitinib/neratinib/regorafenib/ponatinib/tacrolimus/bosutinib/nilotinib/dasatinib/vandetanib",14,10.3956249015617
"62","hsa04919","Thyroid hormone signaling pathway","15/77","1175/20540",2.60512543000734e-05,0.000105885743284169,3.1845336326066e-05,"midostaurin/bortezomib/vorinostat/romidepsin/cobimetinib/neratinib/belinostat/regorafenib/ponatinib/bosutinib/dasatinib/amiodarone/ciclopirox/fulvestrant/bumetanide",15,10.3546196128506
"63","hsa00590","Arachidonic acid metabolism","12/77","773/20540",2.88026092821958e-05,0.000113666008983912,3.41852658598232e-05,"pitavastatin/clobetasol/crizotinib/prednicarbate/paroxetine/diflorasone/nilotinib/amiodarone/imatinib/amlodipine/ciclopirox/fulvestrant",12,10.2837158295387
"64","hsa04725","Cholinergic synapse","14/77","1042/20540",2.8867557837184e-05,0.000113666008983912,3.41852658598232e-05,"midostaurin/paroxetine/promazine/cobimetinib/thioridazine/neratinib/donepezil/varenicline/bosutinib/dasatinib/imatinib/amlodipine/trifluoperazine/dronedarone",14,10.2837158295387
"65","hsa04720","Long-term potentiation","12/77","777/20540",3.02930229973737e-05,0.000117443719928279,3.53214195273021e-05,"midostaurin/perphenazine/cobimetinib/atomoxetine/neratinib/regorafenib/tacrolimus/bosutinib/pimozide/amlodipine/trifluoperazine/dronedarone",12,10.2510209925689
"66","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","12/77","788/20540",3.47437773571618e-05,0.000132658059000072,3.98971606015255e-05,"cabozantinib/bortezomib/crizotinib/dacomitinib/neratinib/regorafenib/ponatinib/bosutinib/nilotinib/dasatinib/vandetanib/imatinib",12,10.1292053994697
"67","hsa04915","Estrogen signaling pathway","16/77","1374/20540",4.11777947458226e-05,0.000154877675760407,4.65797521083932e-05,"mometasone/bortezomib/perphenazine/cobimetinib/dacomitinib/neratinib/regorafenib/ponatinib/tacrolimus/bazedoxifene/bosutinib/dasatinib/pimozide/vandetanib/trifluoperazine/fulvestrant",16,9.97434461536867
"68","hsa04066","HIF-1 signaling pathway","16/77","1400/20540",5.15823810618381e-05,0.000191158235699753,5.74911987066926e-05,"midostaurin/bortezomib/crizotinib/sunitinib/tivozanib/cobimetinib/dacomitinib/neratinib/axitinib/regorafenib/ponatinib/tacrolimus/hydrocortisone/bosutinib/vandetanib/trifluoperazine",16,9.76387868784732
"69","hsa05169","Epstein-Barr virus infection","16/77","1405/20540",5.38310550642367e-05,0.000196533720301794,5.91078858050509e-05,"midostaurin/bortezomib/crizotinib/palbociclib/vorinostat/romidepsin/belinostat/regorafenib/ponatinib/bosutinib/nilotinib/dasatinib/lenalidomide/vandetanib/imatinib/fulvestrant",16,9.73614621089587
"70","hsa04270","Vascular smooth muscle contraction","15/77","1253/20540",5.45927000838317e-05,0.000196533720301794,5.91078858050509e-05,"clobetasol/midostaurin/prednicarbate/perphenazine/promazine/cobimetinib/thioridazine/neratinib/regorafenib/bosutinib/diflorasone/pimozide/amlodipine/trifluoperazine/dronedarone",15,9.73614621089587
"71","hsa00830","Retinol metabolism","11/77","732/20540",8.56799001191243e-05,0.000304103307465061,9.14596413428754e-05,"pitavastatin/crizotinib/perphenazine/paroxetine/axitinib/tacrolimus/itraconazole/nilotinib/amiodarone/imatinib/amlodipine",11,9.29961276120635
"72","hsa04924","Renin secretion","11/77","740/20540",9.43534348877397e-05,0.000330237022107089,9.93194051449891e-05,"midostaurin/perphenazine/vortioxetine/nebivolol/tacrolimus/salmeterol/pimozide/amiodarone/amlodipine/trifluoperazine/dronedarone",11,9.21716958661944
"73","hsa04625","C-type lectin receptor signaling pathway","13/77","1019/20540",9.77322328160041e-05,0.000334697994061534,0.000100661050845574,"midostaurin/bortezomib/perphenazine/thioridazine/regorafenib/ponatinib/tacrolimus/bosutinib/nilotinib/dasatinib/pimozide/lenalidomide/trifluoperazine",13,9.20375161711587
"74","hsa04371","Apelin signaling pathway","14/77","1167/20540",9.82843315894981e-05,0.000334697994061534,0.000100661050845574,"midostaurin/perphenazine/paroxetine/vorinostat/romidepsin/cobimetinib/neratinib/belinostat/regorafenib/hydrocortisone/bosutinib/pimozide/trifluoperazine/fulvestrant",14,9.20375161711587
"75","hsa04064","NF-kappa B signaling pathway","11/77","747/20540",0.000102550051957688,0.000344568174577831,0.000103629526188821,"midostaurin/bortezomib/crizotinib/thioridazine/ponatinib/bosutinib/dasatinib/lenalidomide/vandetanib/imatinib/rucaparib",11,9.1746882669216
"76","hsa04072","Phospholipase D signaling pathway","14/77","1177/20540",0.000107587419249101,0.000356737232247017,0.000107289393156998,"midostaurin/sunitinib/tivozanib/cobimetinib/dacomitinib/neratinib/axitinib/regorafenib/ponatinib/bosutinib/nilotinib/dasatinib/vandetanib/imatinib",14,9.13998076543193
"77","hsa05016","Huntington disease","14/77","1185/20540",0.000115574238394782,0.000378242962019287,0.000113757281810312,"midostaurin/bortezomib/vorinostat/romidepsin/dactinomycin/atomoxetine/belinostat/ixazomib/hexachlorophene/bosutinib/amiodarone/riluzole/amlodipine/carfilzomib",14,9.08144348626731
"78","hsa05170","Human immunodeficiency virus 1 infection","17/77","1673/20540",0.000124172338632917,0.000401172170967886,0.00012065328450162,"midostaurin/bortezomib/crizotinib/perphenazine/paroxetine/cobimetinib/neratinib/regorafenib/tacrolimus/bosutinib/nilotinib/dasatinib/pimozide/lenalidomide/vandetanib/imatinib/trifluoperazine",17,9.02258954287696
"79","hsa05135","Yersinia infection","14/77","1203/20540",0.000135459307645448,0.000426806615922444,0.00012836289200675,"midostaurin/bortezomib/crizotinib/cobimetinib/neratinib/regorafenib/ponatinib/tacrolimus/bosutinib/nilotinib/dasatinib/lenalidomide/vandetanib/imatinib",14,8.96064921154054
"80","hsa04971","Gastric acid secretion","9/77","518/20540",0.000135494163784903,0.000426806615922444,0.00012836289200675,"midostaurin/perphenazine/bosutinib/pimozide/riluzole/trifluoperazine/dronedarone/ciclopirox/bumetanide",9,8.96064921154054
"81","hsa04925","Aldosterone synthesis and secretion","11/77","781/20540",0.000151613749235425,0.000471687219843544,0.000141860817998058,"midostaurin/perphenazine/hydrocortisone/bosutinib/pimozide/amiodarone/amlodipine/trifluoperazine/dronedarone/ciclopirox/bumetanide",11,8.86066413597223
"82","hsa05020","Prion disease","15/77","1382/20540",0.000163431668460944,0.000502253420148267,0.000151053660194967,"bortezomib/promazine/atomoxetine/regorafenib/ixazomib/tacrolimus/hexachlorophene/bosutinib/nilotinib/dasatinib/lenalidomide/imatinib/amlodipine/dronedarone/carfilzomib",15,8.79787541874714
