"","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau","fda_approved","clinical_trial_LUAD"
"25","AVN-944",NA,"A549","trt_cp","down",-0.560029166365117,1.91481268192624e-05,0.000131690733657776,-1.64930888546282,-0.70070105586216,47,69,NA,-99.4475301347199,FALSE,FALSE
"26","SIB-1893","5311432","A549","trt_cp","down",-0.558941982925189,1.91916452893062e-05,0.000131690733657776,-1.64610708560078,0,47,69,"GRM4; GRM5",-98.5809107382021,FALSE,FALSE
"27","BRD-K25712227",NA,"A549","trt_cp","down",-0.552918599641325,1.94527561095689e-05,0.000131690733657776,-1.62836797455572,-1.27797138054058,47,69,NA,-98.4765224927125,FALSE,FALSE
"28","AZD-8055","25262965","A549","trt_cp","down",-0.550362628301626,1.95833115197002e-05,0.000131690733657776,-1.62084053403166,-1.16722189957482,47,69,"MTOR",-98.1869928306941,FALSE,FALSE
"29","BRD-K74587389",NA,"A549","trt_cp","down",-0.548889058965823,1.9626829989744e-05,0.000131690733657776,-1.61650081184422,-1.34192982624373,47,69,NA,-98.8674860159143,FALSE,FALSE
"30","HMN-214","9888590","A549","trt_cp","down",-0.548543317286897,1.9626829989744e-05,0.000131690733657776,-1.61548258840627,-1.02492860016181,47,69,"PLK1",-98.307137792484,FALSE,FALSE
"31","GR-127935","107780","A549","trt_cp","down",-0.548433132682065,1.96703484597878e-05,0.000131690733657776,-1.61515809022171,-1.48434781290826,47,69,"HTR1B; HTR1D; HTR1E; HTR1F; HTR2B; HTR6",-98.3691798629166,FALSE,FALSE
"32","BRD-K48853221",NA,"A549","trt_cp","down",-0.54842281194967,1.96703484597878e-05,0.000131690733657776,-1.61512769524111,-1.38783322695176,47,69,NA,-98.1604033719373,FALSE,FALSE
"33","ingenol","5225086","A549","trt_cp","down",-0.548296881927612,1.96703484597878e-05,0.000131690733657776,-1.61475682615643,0,47,69,"PRKCE",-98.5937130701962,FALSE,FALSE
"34","BRD-K58288048","44507326","A549","trt_cp","down",-0.547492527705678,1.97138669298316e-05,0.000131690733657776,-1.6123879699522,-1.61385176840931,47,69,NA,-98.4637201607185,FALSE,FALSE
"35","crizotinib","11626560","A549","trt_cp","down",-0.547314585714328,1.97138669298316e-05,0.000131690733657776,-1.61186392348273,-1.20729035488412,47,69,"ALK; AXL; CYP2B6; CYP3A5; EPHA2; EPHA6; EPHB6; IRAK1; IRAK3; LTK; MAP3K2; MAP4K1; MAP4K2; MAP4K3; MAP4K5; MERTK; MET; MST1R; NTRK2; NTRK3; NUDT1; PLK4; ROS1; SLK; STK10; TEK; TIE1",-99.1973922634523,TRUE,TRUE
"36","TAK-733",NA,"A549","trt_cp","down",-0.54727151213122,1.97138669298316e-05,0.000131690733657776,-1.61173707001221,-1.48180690495727,47,69,"MAP2K1",-98.1643425510124,FALSE,FALSE
"37","BRD-K78385490","56643206","A549","trt_cp","down",-0.545170504578585,1.98009038699191e-05,0.000131690733657776,-1.60554951651838,-1.60560902885572,47,69,NA,-98.0166233356968,FALSE,FALSE
"38","BRD-A47816767","2876959","A549","trt_cp","down",-0.538016880609763,2.01055331602256e-05,0.000131690733657776,-1.58448180025708,-1.54886192788776,47,69,NA,-98.7453714645868,FALSE,FALSE
"39","BRD-K41700431","54631455","A549","trt_cp","down",-0.535229649688065,2.02360885703569e-05,0.000131690733657776,-1.57627329077027,-1.11596758079576,47,69,NA,-98.5513668951391,FALSE,FALSE
"40","KUC111774N","12387471","A549","trt_cp","down",-0.534908796316018,2.02360885703569e-05,0.000131690733657776,-1.57532836441781,-1.20688473948042,47,69,NA,-97.9535964704956,FALSE,FALSE
"41","SA-1921456","54666570","A549","trt_cp","down",-0.534233627868145,2.02796070404007e-05,0.000131690733657776,-1.57333996562157,-1.17925756278968,47,69,NA,-98.0914677381234,FALSE,FALSE
"42","AMG-232",NA,"A549","trt_cp","down",-0.534190352467195,2.02796070404007e-05,0.000131690733657776,-1.57321251778921,-0.693454596144076,47,69,NA,-97.4306704482786,FALSE,FALSE
"43","BRD-K23319301","71758969","A549","trt_cp","down",-0.534113430445443,2.02796070404007e-05,0.000131690733657776,-1.57298597927732,-1.37214410325039,47,69,NA,-97.4651382651855,FALSE,FALSE
"44","BRD-K98824517","5756371","A549","trt_cp","down",-0.533042863921084,2.03231255104445e-05,0.000131690733657776,-1.5698331169138,-1.07353586102596,47,69,NA,-98.3829669896794,FALSE,FALSE
"45","BRD-K86899078","44506648","A549","trt_cp","down",-0.530914088933683,2.0410162450532e-05,0.000131690733657776,-1.56356378718468,-1.67277036225309,47,69,NA,-97.7851965650358,FALSE,FALSE
"46","BRD-K12532266",NA,"A549","trt_cp","down",-0.529848618403642,2.04536809205758e-05,0.000131690733657776,-1.56042593273363,-0.961327055347332,47,69,NA,-98.0560151264476,FALSE,FALSE
"47","BRD-K34624563",NA,"A549","trt_cp","down",-0.529751008019628,2.04536809205758e-05,0.000131690733657776,-1.56013846614557,-1.35766000864757,47,69,NA,-97.5577089734499,FALSE,FALSE
"48","LY-165163","121930","A549","trt_cp","down",-0.529709055281807,2.04536809205758e-05,0.000131690733657776,-1.56001491361043,-1.00956811023833,47,69,"HTR1D",-99.4061687544316,FALSE,FALSE
"49","NNC-55-0396","9957280","A549","trt_cp","down",-0.529137048946651,2.04971993906196e-05,0.000131690733657776,-1.55833033147119,-1.53753389522964,47,69,"CATSPER1; CATSPER2; CATSPER3; CATSPER4",-97.1391711967226,FALSE,FALSE
"50","BRD-K68906258",NA,"A549","trt_cp","down",-0.528798460901477,2.04971993906196e-05,0.000131690733657776,-1.55733317577831,-1.28420754738291,47,69,NA,-98.195855983613,FALSE,FALSE
"51","AZ-20",NA,"A549","trt_cp","down",-0.527900998707264,2.05407178606633e-05,0.000131690733657776,-1.55469011277341,-0.919171261930642,47,69,NA,-97.9792011344836,FALSE,FALSE
"52","selamectin","9578507","A549","trt_cp","down",-0.526877594859026,2.05842363307071e-05,0.000131690733657776,-1.55167614642721,-1.0719790904145,47,69,NA,-98.1968407783818,FALSE,FALSE
"53","VAMA-37","NotFound","A549","trt_cp","down",-0.526506762757687,2.05842363307071e-05,0.000131690733657776,-1.55058403066524,-1.38666871771974,47,69,"PRKDC",-99.0969431970377,FALSE,FALSE
"54","nitazoxanide","41684","A549","trt_cp","down",-0.526223667297632,2.06277548007509e-05,0.000131690733657776,-1.54975030291364,-0.797202472858009,47,69,NA,-97.9929882612464,TRUE,FALSE
"55","tenovins",NA,"A549","trt_cp","down",-0.526064670163552,2.06277548007509e-05,0.000131690733657776,-1.54928204982657,-0.620528970344043,47,69,"SIRT1; SIRT2",-97.9112502954384,FALSE,FALSE
"56","wortmannin","312145","A549","trt_cp","down",-0.525971825307699,2.06277548007509e-05,0.000131690733657776,-1.54900861791458,-1.212632608804,47,69,"ATM; ATR; MTOR; MYLK; PI4KA; PI4KB; PIK3C2B; PIK3C3; PIK3CA; PIK3CD; PIK3CG; PIK3R1; PIK3R4; PLK1; PLK2; PLK3; PRKDC",-97.3380997400142,FALSE,FALSE
"57","BRD-K71456612",NA,"A549","trt_cp","down",-0.522752812542089,2.07583102108822e-05,0.000131690733657776,-1.5395284931718,-1.51088180742754,47,69,NA,-97.1401559914914,FALSE,FALSE
"58","AZD-9291",NA,"A549","trt_cp","down",-0.522581800979049,2.07583102108822e-05,0.000131690733657776,-1.53902485709821,-1.38450716462092,47,69,NA,-96.5532183093043,FALSE,FALSE
"59","perphenazine","4748","A549","trt_cp","down",-0.521924417027607,2.0801828680926e-05,0.000131690733657776,-1.53708883437406,-1.48594145865405,47,69,"AOX1; CALM1; CALM2; CALM3; DRD1; HRH1; HTR6; HTR7",-98.4203891908926,TRUE,FALSE
"60","cabozantinib",NA,"A549","trt_cp","down",-0.521726734413686,2.0801828680926e-05,0.000131690733657776,-1.53650665096072,-0.993988957885419,47,69,"KDR; MET; RET",-97.5035452611676,TRUE,FALSE
"61","cobimetinib",NA,"A549","trt_cp","down",-0.520699351403621,2.08453471509698e-05,0.000131690733657776,-1.53348096581958,-1.21621755324743,47,69,"MAP2K1",-98.0894981485858,TRUE,FALSE
"62","BRD-K00007652","44507092","A549","trt_cp","down",-0.520643739665609,2.08453471509698e-05,0.000131690733657776,-1.53331718696815,-0.999828191474653,47,69,NA,-98.9876309777042,FALSE,FALSE
"63","3-Cl-AHPC",NA,"A549","trt_cp","down",-0.519689017792974,2.08888656210136e-05,0.000131690733657776,-1.53050549185966,-1.3192071993231,47,69,NA,-97.4050657842906,FALSE,FALSE
"64","betamethasone-acetate","443967","A549","trt_cp","down",-0.518922027214355,2.09323840910573e-05,0.000131690733657776,-1.52824667311885,-0.809984131764162,47,69,NA,-98.3908453478295,TRUE,FALSE
"65","L-168049","5311276","A549","trt_cp","down",-0.518423590228583,2.09759025611011e-05,0.000131690733657776,-1.52677875573374,-1.10454311604519,47,69,"GCGR",-97.3154494603325,FALSE,FALSE
"66","torin-2","51358113","A549","trt_cp","down",-0.517937229697662,2.09759025611011e-05,0.000131690733657776,-1.52534640400393,-1.28400619526901,47,69,"MTOR",-97.8846608366816,FALSE,FALSE
"67","rhodomyrtoxin-b","3270699","A549","trt_cp","down",-0.517786600345016,2.09759025611011e-05,0.000131690733657776,-1.5249027943767,-1.48345981847734,47,69,NA,-96.9550145749626,FALSE,FALSE
"68","tacedinaline","2746","A549","trt_cp","down",-0.516954348716297,2.10194210311449e-05,0.000131690733657776,-1.52245177916423,-1.42264939941613,47,69,"HDAC1",-97.5340738989995,FALSE,FALSE
"69","BRD-K79947405","44619125","A549","trt_cp","down",-0.51677315399884,2.10194210311449e-05,0.000131690733657776,-1.52191815328285,-1.02311645651761,47,69,NA,-98.5543212794454,FALSE,FALSE
"70","VU-0418946-1","46742353","A549","trt_cp","down",-0.516608033707076,2.10194210311449e-05,0.000131690733657776,-1.52143186724502,-1.48623554645867,47,69,"HIF1A",-96.7984322067281,FALSE,FALSE
"71","maprotiline","4011","A549","trt_cp","down",-0.516435621912491,2.10629395011887e-05,0.000131690733657776,-1.52092410743206,-1.06478118562299,47,69,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; CHRM1; CHRM4; CHRM5; HRH1; HTR7; SLC6A2",-96.9845584180257,FALSE,FALSE
"72","MLN-0128",NA,"A549","trt_cp","down",-0.516227263987333,2.10629395011887e-05,0.000131690733657776,-1.52031048478889,-1.21561300549766,47,69,NA,-97.1312928385724,FALSE,FALSE
"73","valrubicin",NA,"A549","trt_cp","down",-0.514533663015125,2.11064579712325e-05,0.000131690733657776,-1.51532276039942,-1.26156527136558,47,69,"TOP2A",-97.0574332309147,TRUE,FALSE
"74","BRD-K04887706",NA,"A549","trt_cp","down",-0.514464534669372,2.11499764412762e-05,0.000131690733657776,-1.5151191745833,-1.22941394407563,47,69,NA,-97.5291499251556,FALSE,FALSE
"75","bortezomib","73707406","A549","trt_cp","down",-0.514126057000937,2.11499764412762e-05,0.000131690733657776,-1.51412234395445,-1.16870072130474,47,69,"AIFM1; BAX; BCL2L11; CASP9; CYCS; DIABLO; IL6; JUN; MAPK8; NFKBIA; PSMA1; PSMA2; PSMA3; PSMA4; PSMA5; PSMA6; PSMA7; PSMA8; PSMB1; PSMB10; PSMB2; PSMB3; PSMB4; PSMB5; PSMB6; PSMB7; PSMB8; PSMD1; PSMD2; RELA; TP53; VEGFA",-97.2366658788308,TRUE,TRUE
"76","BRD-K45842176","44511205","A549","trt_cp","down",-0.512905820877989,2.119349491132e-05,0.000131690733657776,-1.5105286984788,-1.08184974121123,47,69,NA,-99.0762625068936,FALSE,FALSE
"77","BRD-K73610817","3426979","A549","trt_cp","down",-0.511853896883251,2.12370133813638e-05,0.000131690733657776,-1.50743073913034,-1.50751836493543,47,69,NA,-96.8653982510045,FALSE,FALSE
"78","BRD-K08448573","44511133","A549","trt_cp","down",-0.511184837451788,2.12805318514076e-05,0.000131690733657776,-1.50546033163821,-1.50623018836546,47,69,NA,-95.9071929409911,FALSE,FALSE
"79","BRD-K40075475",NA,"A549","trt_cp","down",-0.51117433213851,2.12805318514076e-05,0.000131690733657776,-1.50542939305934,-1.44061230948156,47,69,NA,-97.99003387694,FALSE,FALSE
"80","tegaserod","6918369","A549","trt_cp","down",-0.510959967988245,2.12805318514076e-05,0.000131690733657776,-1.50479808183665,-1.22704571593815,47,69,"HTR2B; HTR4",-96.8466871503979,TRUE,FALSE
"81","BVD-523",NA,"A549","trt_cp","down",-0.510845496868499,2.12805318514076e-05,0.000131690733657776,-1.50446095968969,-1.43671265337643,47,69,NA,-96.7590404159773,FALSE,FALSE
"82","BRD-K18978393",NA,"A549","trt_cp","down",-0.510717962469676,2.12805318514076e-05,0.000131690733657776,-1.50408536564957,-1.29658286554512,47,69,NA,-96.6782872449382,FALSE,FALSE
"83","BRD-K23282736","44506420","A549","trt_cp","down",-0.510264936869104,2.13240503214514e-05,0.000131690733657776,-1.50275118665812,-1.44471005078367,47,69,NA,-98.6212873237217,FALSE,FALSE
"84","SA-1919875","54666573","A549","trt_cp","down",-0.510205852846538,2.13240503214514e-05,0.000131690733657776,-1.50257718178612,-0.402910425906681,47,69,NA,-97.3577956353896,FALSE,FALSE
"85","BRD-K20109053","60185092","A549","trt_cp","down",-0.510173258498127,2.13240503214514e-05,0.000131690733657776,-1.50248119009198,-0.998680240585158,47,69,NA,-96.8200976916411,FALSE,FALSE
"86","BRD-K18724229","53338856","A549","trt_cp","down",-0.510078876416035,2.13240503214514e-05,0.000131690733657776,-1.50220323098561,-1.50381666041398,47,69,NA,-97.3243126132514,FALSE,FALSE
"87","BRD-K45627302","60191105","A549","trt_cp","down",-0.50961962707076,2.13240503214514e-05,0.000131690733657776,-1.50085072281051,-1.10267941806032,47,69,NA,-96.3267155124872,FALSE,FALSE
"88","BRD-K60763357",NA,"A549","trt_cp","down",-0.509020023838746,2.13675687914951e-05,0.000131690733657776,-1.4990848666771,-1.50380979183852,47,69,NA,-96.2538406995982,FALSE,FALSE
"89","adarotene",NA,"A549","trt_cp","down",-0.508886844802396,2.13675687914951e-05,0.000131690733657776,-1.49869264894773,-1.30988568121523,47,69,NA,-98.0018514141653,FALSE,FALSE
"90","amonafide","50515","A549","trt_cp","down",-0.507822677319217,2.14110872615389e-05,0.000131690733657776,-1.49555863202319,-1.3178295388567,47,69,"TOP2A; TOP2B",-97.3331757661703,FALSE,FALSE
"91","amcinonide","2133","A549","trt_cp","down",-0.507660874850355,2.14110872615389e-05,0.000131690733657776,-1.49508211711002,-0.743129537092821,47,69,"ANXA1; NR3C1",-97.2908295911132,TRUE,FALSE
"92","BRD-K19724398","53338857","A549","trt_cp","down",-0.507489739403665,2.14546057315827e-05,0.000131690733657776,-1.494578116194,-1.59589271072744,47,69,NA,-96.8358544079414,FALSE,FALSE
"93","YM-201636","9956222","A549","trt_cp","down",-0.50746360284081,2.14546057315827e-05,0.000131690733657776,-1.49450114294343,-1.1771267213193,47,69,NA,-97.4956669030174,FALSE,FALSE
"94","BRD-K64140008",NA,"A549","trt_cp","down",-0.507364428602835,2.14546057315827e-05,0.000131690733657776,-1.49420907074125,-1.20661352996247,47,69,NA,-96.4567084219649,FALSE,FALSE
"95","BRD-K09050080",NA,"A549","trt_cp","down",-0.506312359514601,2.14981242016265e-05,0.000131690733657776,-1.49111068408649,-1.30731459979867,47,69,NA,-97.9476877018829,FALSE,FALSE
"96","BRD-K32389477","44619439","A549","trt_cp","down",-0.50582225132562,2.14981242016265e-05,0.000131690733657776,-1.48966729534984,-1.34346115358502,47,69,NA,-96.7491924682896,FALSE,FALSE
"97","ZK-164015","9806489","A549","trt_cp","down",-0.505394367494465,2.15416426716702e-05,0.000131690733657776,-1.48840715990145,-1.22307206225241,47,69,"ESR1; ESR2",-96.4911762388718,FALSE,FALSE
"98","BRD-K63423329","54666687","A549","trt_cp","down",-0.505280170415271,2.15416426716702e-05,0.000131690733657776,-1.48807084481516,-1.26047109483254,47,69,NA,-96.5660206412984,FALSE,FALSE
"99","BRD-K31542390",NA,"A549","trt_cp","down",-0.505239736957588,2.15416426716702e-05,0.000131690733657776,-1.4879517666224,-1.08191112966213,47,69,NA,-98.5287166154573,FALSE,FALSE
"100","AZD-4547",NA,"A549","trt_cp","down",-0.50491630515415,2.15416426716702e-05,0.000131690733657776,-1.48699924668364,-1.37297756816788,47,69,"FGFR2",-96.5935948948239,FALSE,FALSE
"101","PI-103","9884685","A549","trt_cp","down",-0.504894768725817,2.15416426716702e-05,0.000131690733657776,-1.48693582101807,-1.20442640842116,47,69,"MLST8; MTOR; PIK3C2B; PIK3C2G; PIK3C3; PIK3CA; PIK3CB; PIK3CD; PIK3CG; PIK3R1; PRKDC",-95.3438903332545,FALSE,FALSE
"102","clocortolone-pivalate","5282493","A549","trt_cp","down",-0.504605233459538,2.15416426716702e-05,0.000131690733657776,-1.48608312777278,0,47,69,NA,-97.3715827621524,TRUE,FALSE
"103","voapaxar",NA,"A549","trt_cp","down",-0.504088952629038,2.1585161141714e-05,0.000131690733657776,-1.48456265953241,-1.01423856143737,47,69,NA,-97.4996060820925,FALSE,FALSE
"104","TG-101348","16722836","A549","trt_cp","down",-0.5039459797263,2.1585161141714e-05,0.000131690733657776,-1.48414159846447,-1.19336566912026,47,69,"BRD4; FLT3; JAK2; RET; TYK2",-97.2622705428189,FALSE,FALSE
"105","Ro-4987655",NA,"A549","trt_cp","down",-0.502687049444137,2.16286796117578e-05,0.000131690733657776,-1.48043399710145,-1.35992233157749,47,69,NA,-97.6699755770897,FALSE,FALSE
"106","protopine","4970","A549","trt_cp","down",-0.502234873760211,2.16721980818016e-05,0.000131690733657776,-1.47910232114941,-0.892777854346277,47,69,"ACHE; SLC6A2; SLC6A4",-99.1186086819507,FALSE,FALSE
"107","dovitinib","9886808","A549","trt_cp","down",-0.500881463907401,2.17157165518454e-05,0.000131690733657776,-1.47511647357222,-1.18338856656458,47,69,"ABL2; ANKK1; BLK; BMP2K; BTK; CSF1R; EGFR; FGFR2; FGFR3; FGR; FLT1; FLT3; FLT4; FYN; HCK; INSR; IRAK4; KDR; KIT; LRRK2; MAP2K5; MAP3K11; MAP3K19; MAP3K2; MAP3K7; MAP4K1; MAP4K4; MAP4K5; MARK4; MAST1; MELK; MINK1; MYLK2; MYLK3; MYLK4; NR1I2; NTRK1; NTRK2; NTRK3; NUAK1; PDGFRA; PDGFRB; PHKG1; PKN1; RET; RPS6KA1; RPS6KA2; RPS6KA6; SIK2; STK4; TNIK; TYK2; TYRO3; ULK1; ULK2; YES1",-96.571929409911,FALSE,FALSE
"108","perhexiline","5284439","A549","trt_cp","down",-0.500812978362406,2.17157165518454e-05,0.000131690733657776,-1.47491478083071,-1.34454517070122,47,69,"CPT1A; CPT2; KCNH2",-96.4724651382652,FALSE,FALSE
"109","BRD-K58138547",NA,"A549","trt_cp","down",-0.500613069606236,2.17157165518454e-05,0.000131690733657776,-1.47432604133707,-1.40888156627359,47,69,NA,-96.378909635232,FALSE,FALSE
"110","CX-5461",NA,"A549","trt_cp","down",-0.500606234758947,2.17157165518454e-05,0.000131690733657776,-1.47430591243121,-0.848096557763973,47,69,NA,-97.2957535649571,FALSE,FALSE
"111","BRD-K82971429","24059344","A549","trt_cp","down",-0.500154006470886,2.17592350218891e-05,0.000131690733657776,-1.47297408155784,-1.20680457351067,47,69,NA,-97.8108012290239,FALSE,FALSE
"112","AZ-628","11676786","A549","trt_cp","down",-0.49933629434158,2.18027534919329e-05,0.000131690733657776,-1.47056588576802,-1.15015258918654,47,69,"BRAF; RAF1",-96.6123059954305,FALSE,FALSE
"113","I-070759","24086306","A549","trt_cp","down",-0.499178729621397,2.18027534919329e-05,0.000131690733657776,-1.47010185119868,-1.39706653273768,47,69,NA,-96.3365634601749,FALSE,FALSE
"114","palbociclib","5330286","A549","trt_cp","down",-0.499089287923353,2.18027534919329e-05,0.000131690733657776,-1.46983844172615,-1.46392523490189,47,69,"CCND3; CDK4; CDK6",-95.9071929409911,TRUE,TRUE
"115","JW-7-24-1","69923936","A549","trt_cp","down",-0.498309551459621,2.18462719619767e-05,0.000131690733657776,-1.46754208583043,-1.43255673940685,47,69,"LCK",-95.9180256834476,FALSE,FALSE
"116","BRD-K85095987",NA,"A549","trt_cp","down",-0.498202982905798,2.18462719619767e-05,0.000131690733657776,-1.46722823706453,-1.45554137295084,47,69,NA,-95.9357519892854,FALSE,FALSE
"117","taselisib",NA,"A549","trt_cp","down",-0.498043783991024,2.18462719619767e-05,0.000131690733657776,-1.46675938972504,-1.19901583072128,47,69,NA,-96.0470337981565,FALSE,FALSE
"118","gossypol","227456","A549","trt_cp","down",-0.497843928026901,2.18462719619767e-05,0.000131690733657776,-1.46617080570613,-1.19121270022112,47,69,"BCL2; BCL2L1; BCL2L2; CTGF; EGF; MCL1",-96.9008508626802,FALSE,FALSE
"119","BRD-K73008154","54666534","A549","trt_cp","down",-0.497034084275854,2.18897904320205e-05,0.000131690733657776,-1.4637857826133,-1.46442157678643,47,69,NA,-95.9278736311353,FALSE,FALSE
"120","cerivastatin","23663992","A549","trt_cp","down",-0.496807189414352,2.18897904320205e-05,0.000131690733657776,-1.46311756793161,-1.46384286447631,47,69,"CYP2C8; CYP3A5; HMGCR",-95.6196328685102,FALSE,FALSE
"121","BRD-K31706415","23748696","A549","trt_cp","down",-0.496723363193891,2.18897904320205e-05,0.000131690733657776,-1.46287069627109,-1.41975659575338,47,69,NA,-95.2976049791224,FALSE,FALSE
"122","BRD-A49765801",NA,"A549","trt_cp","down",-0.496437586844045,2.19333089020643e-05,0.000131690733657776,-1.462029073189,0.921428977576552,47,69,NA,-97.5271803356181,FALSE,FALSE
"123","prednicarbate","6714002","A549","trt_cp","down",-0.49630076026137,2.19333089020643e-05,0.000131690733657776,-1.46162611328597,-0.845125360550015,47,69,"NR3C1; PLA2G1B",-98.4844008508627,TRUE,FALSE
"124","BRD-K64863641",NA,"A549","trt_cp","down",-0.495967387252735,2.19333089020643e-05,0.000131690733657776,-1.46064431608979,-1.35716193436032,47,69,NA,-96.499054597022,FALSE,FALSE
"125","BRD-K85818861","44506674","A549","trt_cp","down",-0.495870676097208,2.19333089020643e-05,0.000131690733657776,-1.46035949776654,-1.60086469498181,47,69,NA,-97.0121326715512,FALSE,FALSE
"126","merck-ketone","NotFound","A549","trt_cp","down",-0.494582685539766,2.1976827372108e-05,0.000131690733657776,-1.45656631269983,-1.66237053717326,47,69,NA,-95.2483652406838,FALSE,FALSE
