"","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau","fda_approved","clinical_trial_LUAD"
"39","BRD-K18978393",NA,"A549","trt_cp","down",-0.549882690708394,1.95833115197002e-05,0.000120329764002986,-1.620713355882,-0.846654794896093,47,49,NA,-98.0835893799732,FALSE,FALSE
"40","XMD-1499","73265211","A549","trt_cp","down",-0.548170444037887,1.96703484597878e-05,0.000120329764002986,-1.61566671394483,-1.14498816299538,47,49,NA,-99.1274718348696,FALSE,FALSE
"41","BRD-K85818861","44506674","A549","trt_cp","down",-0.548169213059594,1.96703484597878e-05,0.000120329764002986,-1.61566308578378,-1.61640626552019,47,49,NA,-98.8704404002206,FALSE,FALSE
"42","BRD-K32389477","44619439","A549","trt_cp","down",-0.5469959376888,1.97138669298316e-05,0.000120329764002986,-1.6122049971847,-1.17448399817576,47,49,NA,-98.3918301425983,FALSE,FALSE
"43","clobetasol","5311051","A549","trt_cp","down",-0.545231631098342,1.98009038699191e-05,0.000120329764002986,-1.60700491487015,-0.766831065287356,47,49,"NR3C1; PLA2G1B",-98.5090207200819,TRUE,FALSE
"44","L-168049","5311276","A549","trt_cp","down",-0.545084519375295,1.98009038699191e-05,0.000120329764002986,-1.6065713206902,-0.996868874626394,47,49,"GCGR",-98.3130465610967,FALSE,FALSE
"45","clomifene","2800","A549","trt_cp","down",-0.544137587398754,1.98444223399629e-05,0.000120329764002986,-1.60378035213013,-0.91714714044175,47,49,"AR; ESR1; SHBG",-98.2963050500276,FALSE,FALSE
"46","amonafide","50515","A549","trt_cp","down",-0.543740006667514,1.98444223399629e-05,0.000120329764002986,-1.60260853055427,-1.3030624296396,47,49,"TOP2A; TOP2B",-98.6626487040101,FALSE,FALSE
"47","WT-171","44601455","A549","trt_cp","down",-0.543136869529119,1.98879408100067e-05,0.000120329764002986,-1.60083085609363,-1.3022093114716,47,49,"HDAC6",-98.6252265027968,FALSE,FALSE
"48","BRD-K09050080",NA,"A549","trt_cp","down",-0.542842886405655,1.98879408100067e-05,0.000120329764002986,-1.59996437605588,-1.32015068110057,47,49,NA,-99.0270227684551,FALSE,FALSE
"49","torin-2","51358113","A549","trt_cp","down",-0.540418558767766,2.0018496220138e-05,0.000120329764002986,-1.5928189607734,-1.42982150922578,47,49,"MTOR",-98.7365083116678,FALSE,FALSE
"50","TAK-733",NA,"A549","trt_cp","down",-0.540284863680109,2.0018496220138e-05,0.000120329764002986,-1.59242491051896,-1.47483917557203,47,49,"MAP2K1",-97.9270070117388,FALSE,FALSE
"51","BRD-K45759552",NA,"A549","trt_cp","down",-0.540270322329896,2.0018496220138e-05,0.000120329764002986,-1.59238205163124,-0.636994129083886,47,49,NA,-98.6262112975656,FALSE,FALSE
"52","PF-04691502",NA,"A549","trt_cp","down",-0.539953045752475,2.0018496220138e-05,0.000120329764002986,-1.59144691692847,-1.17419518253752,47,49,NA,-97.8236035610179,FALSE,FALSE
"53","latrunculin-b","6436219","A549","trt_cp","down",-0.539115262176463,2.00620146901818e-05,0.000120329764002986,-1.58897765020317,-1.31114400377288,47,49,"ACTA1; MKL1; SPIRE2",-97.6266446072638,FALSE,FALSE
"54","betamethasone-acetate","443967","A549","trt_cp","down",-0.538800159166652,2.00620146901818e-05,0.000120329764002986,-1.58804892183054,-0.026475265800723,47,49,NA,-99.0063420783109,FALSE,FALSE
"55","3-Cl-AHPC",NA,"A549","trt_cp","down",-0.538365415131311,2.01055331602256e-05,0.000120329764002986,-1.58676756586795,-1.37845321459542,47,49,NA,-98.037304025841,FALSE,FALSE
"56","naproxol","3032818","A549","trt_cp","down",-0.537500103053955,2.01055331602256e-05,0.000120329764002986,-1.58421716218281,0.974866200886353,47,49,NA,-97.9880642874025,FALSE,FALSE
"57","BRD-K63423329","54666687","A549","trt_cp","down",-0.534326149619375,2.02796070404007e-05,0.000120329764002986,-1.57486231466843,-1.23836633991779,47,49,NA,-97.8127708185614,FALSE,FALSE
"58","mometasone","441336","A549","trt_cp","down",-0.5336227103926,2.02796070404007e-05,0.000120329764002986,-1.5727890118183,-0.918530165045335,47,49,"NR3C1; PGR",-98.4548570077996,TRUE,FALSE
"59","BRD-K20197338","54657749","A549","trt_cp","down",-0.533509072595659,2.02796070404007e-05,0.000120329764002986,-1.57245407802543,-1.09483424558458,47,49,NA,-98.0176081304656,FALSE,FALSE
"60","BRD-K78385490","56643206","A549","trt_cp","down",-0.53246978643178,2.03666439804882e-05,0.000120329764002986,-1.56939090656205,-1.56952390742367,47,49,NA,-97.5301347199244,FALSE,FALSE
"61","BVD-523",NA,"A549","trt_cp","down",-0.531684160468583,2.03666439804882e-05,0.000120329764002986,-1.56707536815214,-1.41034852281639,47,49,NA,-97.6857322933901,FALSE,FALSE
"62","AZ-20",NA,"A549","trt_cp","down",-0.529673267230742,2.04536809205758e-05,0.000120329764002986,-1.56114850123508,-1.06836242036749,47,49,NA,-98.0983613015048,FALSE,FALSE
"63","KN-93","5312122","A549","trt_cp","down",-0.529276539736905,2.04971993906196e-05,0.000120329764002986,-1.55997919447425,-1.20214319803541,47,49,"CAMK2A",-99.0437642795242,FALSE,FALSE
"64","BRD-K74587389",NA,"A549","trt_cp","down",-0.527355628589137,2.05842363307071e-05,0.000120329764002986,-1.55431753898799,-1.45248162757623,47,49,NA,-98.3140313558654,FALSE,FALSE
"65","BRD-K25712227",NA,"A549","trt_cp","down",-0.526383749713719,2.06277548007509e-05,0.000120329764002986,-1.55145304243208,-1.19498674098324,47,49,NA,-97.6975498306153,FALSE,FALSE
"66","YM-201636","9956222","A549","trt_cp","down",-0.523740588411587,2.07147917408385e-05,0.000120329764002986,-1.54366264114013,-1.33369803439948,47,49,NA,-98.3908453478295,FALSE,FALSE
"67","fluocinolone-acetonide","6215","A549","trt_cp","down",-0.523527904689167,2.07147917408385e-05,0.000120329764002986,-1.54303578134743,0,47,49,NA,-99.352989836918,FALSE,FALSE
"68","CGK-733","6605258","A549","trt_cp","down",-0.522776663611532,2.07583102108822e-05,0.000120329764002986,-1.54082158826846,0,47,49,"ATM; ATR",-96.8309304340975,FALSE,FALSE
"69","PKI-179",NA,"A549","trt_cp","down",-0.522490802359471,2.0801828680926e-05,0.000120329764002986,-1.53997904647369,-1.51621211121575,47,49,NA,-97.7783030016545,FALSE,FALSE
"70","LY-165163","121930","A549","trt_cp","down",-0.51956507344934,2.08888656210136e-05,0.000120329764002986,-1.53135581100827,-1.00359575599117,47,49,"HTR1D",-99.1875443157646,FALSE,FALSE
"71","BRD-K23282736","44506420","A549","trt_cp","down",-0.518591286045407,2.09323840910573e-05,0.000120329764002986,-1.52848568929319,-1.45905820744836,47,49,NA,-98.8359725833136,FALSE,FALSE
"72","ISOX","24951314","A549","trt_cp","down",-0.51776322942018,2.09759025611011e-05,0.000120329764002986,-1.52604509159007,-1.42877883129024,47,49,"HDAC6",-98.7345387221303,FALSE,FALSE
"73","BRD-K85095987",NA,"A549","trt_cp","down",-0.517619077820745,2.09759025611011e-05,0.000120329764002986,-1.52562022201984,-1.48901332370026,47,49,NA,-97.6620972189396,FALSE,FALSE
"74","BRD-K18724229","53338856","A549","trt_cp","down",-0.515866029995906,2.10629395011887e-05,0.000120329764002986,-1.52045332356818,-1.52053122407461,47,49,NA,-97.7438351847475,FALSE,FALSE
"75","berbamine","275182","A549","trt_cp","down",-0.514394540572674,2.11499764412762e-05,0.000120329764002986,-1.51611628477506,-1.23476953456886,47,49,"CALM1",-97.7999684865674,FALSE,FALSE
"76","cabozantinib",NA,"A549","trt_cp","down",-0.514221022431764,2.11499764412762e-05,0.000120329764002986,-1.51560486084189,-1.0559737660773,47,49,"KDR; MET; RET",-97.2386354683684,TRUE,FALSE
"77","BRD-K75081836","73707351","A549","trt_cp","down",-0.513439205751395,2.119349491132e-05,0.000120329764002986,-1.51330054983677,-1.12693011983901,47,49,NA,-98.6577247301662,FALSE,FALSE
"78","midostaurin","9829523","A549","trt_cp","down",-0.513227743112119,2.119349491132e-05,0.000120329764002986,-1.51267728904036,-1.10067410787432,47,49,"AAK1; AURKC; BCR; BRSK1; BRSK2; CAMK2A; CAMK2D; CAMKK1; CAMKK2; CCNB1; CLK4; CUX1; EIF2AK4; FER; FGFR1OP; FGFR1OP2; FGR; FLT1; FLT3; FLT4; GRK1; GRK7; GSK3A; HCK; IKBKE; KDR; KIT; LIMK1; LRRK2; MAP3K10; MAP3K11; MAP3K19; MAP3K2; MAP3K3; MAP3K7; MAP3K9; MAP4K2; MAP4K4; MAP4K5; MARK1; MARK2; MARK3; MARK4; MELK; MINK1; MST4; MYLK; NTRK1; NTRK2; NTRK3; NUAK1; NUAK2; PDGFRA; PDGFRB; PHKG1; PKN1; PKN2; PLK4; PRKCA; PRKCB; PRKCE; PRKCG; PRKCH; PRKG1; PRKG2; PRPF4B; RET; ROS1; RPS6KA1; RPS6KA2; RPS6KA3; RPS6KA4; RPS6KA5; RPS6KA6; RPS6KB1; SIK2; SLK; SRPK1; SRPK3; STK10; STK3; STK4; TBK1; TNK1; TNK2; TSSK1B; TYK2; VEGFA; YES1; ZMYM2",-96.9559993697313,TRUE,FALSE
"79","rhodomyrtoxin-b","3270699","A549","trt_cp","down",-0.512956404859193,2.119349491132e-05,0.000120329764002986,-1.5118775520457,-1.45609030282926,47,49,NA,-96.7964626171906,FALSE,FALSE
"80","BRD-K33926001","2726279","A549","trt_cp","down",-0.512862361639423,2.119349491132e-05,0.000120329764002986,-1.51160037092164,1.03472098748437,47,49,NA,-97.441503190735,FALSE,FALSE
"81","hydrocortisone-valerate","45006145","A549","trt_cp","down",-0.51181249385437,2.12370133813638e-05,0.000120329764002986,-1.50850601139752,-0.763928967304358,47,49,NA,-97.5458914362247,FALSE,FALSE
"82","GSK-2110183",NA,"A549","trt_cp","down",-0.51129310180851,2.12805318514076e-05,0.000120329764002986,-1.5069751655646,-1.26324913534574,47,49,NA,-97.74186559521,FALSE,FALSE
"83","BRD-K49010888","44507260","A549","trt_cp","down",-0.510708921917196,2.12805318514076e-05,0.000120329764002986,-1.50525336531868,-1.7350198726234,47,49,NA,-96.7679035688962,FALSE,FALSE
"84","merck-ketone","NotFound","A549","trt_cp","down",-0.509554492545157,2.13240503214514e-05,0.000120329764002986,-1.5018508230432,-1.63007253156742,47,49,NA,-96.22035767746,FALSE,FALSE
"85","KUC111774N","12387471","A549","trt_cp","down",-0.50837827759231,2.14110872615389e-05,0.000120329764002986,-1.49838407037818,-1.16311986768823,47,49,NA,-96.8397935870165,FALSE,FALSE
"86","loteprednol","444025","A549","trt_cp","down",-0.50767651158573,2.14110872615389e-05,0.000120329764002986,-1.49631569914412,-1.08854514648767,47,49,"NR3C1",-99.331324352005,TRUE,FALSE
"87","maprotiline","4011","A549","trt_cp","down",-0.507538561086333,2.14110872615389e-05,0.000120329764002986,-1.49590910657337,-1.02184974600574,47,49,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; CHRM1; CHRM4; CHRM5; HRH1; HTR7; SLC6A2",-96.4448908847396,FALSE,FALSE
"88","cyclosporin-a","16404350","A549","trt_cp","down",-0.507419729201309,2.14546057315827e-05,0.000120329764002986,-1.49555886382812,-1.23072599182456,47,49,"ABCB11; CAMLG; CYP3A5; CYP3A7; FPR1; PPIA; PPID; PPIF; PPP3CA; PPP3R2; SLC10A1; SLCO1B1; SLCO1B3",-96.7452532892145,FALSE,FALSE
"89","pyrvinium-pamoate","73707397","A549","trt_cp","down",-0.507045118067035,2.14546057315827e-05,0.000120329764002986,-1.4944547423876,-1.22454536156558,47,49,"AR",-96.2006617820846,FALSE,FALSE
"90","BRD-K12532266",NA,"A549","trt_cp","down",-0.506214818143247,2.14981242016265e-05,0.000120329764002986,-1.49200753283071,-0.991888885419467,47,49,NA,-97.3262822027889,FALSE,FALSE
"91","WYE-354","44219749","A549","trt_cp","down",-0.50544549471282,2.15416426716702e-05,0.000120329764002986,-1.48974004418312,-0.927171241595885,47,49,"MTOR",-97.5783896635941,FALSE,FALSE
"92","mycophenolate-mofetil","5281078","A549","trt_cp","down",-0.505420456283967,2.15416426716702e-05,0.000120329764002986,-1.48966624641363,-1.21939037187379,47,49,"HCAR2; IMPDH1; IMPDH2",-97.8807216576066,FALSE,FALSE
"93","EMF-sumo1-8","260972","A549","trt_cp","down",-0.505368267160457,2.15416426716702e-05,0.000120329764002986,-1.48951242522425,-0.263364676536962,47,49,NA,-97.2268179311431,FALSE,FALSE
"94","BRD-K47551852","54657605","A549","trt_cp","down",-0.505091105487699,2.15416426716702e-05,0.000120329764002986,-1.48869552439728,-0.983819268743097,47,49,NA,-96.9737256755692,FALSE,FALSE
"95","PI-103","9884685","A549","trt_cp","down",-0.504973937453232,2.15416426716702e-05,0.000120329764002986,-1.48835018565221,-1.25715917514006,47,49,"MLST8; MTOR; PIK3C2B; PIK3C2G; PIK3C3; PIK3CA; PIK3CB; PIK3CD; PIK3CG; PIK3R1; PRKDC",-95.3438903332545,FALSE,FALSE
"96","perhexiline","5284439","A549","trt_cp","down",-0.504866628519096,2.15416426716702e-05,0.000120329764002986,-1.48803390542427,-1.25316106438665,47,49,"CPT1A; CPT2; KCNH2",-96.6300323012684,FALSE,FALSE
"97","BRD-K34624563",NA,"A549","trt_cp","down",-0.50425330417853,2.1585161141714e-05,0.000120329764002986,-1.48622620540563,-1.44944743092789,47,49,NA,-96.3946663515323,FALSE,FALSE
"98","torin-1","49836027","A549","trt_cp","down",-0.503917524815841,2.1585161141714e-05,0.000120329764002986,-1.48523653595988,-1.29942580328453,47,49,"MTOR; PIK3CA",-97.0810683053652,FALSE,FALSE
"99","NNC-55-0396","9957280","A549","trt_cp","down",-0.503714797022165,2.1585161141714e-05,0.000120329764002986,-1.48463902007446,-1.47988608696426,47,49,"CATSPER1; CATSPER2; CATSPER3; CATSPER4",-95.8707555345466,FALSE,FALSE
"100","bortezomib","73707406","A549","trt_cp","down",-0.503712454388461,2.1585161141714e-05,0.000120329764002986,-1.48463211544226,-1.12649668344395,47,49,"AIFM1; BAX; BCL2L11; CASP9; CYCS; DIABLO; IL6; JUN; MAPK8; NFKBIA; PSMA1; PSMA2; PSMA3; PSMA4; PSMA5; PSMA6; PSMA7; PSMA8; PSMB1; PSMB10; PSMB2; PSMB3; PSMB4; PSMB5; PSMB6; PSMB7; PSMB8; PSMD1; PSMD2; RELA; TP53; VEGFA",-96.8978964783739,TRUE,TRUE
"101","gossypol","227456","A549","trt_cp","down",-0.503647207543752,2.1585161141714e-05,0.000120329764002986,-1.48443980818394,-1.2138591062214,47,49,"BCL2; BCL2L1; BCL2L2; CTGF; EGF; MCL1",-97.2218939572993,FALSE,FALSE
"102","KPT-330",NA,"A549","trt_cp","down",-0.503624270007292,2.1585161141714e-05,0.000120329764002986,-1.4843722025431,-1.45125931526789,47,49,NA,-96.7728275427401,FALSE,FALSE
"103","ENMD-2076","16041424","A549","trt_cp","down",-0.503114960458009,2.16286796117578e-05,0.000120329764002986,-1.48287107366098,-1.269524505687,47,49,"AURKA; CSF1R; EPHA1; FGFR2; FGFR3; FLT3; FLT4; KDR; KIT; PDGFRA; PTK2; SRC",-97.0377373355393,FALSE,FALSE
"104","BRD-K99999497",NA,"A549","trt_cp","down",-0.501892227480574,2.16721980818016e-05,0.000120329764002986,-1.47926721469125,-1.19888941901666,47,49,NA,-98.1564641928622,FALSE,FALSE
"105","dovitinib","9886808","A549","trt_cp","down",-0.501830865158587,2.16721980818016e-05,0.000120329764002986,-1.47908635659829,-1.140503885027,47,49,"ABL2; ANKK1; BLK; BMP2K; BTK; CSF1R; EGFR; FGFR2; FGFR3; FGR; FLT1; FLT3; FLT4; FYN; HCK; INSR; IRAK4; KDR; KIT; LRRK2; MAP2K5; MAP3K11; MAP3K19; MAP3K2; MAP3K7; MAP4K1; MAP4K4; MAP4K5; MARK4; MAST1; MELK; MINK1; MYLK2; MYLK3; MYLK4; NR1I2; NTRK1; NTRK2; NTRK3; NUAK1; PDGFRA; PDGFRB; PHKG1; PKN1; RET; RPS6KA1; RPS6KA2; RPS6KA6; SIK2; STK4; TNIK; TYK2; TYRO3; ULK1; ULK2; YES1",-96.571929409911,FALSE,FALSE
"106","BRD-K71456612",NA,"A549","trt_cp","down",-0.501464846895372,2.17157165518454e-05,0.000120329764002986,-1.47800756161581,-1.45137842254048,47,49,NA,-96.2538406995982,FALSE,FALSE
"107","BRD-K56411643","40911229","A549","trt_cp","down",-0.501073896305974,2.17157165518454e-05,0.000120329764002986,-1.47685528158876,-1.20085616062221,47,49,NA,-95.7496257779879,FALSE,FALSE
"108","SA-1921085","54666595","A549","trt_cp","down",-0.500685512798056,2.17157165518454e-05,0.000120329764002986,-1.47571056772683,-1.37689506297804,47,49,NA,-97.1184905065784,FALSE,FALSE
"109","BRD-K38625260","53338855","A549","trt_cp","down",-0.500358806864752,2.17592350218891e-05,0.000120329764002986,-1.47474764112721,-1.33496193229897,47,49,NA,-96.5561726936106,FALSE,FALSE
"110","BRD-K73610817","3426979","A549","trt_cp","down",-0.500254354657896,2.17592350218891e-05,0.000120329764002986,-1.4744397807607,-1.47533616889041,47,49,NA,-96.2863389269676,FALSE,FALSE
"111","BRD-K73008154","54666534","A549","trt_cp","down",-0.499999445375457,2.17592350218891e-05,0.000120329764002986,-1.47368846618839,-1.47042512896317,47,49,NA,-96.1327109430395,FALSE,FALSE
"112","BRD-A49680073",NA,"A549","trt_cp","down",-0.499991187916132,2.17592350218891e-05,0.000120329764002986,-1.47366412831626,-0.931069093095858,47,49,NA,-96.0529425667691,FALSE,FALSE
"113","BRD-K60763357",NA,"A549","trt_cp","down",-0.499934307638799,2.17592350218891e-05,0.000120329764002986,-1.47349648051298,-1.46943361804047,47,49,NA,-95.8983297880722,FALSE,FALSE
"114","crizotinib","11626560","A549","trt_cp","down",-0.499724490410007,2.17592350218891e-05,0.000120329764002986,-1.47287806936685,-1.16579371282976,47,49,"ALK; AXL; CYP2B6; CYP3A5; EPHA2; EPHA6; EPHB6; IRAK1; IRAK3; LTK; MAP3K2; MAP4K1; MAP4K2; MAP4K3; MAP4K5; MERTK; MET; MST1R; NTRK2; NTRK3; NUDT1; PLK4; ROS1; SLK; STK10; TEK; TIE1",-96.083471204601,TRUE,TRUE
"115","MBX-2982",NA,"A549","trt_cp","down",-0.499664561181127,2.17592350218891e-05,0.000120329764002986,-1.47270143514414,-0.735998924171507,47,49,"HCAR3",-96.8841093516111,FALSE,FALSE
"116","T-98475","9874838","A549","trt_cp","down",-0.499024728285375,2.18027534919329e-05,0.000120329764002986,-1.47081560433477,-1.47541905244998,47,49,"GNRH1; GNRHR",-97.5271803356181,FALSE,FALSE
"117","VU-0418946-1","46742353","A549","trt_cp","down",-0.498709169241537,2.18027534919329e-05,0.000120329764002986,-1.46988553185648,-1.47314459852571,47,49,"HIF1A",-95.5959977940597,FALSE,FALSE
"118","CGP-71683","56668433","A549","trt_cp","down",-0.498103104440494,2.18462719619767e-05,0.000120329764002986,-1.4680992284609,-1.56734331718727,47,49,"NPY5R",-96.0371858504688,FALSE,FALSE
"119","BRD-K98824517","5756371","A549","trt_cp","down",-0.497247451637628,2.18897904320205e-05,0.000120329764002986,-1.46557729433016,-1.10764542405299,47,49,NA,-96.2302056251477,FALSE,FALSE
