"","...1","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau"
"28",384,"purvalanol-a","456214","A549","trt_cp","down",-0.536409857312655,2.01925701003131e-05,0.00015113769774805,-1.56276613402086,-1.19393521299213,16,92,"CCND1; CCNE1; CDK1; CDK2; CDK4; CDK5; CSNK1G3; RPS6KA1; SRC",-99.3756401165997
"29",386,"BRD-K62748479","44486180","A549","trt_cp","up",0.517744885799874,2.09759025611011e-05,0.00015113769774805,1.56238402133038,-0.299996229508255,16,92,NA,99.2958717403293
"30",401,"diphenoxylate","6432394","A549","trt_cp","down",-0.535626067782369,2.01925701003131e-05,0.00015113769774805,-1.56048265671813,-0.878874385498167,16,92,"OPRD1; OPRM1",-99.4701804144016
"31",408,"miconazole","4189","A549","trt_cp","down",-0.535277152437371,2.02360885703569e-05,0.00015113769774805,-1.5594661334806,0,16,92,"CYP51A1; KCNH2; KCNH6; KCNH7; KCNMA1; KCNMB1; KCNMB2; KCNMB3; KCNMB4; KCNN1; KCNN2; KCNN3; KCNN4; NOS2; NOS3; NR1I2",-99.2190577483652
"32",416,"tramadol","33741","A549","trt_cp","up",0.516251675786315,2.10629395011887e-05,0.00015113769774805,1.55787800392749,0,16,92,"CYP2B6; GRIN3A; OPRD1; OPRK1; OPRM1; SLC6A2; SLC6A4",99.3864728590562
"33",428,"BRD-K89546934","53338840","A549","trt_cp","down",-0.533639318606383,2.02796070404007e-05,0.00015113769774805,-1.55469449998183,-1.05298642416736,16,92,NA,-98.9137713700465
"34",435,"ondansetron","4595","A549","trt_cp","up",0.51470036389754,2.11064579712325e-05,0.00015113769774805,1.5531966541477,0.737616138380655,16,92,"CYP2D6; CYP3A5; HTR1B; HTR3A; HTR3B; HTR3C; HTR3D; HTR3E; HTR4; OPRM1; SSTR1",99.5076026156149
"35",436,"SA-247384","44506630","A549","trt_cp","down",-0.53311328715934,2.03231255104445e-05,0.00015113769774805,-1.55316197010815,-0.848621590966018,16,92,NA,-99.4298038288821
"36",438,"BRD-K86048057","60187282","A549","trt_cp","up",0.514407103625487,2.11499764412762e-05,0.00015113769774805,1.55231169096272,-0.603356849159343,16,92,NA,99.2111793902151
"37",450,"SPB02137","2743956","A549","trt_cp","up",0.513744537035865,2.11499764412762e-05,0.00015113769774805,1.55031228260334,-0.692289531907557,16,92,NA,99.1314110139447
"38",461,"BRD-K23841751","2815616","A549","trt_cp","down",-0.530849229520579,2.0410162450532e-05,0.00015113769774805,-1.54656590824409,-0.990345400318298,16,92,NA,-97.6906562672339
"39",475,"monastrol","2987927","A549","trt_cp","up",0.511601345436071,2.12370133813638e-05,0.00015113769774805,1.54384483424798,-0.694464375036994,16,92,"KIF11",99.3608681950682
"40",493,"mepireserpate","5052","A549","trt_cp","up",0.510307450568037,2.13240503214514e-05,0.00015113769774805,1.53994028449279,0.0189754499773385,16,92,"SLC18A1; SLC18A2",98.1505554242496
"41",502,"BRD-A40560522","44537693","A549","trt_cp","down",-0.528138432724009,2.05407178606633e-05,0.00015113769774805,-1.5386683251327,-1.39378023955744,16,92,NA,-99.6218388087922
"42",522,"BRD-K14636731","44490782","A549","trt_cp","up",0.50884366155614,2.13675687914951e-05,0.00015113769774805,1.53552305001011,0.0153552305001015,16,92,NA,99.1146695028756
"43",537,"etoricoxib","123619","A549","trt_cp","up",0.508181809723074,2.14110872615389e-05,0.00015113769774805,1.53352579855127,0,16,92,"LTF; PTGER2; TF",99.08709524935
"44",538,"mesalazine","4075","A549","trt_cp","up",0.508078361235843,2.14110872615389e-05,0.00015113769774805,1.53321362499261,0.0153321362499264,16,92,"ALOX5; CHUK; CTNNB1; IKBKB; MPO; NAT1; PPARG; TPMT",99.5213897423777
"45",543,"isoflupredone-acetate","224246","A549","trt_cp","down",-0.526013823113073,2.06277548007509e-05,0.00015113769774805,-1.53247852846375,-1.01825725551623,16,92,NA,-98.6547703458599
"46",563,"duloxetine","60835","A549","trt_cp","down",-0.524985434890551,2.06712732707947e-05,0.00015113769774805,-1.52948244204798,-0.272404802075502,16,92,"HTR6; SLC6A2; SLC6A3; SLC6A4",-99.0309619475301
"47",587,"BRD-K21037590","56835315","A549","trt_cp","up",0.505109749427852,2.15416426716702e-05,0.00015113769774805,1.52425532954335,0.738488006086082,16,92,NA,98.8989994485149
"48",602,"choline-alfoscerate",NA,"A549","trt_cp","up",0.504273851933627,2.1585161141714e-05,0.00015113769774805,1.5217328654413,0.475545623185179,16,92,NA,99.3244307886237
"49",633,"PF-4800567",NA,"A549","trt_cp","up",0.503092432308576,2.16286796117578e-05,0.00015113769774805,1.51816772902897,0.908424285437073,16,92,"CSNK1D; CSNK1E",99.3933664224376
"50",659,"BRD-U32365159",NA,"A549","trt_cp","up",0.501902348986222,2.16721980818016e-05,0.00015113769774805,1.5145764484236,-0.409726018843662,16,92,NA,98.7887024344127
"51",681,"BRD-K81051633",NA,"A549","trt_cp","up",0.500916379895445,2.17157165518454e-05,0.00015113769774805,1.51160111753149,0,16,92,NA,99.220042543134
"52",689,"PCO-400","129348","A549","trt_cp","up",0.500518605155291,2.17157165518454e-05,0.00015113769774805,1.51040076400768,-0.575372321553433,16,92,"ABCC9; KCNJ8",98.1052548648862
"53",690,"BRD-K76938712","44506577","A549","trt_cp","down",-0.518404958591043,2.09759025611011e-05,0.00015113769774805,-1.51031100929669,-0.864523300493094,16,92,NA,-99.3746553218309
"54",708,"halometasone","9846332","A549","trt_cp","down",-0.5175861822877,2.09759025611011e-05,0.00015113769774805,-1.50792560220403,-1.06499837368498,16,92,"NR3C1",-98.8468053257701
"55",716,"SF-11006-A1",NA,"A549","trt_cp","down",-0.5171910158777,2.10194210311449e-05,0.00015113769774805,-1.50677433200564,-1.33362144051976,16,92,NA,-98.4558418025683
"56",725,"BRD-A02367930",NA,"A549","trt_cp","down",-0.51663610856854,2.10194210311449e-05,0.00015113769774805,-1.50515767575211,0,16,92,NA,-99.6415347041677
"57",760,"BRD-K74305673",NA,"A549","trt_cp","down",-0.515075133914713,2.11064579712325e-05,0.00015113769774805,-1.50060996229791,-0.558183092780067,16,92,NA,-97.0564484361459
"58",808,"MG-132","462382","A549","trt_cp","down",-0.513223853890768,2.119349491132e-05,0.00015113769774805,-1.49521647877674,-1.02594533717305,16,92,"PSMB1",-97.4168833215158
"59",810,"phenamil","135403792","A549","trt_cp","down",-0.513188191341144,2.119349491132e-05,0.00015113769774805,-1.49511258019239,-0.995885082407519,16,92,"PKD2L1",-98.3445599936973
"60",815,"mefenamic-acid","4044","A549","trt_cp","up",0.495262912297021,2.1976827372108e-05,0.00015113769774805,1.49454080909939,0,16,92,"KCNQ1; TRPM3",98.6567399353975
"61",816,"SA-247714","44507332","A549","trt_cp","down",-0.512948335721639,2.119349491132e-05,0.00015113769774805,-1.49441378945597,-1.4722704248522,16,92,NA,-97.171669424092
"62",853,"bufalin","9547215","A549","trt_cp","down",-0.511451617335696,2.12805318514076e-05,0.00015113769774805,-1.49005327897349,-1.17066508527986,16,92,"ATP1A1",-98.0097297723155
"63",858,"BRD-K00848147",NA,"A549","trt_cp","up",0.493462816866861,2.20638643121956e-05,0.00015113769774805,1.4891087123002,0.916572896164716,16,92,NA,98.2677460017332
"64",883,"BRD-K21528100",NA,"A549","trt_cp","up",0.492849688619666,2.20638643121956e-05,0.00015113769774805,1.48725849262113,0.949718218352331,16,92,NA,98.11017883873
"65",920,"BRD-K88269385","44142059","A549","trt_cp","down",-0.509111147752832,2.13675687914951e-05,0.00015113769774805,-1.48323460002502,-1.13275997961217,16,92,NA,-99.3441266839991
"66",923,"altretamine","2123","A549","trt_cp","up",0.491384288106939,2.21509012522831e-05,0.00015113769774805,1.48283639515821,0.0381123747384858,16,92,NA,99.3933664224376
"67",943,"BRD-K98624380","44494414","A549","trt_cp","down",-0.508361260451221,2.14110872615389e-05,0.00015113769774805,-1.48104989282154,-0.617709990318198,16,92,NA,-98.3465295832349
"68",957,"BRD-K80346834","5938151","A549","trt_cp","down",-0.507846490668454,2.14110872615389e-05,0.00015113769774805,-1.47955017246339,-0.488371519821409,16,92,NA,-98.9196801386591
"69",961,"carmofur","2577","A549","trt_cp","down",-0.507719612079382,2.14110872615389e-05,0.00015113769774805,-1.47918052682875,-1.36587147536785,16,92,"TYMS",-97.9201134483574
"70",962,"BRD-K38698447","44202744","A549","trt_cp","up",0.490167373807667,2.21944197223269e-05,0.00015113769774805,1.47916414747667,0.014791641474767,16,92,NA,97.6128574805011
"71",966,"BRD-K34596778","646090","A549","trt_cp","down",-0.507644937960581,2.14110872615389e-05,0.00015113769774805,-1.47896297269107,-1.31958077095757,16,92,NA,-99.1826203419208
"72",982,"cabazitaxel",NA,"A549","trt_cp","down",-0.507151343895847,2.14546057315827e-05,0.00015113769774805,-1.47752494526147,-0.840550373964745,16,92,"TUBA4A; TUBB1",-96.5423855668479
"73",989,"BRD-A94381689","23815298","A549","trt_cp","down",-0.506807466838009,2.14546057315827e-05,0.00015113769774805,-1.47652310047259,-1.06863104745507,16,92,NA,-99.2968565350981
"74",997,"taurodeoxycholic-acid","2733768","A549","trt_cp","down",-0.506543587917741,2.14546057315827e-05,0.00015113769774805,-1.47575432071499,-0.767019502251994,16,92,NA,-98.4292523438115
"75",1039,"ANLE-138B",NA,"A549","trt_cp","up",0.48804480147735,2.22814566624145e-05,0.00015113769774805,1.47275892130455,1.35654335660762,16,92,NA,98.4853856456315
"76",1076,"cycloheximide","6197","A549","trt_cp","down",-0.504459025167746,2.1585161141714e-05,0.00015113769774805,-1.46968119579843,-0.65884931834057,16,92,"GSK3B; RPL3",-98.6094697864965
"77",1077,"AS-604850","5287855","A549","trt_cp","up",0.487015670893043,2.23249751324583e-05,0.00015113769774805,1.46965334320058,0.417954146763077,16,92,"PIK3CA; PIK3CG",98.2736547703459
"78",1083,"vorinostat","5311","A549","trt_cp","down",-0.504058369803801,2.1585161141714e-05,0.00015113769774805,-1.46851393418746,-1.32415711267349,16,92,"HDAC1; HDAC10; HDAC11; HDAC2; HDAC3; HDAC4; HDAC5; HDAC6; HDAC7; HDAC8; HDAC9",-97.2731032852754
"79",1102,"BRD-K60067222","54613883","A549","trt_cp","down",-0.503512412336427,2.1585161141714e-05,0.00015113769774805,-1.46692335223041,-1.03633199136829,16,92,NA,-98.2667612069645
"80",1109,"BRD-K49967178","24747246","A549","trt_cp","down",-0.503323388616057,2.16286796117578e-05,0.00015113769774805,-1.46637265416867,0.804410322187858,16,92,NA,-99.0723233278185
"81",1114,"naftifine","47641","A549","trt_cp","down",-0.503029666512688,2.16286796117578e-05,0.00015113769774805,-1.46551692985693,0,16,92,"SQLE",-99.0949736075002
"82",1122,"pantoprazole","4679","A549","trt_cp","up",0.485316346303892,2.24120120725458e-05,0.00015113769774805,1.46452533970318,0,16,92,"ATP12A; ATP1A1; ATP4A; CYP2C9; CYP3A4",98.1623729614748
"83",1125,"MR-16728","378811","A549","trt_cp","down",-0.502586731754971,2.16286796117578e-05,0.00015113769774805,-1.46422649227547,0,16,92,NA,-98.645907192941
"84",1135,"L-655708","5311203","A549","trt_cp","down",-0.502465156530322,2.16721980818016e-05,0.00015113769774805,-1.46387229736047,0,16,92,"GABRA2; GABRA3; GABRA5; GABRG2",-98.6449223981722
"85",1158,"PSH-023","24747272","A549","trt_cp","down",-0.501846031000182,2.16721980818016e-05,0.00015113769774805,-1.46206854898034,0.782996742352705,16,92,NA,-98.7827936658001
"86",1159,"BRD-K26822808","44490354","A549","trt_cp","up",0.484484049705369,2.24555305425896e-05,0.00015113769774805,1.46201374192171,0.706460860607264,16,92,NA,97.4602142913417
"87",1171,"cyclopiazonic-acid","NotFound","A549","trt_cp","down",-0.501404901277218,2.17157165518454e-05,0.00015113769774805,-1.46078337015233,0.22142870540382,16,92,"ATP2A1",-97.0022847238636
"88",1172,"BRD-K87434936",NA,"A549","trt_cp","down",-0.501399162193255,2.17157165518454e-05,0.00015113769774805,-1.46076665001578,1.00842653553257,16,92,NA,-98.8310486094698
"89",1190,"BRD-K81249836","44484589","A549","trt_cp","up",0.483764414859003,2.24555305425896e-05,0.00015113769774805,1.45984212030653,-1.01494885354576,16,92,NA,98.9836917986292
"90",1192,"triacsin-c","73707378","A549","trt_cp","up",0.483674280025352,2.24555305425896e-05,0.00015113769774805,1.45957012298174,0,16,92,"ACSL1",97.3587804301583
"91",1194,"BRD-K44699604",NA,"A549","trt_cp","up",0.483571335060949,2.24555305425896e-05,0.00015113769774805,1.45925946888959,-0.497595215719677,16,92,NA,98.4489482391869
"92",1205,"BRD-K50204028","44486395","A549","trt_cp","up",0.483168399702297,2.24990490126334e-05,0.00015113769774805,1.45804354231407,0.014580435423141,16,92,NA,99.1067911447254
"93",1226,"erythromycin","3256","A549","trt_cp","down",-0.499815368758018,2.17592350218891e-05,0.00015113769774805,-1.45615245676387,-0.722797295468463,16,92,"ABCB1; ALB; CYP3A4; CYP51A1; KCNH2; MLNR; SLC47A1",-97.8698889151501
"94",1256,"PG-9","133002","A549","trt_cp","down",-0.498914638098056,2.18027534919329e-05,0.00015113769774805,-1.45352828542907,0,16,92,NA,-97.8462538406996
"95",1258,"heraclenol","328236","A549","trt_cp","down",-0.498887419992615,2.18027534919329e-05,0.00015113769774805,-1.45344898872556,-0.661408047404342,16,92,NA,-97.4671078547231
"96",1269,"BRD-A69429454","44143241","A549","trt_cp","down",-0.498521683547215,2.18027534919329e-05,0.00015113769774805,-1.45238345921849,-0.907122678775654,16,92,NA,-98.7483258488931
"97",1297,"BRD-K92033419","9906851","A549","trt_cp","down",-0.497671298309042,2.18462719619767e-05,0.00015113769774805,-1.44990596326466,-1.14459263330393,16,92,NA,-98.693177341842
"98",1300,"BRD-K32321439","2207955","A549","trt_cp","down",-0.497607267448587,2.18462719619767e-05,0.00015113769774805,-1.4497194169906,-1.13920748749769,16,92,NA,-97.9782163397148
"99",1323,"nifekalant","122188","A549","trt_cp","up",0.47967781304751,2.26296044227647e-05,0.00015113769774805,1.44751009821045,0.601763942107176,16,92,NA,98.4085716536674
"100",1342,"BRD-K04546108",NA,"A549","trt_cp","down",-0.496464168478929,2.19333089020643e-05,0.00015113769774805,-1.44638913449623,-1.0268830715738,16,92,NA,-97.50157567163
"101",1349,"resveratrol","445154","A549","trt_cp","down",-0.496274902176851,2.19333089020643e-05,0.00015113769774805,-1.44583772970162,0.283945895138504,16,92,"AHR; AKT1; ALOX15; ALOX5; APOA1; APP; ATP5A1; ATP5B; ATP5C1; BACE1; CBR1; CLEC14A; CSNK2A1; ITGA5; ITGB3; KHSRP; MAOA; MAT2B; MTNR1A; MTNR1B; NQO2; NR1I2; NR1I3; PI4K2B; PPARA; PPARG; SCN5A; SIRT1; SIRT5; SLC2A1; SNCA; SULT1B1; TXNRD1; TXNRD2; YARS",-98.7847632553376
"102",1393,"sappanone-a","9817274","A549","trt_cp","down",-0.4951162556677,2.1976827372108e-05,0.00015113769774805,-1.44246215130551,-0.0212838719063273,16,92,NA,-97.9683683920271
"103",1405,"BRD-K63750851",NA,"A549","trt_cp","down",-0.494777292528757,2.1976827372108e-05,0.00015113769774805,-1.44147462263317,-0.733908373663616,16,92,NA,-98.0018514141653
"104",1409,"BRD-K97926541","24747178","A549","trt_cp","up",0.477540937311776,2.27166413628523e-05,0.00015113769774805,1.44106170905848,0.854975106271055,16,92,NA,99.2702670763413
"105",1415,"hydrocortisone-valerate","45006145","A549","trt_cp","down",-0.494430223113576,2.20203458421518e-05,0.00015113769774805,-1.44046347729196,-1.13323309675231,16,92,NA,-96.5876861262113
"106",1429,"BRD-K46692335","44483980","A549","trt_cp","up",0.477067887036387,2.2760159832896e-05,0.00015113769774805,1.43963419869223,0.0143963419869226,16,92,NA,97.6571732450957
"107",1434,"androstenol","101989","A549","trt_cp","up",0.477023037822765,2.2760159832896e-05,0.00015113769774805,1.43949885849543,0,16,92,"NR1I3",97.5990703537383
"108",1453,"PF-02545920",NA,"A549","trt_cp","up",0.47664816402964,2.2760159832896e-05,0.00015113769774805,1.43836761250835,0.815127592064026,16,92,NA,96.0450642086189
"109",1454,"quetiapine","5002","A549","trt_cp","up",0.476635126187889,2.2760159832896e-05,0.00015113769774805,1.43832826858399,-0.74333524097152,16,92,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; CHRM1; CHRM4; CHRM5; DRD1; DRD3; DRD4; HRH1; HTR1B; HTR1D; HTR1E; HTR1F; HTR3A; HTR6; HTR7; SLC6A2",96.4330733475144
"110",1457,"BRD-K68144790",NA,"A549","trt_cp","down",-0.493653111831165,2.20203458421518e-05,0.00015113769774805,-1.43819945626782,-0.410606683347781,16,92,NA,-98.157448987631
"111",1481,"BRD-K11413513",NA,"A549","trt_cp","down",-0.49315750917755,2.20638643121956e-05,0.00015113769774805,-1.43675557705411,-0.923778767203684,16,92,NA,-97.5508154100685
"112",1485,"dexamethasone-acetate","236702","A549","trt_cp","down",-0.493074869860375,2.20638643121956e-05,0.00015113769774805,-1.43651481726109,-0.819665905368157,16,92,NA,-96.8368392027102
"113",1491,"BRD-K90735586","5398113","A549","trt_cp","up",0.475824666782149,2.28036783029398e-05,0.00015113769774805,1.43588256827831,0.926206170272572,16,92,NA,96.5748837942173
"114",1507,"BRD-K67778494","7694069","A549","trt_cp","up",0.475369693542571,2.28471967729836e-05,0.00015113769774805,1.43450960846906,0.0273388913411375,16,92,NA,98.1279051445679
"115",1510,"SB-408124","4331799","A549","trt_cp","down",-0.492374876486808,2.21073827822394e-05,0.00015113769774805,-1.4344754700654,-0.509304296645395,16,92,"HCRTR1; HCRTR2",-97.9880642874025
"116",1517,"BRD-K80926963",NA,"A549","trt_cp","up",0.475160756713299,2.28471967729836e-05,0.00015113769774805,1.43387910573986,0,16,92,NA,98.5503821003703
"117",1520,"MBCQ","6610310","A549","trt_cp","down",-0.492127463553964,2.21073827822394e-05,0.00015113769774805,-1.43375466199804,-0.688873934128191,16,92,"PDE5A",-98.3425904041598
"118",1532,"EMD-84",NA,"A549","trt_cp","down",-0.491861588117449,2.21073827822394e-05,0.00015113769774805,-1.43298006562851,0.841574998029969,16,92,NA,-99.3411722996927
"119",1544,"narciclasine","72376","A549","trt_cp","down",-0.491668623663724,2.21073827822394e-05,0.00015113769774805,-1.4324178867102,-1.1385763606594,16,92,"RHOA",-97.2740880800441
"120",1555,"BRD-K67506692",NA,"A549","trt_cp","down",-0.491382110547096,2.21509012522831e-05,0.00015113769774805,-1.43158316492142,-0.0235624867315052,16,92,NA,-97.7261088789096
"121",1568,"tacedinaline","2746","A549","trt_cp","down",-0.491072500289623,2.21509012522831e-05,0.00015113769774805,-1.4306811523679,-1.20781056574068,16,92,"HDAC1",-96.1750571180966
"122",1581,"BRD-K47503321",NA,"A549","trt_cp","down",-0.49063861639242,2.21509012522831e-05,0.00015113769774805,-1.42941708338893,0,16,92,NA,-99.4248798550382
"123",1589,"RG-2833",NA,"A549","trt_cp","down",-0.490539063753893,2.21509012522831e-05,0.00015113769774805,-1.42912704865164,-1.14764248728135,16,92,NA,-97.9506420861892
"124",1607,"rhapontin","637213","A549","trt_cp","up",0.47302624014872,2.29342337130712e-05,0.00015113769774805,1.42743783579162,-0.940006435371775,16,92,NA,98.8113527140944
"125",1610,"ibuprofen","3672","A549","trt_cp","down",-0.489819580718237,2.21944197223269e-05,0.00015113769774805,-1.42703092065027,-0.810132435965341,16,92,"ACSM2A; AKR1C2; AKR1C3; APP; ASIC1; BCL2; CFTR; CYP2C8; CYP2C9; FABP2; FABP4; GP1BA; LTF; PLAT; PPARA; PPARG; S100A7; SLC5A8; TF; THBD",-97.8738280942252
"126",1611,"BRD-K36490574","44484296","A549","trt_cp","down",-0.489804007179714,2.21944197223269e-05,0.00015113769774805,-1.42698554900346,-1.41738214519366,16,92,NA,-96.9116836051367
"127",1627,"BRD-K94352392","44490907","A549","trt_cp","up",0.472482892406427,2.29777521831149e-05,0.00015113769774805,1.42579819075819,0,16,92,NA,97.2534073898999
"128",1632,"tamoxifen","2733526","A549","trt_cp","down",-0.489296493271172,2.22379381923707e-05,0.00015113769774805,-1.42550696776935,0.43980314881889,16,92,"ABCB1; ABCG2; AR; BGLAP; CCND1; CTSD; CYP2C9; CYP3A5; EBP; EBPL; ERBB2; ESR1; ESR2; ESRRG; FMO1; FMO2; FMO3; FMO4; FMO5; GPER1; IGFBP5; KCNH2; NCOR1; NCOR2; NR1I2; ODC1; PRKCA; PRKCB; PRKCE; PRKCG; PRKCI; PRKCZ; SHBG; TGFA; UGT1A4",-96.7147246513827
"129",1636,"spiperone","5265","A549","trt_cp","down",-0.489243001268709,2.22379381923707e-05,0.00015113769774805,-1.42535112520093,0,16,92,"ADRA1A; ADRA1B; ADRA1D; DRD1; DRD3; DRD4; HTR1D; HTR1F; HTR2B; HTR6; HTR7",-97.9949578507839
"130",1646,"vemurafenib","42611257","A549","trt_cp","up",0.471996448655308,2.29777521831149e-05,0.00015113769774805,1.42433026328103,0.98782670960332,16,92,"BRAF; CYP3A4; CYP3A5; RAF1",96.7029071141574
"131",1658,"metrizamide","443944","A549","trt_cp","up",0.471769474759441,2.29777521831149e-05,0.00015113769774805,1.4236453306088,0.79467371179473,16,92,NA,98.3376664303159
"132",1670,"BRD-K42006476","44493914","A549","trt_cp","up",0.471504342133691,2.29777521831149e-05,0.00015113769774805,1.42284524742234,-0.605406283383713,16,92,NA,96.8821397620736
"133",1688,"nadolol","39147","A549","trt_cp","down",-0.488069624422217,2.22814566624145e-05,0.00015113769774805,-1.42193263172408,-0.603548337742578,16,92,"ADRB1; ADRB2; ADRB3",-97.8462538406996
"134",1701,"dexketoprofen","667550","A549","trt_cp","up",0.47100380833807,2.30212706531587e-05,0.00015113769774805,1.4213348008185,0,16,92,"CXCR1; SLC5A8",98.7138580319861
"135",1708,"BRD-K02174945","1434960","A549","trt_cp","up",0.470933686516601,2.30212706531587e-05,0.00015113769774805,1.42112319619155,0.0142112319619159,16,92,NA,96.8063105648783
