"","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau","fda_approved","clinical_trial_LUAD"
"11","RU-28318","3034004","A549","trt_cp","down",-0.541027552036655,1.99749777500942e-05,0.000151137697748057,-1.57621923678088,-0.837408387141247,16,92,"NR3C2",-99.6986528007563,FALSE,FALSE
"12","SKF-86002","5228","A549","trt_cp","down",-0.539126541216879,2.00620146901818e-05,0.000151137697748057,-1.57068086851815,-0.0225070263396603,16,92,"ALOX5; MAPK14",-99.0595209958245,FALSE,FALSE
"13","BRD-K33586157","4064091","A549","trt_cp","down",-0.537390437290681,2.01490516302693e-05,0.000151137697748057,-1.56562293681907,-0.857748412673621,16,92,NA,-98.573032380052,FALSE,FALSE
"14","purvalanol-a","456214","A549","trt_cp","down",-0.536409857312655,2.01925701003131e-05,0.000151137697748057,-1.56276613402086,-1.19393521299213,16,92,"CCND1; CCNE1; CDK1; CDK2; CDK4; CDK5; CSNK1G3; RPS6KA1; SRC",-99.3756401165997,FALSE,FALSE
"15","diphenoxylate","6432394","A549","trt_cp","down",-0.535626067782369,2.01925701003131e-05,0.000151137697748057,-1.56048265671813,-0.878874385498167,16,92,"OPRD1; OPRM1",-99.4701804144016,TRUE,FALSE
"16","miconazole","4189","A549","trt_cp","down",-0.535277152437371,2.02360885703569e-05,0.000151137697748057,-1.5594661334806,0,16,92,"CYP51A1; KCNH2; KCNH6; KCNH7; KCNMA1; KCNMB1; KCNMB2; KCNMB3; KCNMB4; KCNN1; KCNN2; KCNN3; KCNN4; NOS2; NOS3; NR1I2",-99.2190577483652,TRUE,FALSE
"17","BRD-K89546934","53338840","A549","trt_cp","down",-0.533639318606383,2.02796070404007e-05,0.000151137697748057,-1.55469449998183,-1.05298642416736,16,92,NA,-98.9137713700465,FALSE,FALSE
"18","SA-247384","44506630","A549","trt_cp","down",-0.53311328715934,2.03231255104445e-05,0.000151137697748057,-1.55316197010815,-0.848621590966018,16,92,NA,-99.4298038288821,FALSE,FALSE
"19","BRD-K23841751","2815616","A549","trt_cp","down",-0.530849229520579,2.0410162450532e-05,0.000151137697748057,-1.54656590824409,-0.990345400318298,16,92,NA,-97.6906562672339,FALSE,FALSE
"20","BRD-A40560522","44537693","A549","trt_cp","down",-0.528138432724009,2.05407178606633e-05,0.000151137697748057,-1.5386683251327,-1.39378023955744,16,92,NA,-99.6218388087922,FALSE,FALSE
"21","isoflupredone-acetate","224246","A549","trt_cp","down",-0.526013823113073,2.06277548007509e-05,0.000151137697748057,-1.53247852846375,-1.01825725551623,16,92,NA,-98.6547703458599,FALSE,FALSE
"22","duloxetine","60835","A549","trt_cp","down",-0.524985434890551,2.06712732707947e-05,0.000151137697748057,-1.52948244204798,-0.272404802075502,16,92,"HTR6; SLC6A2; SLC6A3; SLC6A4",-99.0309619475301,TRUE,FALSE
"23","BRD-K76938712","44506577","A549","trt_cp","down",-0.518404958591043,2.09759025611011e-05,0.000151137697748057,-1.51031100929669,-0.864523300493094,16,92,NA,-99.3746553218309,FALSE,FALSE
"24","halometasone","9846332","A549","trt_cp","down",-0.5175861822877,2.09759025611011e-05,0.000151137697748057,-1.50792560220403,-1.06499837368498,16,92,"NR3C1",-98.8468053257701,FALSE,FALSE
"25","SF-11006-A1",NA,"A549","trt_cp","down",-0.5171910158777,2.10194210311449e-05,0.000151137697748057,-1.50677433200564,-1.33362144051976,16,92,NA,-98.4558418025683,FALSE,FALSE
"26","BRD-A02367930",NA,"A549","trt_cp","down",-0.51663610856854,2.10194210311449e-05,0.000151137697748057,-1.50515767575211,0,16,92,NA,-99.6415347041677,FALSE,FALSE
"27","BRD-K74305673",NA,"A549","trt_cp","down",-0.515075133914713,2.11064579712325e-05,0.000151137697748057,-1.50060996229791,-0.558183092780067,16,92,NA,-97.0564484361459,FALSE,FALSE
"28","MG-132","462382","A549","trt_cp","down",-0.513223853890768,2.119349491132e-05,0.000151137697748057,-1.49521647877674,-1.02594533717305,16,92,"PSMB1",-97.4168833215158,FALSE,FALSE
"29","phenamil","135403792","A549","trt_cp","down",-0.513188191341144,2.119349491132e-05,0.000151137697748057,-1.49511258019239,-0.995885082407519,16,92,"PKD2L1",-98.3445599936973,FALSE,FALSE
"30","SA-247714","44507332","A549","trt_cp","down",-0.512948335721639,2.119349491132e-05,0.000151137697748057,-1.49441378945597,-1.4722704248522,16,92,NA,-97.171669424092,FALSE,FALSE
"31","bufalin","9547215","A549","trt_cp","down",-0.511451617335696,2.12805318514076e-05,0.000151137697748057,-1.49005327897349,-1.17066508527986,16,92,"ATP1A1",-98.0097297723155,FALSE,FALSE
"32","BRD-K88269385","44142059","A549","trt_cp","down",-0.509111147752832,2.13675687914951e-05,0.000151137697748057,-1.48323460002502,-1.13275997961217,16,92,NA,-99.3441266839991,FALSE,FALSE
"33","BRD-K98624380","44494414","A549","trt_cp","down",-0.508361260451221,2.14110872615389e-05,0.000151137697748057,-1.48104989282154,-0.617709990318198,16,92,NA,-98.3465295832349,FALSE,FALSE
"34","BRD-K80346834","5938151","A549","trt_cp","down",-0.507846490668454,2.14110872615389e-05,0.000151137697748057,-1.47955017246339,-0.488371519821409,16,92,NA,-98.9196801386591,FALSE,FALSE
"35","carmofur","2577","A549","trt_cp","down",-0.507719612079382,2.14110872615389e-05,0.000151137697748057,-1.47918052682875,-1.36587147536785,16,92,"TYMS",-97.9201134483574,FALSE,FALSE
"36","BRD-K34596778","646090","A549","trt_cp","down",-0.507644937960581,2.14110872615389e-05,0.000151137697748057,-1.47896297269107,-1.31958077095757,16,92,NA,-99.1826203419208,FALSE,FALSE
"37","cabazitaxel",NA,"A549","trt_cp","down",-0.507151343895847,2.14546057315827e-05,0.000151137697748057,-1.47752494526147,-0.840550373964745,16,92,"TUBA4A; TUBB1",-96.5423855668479,TRUE,FALSE
"38","BRD-A94381689","23815298","A549","trt_cp","down",-0.506807466838009,2.14546057315827e-05,0.000151137697748057,-1.47652310047259,-1.06863104745507,16,92,NA,-99.2968565350981,FALSE,FALSE
"39","taurodeoxycholic-acid","2733768","A549","trt_cp","down",-0.506543587917741,2.14546057315827e-05,0.000151137697748057,-1.47575432071499,-0.767019502251994,16,92,NA,-98.4292523438115,FALSE,FALSE
"40","cycloheximide","6197","A549","trt_cp","down",-0.504459025167746,2.1585161141714e-05,0.000151137697748057,-1.46968119579843,-0.65884931834057,16,92,"GSK3B; RPL3",-98.6094697864965,FALSE,FALSE
"41","vorinostat","5311","A549","trt_cp","down",-0.504058369803801,2.1585161141714e-05,0.000151137697748057,-1.46851393418746,-1.32415711267349,16,92,"HDAC1; HDAC10; HDAC11; HDAC2; HDAC3; HDAC4; HDAC5; HDAC6; HDAC7; HDAC8; HDAC9",-97.2731032852754,TRUE,FALSE
"42","BRD-K60067222","54613883","A549","trt_cp","down",-0.503512412336427,2.1585161141714e-05,0.000151137697748057,-1.46692335223041,-1.03633199136829,16,92,NA,-98.2667612069645,FALSE,FALSE
"43","BRD-K49967178","24747246","A549","trt_cp","down",-0.503323388616057,2.16286796117578e-05,0.000151137697748057,-1.46637265416867,0.804410322187858,16,92,NA,-99.0723233278185,FALSE,FALSE
"44","naftifine","47641","A549","trt_cp","down",-0.503029666512688,2.16286796117578e-05,0.000151137697748057,-1.46551692985693,0,16,92,"SQLE",-99.0949736075002,TRUE,FALSE
"45","MR-16728","378811","A549","trt_cp","down",-0.502586731754971,2.16286796117578e-05,0.000151137697748057,-1.46422649227547,0,16,92,NA,-98.645907192941,FALSE,FALSE
"46","L-655708","5311203","A549","trt_cp","down",-0.502465156530322,2.16721980818016e-05,0.000151137697748057,-1.46387229736047,0,16,92,"GABRA2; GABRA3; GABRA5; GABRG2",-98.6449223981722,FALSE,FALSE
"47","PSH-023","24747272","A549","trt_cp","down",-0.501846031000182,2.16721980818016e-05,0.000151137697748057,-1.46206854898034,0.782996742352705,16,92,NA,-98.7827936658001,FALSE,FALSE
"48","cyclopiazonic-acid","NotFound","A549","trt_cp","down",-0.501404901277218,2.17157165518454e-05,0.000151137697748057,-1.46078337015233,0.22142870540382,16,92,"ATP2A1",-97.0022847238636,FALSE,FALSE
"49","BRD-K87434936",NA,"A549","trt_cp","down",-0.501399162193255,2.17157165518454e-05,0.000151137697748057,-1.46076665001578,1.00842653553257,16,92,NA,-98.8310486094698,FALSE,FALSE
"50","erythromycin","3256","A549","trt_cp","down",-0.499815368758018,2.17592350218891e-05,0.000151137697748057,-1.45615245676387,-0.722797295468463,16,92,"ABCB1; ALB; CYP3A4; CYP51A1; KCNH2; MLNR; SLC47A1",-97.8698889151501,TRUE,FALSE
"51","PG-9","133002","A549","trt_cp","down",-0.498914638098056,2.18027534919329e-05,0.000151137697748057,-1.45352828542907,0,16,92,NA,-97.8462538406996,FALSE,FALSE
"52","heraclenol","328236","A549","trt_cp","down",-0.498887419992615,2.18027534919329e-05,0.000151137697748057,-1.45344898872556,-0.661408047404342,16,92,NA,-97.4671078547231,FALSE,FALSE
"53","BRD-A69429454","44143241","A549","trt_cp","down",-0.498521683547215,2.18027534919329e-05,0.000151137697748057,-1.45238345921849,-0.907122678775654,16,92,NA,-98.7483258488931,FALSE,FALSE
"54","BRD-K92033419","9906851","A549","trt_cp","down",-0.497671298309042,2.18462719619767e-05,0.000151137697748057,-1.44990596326466,-1.14459263330393,16,92,NA,-98.693177341842,FALSE,FALSE
"55","BRD-K32321439","2207955","A549","trt_cp","down",-0.497607267448587,2.18462719619767e-05,0.000151137697748057,-1.4497194169906,-1.13920748749769,16,92,NA,-97.9782163397148,FALSE,FALSE
"56","BRD-K04546108",NA,"A549","trt_cp","down",-0.496464168478929,2.19333089020643e-05,0.000151137697748057,-1.44638913449623,-1.0268830715738,16,92,NA,-97.50157567163,FALSE,FALSE
"57","resveratrol","445154","A549","trt_cp","down",-0.496274902176851,2.19333089020643e-05,0.000151137697748057,-1.44583772970162,0.283945895138504,16,92,"AHR; AKT1; ALOX15; ALOX5; APOA1; APP; ATP5A1; ATP5B; ATP5C1; BACE1; CBR1; CLEC14A; CSNK2A1; ITGA5; ITGB3; KHSRP; MAOA; MAT2B; MTNR1A; MTNR1B; NQO2; NR1I2; NR1I3; PI4K2B; PPARA; PPARG; SCN5A; SIRT1; SIRT5; SLC2A1; SNCA; SULT1B1; TXNRD1; TXNRD2; YARS",-98.7847632553376,FALSE,FALSE
"58","sappanone-a","9817274","A549","trt_cp","down",-0.4951162556677,2.1976827372108e-05,0.000151137697748057,-1.44246215130551,-0.0212838719063273,16,92,NA,-97.9683683920271,FALSE,FALSE
"59","BRD-K63750851",NA,"A549","trt_cp","down",-0.494777292528757,2.1976827372108e-05,0.000151137697748057,-1.44147462263317,-0.733908373663616,16,92,NA,-98.0018514141653,FALSE,FALSE
"60","hydrocortisone-valerate","45006145","A549","trt_cp","down",-0.494430223113576,2.20203458421518e-05,0.000151137697748057,-1.44046347729196,-1.13323309675231,16,92,NA,-96.5876861262113,FALSE,FALSE
"61","BRD-K68144790",NA,"A549","trt_cp","down",-0.493653111831165,2.20203458421518e-05,0.000151137697748057,-1.43819945626782,-0.410606683347781,16,92,NA,-98.157448987631,FALSE,FALSE
"62","BRD-K11413513",NA,"A549","trt_cp","down",-0.49315750917755,2.20638643121956e-05,0.000151137697748057,-1.43675557705411,-0.923778767203684,16,92,NA,-97.5508154100685,FALSE,FALSE
"63","dexamethasone-acetate","236702","A549","trt_cp","down",-0.493074869860375,2.20638643121956e-05,0.000151137697748057,-1.43651481726109,-0.819665905368157,16,92,NA,-96.8368392027102,FALSE,FALSE
"64","SB-408124","4331799","A549","trt_cp","down",-0.492374876486808,2.21073827822394e-05,0.000151137697748057,-1.4344754700654,-0.509304296645395,16,92,"HCRTR1; HCRTR2",-97.9880642874025,FALSE,FALSE
"65","MBCQ","6610310","A549","trt_cp","down",-0.492127463553964,2.21073827822394e-05,0.000151137697748057,-1.43375466199804,-0.688873934128191,16,92,"PDE5A",-98.3425904041598,FALSE,FALSE
"66","EMD-84",NA,"A549","trt_cp","down",-0.491861588117449,2.21073827822394e-05,0.000151137697748057,-1.43298006562851,0.841574998029969,16,92,NA,-99.3411722996927,FALSE,FALSE
"67","narciclasine","72376","A549","trt_cp","down",-0.491668623663724,2.21073827822394e-05,0.000151137697748057,-1.4324178867102,-1.1385763606594,16,92,"RHOA",-97.2740880800441,FALSE,FALSE
"68","BRD-K67506692",NA,"A549","trt_cp","down",-0.491382110547096,2.21509012522831e-05,0.000151137697748057,-1.43158316492142,-0.0235624867315052,16,92,NA,-97.7261088789096,FALSE,FALSE
"69","tacedinaline","2746","A549","trt_cp","down",-0.491072500289623,2.21509012522831e-05,0.000151137697748057,-1.4306811523679,-1.20781056574068,16,92,"HDAC1",-96.1750571180966,FALSE,FALSE
"70","BRD-K47503321",NA,"A549","trt_cp","down",-0.49063861639242,2.21509012522831e-05,0.000151137697748057,-1.42941708338893,0,16,92,NA,-99.4248798550382,FALSE,FALSE
"71","RG-2833",NA,"A549","trt_cp","down",-0.490539063753893,2.21509012522831e-05,0.000151137697748057,-1.42912704865164,-1.14764248728135,16,92,NA,-97.9506420861892,FALSE,FALSE
"72","ibuprofen","3672","A549","trt_cp","down",-0.489819580718237,2.21944197223269e-05,0.000151137697748057,-1.42703092065027,-0.810132435965341,16,92,"ACSM2A; AKR1C2; AKR1C3; APP; ASIC1; BCL2; CFTR; CYP2C8; CYP2C9; FABP2; FABP4; GP1BA; LTF; PLAT; PPARA; PPARG; S100A7; SLC5A8; TF; THBD",-97.8738280942252,TRUE,FALSE
"73","BRD-K36490574","44484296","A549","trt_cp","down",-0.489804007179714,2.21944197223269e-05,0.000151137697748057,-1.42698554900346,-1.41738214519366,16,92,NA,-96.9116836051367,FALSE,FALSE
"74","tamoxifen","2733526","A549","trt_cp","down",-0.489296493271172,2.22379381923707e-05,0.000151137697748057,-1.42550696776935,0.43980314881889,16,92,"ABCB1; ABCG2; AR; BGLAP; CCND1; CTSD; CYP2C9; CYP3A5; EBP; EBPL; ERBB2; ESR1; ESR2; ESRRG; FMO1; FMO2; FMO3; FMO4; FMO5; GPER1; IGFBP5; KCNH2; NCOR1; NCOR2; NR1I2; ODC1; PRKCA; PRKCB; PRKCE; PRKCG; PRKCI; PRKCZ; SHBG; TGFA; UGT1A4",-96.7147246513827,TRUE,FALSE
"75","spiperone","5265","A549","trt_cp","down",-0.489243001268709,2.22379381923707e-05,0.000151137697748057,-1.42535112520093,0,16,92,"ADRA1A; ADRA1B; ADRA1D; DRD1; DRD3; DRD4; HTR1D; HTR1F; HTR2B; HTR6; HTR7",-97.9949578507839,FALSE,FALSE
"76","nadolol","39147","A549","trt_cp","down",-0.488069624422217,2.22814566624145e-05,0.000151137697748057,-1.42193263172408,-0.603548337742578,16,92,"ADRB1; ADRB2; ADRB3",-97.8462538406996,TRUE,FALSE
"77","cinobufagin","23947601","A549","trt_cp","down",-0.487265511015242,2.23249751324583e-05,0.000151137697748057,-1.41958994323094,-1.08299592484726,16,92,"ATP1A1; ATP1A2; ATP1A3; ATP1A4; ATP1B1; ATP1B2; ATP1B3; ATP1B4; FXYD2",-96.7807059008903,FALSE,FALSE
"78","BRD-A94297859","46948705","A549","trt_cp","down",-0.486812326599539,2.23249751324583e-05,0.000151137697748057,-1.41826964449356,-0.855791015596351,16,92,NA,-98.5336405893012,FALSE,FALSE
"79","dihydroobliquin","NotFound","A549","trt_cp","down",-0.486809535712242,2.23249751324583e-05,0.000151137697748057,-1.41826151357633,-1.04150149606058,16,92,NA,-96.9776648546443,FALSE,FALSE
"80","BRD-K99750259","16016502","A549","trt_cp","down",-0.486755837190186,2.23249751324583e-05,0.000151137697748057,-1.41810506933771,-0.0141810506933771,16,92,NA,-98.8861971165209,FALSE,FALSE
"81","BRD-K48950795","44507118","A549","trt_cp","down",-0.486454753626384,2.2368493602502e-05,0.000151137697748057,-1.41722789828911,-0.865065026783599,16,92,NA,-97.270148900969,FALSE,FALSE
"82","selumetinib","10127622","A549","trt_cp","down",-0.485997894156785,2.2368493602502e-05,0.000151137697748057,-1.41589689272058,-1.06002002231273,16,92,"MAP2K1; MAP2K2",-97.4513511384228,TRUE,TRUE
"83","fluocinonide","7067797","A549","trt_cp","down",-0.484825215716499,2.24120120725458e-05,0.000151137697748057,-1.4124804339669,-0.014124804339669,16,92,"NR3C1; SERPINA6; SMO",-98.8320334042386,TRUE,FALSE
"84","cercosporin","91617","A549","trt_cp","down",-0.484186761066868,2.24555305425896e-05,0.000151137697748057,-1.4106203725028,-1.21167300339315,16,92,NA,-95.6068305365162,FALSE,FALSE
"85","tosufloxacin","93858","A549","trt_cp","down",-0.483900554136212,2.24555305425896e-05,0.000151137697748057,-1.40978654275032,-0.834430556602774,16,92,NA,-97.7408808004412,FALSE,FALSE
"86","phenolphthalein","4764","A549","trt_cp","down",-0.483470596587235,2.24990490126334e-05,0.000151137697748057,-1.40853391271855,-0.909805079348762,16,92,"NR1I2; NR1I3; SHBG; UGT1A9",-96.0952887418262,FALSE,FALSE
"87","ZG-10","57340680","A549","trt_cp","down",-0.483125787240849,2.24990490126334e-05,0.000151137697748057,-1.40752935181818,-0.975631007928048,16,92,"MAPK8",-97.9585204443394,FALSE,FALSE
"88","BRD-K59794046","25067495","A549","trt_cp","down",-0.483092475182237,2.24990490126334e-05,0.000151137697748057,-1.40743230110902,-0.629170213811369,16,92,NA,-98.6143937603403,FALSE,FALSE
"89","ST-003833","2834356","A549","trt_cp","down",-0.482493228849381,2.25425674826771e-05,0.000151137697748057,-1.40568646839891,-0.432794091250911,16,92,NA,-96.8466871503979,FALSE,FALSE
"90","FPL-64176","3423","A549","trt_cp","down",-0.481928697899167,2.25425674826771e-05,0.000151137697748057,-1.40404177481513,0,16,92,"CACNA1C; CACNA1S",-98.0796502008981,FALSE,FALSE
"91","BRD-K91818252","24747216","A549","trt_cp","down",-0.481548313906648,2.25425674826771e-05,0.000151137697748057,-1.40293357142675,-0.0181985719211533,16,92,NA,-98.0678326636729,FALSE,FALSE
"92","BRD-A19037878",NA,"A549","trt_cp","down",-0.481281835891008,2.25860859527209e-05,0.000151137697748057,-1.40215721951482,-1.07850185648207,16,92,NA,-96.7570708264398,FALSE,FALSE
"93","naringin","442428","A549","trt_cp","down",-0.480076539466251,2.26296044227647e-05,0.000151137697748057,-1.39864573215419,-0.894152243803486,16,92,"SLCO1A2",-97.2425746474435,FALSE,FALSE
"94","dolasetron","3033817","A549","trt_cp","down",-0.479635524836437,2.26296044227647e-05,0.000151137697748057,-1.39736088863634,0.190854081450502,16,92,"DCXR; HTR3A",-96.8732766091547,TRUE,FALSE
"95","KX-2391",NA,"A549","trt_cp","down",-0.479004169402021,2.26731228928085e-05,0.000151137697748057,-1.39552150988894,-0.896817990280448,16,92,NA,-97.7970141022611,FALSE,FALSE
"96","helveticoside","441860","A549","trt_cp","down",-0.478964827628398,2.26731228928085e-05,0.000151137697748057,-1.39540689232435,-1.23556693512043,16,92,"ATP1A1",-97.4966516977862,FALSE,FALSE
"97","MDM2-inhibitor","10022508","A549","trt_cp","down",-0.478844856024688,2.26731228928085e-05,0.000151137697748057,-1.39505736936766,-1.07795454747824,16,92,"MDM2",-97.3765067359962,FALSE,FALSE
"98","anisomycin","31549","A549","trt_cp","down",-0.478257292618229,2.27166413628523e-05,0.000151137697748057,-1.39334557347002,-1.35457805602924,16,92,"NHP2L1; RPL10L; RPL11; RPL13A; RPL15; RPL19; RPL23; RPL23A; RPL26L1; RPL3; RPL37; RPL8; RSL24D1; SNU13",-96.0608209249192,FALSE,FALSE
"99","beclomethasone-dipropionate","21700","A549","trt_cp","down",-0.478034017923926,2.27166413628523e-05,0.000151137697748057,-1.39269508928133,-1.03996075767098,16,92,NA,-95.1124635625935,FALSE,FALSE
"100","methylene-blue","4139","A549","trt_cp","down",-0.477254103879274,2.2760159832896e-05,0.000151137697748057,-1.39042290274371,-1.10762392353298,16,92,"ACHE; MAPT",-94.6535492003466,FALSE,FALSE
"101","NNC-55-0396","9957280","A549","trt_cp","down",-0.476904620412407,2.2760159832896e-05,0.000151137697748057,-1.38940472435088,-0.998093679566536,16,92,"CATSPER1; CATSPER2; CATSPER3; CATSPER4",-93.4767194516663,FALSE,FALSE
"102","riluzole","5070","A549","trt_cp","down",-0.475527389711371,2.28036783029398e-05,0.000151137697748057,-1.38539232698537,-0.816411057500092,16,92,"BDNF; GDNF; KCND3; KCNK10; KCNK2; KCNK4; KCNN4; MAP2; NGF; SCN5A; SLC7A11",-95.6895532970929,TRUE,FALSE
"103","laudanosine","15548","A549","trt_cp","down",-0.475255492028929,2.28471967729836e-05,0.000151137697748057,-1.38460018552069,-0.0189310767880995,16,92,NA,-98.3869061687544,FALSE,FALSE
"104","BRD-K35254025","44142416","A549","trt_cp","down",-0.475157256773768,2.28471967729836e-05,0.000151137697748057,-1.3843139888227,-0.93234852866344,16,92,NA,-95.5644843614591,FALSE,FALSE
"105","BRD-K07530279","1864426","A549","trt_cp","down",-0.475045417589269,2.28471967729836e-05,0.000151137697748057,-1.38398815869932,-0.834500285921284,16,92,NA,-95.8205310013393,FALSE,FALSE
"106","BRD-K26048285","2817045","A549","trt_cp","down",-0.47497415652111,2.28471967729836e-05,0.000151137697748057,-1.38378054807756,-1.13918948145784,16,92,NA,-96.2981564641929,FALSE,FALSE
"107","flumetasone","5702178","A549","trt_cp","down",-0.474036061125403,2.28907152430274e-05,0.000151137697748057,-1.3810475190422,-0.533336057147946,16,92,"NR3C1; PLA2G1B",-95.4935791381076,FALSE,FALSE
"108","PF-3845","25154867","A549","trt_cp","down",-0.473843516971087,2.28907152430274e-05,0.000151137697748057,-1.38048656461609,0.894600998923718,16,92,"FAAH",-96.9569841645001,FALSE,FALSE
"109","STK-397047","460747","A549","trt_cp","down",-0.473730135165188,2.28907152430274e-05,0.000151137697748057,-1.38015624024927,-1.05553131758063,16,92,NA,-96.6556369652564,FALSE,FALSE
"110","ryuvidine","481747","A549","trt_cp","down",-0.473565792869669,2.28907152430274e-05,0.000151137697748057,-1.37967744857472,-1.20416763484486,16,92,"CDK2; CDK4",-95.0582998503112,FALSE,FALSE
"111","apafant","65889","A549","trt_cp","down",-0.47271143552962,2.29342337130712e-05,0.000151137697748057,-1.37718838037588,0,16,92,"PTAFR",-96.4527692428898,FALSE,FALSE
"112","ST-91","20864","A549","trt_cp","down",-0.472499361965872,2.29777521831149e-05,0.000151137697748057,-1.37657052934495,0,16,92,NA,-98.3534231466163,FALSE,FALSE
"113","MLN-4924",NA,"A549","trt_cp","down",-0.472151704624833,2.29777521831149e-05,0.000151137697748057,-1.37555767115188,-1.0586527637444,16,92,"NAE1; UBA3",-96.8388087922477,FALSE,FALSE
"114","BRD-K05984448","54654239","A549","trt_cp","down",-0.47146010481179,2.30212706531587e-05,0.000151137697748057,-1.37354277759356,-0.705866953280193,16,92,NA,-94.9676987315843,FALSE,FALSE
"115","BRD-K53335770","44237407","A549","trt_cp","down",-0.47127536421308,2.30212706531587e-05,0.000151137697748057,-1.37300455789587,-0.993131327624504,16,92,NA,-96.3552745607815,FALSE,FALSE
"116","NSC-632839","6477762","A549","trt_cp","down",-0.471003560111546,2.30212706531587e-05,0.000151137697748057,-1.372212689068,-1.15130902596731,16,92,"SENP2; USP1; USP2; USP7",-95.436461041519,FALSE,FALSE
"117","halcinonide","73707616","A549","trt_cp","down",-0.470849369574437,2.30212706531587e-05,0.000151137697748057,-1.37176347333064,-0.881135110861735,16,92,"NR3C1; SMO",-95.7387930355314,TRUE,FALSE
"118","BRD-K37132815",NA,"A549","trt_cp","down",-0.470793599612769,2.30212706531587e-05,0.000151137697748057,-1.3716009941998,0,16,92,NA,-96.9934215709446,FALSE,FALSE
"119","Merck60","6918878","A549","trt_cp","down",-0.470518389510851,2.30212706531587e-05,0.000151137697748057,-1.3707992023961,-0.834788176083952,16,92,"HDAC1; HDAC2",-97.0081934924762,FALSE,FALSE
"120","cephaeline","442195","A549","trt_cp","down",-0.470401851207864,2.30647891232025e-05,0.000151137697748057,-1.37045968195153,-1.30872277379881,16,92,"RPS2",-96.52465926101,FALSE,FALSE
"121","resminostat",NA,"A549","trt_cp","down",-0.470088683044831,2.30647891232025e-05,0.000151137697748057,-1.36954730386457,-1.340051798379,16,92,NA,-95.7959111321201,FALSE,FALSE
"122","3-Cl-AHPC",NA,"A549","trt_cp","down",-0.469828436908535,2.30647891232025e-05,0.000151137697748057,-1.36878910778975,-1.18405175491279,16,92,NA,-94.0813834396912,FALSE,FALSE
"123","BRD-K47731572","1327854","A549","trt_cp","down",-0.469605979463666,2.30647891232025e-05,0.000151137697748057,-1.3681410045598,-0.781850753846284,16,92,NA,-95.3744189710864,FALSE,FALSE
"124","anandamide","5281969","A549","trt_cp","down",-0.469126975041359,2.31083075932463e-05,0.000151137697748057,-1.3667454823131,0,16,92,"CACNA1G; CACNA1H; CACNA1I; CNR1; CNR2; FAAH2; GLRA1; GPR119; GPR18; GPR55; KCNA2; KCND3; KCNK3; KCNK9; PLD1; PLD2; PLD3; TRPM8; TRPV1",-96.2518711100607,FALSE,FALSE
"125","ISOX","24951314","A549","trt_cp","down",-0.468591170051476,2.31083075932463e-05,0.000151137697748057,-1.36518447838818,-1.30904857107459,16,92,"HDAC6",-96.8102497439534,FALSE,FALSE
