"","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau"
"16","repaglinide","65981","YAPC","trt_cp","up",0.456223711829819,2.36740477038154e-05,0.000243510757536979,1.47924285557997,1.06869124453273,25,95,"ABCC8; CYP2C8; CYP3A5; INS; KCNJ1; KCNJ11; PPARG; SLCO1B1",98.6262112975656
"17","miltefosine",NA,"YAPC","trt_cp","up",0.453880418225608,2.37610846439029e-05,0.000243510757536979,1.47164504724016,1.06046180604015,25,95,"ABCB1; PLA2G1B",99.0063420783109
"18","phentermine","4771","YAPC","trt_cp","up",0.451210223098491,2.38916400540343e-05,0.000243510757536979,1.46298730551747,0.805880794564522,25,95,"MAOA; MAOB; SLC6A2; SLC6A3; SLC6A4",97.9713227763334
"19","cytisine",NA,"YAPC","trt_cp","down",-0.452002421284918,2.38481215839905e-05,0.000243510757536979,-1.46271260545039,-0.917871453350282,25,95,"CHRNA1; CHRNA3; CHRNA4; CHRNA5; CHRNA6; CHRNA7; CHRNB2; CHRNB3; CHRNB4; CHRND; CHRNE; STXBP5",-98.195855983613
"20","MEK-162",NA,"YAPC","trt_cp","up",0.449498790101224,2.39786769941218e-05,0.000243510757536979,1.45743821859286,0.705797550213729,25,95,NA,96.9884975971008
"21","KI-20227",NA,"YAPC","trt_cp","down",-0.440572950561031,2.43268247544721e-05,0.000243510757536979,-1.42572600955134,0,25,95,NA,-97.8679193256125
"22","valrubicin",NA,"YAPC","trt_cp","down",-0.440461763475539,2.43703432245158e-05,0.000243510757536979,-1.42536620008163,-1.07553376244671,25,95,"TOP2A",-98.0313952572284
"23","bupivacaine","2474","YAPC","trt_cp","down",-0.44004677825645,2.43703432245158e-05,0.000243510757536979,-1.42402327782623,-0.876164285955084,25,95,"PTGER1; SCN10A",-98.4686441345624
"24","chlorpropamide",NA,"YAPC","trt_cp","down",-0.439929625039018,2.43703432245158e-05,0.000243510757536979,-1.42364416152101,0.692546532277138,25,95,"ABCC8; KCNJ10",-96.4094382730639
"25","fluphenazine","9550045","YAPC","trt_cp","up",0.438534122010422,2.44138616945596e-05,0.000243510757536979,1.421886785126,0,25,95,"ADCY10; AR; CALM1; CALM2; CALM3; CHRNA7; DRD1; HRH1; HTR1E; HTR6; HTR7",97.0495548727645
"26","dienogest",NA,"YAPC","trt_cp","down",-0.439363035143491,2.44138616945596e-05,0.000243510757536979,-1.42181063554132,-0.0292461699100041,25,95,"AR; PGR",-95.9879461120303
"27","MBX-2982",NA,"YAPC","trt_cp","up",0.438343144835939,2.44573801646034e-05,0.000243510757536979,1.42126756781307,0.848267786107468,25,95,"HCAR3",98.7591585913496
"28","stavudine","18283","YAPC","trt_cp","down",-0.438190101247961,2.44573801646034e-05,0.000243510757536979,-1.41801493641769,0,25,95,NA,-97.9526116757268
"29","VE-821",NA,"YAPC","trt_cp","down",-0.437803519025719,2.44573801646034e-05,0.000243510757536979,-1.4167639283193,0,25,95,NA,-96.6241235326558
"30","phenylbutazone","4781","YAPC","trt_cp","up",0.435365696233692,2.45879355747347e-05,0.000243510757536979,1.41161359880943,0.700487164006984,25,95,"CYP2C9; PTGIS; PTGR2",97.2415898526747
"31","birinapant",NA,"YAPC","trt_cp","up",0.433732285628032,2.46314540447785e-05,0.000243510757536979,1.40631748879586,0,25,95,NA,96.7728275427401
"32","ALW-II-38-3","24880028","YAPC","trt_cp","down",-0.43437563652113,2.46314540447785e-05,0.000243510757536979,-1.405671052013,0,25,95,"DDR1; EPHA2; EPHA4; EPHB2; EPHB4; EPHB6",-94.2616008823761
"33","metergoline","28693","YAPC","trt_cp","up",0.430776099522794,2.47620094549098e-05,0.000243510757536979,1.39673246052453,0,25,95,"HTR1B; HTR1D; HTR1E; HTR1F; HTR2B; HTR5A; HTR6; HTR7; SCN2A",96.0135507760183
"34","formoterol","23581795","YAPC","trt_cp","down",-0.430588728629929,2.47620094549098e-05,0.000243510757536979,-1.39341634352628,0,25,95,"ADRB1; ADRB2; ADRB3",-97.99003387694
"35","MC1568",NA,"YAPC","trt_cp","up",0.428154986923973,2.48925648650412e-05,0.000243510757536979,1.38823386217258,0,25,95,NA,93.7938233672103
"36","rilmenidine","5388964","YAPC","trt_cp","down",-0.427953141282163,2.48925648650412e-05,0.000243510757536979,-1.38488739178884,0,25,95,"NISCH",-96.6694240920192
"37","MK-3207",NA,"YAPC","trt_cp","up",0.426743757136583,2.4936083335085e-05,0.000243510757536979,1.38365814301014,0.246104489368104,25,95,"CALCA",97.390293862759
"38","miconazole","4189","YAPC","trt_cp","up",0.426482960988184,2.49796018051287e-05,0.000243510757536979,1.38281254724368,0.547984233091353,25,95,"CYP51A1; KCNH2; KCNH6; KCNH7; KCNMA1; KCNMB1; KCNMB2; KCNMB3; KCNMB4; KCNN1; KCNN2; KCNN3; KCNN4; NOS2; NOS3; NR1I2",96.7383597258331
"39","licarbazepine",NA,"YAPC","trt_cp","up",0.425946306649493,2.49796018051287e-05,0.000243510757536979,1.38107251910433,0.984893973633496,25,95,NA,98.037304025841
"40","mitomycin-c","5746","YAPC","trt_cp","down",-0.425163071835244,2.50231202751725e-05,0.000243510757536979,-1.3758585247786,-1.09815678883355,25,95,NA,-93.7957929567478
"41","pirenzepine","185248","YAPC","trt_cp","up",0.422524965764185,2.51101572152601e-05,0.000243510757536979,1.36997929021275,0.0344144224907152,25,95,"ADCY10; CHRM1; CHRM4; CHRM5",96.4084534782951
"42","balaglitazone",NA,"YAPC","trt_cp","up",0.421440292928483,2.51971941553476e-05,0.000243510757536979,1.36646238720826,0,25,95,NA,97.6670211927834
"43","GSK-2334470",NA,"YAPC","trt_cp","down",-0.420370027688469,2.52407126253914e-05,0.000243510757536979,-1.36034788642397,0,25,95,NA,-93.7406444496967
"44","bavisant",NA,"YAPC","trt_cp","up",0.41870238473471,2.52842310954352e-05,0.000243510757536979,1.35758509514768,0.0338879767085094,25,95,NA,96.0007484440243
"45","BCI-540",NA,"YAPC","trt_cp","up",0.418074972980714,2.5327749565479e-05,0.000243510757536979,1.35555079852841,1.06217974289201,25,95,NA,96.5867013314425
"46","vortioxetine",NA,"YAPC","trt_cp","up",0.416436802245304,2.54147865055665e-05,0.000243510757536979,1.35023925444655,1.00765913336389,25,95,"ADRB1; HTR1B; HTR3A; HTR7; SLC6A4",94.4930276530371
"47","nemonapride","4452","YAPC","trt_cp","down",-0.416179330335618,2.54147865055665e-05,0.000243510757536979,-1.34678648596461,0,25,95,"DRD3; DRD4",-88.7447805877255
"48","VX-661",NA,"YAPC","trt_cp","up",0.415270165812837,2.54583049756103e-05,0.000243510757536979,1.34645659571348,0.0385197464933143,25,95,NA,96.3858031986134
"49","dacinostat","6445533","YAPC","trt_cp","down",-0.416038868166089,2.54147865055665e-05,0.000243510757536979,-1.34633194020051,-0.717051875586317,25,95,"HDAC1; HDAC2; HDAC3; HDAC4; HDAC5; HDAC6; HDAC7; HDAC8; HDAC9",-96.7226030095328
"50","nortriptyline","441358","YAPC","trt_cp","up",0.414937538339053,2.54583049756103e-05,0.000243510757536979,1.34537809671966,0,25,95,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; ADRB1; ADRB2; ADRB3; CHRM1; CHRM4; CHRM5; HRH1; HTR6; KCNJ10; PGRMC1; PIK3CD; SIGMAR1; SLC6A2; SLC6A4",94.9017174820767
"51","travoprost",NA,"YAPC","trt_cp","up",0.414574022132747,2.54583049756103e-05,0.000243510757536979,1.34419944524425,0,25,95,"PTGFR",95.2404868825337
"52","LY-2334737",NA,"YAPC","trt_cp","up",0.412630111001063,2.55453419156978e-05,0.000243510757536979,1.33789657983225,0.493662386829214,25,95,NA,97.6197510438824
"53","amonafide","50515","YAPC","trt_cp","down",-0.413008128809768,2.55453419156978e-05,0.000243510757536979,-1.33652424791487,0,25,95,"TOP2A; TOP2B",-97.2563617742063
"54","AEE-788",NA,"YAPC","trt_cp","up",0.411065917404154,2.56323788557854e-05,0.000243510757536979,1.33282489648267,1.02592668721472,25,95,NA,95.0326951863232
"55","AGP-103",NA,"YAPC","trt_cp","up",0.410954041290791,2.56323788557854e-05,0.000243510757536979,1.33246215351883,0,25,95,NA,95.9150712991413
"56","JNJ-26481585","11538455","YAPC","trt_cp","down",-0.411405736139552,2.56323788557854e-05,0.000243510757536979,-1.3313387890606,-0.579613455459113,25,95,NA,-96.049003387694
"57","BRD-K97440753",NA,"YAPC","trt_cp","up",0.410603205026725,2.56323788557854e-05,0.000243510757536979,1.33132461501823,0,25,95,NA,96.2902781060427
"58","esculin","15558439","YAPC","trt_cp","up",0.410423731239618,2.56758973258292e-05,0.000243510757536979,1.33074269586221,0.659936235527616,25,95,"AR",95.7978807216576
"59","ifosfamide","3690","YAPC","trt_cp","down",-0.410983375828327,2.56323788557854e-05,0.000243510757536979,-1.32997200047235,0,25,95,"AFP; CYP2B6; CYP2C9; NR1I2",-95.8579532025526
"60","CX-516",NA,"YAPC","trt_cp","down",-0.410465769666851,2.56758973258292e-05,0.000243510757536979,-1.32829698940737,-0.284113846856426,25,95,NA,-96.3375482549437
"61","preladenant",NA,"YAPC","trt_cp","down",-0.41034784802714,2.56758973258292e-05,0.000243510757536979,-1.32791538643195,0,25,95,NA,-97.2159851886867
"62","CTS-1027",NA,"YAPC","trt_cp","down",-0.409992860514882,2.56758973258292e-05,0.000243510757536979,-1.32676662110569,0,25,95,"MMP13",-95.6767509650989
"63","SB-271046",NA,"YAPC","trt_cp","up",0.408186758893327,2.57629342659167e-05,0.000243510757536979,1.32348961962882,0.788102113482732,25,95,NA,94.4693925785866
"64","KIN001-266","44143370","YAPC","trt_cp","down",-0.408737788050521,2.5719415795873e-05,0.000243510757536979,-1.32270511561827,0,25,95,NA,-95.2552588040652
"65","KIN001-055","3796","YAPC","trt_cp","down",-0.40805518713105,2.57629342659167e-05,0.000243510757536979,-1.3204961695543,0,25,95,"EGFR",-93.9051051760813
"66","Y-27632","5711","YAPC","trt_cp","up",0.40719721442117,2.58064527359605e-05,0.000243510757536979,1.32028115730483,0,25,95,"LRRK2; PKIA; PKN2; PRKACA; PRKCE; ROCK1; ROCK2",95.0898132829118
"67","PK-11195","1345","YAPC","trt_cp","down",-0.407679697657842,2.57629342659167e-05,0.000243510757536979,-1.31928105839601,0.559664505815293,25,95,"NR1I2; NR1I3; TSPO",-94.2911447254392
"68","dantrolene","32731","YAPC","trt_cp","down",-0.406288100838719,2.58499712060043e-05,0.000243510757536979,-1.31477775019857,0,25,95,"MB; RYR1; RYR3",-86.0434885369889
"69","SB-939",NA,"YAPC","trt_cp","down",-0.405212596098517,2.58934896760481e-05,0.000243510757536979,-1.3112973388852,-0.840985890640182,25,95,NA,-94.5501457496258
"70","nicaraven",NA,"YAPC","trt_cp","down",-0.405133495197384,2.58934896760481e-05,0.000243510757536979,-1.31104136263431,-0.758038468218887,25,95,NA,-96.1386197116521
"71","triptolide","16220015","YAPC","trt_cp","down",-0.405093321036617,2.58934896760481e-05,0.000243510757536979,-1.31091135613745,-1.18291410916379,25,95,"RELA",-88.866895139053
"72","PX-12",NA,"YAPC","trt_cp","down",-0.403438215936458,2.59805266161356e-05,0.000243510757536979,-1.30555531603822,-0.950753424237268,25,95,"TXNRD1",-90.6513432600646
"73","ALW-II-49-7","24875320","YAPC","trt_cp","down",-0.402102351799933,2.60240450861794e-05,0.000243510757536979,-1.30123236284229,0,25,95,"DDR1; EPHA2; EPHA4; EPHA7; EPHB2; EPHB4; EPHB6",-90.6217994170015
"74","levomequitazine",NA,"YAPC","trt_cp","down",-0.401906363755952,2.60240450861794e-05,0.000243510757536979,-1.30059813132283,-0.954858337156791,25,95,NA,-93.5042937051918
"75","AGI-6780",NA,"YAPC","trt_cp","down",-0.401884360960376,2.60240450861794e-05,0.000243510757536979,-1.30052692868115,0,25,95,"IDH2",-94.2872055463641
"76","ixazomib","25183872","YAPC","trt_cp","down",-0.401424281169277,2.60675635562232e-05,0.000243510757536979,-1.29903807712137,-0.843128194038776,25,95,"PSMB5",-94.8908847396203
"77","cefozopran",NA,"YAPC","trt_cp","up",0.400249916554373,2.6111082026267e-05,0.000243510757536979,1.29775549616848,0,25,95,NA,93.3831639486331
"78","veliparib","11960528","YAPC","trt_cp","down",-0.40050633228434,2.60675635562232e-05,0.000243510757536979,-1.29606752797842,0,25,95,"PARP1; PARP2",-88.9023477507288
"79","tegobuvir",NA,"YAPC","trt_cp","up",0.399397119132025,2.61546004963107e-05,0.000243510757536979,1.29499041741095,0,25,95,NA,93.9563145040574
"80","gallopamil",NA,"YAPC","trt_cp","up",0.398716851055416,2.61546004963107e-05,0.000243510757536979,1.29278474141009,1.29428928373448,25,95,"ATP2A2",92.0192231938864
"81","orteronel",NA,"YAPC","trt_cp","up",0.398525996009674,2.61546004963107e-05,0.000243510757536979,1.29216592008287,0.0304579557783049,25,95,NA,93.9691168360514
"82","bisoprolol","2405","YAPC","trt_cp","up",0.397952863932549,2.61981189663545e-05,0.000243510757536979,1.29030761787628,0.0411911820001548,25,95,"ADRB1; ADRB2",93.6874655321831
"83","pinitol",NA,"YAPC","trt_cp","up",0.396487382245343,2.62851559064421e-05,0.000243510757536979,1.28555599436446,0.571008598862351,25,95,NA,93.987827936658
"84","XMD-892","46843772","YAPC","trt_cp","down",-0.397152344225728,2.62416374363983e-05,0.000243510757536979,-1.28521377945665,0,25,95,"DCLK2; LRRK2; MAPK7; PLK4; TNK1",-94.7362719609233
"85","methocarbamol","4107","YAPC","trt_cp","down",-0.396508712862568,2.62416374363983e-05,0.000243510757536979,-1.28313094170219,0,25,95,"CA1",-88.29275978886
"86","BAY-61-3606",NA,"YAPC","trt_cp","down",-0.395633712910562,2.62851559064421e-05,0.000243510757536979,-1.28029937842001,0.78441150526394,25,95,NA,-95.3173008744978
"87","ZK-93423","121926","YAPC","trt_cp","up",0.394206577051187,2.63721928465296e-05,0.000243510757536979,1.2781607961296,0.662359764827931,25,95,"GABRA2; GABRA3; GABRA5; GABRB2; GABRG2",91.5593240368707
"88","CT-7758",NA,"YAPC","trt_cp","down",-0.393063654588633,2.64157113165734e-05,0.000243510757536979,-1.27198248336104,0,25,95,NA,-91.8616560308832
"89","mirodenafil",NA,"YAPC","trt_cp","up",0.391901870349024,2.64592297866172e-05,0.000243510757536979,1.27068810053097,0.866731761055032,25,95,NA,93.53777672733
"90","escitalopram","146570","YAPC","trt_cp","up",0.390009018643716,2.65462667267047e-05,0.000243510757536979,1.26455078831079,0,25,95,"ADRA1A; CHRM1; HRH1; SLC6A2; SLC6A3; SLC6A4",93.0631056487828
"91","NVP-AUY922","10096043","YAPC","trt_cp","up",0.389975494632168,2.65462667267047e-05,0.000243510757536979,1.26444209129814,0,25,95,"HSP90AA1; HSP90AA2; HSP90AB1; HSP90B1; TRAP1",91.3584259040416
"92","fenoldopam","3341","YAPC","trt_cp","up",0.389563664513054,2.65462667267047e-05,0.000243510757536979,1.26310678858236,0.820605242674656,25,95,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; DRD1; DRD4",93.2787757031435
"93","novobiocin","9346","YAPC","trt_cp","down",-0.390142906797626,2.65462667267047e-05,0.000243510757536979,-1.26253073175514,0,25,95,NA,-83.7105097297723
"94","sirolimus","73707374","YAPC","trt_cp","down",-0.389481160397048,2.65897851967485e-05,0.000243510757536979,-1.26038927242626,0,25,95,"CCR5; FGF2; FKBP1A; MTOR",-83.4367367840542
"95","sodium-gualenate",NA,"YAPC","trt_cp","down",-0.389340312939568,2.65897851967485e-05,0.000243510757536979,-1.25993347984242,-0.0314702495447544,25,95,NA,-87.8594500906011
"96","volasertib",NA,"YAPC","trt_cp","down",-0.389242803125912,2.65897851967485e-05,0.000243510757536979,-1.25961793101596,0,25,95,"PLK1",-94.1975892224061
"97","AVN-944",NA,"YAPC","trt_cp","down",-0.389079202820238,2.65897851967485e-05,0.000243510757536979,-1.25908850856578,0,25,95,NA,-96.3680768927755
"98","lomerizine","13579832","YAPC","trt_cp","up",0.388290614296638,2.66333036667923e-05,0.000243510757536979,1.25897909773991,0.81028010576631,25,95,"ABCB1; CACNA1B; SCN5A",92.9291735602301
"99","duloxetine","60835","YAPC","trt_cp","up",0.387998771787291,2.66333036667923e-05,0.000243510757536979,1.25803283840329,0.814578497442519,25,95,"HTR6; SLC6A2; SLC6A3; SLC6A4",91.5475064996455
"100","leflunomide","3899","YAPC","trt_cp","up",0.387811375499606,2.66333036667923e-05,0.000243510757536979,1.25742523162501,0,25,95,"AHR; DHODH; PTK2B; STAT6",93.8479870794926
"101","ginkgolide-b",NA,"YAPC","trt_cp","up",0.387799217275712,2.66333036667923e-05,0.000243510757536979,1.25738581025044,0.750293551114944,25,95,NA,90.8492870085874
"102","L-citrulline",NA,"YAPC","trt_cp","down",-0.38820412573453,2.66333036667923e-05,0.000243510757536979,-1.25625669567335,0,25,95,"ASS1; DDAH1; DDAH2; NOS1; NOS2; NOS3; OTC; PADI1; PADI2; PADI3; PADI4; PADI6",-92.4062475380131
"103","bumetanide","2471","YAPC","trt_cp","up",0.387347733034542,2.66768221368361e-05,0.000243510757536979,1.25592193447888,0.780100910090622,25,95,"ATP1A1; CFTR; GPR35; SLC12A1; SLC12A2; SLC12A4; SLC12A5",93.9907823209643
"104","atorvastatin","2250","YAPC","trt_cp","up",0.387300857973103,2.66768221368361e-05,0.000243510757536979,1.25576994851686,0,25,95,"AHR; APOA1; APOB; APOE; CCL2; CD40LG; CETP; CRP; CYP3A5; DPP4; FASLG; HMGCR; IL6; LDLR; LPL; MTTP; PON1; RHOA; SERPINE1; SLCO1B1; VCAM1",92.6928228157252
"105","droperidol","3168","YAPC","trt_cp","up",0.386763279553661,2.66768221368361e-05,0.000243510757536979,1.25402692417233,0.0542035736559786,25,95,"ADRA1A",94.9726227054282
"106","formestane","44511091","YAPC","trt_cp","down",-0.386639444953977,2.66768221368361e-05,0.000243510757536979,-1.25119327522814,0,25,95,"CYP19A1",-90.4799889702986
"107","tedizolid",NA,"YAPC","trt_cp","up",0.385807769299097,2.67203406068799e-05,0.000243510757536979,1.25092881313415,1.02967273090739,25,95,NA,94.0301741117151
"108","isoniazid",NA,"YAPC","trt_cp","up",0.385774196007463,2.67203406068799e-05,0.000243510757536979,1.25081995633758,0.936899952819001,25,95,"CYP1A2; CYP2C8; CYP2C9; CYP2E1; CYP3A4; NAT1; NAT2",92.6701725360435
"109","clonazepam",NA,"YAPC","trt_cp","down",-0.386169889484883,2.67203406068799e-05,0.000243510757536979,-1.24967375968738,0.522692596490508,25,95,"GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; NR1I2; TSPO",-94.5590089025447
"110","seocalcitol",NA,"YAPC","trt_cp","up",0.3852394338673,2.67638590769236e-05,0.000243510757536979,1.24908606339261,-0.269654878042297,25,95,"VDR",88.8196249901521
"111","ibuprofen","3672","YAPC","trt_cp","down",-0.385689069717266,2.67203406068799e-05,0.000243510757536979,-1.24811779205994,0,25,95,"ACSM2A; AKR1C2; AKR1C3; APP; ASIC1; BCL2; CFTR; CYP2C8; CYP2C9; FABP2; FABP4; GP1BA; LTF; PLAT; PPARA; PPARG; S100A7; SLC5A8; TF; THBD",-92.6406286929804
"112","amineptine",NA,"YAPC","trt_cp","down",-0.38524796742575,2.67638590769236e-05,0.000243510757536979,-1.24669035306468,-0.0204690110719912,25,95,"SLC6A2; SLC6A4",-92.1955014574962
"113","ARP-101","11292680","YAPC","trt_cp","up",0.384439130372275,2.68073775469674e-05,0.000243510757536979,1.2464911889996,0,25,95,NA,90.645434491452
"114","MG-132","462382","YAPC","trt_cp","down",-0.384904906522819,2.67638590769236e-05,0.000243510757536979,-1.24558018311088,-0.949155609782017,25,95,"PSMB1",-91.3406995982037
"115","taselisib",NA,"YAPC","trt_cp","up",0.382975241469933,2.68508960170112e-05,0.000243510757536979,1.24174472987439,0,25,95,NA,92.1265658236824
"116","BAY-K8644","2303","YAPC","trt_cp","down",-0.383418295500249,2.68508960170112e-05,0.000243510757536979,-1.24076940206256,0,25,95,"CACNA1C",-94.1148664618294
"117","palmitoylethanolamide","4671","YAPC","trt_cp","up",0.382239596297515,2.6894414487055e-05,0.000243510757536979,1.23935950123036,0,25,95,"CNR2; GPR119; GPR55",92.7647128338454
"118","cianidanol",NA,"YAPC","trt_cp","up",0.382149427089384,2.6894414487055e-05,0.000243510757536979,1.23906713993159,-0.850775836006715,25,95,NA,88.2425352556527
"119","MDL-73005EF","71346","YAPC","trt_cp","up",0.381887736689226,2.6894414487055e-05,0.000243510757536979,1.23821864467637,0,25,95,NA,91.8360513668951
"120","fusidic-acid",NA,"YAPC","trt_cp","up",0.381562905624142,2.6894414487055e-05,0.000243510757536979,1.23716542446919,0,25,95,NA,89.7837390687781
"121","doxorubicin","31703","YAPC","trt_cp","down",-0.382017492269733,2.6894414487055e-05,0.000243510757536979,-1.23623630125039,-1.00086729229633,25,95,"CHD1; NOLC1; TOP2A",-85.0852832269755
"122","BRD-A04553218",NA,"YAPC","trt_cp","up",0.380948087763816,2.69379329570988e-05,0.000243510757536979,1.23517196182402,0.924233226695035,25,95,NA,93.6283778460569
"123","nandrolone","9904","YAPC","trt_cp","up",0.380812933907715,2.69379329570988e-05,0.000243510757536979,1.2347337439698,0,25,95,NA,90.3145434491452
"124","zonisamide","2143","YAPC","trt_cp","up",0.380541772408947,2.69379329570988e-05,0.000243510757536979,1.23385453997545,0.979893724558872,25,95,"CA1; CA10; CA11; CA12; CA13; CA14; CA3; CA4; CA5A; CA5B; CA6; CA7; CA8; CA9; CACNA1G; CACNA1H; CACNA1I; MAOA; MAOB; SCN11A; SCN1A; SCN1B; SCN2A; SCN2B; SCN3A; SCN3B; SCN4A; SCN4B; SCN5A; SCN9A",91.5012211455133
"125","CI-966","198692","YAPC","trt_cp","down",-0.380810427047109,2.69379329570988e-05,0.000243510757536979,-1.23233015067775,0,25,95,"SLC6A1",-90.1678090285984
"126","fipronil","3352","YAPC","trt_cp","down",-0.380630378901308,2.69379329570988e-05,0.000243510757536979,-1.23174750182445,0,25,95,"GABRB3",-91.9709682502167
"127","varespladib",NA,"YAPC","trt_cp","up",0.379247271646344,2.70249698971863e-05,0.000243510757536979,1.229657298677,1.12062760143872,25,95,"PLA2G10; PLA2G1B; PLA2G2A; PLA2G2D; PLA2G2E",86.9691956196329
"128","sobetirome",NA,"YAPC","trt_cp","down",-0.379862187159905,2.69814514271425e-05,0.000243510757536979,-1.22926157765538,0.968366060938724,25,95,"THRA; THRB",-89.526707634129
"129","SDZ-NKT-343","44208964","YAPC","trt_cp","up",0.379100921156254,2.70249698971863e-05,0.000243510757536979,1.22918277727168,0.0567686188288406,25,95,"TACR1",92.0448278578744
"130","amitifadine",NA,"YAPC","trt_cp","up",0.378712262322587,2.70249698971863e-05,0.000243510757536979,1.2279226042731,0.0340300524366544,25,95,"SLC6A2; SLC6A4",90.9851886866777
"131","gabapentin","3446","YAPC","trt_cp","up",0.378546930665087,2.70249698971863e-05,0.000243510757536979,1.22738653903402,0,25,95,"ADORA1; BCAT1; BCAT2; CACNA1B; CACNA2D1; CACNA2D2; GABBR1; GABBR2; GRIN1; GRIN2A; GRIN2B; GRIN2C; GRIN2D; GRIN3A; GRIN3B",91.1220751595367
"132","oxybenzone","4632","YAPC","trt_cp","up",0.377123717892802,2.71120068372739e-05,0.000243510757536979,1.22277196668545,0.717668372328788,25,95,"AR; ESR2; LIPE; PGR",89.7699519420153
"133","ST-1859",NA,"YAPC","trt_cp","down",-0.377425898357563,2.71120068372739e-05,0.000243510757536979,-1.22137757046008,-0.95065146105085,25,95,NA,-82.8606318443236
"134","NVP-BGJ398","53235510","YAPC","trt_cp","down",-0.37736066878417,2.71120068372739e-05,0.000243510757536979,-1.22116648283143,0,25,95,"FGFR2; FGFR3",-86.0287166154573
"135","rilpivirine",NA,"YAPC","trt_cp","up",0.375646638174332,2.71555253073176e-05,0.000243510757536979,1.21798273814687,0,25,95,"NR1I2; SCN10A",91.4677381233751
"136","lorglumide","23681233","YAPC","trt_cp","down",-0.376263749632587,2.71555253073176e-05,0.000243510757536979,-1.21761677293028,0,25,95,NA,-85.1325533758765
"137","BRD-K63750851",NA,"YAPC","trt_cp","down",-0.376261397338427,2.71555253073176e-05,0.000243510757536979,-1.21760916073584,0,25,95,NA,-92.8562987473411
"138","sasapyrine",NA,"YAPC","trt_cp","down",-0.375570747468931,2.71555253073176e-05,0.000243510757536979,-1.21537416768604,0,25,95,NA,-92.4771527613645
"139","calcipotriol","5353464","YAPC","trt_cp","up",0.37473001842785,2.71990437773614e-05,0.000243510757536979,1.21501072425082,0,25,95,"BGLAP; GC; VDR",88.609863704404
