"","go","cluster","parent","parentSimScore","score","size","term","parentTerm","tfl_drugs","deseq2_drugs","limma_drugs"
"GO:0051707","GO:0051707",2,"GO:0006954",0.203,3,3,"response to other organism","inflammatory response",TRUE,FALSE,FALSE
"GO:0043207","GO:0043207",2,"GO:0006954",0.236,1,1,"response to external biotic stimulus","inflammatory response",TRUE,FALSE,FALSE
"GO:0032212","GO:0032212",5,"GO:0000723",0.452,39,39,"positive regulation of telomere maintenance via telomerase","telomere maintenance",TRUE,FALSE,FALSE
"GO:2001252","GO:2001252",1,"GO:0008284",0.369,2,2,"positive regulation of chromosome organization","positive regulation of cell population proliferation",TRUE,FALSE,FALSE
"GO:0033044","GO:0033044",1,"GO:0008284",0.289,4,4,"regulation of chromosome organization","positive regulation of cell population proliferation",TRUE,FALSE,FALSE
"GO:0070777","GO:0070777",6,"GO:0070779",0.73,1,1,"D-aspartate transport","D-aspartate import across plasma membrane",TRUE,FALSE,FALSE
"GO:0070779","GO:0070779",6,"GO:0070779",1,7,7,"D-aspartate import across plasma membrane","D-aspartate import across plasma membrane",TRUE,FALSE,FALSE
"GO:2001169","GO:2001169",5,"GO:0000723",0.184,2,2,"regulation of ATP biosynthetic process","telomere maintenance",TRUE,FALSE,FALSE
"GO:1904358","GO:1904358",5,"GO:0000723",0.625,5,5,"positive regulation of telomere maintenance via telomere lengthening","telomere maintenance",TRUE,FALSE,FALSE
"GO:0009607","GO:0009607",2,"GO:0006954",0.357,0,0,"response to biotic stimulus","inflammatory response",TRUE,FALSE,FALSE
"GO:0030198","GO:0030198",3,"GO:0051301",0.274,157,157,"extracellular matrix organization","cell division",FALSE,TRUE,TRUE
"GO:0043062","GO:0043062",3,"GO:0051301",0.357,1,1,"extracellular structure organization","cell division",FALSE,TRUE,TRUE
"GO:0045229","GO:0045229",3,"GO:0051301",0.357,0,0,"external encapsulating structure organization","cell division",FALSE,TRUE,TRUE
"GO:0030199","GO:0030199",3,"GO:0051301",0.235,66,66,"collagen fibril organization","cell division",FALSE,TRUE,TRUE
"GO:0008283","GO:0008283",3,"GO:0051301",0.543,132,132,"cell population proliferation","cell division",FALSE,TRUE,TRUE
"GO:0007088","GO:0007088",1,"GO:0008284",0.211,28,28,"regulation of mitotic nuclear division","positive regulation of cell population proliferation",FALSE,TRUE,FALSE
"GO:0051783","GO:0051783",1,"GO:0008284",0.276,0,0,"regulation of nuclear division","positive regulation of cell population proliferation",FALSE,TRUE,FALSE
"GO:0051726","GO:0051726",1,"GO:0008284",0.447,256,256,"regulation of cell cycle","positive regulation of cell population proliferation",FALSE,TRUE,FALSE
"GO:0045840","GO:0045840",1,"GO:0008284",0.267,31,31,"positive regulation of mitotic nuclear division","positive regulation of cell population proliferation",FALSE,TRUE,FALSE
"GO:0022402","GO:0022402",3,"GO:0051301",0.469,0,0,"cell cycle process","cell division",FALSE,TRUE,FALSE
"GO:0051653","GO:0051653",3,"GO:0051301",0.3,5,5,"spindle localization","cell division",FALSE,TRUE,FALSE
"GO:0051785","GO:0051785",1,"GO:0008284",0.355,0,0,"positive regulation of nuclear division","positive regulation of cell population proliferation",FALSE,TRUE,FALSE
"GO:0000278","GO:0000278",3,"GO:0051301",0.428,142,142,"mitotic cell cycle","cell division",FALSE,TRUE,FALSE
"GO:0048518","GO:0048518",1,"GO:0008284",0.513,0,0,"positive regulation of biological process","positive regulation of cell population proliferation",FALSE,TRUE,TRUE
"GO:0000226","GO:0000226",3,"GO:0051301",0.311,142,142,"microtubule cytoskeleton organization","cell division",FALSE,TRUE,FALSE
"GO:0050794","GO:0050794",1,"GO:0008284",0.596,2,2,"regulation of cellular process","positive regulation of cell population proliferation",FALSE,TRUE,TRUE
"GO:0007049","GO:0007049",3,"GO:0051301",0.543,296,296,"cell cycle","cell division",FALSE,TRUE,FALSE
"GO:0048522","GO:0048522",1,"GO:0008284",0.758,0,0,"positive regulation of cellular process","positive regulation of cell population proliferation",FALSE,TRUE,TRUE
"GO:0050789","GO:0050789",1,"GO:0008284",0.421,0,0,"regulation of biological process","positive regulation of cell population proliferation",FALSE,TRUE,TRUE
"GO:0000212","GO:0000212",3,"GO:0051301",0.205,7,7,"meiotic spindle organization","cell division",FALSE,TRUE,FALSE
"GO:0008284","GO:0008284",1,"GO:0008284",1,591,591,"positive regulation of cell population proliferation","positive regulation of cell population proliferation",FALSE,TRUE,TRUE
"GO:0007155","GO:0007155",1,"GO:0008284",0.241,505,505,"cell adhesion","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:0042127","GO:0042127",1,"GO:0008284",0.771,143,143,"regulation of cell population proliferation","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:0006954","GO:0006954",2,"GO:0006954",1,410,410,"inflammatory response","inflammatory response",FALSE,FALSE,TRUE
"GO:0006950","GO:0006950",2,"GO:0006954",0.657,0,0,"response to stress","inflammatory response",FALSE,FALSE,TRUE
"GO:0030335","GO:0030335",1,"GO:0008284",0.337,270,270,"positive regulation of cell migration","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:2000147","GO:2000147",1,"GO:0008284",0.379,24,24,"positive regulation of cell motility","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:0051272","GO:0051272",1,"GO:0008284",0.524,11,11,"positive regulation of cellular component movement","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:0040017","GO:0040017",1,"GO:0008284",0.347,2,2,"positive regulation of locomotion","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:0006952","GO:0006952",2,"GO:0006954",0.812,73,73,"defense response","inflammatory response",FALSE,FALSE,TRUE
"GO:0035987","GO:0035987",4,"GO:0009653",0.403,29,29,"endodermal cell differentiation","anatomical structure morphogenesis",FALSE,FALSE,TRUE
"GO:0010810","GO:0010810",1,"GO:0008284",0.343,3,3,"regulation of cell-substrate adhesion","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:0030155","GO:0030155",1,"GO:0008284",0.425,52,52,"regulation of cell adhesion","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:0009888","GO:0009888",4,"GO:0009653",0.631,35,35,"tissue development","anatomical structure morphogenesis",FALSE,FALSE,TRUE
"GO:0001706","GO:0001706",4,"GO:0009653",0.467,12,12,"endoderm formation","anatomical structure morphogenesis",FALSE,FALSE,TRUE
"GO:0009611","GO:0009611",2,"GO:0006954",0.491,65,65,"response to wounding","inflammatory response",FALSE,FALSE,TRUE
"GO:0001944","GO:0001944",4,"GO:0009653",0.412,15,15,"vasculature development","anatomical structure morphogenesis",FALSE,FALSE,TRUE
"GO:0031589","GO:0031589",1,"GO:0008284",0.196,19,19,"cell-substrate adhesion","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:0030334","GO:0030334",1,"GO:0008284",0.267,105,105,"regulation of cell migration","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:2000145","GO:2000145",1,"GO:0008284",0.303,15,15,"regulation of cell motility","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:0007492","GO:0007492",4,"GO:0009653",0.523,19,19,"endoderm development","anatomical structure morphogenesis",FALSE,FALSE,TRUE
"GO:0032502","GO:0032502",4,"GO:0009653",0.63,24,24,"developmental process","anatomical structure morphogenesis",FALSE,FALSE,TRUE
"GO:0048519","GO:0048519",1,"GO:0008284",0.336,0,0,"negative regulation of biological process","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:0048523","GO:0048523",1,"GO:0008284",0.467,0,0,"negative regulation of cellular process","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:0040012","GO:0040012",1,"GO:0008284",0.294,6,6,"regulation of locomotion","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:0009653","GO:0009653",4,"GO:0009653",1,131,131,"anatomical structure morphogenesis","anatomical structure morphogenesis",FALSE,FALSE,TRUE
"GO:0034446","GO:0034446",1,"GO:0008284",0.119,62,62,"substrate adhesion-dependent cell spreading","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:1901700","GO:1901700",2,"GO:0006954",0.267,0,0,"response to oxygen-containing compound","inflammatory response",FALSE,FALSE,TRUE
"GO:0051270","GO:0051270",1,"GO:0008284",0.397,1,1,"regulation of cellular component movement","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:0001568","GO:0001568",4,"GO:0009653",0.445,41,41,"blood vessel development","anatomical structure morphogenesis",FALSE,FALSE,TRUE
"GO:0030162","GO:0030162",5,"GO:0000723",0.207,12,12,"regulation of proteolysis","telomere maintenance",FALSE,FALSE,TRUE
"GO:0051128","GO:0051128",1,"GO:0008284",0.425,2,2,"regulation of cellular component organization","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:1900024","GO:1900024",1,"GO:0008284",0.209,5,5,"regulation of substrate adhesion-dependent cell spreading","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:0048514","GO:0048514",4,"GO:0009653",0.489,19,19,"blood vessel morphogenesis","anatomical structure morphogenesis",FALSE,FALSE,TRUE
"GO:0001894","GO:0001894",2,"GO:0006954",0.082,19,19,"tissue homeostasis","inflammatory response",FALSE,FALSE,TRUE
"GO:0052547","GO:0052547",5,"GO:0000723",0.179,3,3,"regulation of peptidase activity","telomere maintenance",FALSE,FALSE,TRUE
"GO:0050896","GO:0050896",2,"GO:0006954",0.51,67,67,"response to stimulus","inflammatory response",FALSE,FALSE,TRUE
"GO:0001775","GO:0001775",3,"GO:0051301",0.543,13,13,"cell activation","cell division",FALSE,FALSE,TRUE
"GO:0007166","GO:0007166",1,"GO:0008284",0.349,288,288,"cell surface receptor signaling pathway","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:0006959","GO:0006959",2,"GO:0006954",0.244,62,62,"humoral immune response","inflammatory response",FALSE,FALSE,TRUE
"GO:0019730","GO:0019730",2,"GO:0006954",0.152,13,13,"antimicrobial humoral response","inflammatory response",FALSE,FALSE,TRUE
"GO:0002376","GO:0002376",2,"GO:0006954",0.21,44,44,"immune system process","inflammatory response",FALSE,FALSE,TRUE
"GO:0072359","GO:0072359",4,"GO:0009653",0.456,8,8,"circulatory system development","anatomical structure morphogenesis",FALSE,FALSE,TRUE
"GO:0032963","GO:0032963",2,"GO:0006954",0.147,14,14,"collagen metabolic process","inflammatory response",FALSE,FALSE,TRUE
"GO:0065007","GO:0065007",1,"GO:0008284",0.317,0,0,"biological regulation","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:0001704","GO:0001704",4,"GO:0009653",0.556,2,2,"formation of primary germ layer","anatomical structure morphogenesis",FALSE,FALSE,TRUE
"GO:0040007","GO:0040007",2,"GO:0006954",0.21,0,0,"growth","inflammatory response",FALSE,FALSE,TRUE
"GO:0010033","GO:0010033",2,"GO:0006954",0.267,25,25,"response to organic substance","inflammatory response",FALSE,FALSE,TRUE
"GO:0016043","GO:0016043",3,"GO:0051301",0.428,0,0,"cellular component organization","cell division",FALSE,FALSE,TRUE
"GO:0030168","GO:0030168",2,"GO:0006954",0.196,59,59,"platelet activation","inflammatory response",FALSE,FALSE,TRUE
"GO:0051336","GO:0051336",2,"GO:0006954",0.087,0,0,"regulation of hydrolase activity","inflammatory response",FALSE,FALSE,TRUE
"GO:0022617","GO:0022617",3,"GO:0051301",0.235,47,47,"extracellular matrix disassembly","cell division",FALSE,FALSE,TRUE
"GO:0007266","GO:0007266",1,"GO:0008284",0.268,62,62,"Rho protein signal transduction","positive regulation of cell population proliferation",FALSE,FALSE,TRUE
"GO:0060249","GO:0060249",2,"GO:0006954",0.087,0,0,"anatomical structure homeostasis","inflammatory response",FALSE,FALSE,TRUE
"GO:0090594","GO:0090594",2,"GO:0006954",0.748,1,1,"inflammatory response to wounding","inflammatory response",FALSE,FALSE,TRUE
