"","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau","fda_approved","clinical_trial_LUAD"
"47","BRD-K58826089",NA,"A549","trt_cp","down",-0.587700451966202,1.79296096580367e-05,8.85292556538534e-05,-1.39046647771385,-1.03038024140914,115,3,NA,-97.4218072953597,FALSE,FALSE
"48","BRD-K68657015",NA,"A549","trt_cp","down",-0.58731334452934,1.79731281280804e-05,8.85292556538534e-05,-1.38955060311748,-0.0248716191292306,115,3,NA,-96.1780115024029,FALSE,FALSE
"49","talazoparib",NA,"A549","trt_cp","down",-0.585620946385391,1.80166465981242e-05,8.85292556538534e-05,-1.38554648353882,-0.95182140691464,115,3,"PARP1; PARP2",-98.1466162451745,TRUE,FALSE
"50","BRD-K76915833","60190999","A549","trt_cp","down",-0.585533802176094,1.80166465981242e-05,8.85292556538534e-05,-1.38534030520197,0,115,3,NA,-96.3562593555503,FALSE,FALSE
"51","SB-408124","4331799","A549","trt_cp","down",-0.585254042122366,1.8060165068168e-05,8.85292556538534e-05,-1.38467840852448,0.434587957720147,115,3,"HCRTR1; HCRTR2",-97.0682659733712,FALSE,FALSE
"52","ichthynone","3428129","A549","trt_cp","down",-0.585088419055245,1.8060165068168e-05,8.85292556538534e-05,-1.38428655358886,0,115,3,NA,-96.5394311825416,FALSE,FALSE
"53","AT-CSC-18","49843203","A549","trt_cp","down",-0.584576257607553,1.8060165068168e-05,8.85292556538534e-05,-1.38307480818045,0,115,3,NA,-95.6669030174112,FALSE,FALSE
"54","pritelivir",NA,"A549","trt_cp","down",-0.584495994718761,1.81036835382118e-05,8.85292556538534e-05,-1.38288491066396,-1.15628965354309,115,3,NA,-96.9382730638935,FALSE,FALSE
"55","BRD-K36038115","46172919","A549","trt_cp","down",-0.584139968455415,1.81036835382118e-05,8.85292556538534e-05,-1.38204257238991,-1.26817170328487,115,3,NA,-97.4474119593477,FALSE,FALSE
"56","midostaurin","9829523","A549","trt_cp","down",-0.584055766726563,1.81036835382118e-05,8.85292556538534e-05,-1.38184335579761,0,115,3,"AAK1; AURKC; BCR; BRSK1; BRSK2; CAMK2A; CAMK2D; CAMKK1; CAMKK2; CCNB1; CLK4; CUX1; EIF2AK4; FER; FGFR1OP; FGFR1OP2; FGR; FLT1; FLT3; FLT4; GRK1; GRK7; GSK3A; HCK; IKBKE; KDR; KIT; LIMK1; LRRK2; MAP3K10; MAP3K11; MAP3K19; MAP3K2; MAP3K3; MAP3K7; MAP3K9; MAP4K2; MAP4K4; MAP4K5; MARK1; MARK2; MARK3; MARK4; MELK; MINK1; MST4; MYLK; NTRK1; NTRK2; NTRK3; NUAK1; NUAK2; PDGFRA; PDGFRB; PHKG1; PKN1; PKN2; PLK4; PRKCA; PRKCB; PRKCE; PRKCG; PRKCH; PRKG1; PRKG2; PRPF4B; RET; ROS1; RPS6KA1; RPS6KA2; RPS6KA3; RPS6KA4; RPS6KA5; RPS6KA6; RPS6KB1; SIK2; SLK; SRPK1; SRPK3; STK10; STK3; STK4; TBK1; TNK1; TNK2; TSSK1B; TYK2; VEGFA; YES1; ZMYM2",-94.1670605845742,TRUE,FALSE
"57","BRD-K58479490","44507255","A549","trt_cp","down",-0.581471241393818,1.82342389483431e-05,8.85292556538534e-05,-1.37572851306784,0,115,3,NA,-95.2503348302214,FALSE,FALSE
"58","mebendazole","4030","A549","trt_cp","down",-0.581053001285128,1.82342389483431e-05,8.85292556538534e-05,-1.37473898030702,0,115,3,"TUBA1A; TUBB; TUBB4B",-97.0209958244702,TRUE,FALSE
"59","BRD-K18269444",NA,"A549","trt_cp","down",-0.580831894131389,1.82342389483431e-05,8.85292556538534e-05,-1.37421585311829,-0.0220258924566267,115,3,NA,-96.1031670999764,FALSE,FALSE
"60","denbufylline","2984","A549","trt_cp","down",-0.580678399311684,1.82342389483431e-05,8.85292556538534e-05,-1.37385269293934,-0.0158666197672836,115,3,"PDE4A; PDE4B; PDE4D",-97.0643267942961,FALSE,FALSE
"61","phensuximide","6839","A549","trt_cp","down",-0.580140632564941,1.82777574183869e-05,8.85292556538534e-05,-1.37258036682206,-0.0349154192448038,115,3,NA,-97.0800835105964,FALSE,FALSE
"62","tiapride","5702214","A549","trt_cp","down",-0.579582916334636,1.82777574183869e-05,8.85292556538534e-05,-1.37126084133978,0,115,3,"ADRA1B; ADRA1D; ADRA2B; ADRA2C; DRD3; HTR1B; HTR1D; HTR1E; HTR1F; HTR2B; HTR3A; HTR3B; HTR3C; HTR3D; HTR3E; HTR4; HTR6; HTR7; SCN10A",-98.1978255731506,FALSE,FALSE
"63","MW-STK33-2A","709391","A549","trt_cp","down",-0.578909095484188,1.83212758884307e-05,8.85292556538534e-05,-1.36966661880447,-0.593128478503347,115,3,NA,-97.0072086977074,FALSE,FALSE
"64","BRD-K24572125",NA,"A549","trt_cp","down",-0.577976909176531,1.83647943584744e-05,8.85292556538534e-05,-1.36746111801331,0,115,3,NA,-97.5714961002127,FALSE,FALSE
"65","PF-750",NA,"A549","trt_cp","down",-0.576145108065512,1.8451831298562e-05,8.85292556538534e-05,-1.36312717879276,-0.796303406849082,115,3,NA,-97.6227054281888,FALSE,FALSE
"66","triamcinolone","31307","A549","trt_cp","down",-0.576009777859272,1.8451831298562e-05,8.85292556538534e-05,-1.36280699507575,-0.660067618222983,115,3,"BGLAP; CYP3A5; CYP3A7; NR3C1; SERPINA6",-97.0672811786024,TRUE,FALSE
"67","BRD-K02175743","2308203","A549","trt_cp","down",-0.574404762715513,1.85388682386495e-05,8.85292556538534e-05,-1.35900961879987,-0.0135900961879987,115,3,NA,-97.4976364925549,FALSE,FALSE
"68","SD-6-035-A6","46925828","A549","trt_cp","down",-0.574387232203249,1.85388682386495e-05,8.85292556538534e-05,-1.35896814258599,-0.928494533195735,115,3,NA,-93.1340108721342,FALSE,FALSE
"69","guanadrel","66931399","A549","trt_cp","down",-0.57424948529085,1.85388682386495e-05,8.85292556538534e-05,-1.35864224107706,0,115,3,"SLC6A2",-95.6353895848105,FALSE,FALSE
"70","BRD-K91691979","17757274","A549","trt_cp","down",-0.57419600561509,1.85388682386495e-05,8.85292556538534e-05,-1.35851571114819,-0.0184271823247054,115,3,NA,-96.7925234381155,FALSE,FALSE
"71","BRD-K52006320","60191375","A549","trt_cp","down",-0.572647748048908,1.85823867086933e-05,8.85292556538534e-05,-1.35485262013398,-0.0212152676285222,115,3,NA,-95.7328842669188,FALSE,FALSE
"72","PF-573228",NA,"A549","trt_cp","down",-0.572191757798815,1.86259051787371e-05,8.85292556538534e-05,-1.35377377264493,0,115,3,NA,-97.3991570156779,FALSE,FALSE
"73","BRD-K37303684","54638394","A549","trt_cp","down",-0.571895730769127,1.86259051787371e-05,8.85292556538534e-05,-1.35307338920996,0.62608481073535,115,3,NA,-96.9156227842118,FALSE,FALSE
"74","BRD-K82096551","54638823","A549","trt_cp","down",-0.570829127035207,1.86694236487809e-05,8.85292556538534e-05,-1.35054986428828,-1.09129446649126,115,3,NA,-96.1100606633578,FALSE,FALSE
"75","BRD-K50659736","763244","A549","trt_cp","down",-0.570749663189449,1.86694236487809e-05,8.85292556538534e-05,-1.35036185726302,0,115,3,NA,-95.1981407074766,FALSE,FALSE
"76","ergometrine","3250","A549","trt_cp","down",-0.569213017093468,1.87564605888684e-05,8.85292556538534e-05,-1.34672623833943,0,115,3,"ADRA1A; HTR1E",-95.1439769951942,FALSE,FALSE
"77","BRD-K27452198","54637810","A549","trt_cp","down",-0.568901174109594,1.87564605888684e-05,8.85292556538534e-05,-1.34598843523934,-0.938739904980593,115,3,NA,-95.7624281099819,FALSE,FALSE
"78","BRD-K35389996","23648018","A549","trt_cp","down",-0.56785231883206,1.87999790589122e-05,8.85292556538534e-05,-1.34350690217517,-0.982859963269957,115,3,NA,-95.462065705507,FALSE,FALSE
"79","pentoxifylline","4740","A549","trt_cp","down",-0.56757979035917,1.87999790589122e-05,8.85292556538534e-05,-1.34286211501445,-0.799073353035984,115,3,"ACHE; ADORA1; ADORA2A; ADRA2B; CHIA; F3; ICAM1; IFNG; IL10; IL6; ITGAM; LTA; MPO; NT5E; PDE4A; PDE4B; PDE5A; TNF",-95.9101473252974,TRUE,FALSE
"80","BRD-A11929187","3193014","A549","trt_cp","down",-0.567148858511977,1.8843497528956e-05,8.85292556538534e-05,-1.34184255430848,-0.0134184255430849,115,3,NA,-95.0809501299929,FALSE,FALSE
"81","roscovitine","160355","A549","trt_cp","down",-0.566340173191454,1.88870159989998e-05,8.85292556538534e-05,-1.33992924996195,-0.847000702891393,115,3,"CCNA1; CDK1; CDK2; CDK5; CDK5R1; CDK7; CDK9",-94.707712912629,FALSE,FALSE
"82","BRD-K89182571",NA,"A549","trt_cp","down",-0.565570427118481,1.88870159989998e-05,8.85292556538534e-05,-1.33810807370245,0,115,3,NA,-93.182265815804,FALSE,FALSE
"83","methylene-blue","4139","A549","trt_cp","down",-0.565040665798665,1.89305344690436e-05,8.85292556538534e-05,-1.3368546879786,0.0222668426399587,115,3,"ACHE; MAPT",-93.3004411880564,TRUE,FALSE
"84","TMP-269",NA,"A549","trt_cp","down",-0.564176755572326,1.89740529390873e-05,8.85292556538534e-05,-1.33481072458626,-0.033643321802939,115,3,NA,-96.2361143937603,FALSE,FALSE
"85","Merck60","6918878","A549","trt_cp","down",-0.564151376867884,1.89740529390873e-05,8.85292556538534e-05,-1.3347506799876,-1.10993917064153,115,3,"HDAC1; HDAC2",-96.3651225084692,FALSE,FALSE
"86","meptazinol","41049","A549","trt_cp","down",-0.564133714998254,1.89740529390873e-05,8.85292556538534e-05,-1.33470889298952,0,115,3,"BCHE",-95.0829197195305,FALSE,FALSE
"87","tyrphostin-A9","5614","A549","trt_cp","down",-0.564005518048931,1.89740529390873e-05,8.85292556538534e-05,-1.33440558616037,-0.0455328333201876,115,3,NA,-94.510753958875,FALSE,FALSE
"88","isotretinoin","5282379","A549","trt_cp","down",-0.563728952153934,1.89740529390873e-05,8.85292556538534e-05,-1.33375124668422,0,115,3,"CYP2B6; CYP2C8; CYP3A5; CYP3A7; NR2C2; PPARD; RARA; RARB; RARG; RORB; RORC",-95.3576774600173,TRUE,FALSE
"89","BROAD-000068-004",NA,"A549","trt_cp","down",-0.563707116316909,1.89740529390873e-05,8.85292556538534e-05,-1.33369958431218,-0.893578721489161,115,3,NA,-93.6254234617506,FALSE,FALSE
"90","BRD-K47786739","44485465","A549","trt_cp","down",-0.563659620071615,1.89740529390873e-05,8.85292556538534e-05,-1.33358721084594,-0.0133358721084594,115,3,NA,-95.6452375324982,FALSE,FALSE
"91","BRD-K52801121","44202691","A549","trt_cp","down",-0.563657229790255,1.89740529390873e-05,8.85292556538534e-05,-1.33358155557361,-0.806003725208531,115,3,NA,-95.0189080595604,FALSE,FALSE
"92","ST-91","20864","A549","trt_cp","down",-0.563227211192167,1.90175714091311e-05,8.85292556538534e-05,-1.33256415556408,-1.02962256045306,115,3,NA,-97.5783896635941,FALSE,FALSE
"93","BRD-K88217904","44499565","A549","trt_cp","down",-0.563179830654187,1.90175714091311e-05,8.85292556538534e-05,-1.33245205585488,-1.15735250946099,115,3,NA,-94.9342157094462,FALSE,FALSE
"94","BRD-K23875128",NA,"A549","trt_cp","down",-0.562995677654156,1.90175714091311e-05,8.85292556538534e-05,-1.33201636013191,0,115,3,NA,-96.2311904199165,FALSE,FALSE
"95","BRD-K68937492",NA,"A549","trt_cp","down",-0.56230328163008,1.90610898791749e-05,8.85292556538534e-05,-1.33037818977223,0,115,3,NA,-97.4789253919483,FALSE,FALSE
"96","BRD-K10361096","17757086","A549","trt_cp","down",-0.560372390970323,1.91481268192624e-05,8.85292556538534e-05,-1.32580981020822,-0.984888172715683,115,3,NA,-97.3597652249271,FALSE,FALSE
"97","BRD-K52643615",NA,"A549","trt_cp","down",-0.560358847165364,1.91481268192624e-05,8.85292556538534e-05,-1.32577776632138,0.614576553266257,115,3,NA,-96.3050500275743,FALSE,FALSE
"98","SB-216641","3292447","A549","trt_cp","down",-0.560181277988815,1.91481268192624e-05,8.85292556538534e-05,-1.32535764755741,0,115,3,"HTR1B; HTR1D; HTR2B",-94.3344756952651,FALSE,FALSE
"99","BRD-K74690444","44224144","A549","trt_cp","down",-0.560082902767101,1.91481268192624e-05,8.85292556538534e-05,-1.32512489727183,-0.0132512489727183,115,3,NA,-96.1366501221146,FALSE,FALSE
"100","BRD-K01229043","44202844","A549","trt_cp","down",-0.558783563372671,1.91916452893062e-05,8.85292556538534e-05,-1.32205073276322,-0.852620484087204,115,3,NA,-93.4639171196723,FALSE,FALSE
"101","BRD-K24636862",NA,"A549","trt_cp","down",-0.55860521691171,1.91916452893062e-05,8.85292556538534e-05,-1.32162877498769,-1.04983051798929,115,3,NA,-95.9554478846608,FALSE,FALSE
"102","BRD-K42743267","54638412","A549","trt_cp","down",-0.558509854778376,1.91916452893062e-05,8.85292556538534e-05,-1.3214031535011,-1.08416100420675,115,3,NA,-93.9701016308201,FALSE,FALSE
"103","halometasone","9846332","A549","trt_cp","down",-0.558339669812505,1.923516375935e-05,8.85292556538534e-05,-1.32100050536758,-0.875078152935018,115,3,"NR3C1",-96.0647601039943,FALSE,FALSE
"104","BRD-K05153001","665013","A549","trt_cp","down",-0.557652194458098,1.923516375935e-05,8.85292556538534e-05,-1.31937397703778,0,115,3,NA,-93.5801229023871,FALSE,FALSE
"105","BRD-A74608937","44143235","A549","trt_cp","down",-0.556342705508041,1.93222006994376e-05,8.85292556538534e-05,-1.31627579924687,-0.0131627579924687,115,3,NA,-94.352202001103,FALSE,FALSE
"106","BRD-K51831558",NA,"A549","trt_cp","down",-0.556063746085983,1.93222006994376e-05,8.85292556538534e-05,-1.31561579681925,-0.686223362547019,115,3,NA,-94.4309855826046,FALSE,FALSE
"107","phenytoin","1775","A549","trt_cp","down",-0.555323593856351,1.93657191694813e-05,8.85292556538534e-05,-1.31386463794185,0,115,3,"ABCB1; CYP2B6; CYP2C9; CYP3A4; NR1I2; SCN10A; SCN11A; SCN1A; SCN1B; SCN2A; SCN3A; SCN4A; SCN5A; SCN7A; SCN8A; SHBG",-95.0917828724494,TRUE,FALSE
"108","VU-0415374-1","46869940","A549","trt_cp","down",-0.554486438173699,1.94092376395251e-05,8.85292556538534e-05,-1.31188397430707,-1.09788899119588,115,3,"GRM4",-93.5141416528795,FALSE,FALSE
"109","BRD-K24686773","49787910","A549","trt_cp","down",-0.554407495966373,1.94092376395251e-05,8.85292556538534e-05,-1.31169720144923,-0.0131169720144924,115,3,NA,-94.6968801701725,FALSE,FALSE
"110","BRD-K95367721","54649528","A549","trt_cp","down",-0.553135228625442,1.94527561095689e-05,8.85292556538534e-05,-1.30868708790868,0,115,3,NA,-96.0844559993697,FALSE,FALSE
"111","BRD-K29251608","44500434","A549","trt_cp","down",-0.552790502737679,1.94527561095689e-05,8.85292556538534e-05,-1.30787148569274,-0.83891627875718,115,3,NA,-93.5889860553061,FALSE,FALSE
"112","fenpiverinium","71489","A549","trt_cp","down",-0.552116831637237,1.94962745796127e-05,8.85292556538534e-05,-1.30627761745759,-0.801493278377895,115,3,NA,-93.002048373119,FALSE,FALSE
"113","sulpiride","4018928","A549","trt_cp","down",-0.55203280168481,1.94962745796127e-05,8.85292556538534e-05,-1.30607880727873,0,115,3,"CA1; CA12; CA3; CA6; CA7; DRD3",-94.1296383833609,FALSE,FALSE
"114","BRD-A84389633",NA,"A549","trt_cp","down",-0.551041539678426,1.95397930496564e-05,8.85292556538534e-05,-1.30373353668059,0,115,3,NA,-90.4662018435358,FALSE,FALSE
"115","RJC-00245SC","2728620","A549","trt_cp","down",-0.550942199208162,1.95397930496564e-05,8.85292556538534e-05,-1.3034985026708,-0.013034985026708,115,3,NA,-92.0940675963129,FALSE,FALSE
"116","SDZ-205-557","5191","A549","trt_cp","down",-0.550677113741155,1.95397930496564e-05,8.85292556538534e-05,-1.3028713252467,0,115,3,"HTR3A; HTR3B; HTR4",-95.8077286693453,FALSE,FALSE
"117","BRD-K85236313","60189727","A549","trt_cp","down",-0.550550954616437,1.95397930496564e-05,8.85292556538534e-05,-1.30257283979686,-0.0222403140619917,115,3,NA,-92.7883479082959,FALSE,FALSE
"118","BRD-K58547240","1398027","A549","trt_cp","down",-0.55008931714758,1.95833115197002e-05,8.85292556538534e-05,-1.30148063130331,0.703376244040537,115,3,NA,-95.0326951863232,FALSE,FALSE
"119","GDC-0834",NA,"A549","trt_cp","down",-0.549621174565821,1.95833115197002e-05,8.85292556538534e-05,-1.30037303207559,0,115,3,"BTK",-94.6062790514457,FALSE,FALSE
"120","BRD-K33318635","60191451","A549","trt_cp","down",-0.549337871541301,1.9626829989744e-05,8.85292556538534e-05,-1.2997027529269,0,115,3,NA,-93.6293626408256,FALSE,FALSE
"121","dinoprostone","5280360","A549","trt_cp","down",-0.549206461177578,1.9626829989744e-05,8.85292556538534e-05,-1.29939184333857,0,115,3,"CATSPER1; CATSPER2; CATSPER3; CATSPER4; PTGDR; PTGDR2; PTGER1; PTGER2; PTGER3; PTGER4; PTGFR; TBXA2R",-95.3261640274167,TRUE,FALSE
"122","ambelline","441585","A549","trt_cp","down",-0.547869820195615,1.96703484597878e-05,8.85292556538534e-05,-1.29622942535516,-0.91827631788279,115,3,NA,-95.4817616008824,FALSE,FALSE
"123","BRD-K32885145","54615022","A549","trt_cp","down",-0.547831921625807,1.96703484597878e-05,8.85292556538534e-05,-1.2961397594536,-0.705461283541864,115,3,NA,-93.002048373119,FALSE,FALSE
