"","Var1","Var2","log_fold_change","Sensitive"
"175285","SW1573","tioconazole",0.117139336019,TRUE
"175289","A549","tioconazole",-0.193081000284,TRUE
"175303","EKVX","tioconazole",0.0504081533373,TRUE
"175317","NCIH1838","tioconazole",-0.157860597853,TRUE
"175325","NCIH1623","tioconazole",NA,NA
"175337","NCIH1648","tioconazole",-0.0305254298288,TRUE
"175341","RERFLCAD2","tioconazole",0.0653640630909,TRUE
"175346","NCIH2023","tioconazole",-0.112649497037,TRUE
"175349","NCIH2126","tioconazole",-0.269865958185,TRUE
"175350","LXF289","tioconazole",0.313644991041,FALSE
"175352","RERFLCAD1","tioconazole",-0.0888230752243,TRUE
"175379","NCIH322","tioconazole",0.0544685373132,TRUE
"175382","NCIH2087","tioconazole",-0.222406160373,TRUE
"175385","NCIH1373","tioconazole",0.382516118424,FALSE
"175390","NCIH1435","tioconazole",0.112434015249,TRUE
"175396","NCIH358","tioconazole",0.0746302969817,TRUE
"175401","NCIH1568","tioconazole",-0.15624502477,TRUE
"175403","NCIH2347","tioconazole",0.576239215303,FALSE
"175412","NCIH2009","tioconazole",0.0443212620541,TRUE
"175413","NCIH1793","tioconazole",0.349891972825,FALSE
"175416","NCIH1563","tioconazole",-0.184496169134,TRUE
"175417","NCIH1651","tioconazole",0.277902010777,TRUE
"175423","NCIH23","tioconazole",-0.175236956205,TRUE
"175432","NCIH1573","tioconazole",-0.261359320667,TRUE
"175446","NCIH650","tioconazole",-0.150045541368,TRUE
"185741","HCC827","amcinonide",-0.239604565047,TRUE
"185747","NCIH1693","amcinonide",0.461849797975,FALSE
"185752","PC14","amcinonide",0.374683315308,FALSE
"185753","NCIH1650","amcinonide",0.645669821088,FALSE
"185765","RERFLCMS","amcinonide",0.224700901372,TRUE
"185766","HCC4006","amcinonide",0.344932653447,FALSE
"185802","CORL105","amcinonide",-0.0208869866663,TRUE
"185872","SKLU1","amcinonide",0.330806946776,FALSE
"185873","NCIH2122","amcinonide",-1.95275551158,TRUE
"185889","NCIH522","amcinonide",0.73888901584,FALSE
"185924","NCIH1944","amcinonide",-0.767015255189,TRUE
"185926","NCIH838","amcinonide",0.120447888762,TRUE
"185946","NCIH2228","amcinonide",-0.0555695811796,TRUE
"185971","RERFLCKJ","amcinonide",0.891025005016,FALSE
"185980","NCIH1792","amcinonide",0.53108465712,FALSE
"185992","NCIH2030","amcinonide",0.554104129992,FALSE
"185995","ABC1","amcinonide",0.489405188889,FALSE
"186013","HCC78","amcinonide",-0.341107251979,TRUE
"186025","NCIH1975","amcinonide",-0.0735692671466,TRUE
"186026","NCIH1437","amcinonide",0.222384436489,TRUE
"186027","NCIH2073","amcinonide",0.0433784708898,TRUE
"186055","NCIH441","amcinonide",0.160528384998,TRUE
"186070","NCIH1355","amcinonide",0.56393719585,FALSE
"186071","HCC44","amcinonide",0.845301556151,FALSE
"186077","SW1573","amcinonide",0.701696905248,FALSE
"186081","A549","amcinonide",0.0411408990328,TRUE
"186095","EKVX","amcinonide",-0.183021778469,TRUE
"186109","NCIH1838","amcinonide",0.834758461929,FALSE
"186117","NCIH1623","amcinonide",0.524562802928,FALSE
"186129","NCIH1648","amcinonide",0.738660747808,FALSE
"186133","RERFLCAD2","amcinonide",1.13583299057,FALSE
"186138","NCIH2023","amcinonide",-0.517992123237,TRUE
"186141","NCIH2126","amcinonide",0.608441759378,FALSE
"186142","LXF289","amcinonide",0.923774918209,FALSE
"186144","RERFLCAD1","amcinonide",0.34625143332,FALSE
"186171","NCIH322","amcinonide",1.0417867591,FALSE
"186174","NCIH2087","amcinonide",-0.503859466827,TRUE
"186177","NCIH1373","amcinonide",-0.313454505569,TRUE
"186182","NCIH1435","amcinonide",0.808189278724,FALSE
"186188","NCIH358","amcinonide",0.790638518,FALSE
"186193","NCIH1568","amcinonide",0.120802655335,TRUE
"186195","NCIH2347","amcinonide",-0.362464608703,TRUE
"186204","NCIH2009","amcinonide",-0.23385975792,TRUE
"186205","NCIH1793","amcinonide",-0.0563225620375,TRUE
"186208","NCIH1563","amcinonide",0.156310859309,TRUE
"186209","NCIH1651","amcinonide",0.78898773122,FALSE
"186215","NCIH23","amcinonide",-0.448739046143,TRUE
"186224","NCIH1573","amcinonide",0.38891984771,FALSE
"186238","NCIH650","amcinonide",0.0713302493495,TRUE
"297069","HCC827","amisulpride",-2.20420486079,TRUE
"297075","NCIH1693","amisulpride",-1.99270950252,TRUE
"297080","PC14","amisulpride",-0.790779325647,TRUE
"297081","NCIH1650","amisulpride",-1.55532436594,TRUE
"297093","RERFLCMS","amisulpride",-2.11266946804,TRUE
"297094","HCC4006","amisulpride",-1.49599370835,TRUE
"297130","CORL105","amisulpride",-0.638309371133,TRUE
"297200","SKLU1","amisulpride",-0.733935619317,TRUE
"297201","NCIH2122","amisulpride",-0.866532426545,TRUE
"297217","NCIH522","amisulpride",-1.09554828255,TRUE
"297252","NCIH1944","amisulpride",-0.170324329087,TRUE
"297254","NCIH838","amisulpride",-1.41662063464,TRUE
"297274","NCIH2228","amisulpride",-1.22040892459,TRUE
"297299","RERFLCKJ","amisulpride",-0.733596399821,TRUE
"297308","NCIH1792","amisulpride",-1.23030200302,TRUE
"297320","NCIH2030","amisulpride",-1.17561731814,TRUE
"297323","ABC1","amisulpride",-1.37575717035,TRUE
"297341","HCC78","amisulpride",-1.43367847625,TRUE
"297353","NCIH1975","amisulpride",-0.893133472365,TRUE
"297354","NCIH1437","amisulpride",-1.25347461695,TRUE
"297355","NCIH2073","amisulpride",-0.861821915288,TRUE
"297383","NCIH441","amisulpride",-0.704179740249,TRUE
"297398","NCIH1355","amisulpride",-1.1792525616,TRUE
"297399","HCC44","amisulpride",-1.71302068693,TRUE
"297405","SW1573","amisulpride",-1.00068342562,TRUE
"297409","A549","amisulpride",-1.02689455805,TRUE
"297423","EKVX","amisulpride",-1.32197960475,TRUE
"297437","NCIH1838","amisulpride",-0.867044788114,TRUE
"297445","NCIH1623","amisulpride",NA,NA
"297457","NCIH1648","amisulpride",-1.05283396431,TRUE
"297461","RERFLCAD2","amisulpride",-0.745881417203,TRUE
"297466","NCIH2023","amisulpride",-1.15231556446,TRUE
"297469","NCIH2126","amisulpride",-1.29731658025,TRUE
"297470","LXF289","amisulpride",-2.27783455094,TRUE
"297472","RERFLCAD1","amisulpride",-1.38729683951,TRUE
"297499","NCIH322","amisulpride",-1.90577512682,TRUE
"297502","NCIH2087","amisulpride",-1.44583418066,TRUE
"297505","NCIH1373","amisulpride",-0.869032280694,TRUE
"297510","NCIH1435","amisulpride",-1.67389550917,TRUE
"297516","NCIH358","amisulpride",-2.12007555158,TRUE
"297521","NCIH1568","amisulpride",-1.1708537899,TRUE
"297523","NCIH2347","amisulpride",-1.17711333636,TRUE
"297532","NCIH2009","amisulpride",-1.40631513779,TRUE
"297533","NCIH1793","amisulpride",-1.40391542303,TRUE
"297536","NCIH1563","amisulpride",-1.39840103952,TRUE
"297537","NCIH1651","amisulpride",-0.872084007589,TRUE
"297543","NCIH23","amisulpride",-1.10872892831,TRUE
"297552","NCIH1573","amisulpride",-1.14370489758,TRUE
"297566","NCIH650","amisulpride",-0.981733379083,TRUE
"318085","HCC827","oxybutynin",0.523001726563,FALSE
"318091","NCIH1693","oxybutynin",0.759849904682,FALSE
"318096","PC14","oxybutynin",0.0371289062239,TRUE
"318097","NCIH1650","oxybutynin",0.313999871553,FALSE
"318109","RERFLCMS","oxybutynin",-0.631435110331,TRUE
"318110","HCC4006","oxybutynin",0.327515657487,FALSE
"318146","CORL105","oxybutynin",0.144991196434,TRUE
"318216","SKLU1","oxybutynin",0.978938875818,FALSE
"318217","NCIH2122","oxybutynin",0.148122339671,TRUE
"318233","NCIH522","oxybutynin",0.0325497929503,TRUE
"318268","NCIH1944","oxybutynin",0.240091741612,TRUE
"318270","NCIH838","oxybutynin",0.206778684493,TRUE
"318290","NCIH2228","oxybutynin",0.469588252242,FALSE
"318315","RERFLCKJ","oxybutynin",0.235179575455,TRUE
"318324","NCIH1792","oxybutynin",0.405357903965,FALSE
"318336","NCIH2030","oxybutynin",0.452332017729,FALSE
"318339","ABC1","oxybutynin",0.513607310637,FALSE
"318357","HCC78","oxybutynin",-0.169303731858,TRUE
"318369","NCIH1975","oxybutynin",0.0749808996648,TRUE
"318370","NCIH1437","oxybutynin",0.179530888534,TRUE
"318371","NCIH2073","oxybutynin",0.315030001005,FALSE
"318399","NCIH441","oxybutynin",0.695246309122,FALSE
"318414","NCIH1355","oxybutynin",0.0619948105849,TRUE
"318415","HCC44","oxybutynin",0.297650682855,TRUE
"318421","SW1573","oxybutynin",0.281074989692,TRUE
"318425","A549","oxybutynin",0.325495897688,FALSE
"318439","EKVX","oxybutynin",0.556181960605,FALSE
"318453","NCIH1838","oxybutynin",0.320443949921,FALSE
"318461","NCIH1623","oxybutynin",0.720145532813,FALSE
"318473","NCIH1648","oxybutynin",0.493819148006,FALSE
"318477","RERFLCAD2","oxybutynin",0.189634849879,TRUE
"318482","NCIH2023","oxybutynin",1.0579135046,FALSE
"318485","NCIH2126","oxybutynin",0.0313669051716,TRUE
"318486","LXF289","oxybutynin",0.21503321774,TRUE
"318488","RERFLCAD1","oxybutynin",0.0792352808231,TRUE
"318515","NCIH322","oxybutynin",0.107193287882,TRUE
"318518","NCIH2087","oxybutynin",0.779745832482,FALSE
"318521","NCIH1373","oxybutynin",0.2111032468,TRUE
"318526","NCIH1435","oxybutynin",0.612462173191,FALSE
"318532","NCIH358","oxybutynin",-0.00815049155703,TRUE
"318537","NCIH1568","oxybutynin",-0.0408432365755,TRUE
"318539","NCIH2347","oxybutynin",0.34808639725,FALSE
"318548","NCIH2009","oxybutynin",0.762738091261,FALSE
"318549","NCIH1793","oxybutynin",0.615034614508,FALSE
"318552","NCIH1563","oxybutynin",0.212755209971,TRUE
"318553","NCIH1651","oxybutynin",0.865539454772,FALSE
"318559","NCIH23","oxybutynin",0.219320230616,TRUE
"318568","NCIH1573","oxybutynin",0.601557394641,FALSE
"318582","NCIH650","oxybutynin",0.0144053291449,TRUE
"519157","HCC827","trifluridine",-0.369796373041,TRUE
"519163","NCIH1693","trifluridine",-0.639476755162,TRUE
"519168","PC14","trifluridine",-1.55541720158,TRUE
"519169","NCIH1650","trifluridine",-0.0352773825341,TRUE
"519181","RERFLCMS","trifluridine",-1.00074004834,TRUE
"519182","HCC4006","trifluridine",0.767752072399,FALSE
"519218","CORL105","trifluridine",0.164437189255,TRUE
"519288","SKLU1","trifluridine",-2.06283184527,TRUE
"519289","NCIH2122","trifluridine",-1.96715104384,TRUE
"519305","NCIH522","trifluridine",-0.465329194891,TRUE
"519340","NCIH1944","trifluridine",-1.36186348206,TRUE
"519342","NCIH838","trifluridine",NA,NA
"519362","NCIH2228","trifluridine",-1.52924079104,TRUE
"519387","RERFLCKJ","trifluridine",0.518069710101,FALSE
"519396","NCIH1792","trifluridine",-2.34918718762,TRUE
"519408","NCIH2030","trifluridine",-1.12638247106,TRUE
"519411","ABC1","trifluridine",-0.412341737108,TRUE
"519429","HCC78","trifluridine",-2.66652126779,TRUE
"519441","NCIH1975","trifluridine",-1.22739351196,TRUE
"519442","NCIH1437","trifluridine",NA,NA
"519443","NCIH2073","trifluridine",-0.781692136086,TRUE
"519471","NCIH441","trifluridine",-0.73917696798,TRUE
"519486","NCIH1355","trifluridine",-0.0795478945274,TRUE
"519487","HCC44","trifluridine",NA,NA
"519493","SW1573","trifluridine",-2.6988596473,TRUE
"519497","A549","trifluridine",-1.47204716695,TRUE
"519511","EKVX","trifluridine",0.149421488689,TRUE
"519525","NCIH1838","trifluridine",-0.470535151242,TRUE
"519533","NCIH1623","trifluridine",-2.60123179287,TRUE
"519545","NCIH1648","trifluridine",-0.276727131269,TRUE
"519549","RERFLCAD2","trifluridine",0.786465417472,FALSE
"519554","NCIH2023","trifluridine",-0.282655015676,TRUE
"519557","NCIH2126","trifluridine",0.142790080188,TRUE
"519558","LXF289","trifluridine",-0.442318704076,TRUE
"519560","RERFLCAD1","trifluridine",-0.665474687537,TRUE
"519587","NCIH322","trifluridine",-0.746559843968,TRUE
"519590","NCIH2087","trifluridine",-2.77619011851,TRUE
"519593","NCIH1373","trifluridine",-0.993522814648,TRUE
"519598","NCIH1435","trifluridine",1.1850018539,FALSE
"519604","NCIH358","trifluridine",-0.396336516555,TRUE
"519609","NCIH1568","trifluridine",-1.42718700242,TRUE
"519611","NCIH2347","trifluridine",-1.40396523487,TRUE
"519620","NCIH2009","trifluridine",-1.6743412405,TRUE
"519621","NCIH1793","trifluridine",NA,NA
"519624","NCIH1563","trifluridine",-0.250209754541,TRUE
"519625","NCIH1651","trifluridine",-0.217085402548,TRUE
"519631","NCIH23","trifluridine",-2.39432682313,TRUE
"519640","NCIH1573","trifluridine",-1.1516463934,TRUE
"519654","NCIH650","trifluridine",-0.233579385988,TRUE
"519725","HCC827","trifluridine",-0.427635585286,TRUE
"519731","NCIH1693","trifluridine",0.14525214563,TRUE
"519736","PC14","trifluridine",-1.10850830666,TRUE
"519737","NCIH1650","trifluridine",0.538499202987,FALSE
"519749","RERFLCMS","trifluridine",-0.193851596168,TRUE
"519750","HCC4006","trifluridine",0.90025182915,FALSE
"519786","CORL105","trifluridine",-0.115428777314,TRUE
"519856","SKLU1","trifluridine",-1.66937811909,TRUE
"519857","NCIH2122","trifluridine",-0.864984858942,TRUE
"519873","NCIH522","trifluridine",0.930665524591,FALSE
"519908","NCIH1944","trifluridine",-0.714302212778,TRUE
"519910","NCIH838","trifluridine",0.756275700699,FALSE
"519930","NCIH2228","trifluridine",0.523935561389,FALSE
"519955","RERFLCKJ","trifluridine",-0.982653535565,TRUE
"519964","NCIH1792","trifluridine",-0.932721401113,TRUE
"519976","NCIH2030","trifluridine",-0.445921498952,TRUE
"519979","ABC1","trifluridine",1.14463626267,FALSE
"519997","HCC78","trifluridine",-1.71383144794,TRUE
"520009","NCIH1975","trifluridine",-0.344783469498,TRUE
"520010","NCIH1437","trifluridine",-0.885357038634,TRUE
"520011","NCIH2073","trifluridine",0.309848864062,FALSE
"520039","NCIH441","trifluridine",-0.830475812813,TRUE
"520054","NCIH1355","trifluridine",0.960317896896,FALSE
"520055","HCC44","trifluridine",0.152224244255,TRUE
"520061","SW1573","trifluridine",-0.219602502805,TRUE
"520065","A549","trifluridine",-0.0835384348188,TRUE
"520079","EKVX","trifluridine",0.812447061646,FALSE
"520093","NCIH1838","trifluridine",0.160553291008,TRUE
"520101","NCIH1623","trifluridine",NA,NA
"520113","NCIH1648","trifluridine",0.129836304854,TRUE
"520117","RERFLCAD2","trifluridine",-0.106451676288,TRUE
"520122","NCIH2023","trifluridine",-0.0855102002371,TRUE
"520125","NCIH2126","trifluridine",0.647613258225,FALSE
"520126","LXF289","trifluridine",-0.243890583184,TRUE
"520128","RERFLCAD1","trifluridine",-1.12285713609,TRUE
"520155","NCIH322","trifluridine",-0.695311585766,TRUE
"520158","NCIH2087","trifluridine",-2.2152239324,TRUE
"520161","NCIH1373","trifluridine",-0.519873005119,TRUE
"520166","NCIH1435","trifluridine",0.77545248767,FALSE
"520172","NCIH358","trifluridine",0.283210568823,TRUE
"520177","NCIH1568","trifluridine",-0.980310600439,TRUE
"520179","NCIH2347","trifluridine",-0.189935503761,TRUE
"520188","NCIH2009","trifluridine",-0.85586787037,TRUE
"520189","NCIH1793","trifluridine",1.26493160843,FALSE
"520192","NCIH1563","trifluridine",1.09928683222,FALSE
"520193","NCIH1651","trifluridine",-0.483490798385,TRUE
"520199","NCIH23","trifluridine",-2.4223274747,TRUE
"520208","NCIH1573","trifluridine",0.337174574752,FALSE
"520222","NCIH650","trifluridine",-0.185165426412,TRUE
"568573","HCC827","voriconazole",0.569155955052,FALSE
"568579","NCIH1693","voriconazole",-0.251137825056,TRUE
"568584","PC14","voriconazole",0.141136008618,TRUE
"568585","NCIH1650","voriconazole",-0.00215209429483,TRUE
"568597","RERFLCMS","voriconazole",-0.0179033393139,TRUE
"568598","HCC4006","voriconazole",0.13472332355,TRUE
"568634","CORL105","voriconazole",-0.213055849885,TRUE
"568704","SKLU1","voriconazole",0.449806958973,FALSE
"568705","NCIH2122","voriconazole",-0.0200246952031,TRUE
"568721","NCIH522","voriconazole",-0.480542281173,TRUE
"568756","NCIH1944","voriconazole",0.635101514766,FALSE
"568758","NCIH838","voriconazole",0.0864645949084,TRUE
"568778","NCIH2228","voriconazole",0.0102085068611,TRUE
"568803","RERFLCKJ","voriconazole",0.277848447054,TRUE
"568812","NCIH1792","voriconazole",-0.322371680208,TRUE
"568824","NCIH2030","voriconazole",0.0408611198584,TRUE
"568827","ABC1","voriconazole",0.104084530493,TRUE
"568845","HCC78","voriconazole",-0.517733334983,TRUE
"568857","NCIH1975","voriconazole",0.0596803493987,TRUE
"568858","NCIH1437","voriconazole",-0.265484269537,TRUE
"568859","NCIH2073","voriconazole",-0.00446236463891,TRUE
"568887","NCIH441","voriconazole",0.667192931366,FALSE
"568902","NCIH1355","voriconazole",0.576744383343,FALSE
"568903","HCC44","voriconazole",0.360431737501,FALSE
"568909","SW1573","voriconazole",-0.0162327036822,TRUE
"568913","A549","voriconazole",0.191494110927,TRUE
"568927","EKVX","voriconazole",0.0280095944346,TRUE
"568941","NCIH1838","voriconazole",-0.433609987393,TRUE
"568949","NCIH1623","voriconazole",0.469409702103,FALSE
"568961","NCIH1648","voriconazole",0.0381065860664,TRUE
"568965","RERFLCAD2","voriconazole",-0.00754895715671,TRUE
"568970","NCIH2023","voriconazole",-0.416554395505,TRUE
"568973","NCIH2126","voriconazole",0.289683898788,TRUE
"568974","LXF289","voriconazole",0.617590522583,FALSE
"568976","RERFLCAD1","voriconazole",-0.156738671057,TRUE
"569003","NCIH322","voriconazole",-0.230954049403,TRUE
"569006","NCIH2087","voriconazole",0.366296495418,FALSE
"569009","NCIH1373","voriconazole",-0.52098051119,TRUE
"569014","NCIH1435","voriconazole",0.227128304085,TRUE
"569020","NCIH358","voriconazole",0.0975506347286,TRUE
"569025","NCIH1568","voriconazole",-0.325627907353,TRUE
"569027","NCIH2347","voriconazole",-0.0016924351822,TRUE
"569036","NCIH2009","voriconazole",0.250124991894,TRUE
"569037","NCIH1793","voriconazole",0.279027997905,TRUE
"569040","NCIH1563","voriconazole",-0.266478678901,TRUE
"569041","NCIH1651","voriconazole",0.247979469146,TRUE
"569047","NCIH23","voriconazole",-0.336200074002,TRUE
"569056","NCIH1573","voriconazole",0.308551990303,FALSE
"569070","NCIH650","voriconazole",0.0823102400447,TRUE
"575389","HCC827","minoxidil",0.219486474772,TRUE
"575395","NCIH1693","minoxidil",0.143858209241,TRUE
"575400","PC14","minoxidil",0.251649877994,TRUE
"575401","NCIH1650","minoxidil",0.108364158805,TRUE
"575413","RERFLCMS","minoxidil",0.0326400412778,TRUE
"575414","HCC4006","minoxidil",0.61147675103,FALSE
"575450","CORL105","minoxidil",0.349586369799,FALSE
"575520","SKLU1","minoxidil",0.84959411502,FALSE
"575521","NCIH2122","minoxidil",0.171596518549,TRUE
"575537","NCIH522","minoxidil",0.354827530897,FALSE
"575572","NCIH1944","minoxidil",0.518107352864,FALSE
"575574","NCIH838","minoxidil",0.497894669391,FALSE
"575594","NCIH2228","minoxidil",0.470408099317,FALSE
"575619","RERFLCKJ","minoxidil",0.819866034966,FALSE
"575628","NCIH1792","minoxidil",0.000839919818516,TRUE
"575640","NCIH2030","minoxidil",0.329228400419,FALSE
"575643","ABC1","minoxidil",0.19344913588,TRUE
"575661","HCC78","minoxidil",0.332781869522,FALSE
"575673","NCIH1975","minoxidil",-0.350802399086,TRUE
"575674","NCIH1437","minoxidil",0.0634161424042,TRUE
"575675","NCIH2073","minoxidil",0.693291027034,FALSE
"575703","NCIH441","minoxidil",-0.242286947828,TRUE
"575718","NCIH1355","minoxidil",0.660844509371,FALSE
"575719","HCC44","minoxidil",0.95535814773,FALSE
"575725","SW1573","minoxidil",-0.779027602043,TRUE
"575729","A549","minoxidil",-0.151897697208,TRUE
"575743","EKVX","minoxidil",0.260984944998,TRUE
"575757","NCIH1838","minoxidil",0.118142836257,TRUE
"575765","NCIH1623","minoxidil",0.50359436024,FALSE
"575777","NCIH1648","minoxidil",0.360903277502,FALSE
"575781","RERFLCAD2","minoxidil",0.278575371525,TRUE
"575786","NCIH2023","minoxidil",1.05881742848,FALSE
"575789","NCIH2126","minoxidil",0.624540438945,FALSE
"575790","LXF289","minoxidil",0.602427384386,FALSE
"575792","RERFLCAD1","minoxidil",0.373736387064,FALSE
"575819","NCIH322","minoxidil",0.515589128902,FALSE
"575822","NCIH2087","minoxidil",0.42921470362,FALSE
"575825","NCIH1373","minoxidil",0.0767002668282,TRUE
