"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count","logqvalue"
"58","hsa04114","Oocyte meiosis","4/10","871/20540",0.000549309648016911,0.00188470034405802,0.000767637802128896,"trametinib/trifluoperazine/selumetinib/erlotinib",4,7.17219254787176
"59","hsa04630","JAK-STAT signaling pathway","4/10","880/20540",0.000571172714629776,0.00192649780019196,0.000784661891641262,"dabrafenib/atorvastatin/sirolimus/erlotinib",4,7.15025764424963
"60","hsa04370","VEGF signaling pathway","4/10","885/20540",0.000583586326479682,0.00193556131615761,0.000788353458577817,"dabrafenib/trametinib/selumetinib/itraconazole",4,7.14556401718085
"61","hsa00140","Steroid hormone biosynthesis","4/10","906/20540",0.000637855072236084,0.00208087146516362,0.00084753823230679,"toremifene/atorvastatin/simvastatin/itraconazole",4,7.07317460786076
"62","hsa04140","Autophagy - animal","4/10","926/20540",0.000692830904220195,0.00222376370870676,0.000905738193972072,"dabrafenib/trametinib/sirolimus/selumetinib",4,7.00676026280667
"63","hsa05223","Non-small cell lung cancer","4/10","973/20540",0.000835331051049582,0.00263858538347408,0.001074694919479,"dabrafenib/trametinib/selumetinib/erlotinib",4,6.83571845351366
"64","hsa04540","Gap junction","4/10","994/20540",0.000905341373873769,0.00281504583438875,0.00114656720046514,"dabrafenib/trametinib/selumetinib/erlotinib",4,6.7709828438078
"65","hsa04917","Prolactin signaling pathway","4/10","1009/20540",0.000957856170055182,0.00293251350524586,0.00119441174241699,"dabrafenib/toremifene/trametinib/selumetinib",4,6.73010148056107
"66","hsa04152","AMPK signaling pathway","4/10","1016/20540",0.000983094504630981,0.00296417888517523,0.00120730904077489,"atorvastatin/sirolimus/trifluoperazine/simvastatin",4,6.71936132922948
"67","hsa05208","Chemical carcinogenesis - reactive oxygen species","5/10","1937/20540",0.00124628618536518,0.00368139982177644,0.00149943288165451,"dabrafenib/trametinib/atorvastatin/selumetinib/erlotinib",5,6.50266832126081
"68","hsa04914","Progesterone-mediated oocyte maturation","4/10","1085/20540",0.00125796576824522,0.00368139982177644,0.00149943288165451,"dabrafenib/trametinib/selumetinib/erlotinib",4,6.50266832126081
"69","hsa05216","Thyroid cancer","3/10","475/20540",0.00130647041630661,0.0037679364180437,0.00153467920756078,"dabrafenib/trametinib/selumetinib",3,6.47943390508587
"70","hsa04660","T cell receptor signaling pathway","4/10","1113/20540",0.00138372938495021,0.00393374496578702,0.00160221297204761,"dabrafenib/trametinib/atorvastatin/selumetinib",4,6.43636949781882
"71","hsa05034","Alcoholism","4/10","1131/20540",0.00146915288042772,0.00411776652401573,0.00167716488944307,"dabrafenib/trametinib/trifluoperazine/selumetinib",4,6.39065047691787
"72","hsa05135","Yersinia infection","4/10","1203/20540",0.00184859482977037,0.00510931071005978,0.00208102049550174,"dabrafenib/trametinib/atorvastatin/selumetinib",4,6.17489688274757
"73","hsa04926","Relaxin signaling pathway","4/10","1253/20540",0.00214980720940305,0.00586043335166036,0.00238695248917137,"dabrafenib/trametinib/selumetinib/erlotinib",4,6.03773783581542
"74","hsa05152","Tuberculosis","4/10","1298/20540",0.0024491523940979,0.00658623414088489,0.00268257090107451,"dabrafenib/atorvastatin/trifluoperazine/simvastatin",4,5.92097965283965
"75","hsa05164","Influenza A","4/10","1317/20540",0.00258393425175211,0.00685603888131561,0.0027924622790865,"dabrafenib/trametinib/atorvastatin/selumetinib",4,5.88083153504895
"76","hsa04730","Long-term depression","3/10","616/20540",0.00275138663626828,0.00720428869233405,0.00293430430737753,"dabrafenib/trametinib/selumetinib",3,5.83128488706039
"77","hsa04726","Serotonergic synapse","4/10","1377/20540",0.00304377641538803,0.00786638320340544,0.00320397517409267,"dabrafenib/trametinib/selumetinib/simvastatin",4,5.74336299821657
"78","hsa04666","Fc gamma R-mediated phagocytosis","3/10","643/20540",0.00310808662347408,0.00792960561629924,0.00322972564112691,"dabrafenib/trametinib/selumetinib",3,5.73535808618283
"79","hsa04071","Sphingolipid signaling pathway","4/10","1401/20540",0.00324279617041417,0.00816856250522052,0.00332705269982534,"dabrafenib/trametinib/atorvastatin/selumetinib",4,5.70566844202757
"80","hsa04210","Apoptosis","4/10","1454/20540",0.00371425485678953,0.00923920895626395,0.00376312663122097,"dabrafenib/trametinib/atorvastatin/selumetinib",4,5.58250511627056
"81","hsa05211","Renal cell carcinoma","3/10","695/20540",0.0038735589852487,0.00951652145758632,0.00387607591766277,"dabrafenib/trametinib/selumetinib",3,5.55293199854513
"82","hsa02010","ABC transporters","2/10","199/20540",0.0039932151109826,0.0096908513059212,0.00394708040495071,"trifluoperazine/itraconazole",2,5.53477911135343
"83","hsa05166","Human T-cell leukemia virus 1 infection","4/10","1523/20540",0.00439707188872563,0.0104994649438875,0.00427642846167329,"trametinib/atorvastatin/selumetinib/simvastatin",4,5.45463708932531
"84","hsa04929","GnRH secretion","3/10","729/20540",0.00443193495118868,0.0104994649438875,0.00427642846167329,"dabrafenib/trametinib/selumetinib",3,5.45463708932531
"85","hsa05132","Salmonella infection","4/10","1549/20540",0.00467554043606322,0.0108425739304255,0.00441617663392097,"dabrafenib/trametinib/atorvastatin/selumetinib",4,5.42248097218386
"86","hsa04514","Cell adhesion molecules","2/10","216/20540",0.00468573546742005,0.0108425739304255,0.00441617663392097,"atorvastatin/simvastatin",2,5.42248097218386
"87","hsa04662","B cell receptor signaling pathway","3/10","752/20540",0.0048364302835278,0.0109994704465425,0.00448008053099062,"dabrafenib/trametinib/selumetinib",3,5.40811425704926
"88","hsa05161","Hepatitis B","4/10","1566/20540",0.00486408743364695,0.0109994704465425,0.00448008053099062,"dabrafenib/trametinib/atorvastatin/selumetinib",4,5.40811425704926
"89","hsa05133","Pertussis","3/10","757/20540",0.00492727050448209,0.0110171553976622,0.00448728360550113,"atorvastatin/trifluoperazine/simvastatin",3,5.40650774794579
"90","hsa04925","Aldosterone synthesis and secretion","3/10","781/20540",0.00537794465773187,0.011874686773172,0.00483655583990607,"atorvastatin/trifluoperazine/simvastatin",3,5.33155241488861
"91","hsa00900","Terpenoid backbone biosynthesis","2/10","233/20540",0.0054301331475309,0.011874686773172,0.00483655583990607,"atorvastatin/simvastatin",2,5.33155241488861
"92","hsa04977","Vitamin digestion and absorption","2/10","246/20540",0.00603392962932255,0.0130516521329912,0.00531593342629103,"atorvastatin/simvastatin",2,5.23704666148062
"93","hsa05220","Chronic myeloid leukemia","3/10","822/20540",0.0062048585072415,0.0132770628273232,0.00540774312459078,"dabrafenib/trametinib/selumetinib",3,5.21992344052071
"94","hsa04664","Fc epsilon RI signaling pathway","3/10","879/20540",0.00747726067073661,0.015829519930602,0.00644735802515922,"dabrafenib/trametinib/selumetinib",3,5.04408484058938
"95","hsa04979","Cholesterol metabolism","2/10","290/20540",0.00829521186252334,0.0173762859014963,0.00707735527328862,"atorvastatin/simvastatin",2,4.95085499003384
"96","hsa04360","Axon guidance","3/10","939/20540",0.00897587607785775,0.018606243119726,0.00757831642538429,"dabrafenib/atorvastatin/trifluoperazine",3,4.88246421146647
"97","hsa00100","Steroid biosynthesis","2/10","318/20540",0.00990504917378077,0.0201133141385956,0.00819214593320214,"trifluoperazine/itraconazole",2,4.80457939673207
"98","hsa05416","Viral myocarditis","2/10","318/20540",0.00990504917378077,0.0201133141385956,0.00819214593320214,"atorvastatin/simvastatin",2,4.80457939673207
"99","hsa04620","Toll-like receptor signaling pathway","3/10","981/20540",0.0101248409018972,0.0203519529240157,0.00828934342845389,"trametinib/atorvastatin/selumetinib",3,4.79278451339921
"100","hsa04625","C-type lectin receptor signaling pathway","3/10","1019/20540",0.0112368523248086,0.0223613361263692,0.00910776451589751,"dabrafenib/atorvastatin/trifluoperazine",3,4.69862798575942
"101","hsa04668","TNF signaling pathway","3/10","1032/20540",0.0116332904907647,0.0229210376996255,0.00933573077424577,"trametinib/atorvastatin/selumetinib",3,4.67390622179096
"102","hsa04725","Cholinergic synapse","3/10","1042/20540",0.0119438426138996,0.0233022027467257,0.00949097916687585,"trametinib/trifluoperazine/selumetinib",3,4.65741349287614
"103","hsa05143","African trypanosomiasis","2/10","388/20540",0.0144880022758388,0.0279913830377857,0.01140088068717,"atorvastatin/simvastatin",2,4.47406467330504
"104","hsa05145","Toxoplasmosis","3/10","1175/20540",0.0165456288388004,0.0316594244127046,0.0128948726780124,"atorvastatin/sirolimus/simvastatin",3,4.35092551344612
"105","hsa05410","Hypertrophic cardiomyopathy","2/10","419/20540",0.0167631324841995,0.0317701272795781,0.0129399619176277,"atorvastatin/trifluoperazine",2,4.34743493291003
"106","hsa04061","Viral protein interaction with cytokine and cytokine receptor","2/10","429/20540",0.0175281688750943,0.0329066566617336,0.0134028699442131,"atorvastatin/sirolimus",2,4.31228642001617
"107","hsa04927","Cortisol synthesis and secretion","2/10","434/20540",0.0179163035647842,0.0333209757887108,0.0135716219821779,"atorvastatin/simvastatin",2,4.29977428522009
"108","hsa05144","Malaria","2/10","437/20540",0.0181509721017155,0.0334448467429758,0.0136220745792602,"atorvastatin/simvastatin",2,4.29606367126534
"109","hsa04975","Fat digestion and absorption","2/10","447/20540",0.0189428324973796,0.0344140291122803,0.0140168222250494,"atorvastatin/simvastatin",2,4.26749708319185
"110","hsa05134","Legionellosis","2/10","448/20540",0.019022830162567,0.0344140291122803,0.0140168222250494,"atorvastatin/simvastatin",2,4.26749708319185
"111","hsa04390","Hippo signaling pathway","2/10","473/20540",0.0210702199080761,0.0377745383937581,0.0153855564999702,"atorvastatin/simvastatin",2,4.17432609926853
"112","hsa01523","Antifolate resistance","2/10","484/20540",0.021999659954601,0.0390886815264786,0.0159208065460928,"atorvastatin/trifluoperazine",2,4.14012843740618
"113","hsa05323","Rheumatoid arthritis","2/10","528/20540",0.0258879682976061,0.0455903158515364,0.0185689199712684,"atorvastatin/simvastatin",2,3.98626606517595
"114","hsa04913","Ovarian steroidogenesis","2/10","554/20540",0.028310746483563,0.0494196364055179,0.0201286009162913,"atorvastatin/simvastatin",2,3.90561354416555
"115","hsa05418","Fluid shear stress and atherosclerosis","3/10","1559/20540",0.0349564096237121,0.0604897870879888,0.024637469483074,"atorvastatin/trifluoperazine/itraconazole",3,3.70348684514135
"116","hsa05131","Shigellosis","3/10","1579/20540",0.0361287192925016,0.0619794408552398,0.025244204950296,"atorvastatin/sirolimus/erlotinib",3,3.67915865652048
"117","hsa04136","Autophagy - other","1/10","77/20540",0.0368696499720298,0.0627099174737943,0.0255417278258776,"sirolimus",1,3.66744177890887
"118","hsa04670","Leukocyte transendothelial migration","2/10","707/20540",0.0443256952466221,0.0747526555430322,0.0304467309008912,"atorvastatin/simvastatin",2,3.49177665016633
"119","hsa04060","Cytokine-cytokine receptor interaction","2/10","720/20540",0.0458167273667057,0.0761709351198166,0.0310243956848764,"atorvastatin/sirolimus",2,3.47298142640909
"120","hsa04610","Complement and coagulation cascades","2/10","721/20540",0.045932222182804,0.0761709351198166,0.0310243956848764,"atorvastatin/simvastatin",2,3.47298142640909
"121","hsa03320","PPAR signaling pathway","2/10","749/20540",0.0492118379882797,0.0802717685218661,0.0326946637195646,"atorvastatin/simvastatin",2,3.42054340339984
"122","hsa04520","Adherens junction","2/10","749/20540",0.0492118379882797,0.0802717685218661,0.0326946637195646,"atorvastatin/erlotinib",2,3.42054340339984
"123","hsa05146","Amoebiasis","2/10","773/20540",0.0520920372218058,0.0842789870499134,0.0343268024482589,"atorvastatin/simvastatin",2,3.37182881746835
"124","hsa04310","Wnt signaling pathway","2/10","797/20540",0.05503440776338,0.0883213479428437,0.0359732546500871,"atorvastatin/trifluoperazine",2,3.32497954301906
"125","hsa05320","Autoimmune thyroid disease","1/10","125/20540",0.0592296479474104,0.0942935995322773,0.0384057506690577,"atorvastatin",1,3.25954807359421
"126","hsa04922","Glucagon signaling pathway","2/10","910/20540",0.069678836493099,0.11004832112799,0.0448226433581339,"dabrafenib/trifluoperazine",2,3.10504183514778
"127","hsa04744","Phototransduction","1/10","151/20540",0.0711452264861183,0.111479528116044,0.0454055734722844,"trifluoperazine",1,3.09212041776298
"128","hsa05332","Graft-versus-host disease","1/10","157/20540",0.073875611206926,0.114853489298268,0.0467797867017541,"atorvastatin",1,3.06230407743987
"129","hsa05330","Allograft rejection","1/10","164/20540",0.0770519289669428,0.11864209684199,0.0483228852516964,"atorvastatin",1,3.02985001580345
"130","hsa05310","Asthma","1/10","165/20540",0.0775048873842143,0.11864209684199,0.0483228852516964,"atorvastatin",1,3.02985001580345
"131","hsa04714","Thermogenesis","2/10","1003/20540",0.0826336869941594,0.12552750925067,0.0511273113583791,"sirolimus/trifluoperazine",2,2.97343645569727
"132","hsa04672","Intestinal immune network for IgA production","1/10","183/20540",0.0856240012735417,0.129084668586627,0.0525761411328765,"atorvastatin",1,2.94549285277155
"133","hsa04940","Type I diabetes mellitus","1/10","192/20540",0.0896593913090948,0.134152021582781,0.0546400722659304,"atorvastatin",1,2.90698774113756
"134","hsa04659","Th17 cell differentiation","2/10","1076/20540",0.093317330761038,0.138583200160049,0.0564448897769044,"atorvastatin/sirolimus",2,2.87449051902269
"135","hsa04217","Necroptosis","2/10","1107/20540",0.0979811302235655,0.144431443811034,0.0588268774051816,"atorvastatin/trifluoperazine",2,2.83315642978778
"136","hsa04611","Platelet activation","2/10","1121/20540",0.100111021725483,0.145638527316611,0.0593185221019787,"atorvastatin/trifluoperazine",2,2.82483367601503
"137","hsa05168","Herpes simplex virus 1 infection","2/10","1122/20540",0.100263709760682,0.145638527316611,0.0593185221019787,"atorvastatin/sirolimus",2,2.82483367601503
"138","hsa05100","Bacterial invasion of epithelial cells","1/10","218/20540",0.101227309477589,0.145972714391595,0.059454636382718,"atorvastatin",1,2.82254167095155
"139","hsa05014","Amyotrophic lateral sclerosis","2/10","1174/20540",0.108302338057719,0.154166417221217,0.0627919287280279,"sirolimus/trifluoperazine",2,2.76792873720688
"140","hsa05203","Viral carcinogenesis","2/10","1175/20540",0.108458785984775,0.154166417221217,0.0627919287280279,"atorvastatin/sirolimus",2,2.76792873720688
"141","hsa04931","Insulin resistance","2/10","1226/20540",0.116526657870986,0.164459609335647,0.0669843423371848,"atorvastatin/sirolimus",2,2.70329638336237
"142","hsa04380","Osteoclast differentiation","2/10","1250/20540",0.120381789145184,0.16720007540503,0.0681005332250055,"trametinib/selumetinib",2,2.68677023582788
"143","hsa04623","Cytosolic DNA-sensing pathway","1/10","264/20540",0.121369974077312,0.16720007540503,0.0681005332250055,"atorvastatin",1,2.68677023582788
"144","hsa05340","Primary immunodeficiency","1/10","264/20540",0.121369974077312,0.16720007540503,0.0681005332250055,"atorvastatin",1,2.68677023582788
"145","hsa05322","Systemic lupus erythematosus","1/10","266/20540",0.122236451701656,0.16720007540503,0.0681005332250055,"atorvastatin",1,2.68677023582788
"146","hsa04740","Olfactory transduction","1/10","267/20540",0.122669402055951,0.16720007540503,0.0681005332250055,"trifluoperazine",1,2.68677023582788
"147","hsa05150","Staphylococcus aureus infection","1/10","300/20540",0.136849389936537,0.185258697941299,0.0754558039750331,"simvastatin",1,2.58420817194177
"148","hsa05171","Coronavirus disease - COVID-19","2/10","1356/20540",0.137821949543016,0.185314648372028,0.075478592566232,"atorvastatin/erlotinib",2,2.58390620510195
"149","hsa04070","Phosphatidylinositol signaling system","1/10","306/20540",0.139405293705914,0.186185593607228,0.0758333282610766,"trifluoperazine",1,2.57921739614615
"150","hsa05169","Epstein-Barr virus infection","2/10","1405/20540",0.146093618763188,0.19381753422583,0.0789418150509859,"atorvastatin/simvastatin",2,2.53904421621995
"151","hsa03250","Viral life cycle - HIV-1","1/10","368/20540",0.165420257448007,0.218004180345387,0.0887930276995228,"sirolimus",1,2.42144714896389
