"","X","Var1","Var2","log_fold_change","Sensitive"
"36530",829945,"KALS1","lapatinib",0.763634576808,FALSE
"36531",829952,"DKMG","lapatinib",-0.202181948506,TRUE
"36532",829965,"AM38","lapatinib",-1.14451459086,TRUE
"36533",829976,"SNU466","lapatinib",0.924618926825,FALSE
"36534",830014,"SNU1105","lapatinib",0.43517434591,FALSE
"36535",830017,"SF295","lapatinib",0.345430721198,FALSE
"36536",830056,"KNS60","lapatinib",-0.29466378864,TRUE
"36537",830068,"CAS1","lapatinib",0.109854358868,TRUE
"36538",830072,"YH13","lapatinib",-1.15952667951,TRUE
"36539",830080,"KNS81","lapatinib",0.361460068329,FALSE
"36540",830114,"SNU489","lapatinib",0.140186094087,TRUE
"36541",830123,"A172","lapatinib",0.542242108761,FALSE
"36542",830130,"YKG1","lapatinib",0.907856357087,FALSE
"36543",830131,"T98G","lapatinib",-0.236080757628,TRUE
"36544",830142,"LN229","lapatinib",0.0738111839692,TRUE
"36545",830157,"KNS42","lapatinib",-0.686183949249,TRUE
"36546",830158,"SNU201","lapatinib",0.105138803345,TRUE
"36547",830225,"GB1","lapatinib",0.356303720872,FALSE
"36548",830235,"GI1","lapatinib",0.0239208585663,TRUE
"36549",830272,"LN18","lapatinib",0.215807961517,TRUE
"36550",830302,"DBTRG05MG","lapatinib",0.221433988035,TRUE
"38626",877575,"GOS3","simvastatin",-1.03084134096,TRUE
"38627",877603,"GAMG","simvastatin",0.598881455338,FALSE
"38628",877605,"GMS10","simvastatin",-0.190442855449,TRUE
"38629",877641,"NMCG1","simvastatin",-1.00672150269,TRUE
"38630",877657,"KALS1","simvastatin",-1.40787605921,TRUE
"38631",877664,"DKMG","simvastatin",-1.05683446635,TRUE
"38632",877677,"AM38","simvastatin",-1.2228957351,TRUE
"38633",877688,"SNU466","simvastatin",-1.39038581366,TRUE
"38634",877726,"SNU1105","simvastatin",-0.307718202938,TRUE
"38635",877729,"SF295","simvastatin",-0.176102353615,TRUE
"38636",877768,"KNS60","simvastatin",0.0861696859019,TRUE
"38637",877780,"CAS1","simvastatin",-1.09463024756,TRUE
"38638",877784,"YH13","simvastatin",0.227843837709,TRUE
"38639",877792,"KNS81","simvastatin",-2.19518023559,TRUE
"38640",877826,"SNU489","simvastatin",-1.30850578123,TRUE
"38641",877835,"A172","simvastatin",NA,NA
"38642",877842,"YKG1","simvastatin",-3.37206456578,TRUE
"38643",877843,"T98G","simvastatin",0.714411398744,FALSE
"38644",877854,"LN229","simvastatin",-1.08622455764,TRUE
"38645",877869,"KNS42","simvastatin",-2.79260457973,TRUE
"38646",877870,"SNU201","simvastatin",-2.15867764655,TRUE
"38647",877937,"GB1","simvastatin",-1.45149689699,TRUE
"38648",877947,"GI1","simvastatin",-0.658912620879,TRUE
"38649",877984,"LN18","simvastatin",-0.820534164129,TRUE
"38650",878014,"DBTRG05MG","simvastatin",-0.349459681996,TRUE
"38651",878143,"GOS3","simvastatin",-2.81584616212,TRUE
"38652",878171,"GAMG","simvastatin",-1.60984686462,TRUE
"38653",878173,"GMS10","simvastatin",-1.90379857464,TRUE
"38654",878209,"NMCG1","simvastatin",-1.9979629411,TRUE
"38655",878225,"KALS1","simvastatin",-1.40208184475,TRUE
"38656",878232,"DKMG","simvastatin",-1.78828174502,TRUE
"38657",878245,"AM38","simvastatin",-3.25695703993,TRUE
"38658",878256,"SNU466","simvastatin",-2.47705441438,TRUE
"38659",878294,"SNU1105","simvastatin",-2.92684254496,TRUE
"38660",878297,"SF295","simvastatin",-1.58623793066,TRUE
"38661",878336,"KNS60","simvastatin",-2.80965941797,TRUE
"38662",878348,"CAS1","simvastatin",-2.53596005888,TRUE
"38663",878352,"YH13","simvastatin",-1.02098837494,TRUE
"38664",878360,"KNS81","simvastatin",-4.60816725698,TRUE
"38665",878394,"SNU489","simvastatin",-1.80772836919,TRUE
"38666",878403,"A172","simvastatin",-2.0420480225,TRUE
"38667",878410,"YKG1","simvastatin",-4.01584938175,TRUE
"38668",878411,"T98G","simvastatin",-0.769907586266,TRUE
"38669",878422,"LN229","simvastatin",-2.97667437282,TRUE
"38670",878437,"KNS42","simvastatin",-4.32000598833,TRUE
"38671",878438,"SNU201","simvastatin",-0.350069389502,TRUE
"38672",878505,"GB1","simvastatin",-1.86200278522,TRUE
"38673",878515,"GI1","simvastatin",-1.27903722828,TRUE
"38674",878552,"LN18","simvastatin",-3.55342278108,TRUE
"38675",878582,"DBTRG05MG","simvastatin",-3.78976468016,TRUE
"59651",1355263,"GOS3","floxuridine",-0.289766688029,TRUE
"59652",1355291,"GAMG","floxuridine",-1.32296325944,TRUE
"59653",1355293,"GMS10","floxuridine",-1.41950945558,TRUE
"59654",1355329,"NMCG1","floxuridine",-1.26544257414,TRUE
"59655",1355345,"KALS1","floxuridine",-1.37161057008,TRUE
"59656",1355352,"DKMG","floxuridine",-0.143232784134,TRUE
"59657",1355365,"AM38","floxuridine",NA,NA
"59658",1355376,"SNU466","floxuridine",0.553780198042,FALSE
"59659",1355414,"SNU1105","floxuridine",-0.451955895117,TRUE
"59660",1355417,"SF295","floxuridine",-2.38039507684,TRUE
"59661",1355456,"KNS60","floxuridine",-0.622747535327,TRUE
"59662",1355468,"CAS1","floxuridine",-1.98770580558,TRUE
"59663",1355472,"YH13","floxuridine",-0.971714487259,TRUE
"59664",1355480,"KNS81","floxuridine",-2.04857995087,TRUE
"59665",1355514,"SNU489","floxuridine",-0.355985511602,TRUE
"59666",1355523,"A172","floxuridine",-0.704131363633,TRUE
"59667",1355530,"YKG1","floxuridine",-1.12539905228,TRUE
"59668",1355531,"T98G","floxuridine",-3.00368901094,TRUE
"59669",1355542,"LN229","floxuridine",-0.822358883133,TRUE
"59670",1355557,"KNS42","floxuridine",-1.65830653227,TRUE
"59671",1355558,"SNU201","floxuridine",-2.50623248593,TRUE
"59672",1355625,"GB1","floxuridine",-0.602201902555,TRUE
"59673",1355635,"GI1","floxuridine",-2.86632776801,TRUE
"59674",1355672,"LN18","floxuridine",-3.5683529613,TRUE
"59675",1355702,"DBTRG05MG","floxuridine",-1.87640584732,TRUE
"60901",1383663,"GOS3","dasatinib",-0.593247943386,TRUE
"60902",1383691,"GAMG","dasatinib",-1.45999188984,TRUE
"60903",1383693,"GMS10","dasatinib",-1.63400810091,TRUE
"60904",1383729,"NMCG1","dasatinib",-2.44109518109,TRUE
"60905",1383745,"KALS1","dasatinib",-1.62660948875,TRUE
"60906",1383752,"DKMG","dasatinib",-1.96796460071,TRUE
"60907",1383765,"AM38","dasatinib",-0.748736433233,TRUE
"60908",1383776,"SNU466","dasatinib",0.209262155276,TRUE
"60909",1383814,"SNU1105","dasatinib",-1.62202858082,TRUE
"60910",1383817,"SF295","dasatinib",0.665439024702,FALSE
"60911",1383856,"KNS60","dasatinib",-2.95694383299,TRUE
"60912",1383868,"CAS1","dasatinib",-1.97057602464,TRUE
"60913",1383872,"YH13","dasatinib",-3.28946789888,TRUE
"60914",1383880,"KNS81","dasatinib",-2.2487214566,TRUE
"60915",1383914,"SNU489","dasatinib",-0.875861887901,TRUE
"60916",1383923,"A172","dasatinib",0.30545625107,FALSE
"60917",1383930,"YKG1","dasatinib",-0.374323006445,TRUE
"60918",1383931,"T98G","dasatinib",-3.27604333149,TRUE
"60919",1383942,"LN229","dasatinib",-0.773427746662,TRUE
"60920",1383957,"KNS42","dasatinib",-3.67523371554,TRUE
"60921",1383958,"SNU201","dasatinib",-1.02400895912,TRUE
"60922",1384025,"GB1","dasatinib",-0.938978212937,TRUE
"60923",1384035,"GI1","dasatinib",-0.805509377052,TRUE
"60924",1384072,"LN18","dasatinib",-2.3128187189,TRUE
"60925",1384102,"DBTRG05MG","dasatinib",-2.6914694641,TRUE
"61076",1387639,"GOS3","galantamine",-0.654959218901,TRUE
"61077",1387667,"GAMG","galantamine",-0.541203826004,TRUE
"61078",1387669,"GMS10","galantamine",-0.626548653724,TRUE
"61079",1387705,"NMCG1","galantamine",0.383193858629,FALSE
"61080",1387721,"KALS1","galantamine",-0.513181204565,TRUE
"61081",1387728,"DKMG","galantamine",-0.147453375561,TRUE
"61082",1387741,"AM38","galantamine",NA,NA
"61083",1387752,"SNU466","galantamine",0.484345288411,FALSE
"61084",1387790,"SNU1105","galantamine",-0.513654771213,TRUE
"61085",1387793,"SF295","galantamine",-0.309881547474,TRUE
"61086",1387832,"KNS60","galantamine",0.021130825772,TRUE
"61087",1387844,"CAS1","galantamine",0.672396706712,FALSE
"61088",1387848,"YH13","galantamine",0.426852363288,FALSE
"61089",1387856,"KNS81","galantamine",-0.351992819522,TRUE
"61090",1387890,"SNU489","galantamine",0.357404350901,FALSE
"61091",1387899,"A172","galantamine",0.805186984705,FALSE
"61092",1387906,"YKG1","galantamine",0.249641162165,TRUE
"61093",1387907,"T98G","galantamine",0.373655382425,FALSE
"61094",1387918,"LN229","galantamine",0.173101357877,TRUE
"61095",1387933,"KNS42","galantamine",0.402677004171,FALSE
"61096",1387934,"SNU201","galantamine",-0.529730374323,TRUE
"61097",1388001,"GB1","galantamine",-0.0663001082315,TRUE
"61098",1388011,"GI1","galantamine",-0.0317739078206,TRUE
"61099",1388048,"LN18","galantamine",-0.345857787501,TRUE
"61100",1388078,"DBTRG05MG","galantamine",0.0879210374409,TRUE
"67951",1543839,"GOS3","pentoxifylline",0.0604960909728,TRUE
"67952",1543867,"GAMG","pentoxifylline",-0.0770503977161,TRUE
"67953",1543869,"GMS10","pentoxifylline",0.351787520429,FALSE
"67954",1543905,"NMCG1","pentoxifylline",0.0465076664351,TRUE
"67955",1543921,"KALS1","pentoxifylline",0.397227211149,FALSE
"67956",1543928,"DKMG","pentoxifylline",-0.147636723332,TRUE
"67957",1543941,"AM38","pentoxifylline",-0.571118823444,TRUE
"67958",1543952,"SNU466","pentoxifylline",-0.570136801326,TRUE
"67959",1543990,"SNU1105","pentoxifylline",0.011099665128,TRUE
"67960",1543993,"SF295","pentoxifylline",-0.0657708161591,TRUE
"67961",1544032,"KNS60","pentoxifylline",-0.142293583425,TRUE
"67962",1544044,"CAS1","pentoxifylline",-0.440614299289,TRUE
"67963",1544048,"YH13","pentoxifylline",0.349924375865,FALSE
"67964",1544056,"KNS81","pentoxifylline",0.387094550324,FALSE
"67965",1544090,"SNU489","pentoxifylline",0.492076108867,FALSE
"67966",1544099,"A172","pentoxifylline",0.205753772917,TRUE
"67967",1544106,"YKG1","pentoxifylline",0.100385250684,TRUE
"67968",1544107,"T98G","pentoxifylline",-0.240018843354,TRUE
"67969",1544118,"LN229","pentoxifylline",-0.130487655447,TRUE
"67970",1544133,"KNS42","pentoxifylline",-0.0614362059166,TRUE
"67971",1544134,"SNU201","pentoxifylline",-0.516338144485,TRUE
"67972",1544201,"GB1","pentoxifylline",0.142717619638,TRUE
"67973",1544211,"GI1","pentoxifylline",0.686065531471,FALSE
"67974",1544248,"LN18","pentoxifylline",-0.471264762736,TRUE
"67975",1544278,"DBTRG05MG","pentoxifylline",0.102297315826,TRUE
"68551",1557471,"GOS3","pamidronate",-0.307555042515,TRUE
"68552",1557499,"GAMG","pamidronate",-0.210644287266,TRUE
"68553",1557501,"GMS10","pamidronate",-0.127846259388,TRUE
"68554",1557537,"NMCG1","pamidronate",-0.506537184518,TRUE
"68555",1557553,"KALS1","pamidronate",0.121716949946,TRUE
"68556",1557560,"DKMG","pamidronate",-0.131672269896,TRUE
"68557",1557573,"AM38","pamidronate",-1.24122746362,TRUE
"68558",1557584,"SNU466","pamidronate",-0.246912719432,TRUE
"68559",1557622,"SNU1105","pamidronate",-0.221772295427,TRUE
"68560",1557625,"SF295","pamidronate",0.50769034997,FALSE
"68561",1557664,"KNS60","pamidronate",0.0396865673009,TRUE
"68562",1557676,"CAS1","pamidronate",-0.0659611580199,TRUE
"68563",1557680,"YH13","pamidronate",-1.04940350425,TRUE
"68564",1557688,"KNS81","pamidronate",-0.647869408979,TRUE
"68565",1557722,"SNU489","pamidronate",-0.499034081075,TRUE
"68566",1557731,"A172","pamidronate",0.277500262336,TRUE
"68567",1557738,"YKG1","pamidronate",0.373904293841,FALSE
"68568",1557739,"T98G","pamidronate",0.114994312022,TRUE
"68569",1557750,"LN229","pamidronate",-0.291793814609,TRUE
"68570",1557765,"KNS42","pamidronate",-0.445683941809,TRUE
"68571",1557766,"SNU201","pamidronate",0.190906569015,TRUE
"68572",1557833,"GB1","pamidronate",-0.449294097122,TRUE
"68573",1557843,"GI1","pamidronate",-0.0683609893411,TRUE
"68574",1557880,"LN18","pamidronate",-0.392444580955,TRUE
"68575",1557910,"DBTRG05MG","pamidronate",-0.454336272025,TRUE
"72701",1651759,"GOS3","gabapentin",0.577938699837,FALSE
"72702",1651787,"GAMG","gabapentin",0.337426139384,FALSE
"72703",1651789,"GMS10","gabapentin",0.304281254761,FALSE
"72704",1651825,"NMCG1","gabapentin",-0.400379626274,TRUE
"72705",1651841,"KALS1","gabapentin",0.600993730001,FALSE
"72706",1651848,"DKMG","gabapentin",0.387358492359,FALSE
"72707",1651861,"AM38","gabapentin",NA,NA
"72708",1651872,"SNU466","gabapentin",-0.301791305873,TRUE
"72709",1651910,"SNU1105","gabapentin",0.00991532487606,TRUE
"72710",1651913,"SF295","gabapentin",0.637477509271,FALSE
"72711",1651952,"KNS60","gabapentin",0.283571618566,TRUE
"72712",1651964,"CAS1","gabapentin",0.251275652765,TRUE
"72713",1651968,"YH13","gabapentin",0.148484759294,TRUE
"72714",1651976,"KNS81","gabapentin",0.0563515086363,TRUE
"72715",1652010,"SNU489","gabapentin",0.363070704411,FALSE
"72716",1652019,"A172","gabapentin",0.341853456718,FALSE
"72717",1652026,"YKG1","gabapentin",-0.213749631642,TRUE
"72718",1652027,"T98G","gabapentin",0.0645579024659,TRUE
"72719",1652038,"LN229","gabapentin",-0.147373255266,TRUE
"72720",1652053,"KNS42","gabapentin",0.558607024946,FALSE
"72721",1652054,"SNU201","gabapentin",-0.00155362188951,TRUE
"72722",1652121,"GB1","gabapentin",0.285204874223,TRUE
"72723",1652131,"GI1","gabapentin",-0.389138340827,TRUE
"72724",1652168,"LN18","gabapentin",0.212513758405,TRUE
"72725",1652198,"DBTRG05MG","gabapentin",0.21319205726,TRUE
"78551",1784671,"GOS3","atorvastatin",-1.44971298139,TRUE
"78552",1784699,"GAMG","atorvastatin",0.688240634646,FALSE
"78553",1784701,"GMS10","atorvastatin",0.285487186088,TRUE
"78554",1784737,"NMCG1","atorvastatin",-0.21799235196,TRUE
"78555",1784753,"KALS1","atorvastatin",-0.374685500629,TRUE
"78556",1784760,"DKMG","atorvastatin",-1.67478752943,TRUE
"78557",1784773,"AM38","atorvastatin",NA,NA
"78558",1784784,"SNU466","atorvastatin",-2.06472863475,TRUE
"78559",1784822,"SNU1105","atorvastatin",-0.908275578345,TRUE
"78560",1784825,"SF295","atorvastatin",-0.324729013747,TRUE
"78561",1784864,"KNS60","atorvastatin",0.0513079821447,TRUE
"78562",1784876,"CAS1","atorvastatin",-1.1876033674,TRUE
"78563",1784880,"YH13","atorvastatin",0.523530238723,FALSE
"78564",1784888,"KNS81","atorvastatin",-1.83130391653,TRUE
"78565",1784922,"SNU489","atorvastatin",0.229692385457,TRUE
"78566",1784931,"A172","atorvastatin",-1.88860259645,TRUE
"78567",1784938,"YKG1","atorvastatin",-3.10389079015,TRUE
"78568",1784939,"T98G","atorvastatin",-0.046800371382,TRUE
"78569",1784950,"LN229","atorvastatin",-1.26179847644,TRUE
"78570",1784965,"KNS42","atorvastatin",-2.03006615656,TRUE
"78571",1784966,"SNU201","atorvastatin",-1.67258689881,TRUE
"78572",1785033,"GB1","atorvastatin",-1.09060726852,TRUE
"78573",1785043,"GI1","atorvastatin",0.0663205489569,TRUE
"78574",1785080,"LN18","atorvastatin",-0.560843792819,TRUE
"78575",1785110,"DBTRG05MG","atorvastatin",-1.16974968897,TRUE
"79001",1794895,"GOS3","amantadine",-0.0653448790794,TRUE
"79002",1794923,"GAMG","amantadine",-0.0243339391549,TRUE
"79003",1794925,"GMS10","amantadine",0.0656020288646,TRUE
"79004",1794961,"NMCG1","amantadine",-0.748932685227,TRUE
"79005",1794977,"KALS1","amantadine",-0.551652583077,TRUE
"79006",1794984,"DKMG","amantadine",-0.266613733972,TRUE
"79007",1794997,"AM38","amantadine",NA,NA
"79008",1795008,"SNU466","amantadine",0.256864386725,TRUE
"79009",1795046,"SNU1105","amantadine",0.352943293671,FALSE
"79010",1795049,"SF295","amantadine",-0.252652634996,TRUE
"79011",1795088,"KNS60","amantadine",-0.095168173554,TRUE
"79012",1795100,"CAS1","amantadine",-0.0228649818158,TRUE
"79013",1795104,"YH13","amantadine",0.255007532374,TRUE
"79014",1795112,"KNS81","amantadine",-0.178763858017,TRUE
"79015",1795146,"SNU489","amantadine",0.309577454023,FALSE
"79016",1795155,"A172","amantadine",0.544482955946,FALSE
"79017",1795162,"YKG1","amantadine",-0.147211803141,TRUE
"79018",1795163,"T98G","amantadine",-0.0967953018807,TRUE
"79019",1795174,"LN229","amantadine",-0.323709720421,TRUE
"79020",1795189,"KNS42","amantadine",0.2445068171,TRUE
"79021",1795190,"SNU201","amantadine",-0.430605474496,TRUE
"79022",1795257,"GB1","amantadine",0.320462413543,FALSE
"79023",1795267,"GI1","amantadine",0.0052349800163,TRUE
"79024",1795304,"LN18","amantadine",-0.180138807885,TRUE
"79025",1795334,"DBTRG05MG","amantadine",0.114799962424,TRUE
"88301",2006191,"GOS3","vorinostat",0.99923804385,FALSE
"88302",2006219,"GAMG","vorinostat",-2.97723104839,TRUE
"88303",2006221,"GMS10","vorinostat",0.888107656647,FALSE
"88304",2006257,"NMCG1","vorinostat",-0.540238226211,TRUE
"88305",2006273,"KALS1","vorinostat",-1.29972618514,TRUE
"88306",2006280,"DKMG","vorinostat",-2.12671071351,TRUE
"88307",2006293,"AM38","vorinostat",-2.62695183559,TRUE
"88308",2006304,"SNU466","vorinostat",1.27413769283,FALSE
"88309",2006342,"SNU1105","vorinostat",-1.92090104842,TRUE
"88310",2006345,"SF295","vorinostat",-1.36524105069,TRUE
"88311",2006384,"KNS60","vorinostat",-3.83836131468,TRUE
"88312",2006396,"CAS1","vorinostat",-0.659276170668,TRUE
"88313",2006400,"YH13","vorinostat",-1.04655695088,TRUE
"88314",2006408,"KNS81","vorinostat",-2.28555603331,TRUE
"88315",2006442,"SNU489","vorinostat",0.161962467465,TRUE
"88316",2006451,"A172","vorinostat",-3.99964390579,TRUE
"88317",2006458,"YKG1","vorinostat",-0.299490125825,TRUE
"88318",2006459,"T98G","vorinostat",-0.857596205739,TRUE
"88319",2006470,"LN229","vorinostat",-1.00905353352,TRUE
"88320",2006485,"KNS42","vorinostat",-3.95863352705,TRUE
"88321",2006486,"SNU201","vorinostat",0.542335099418,FALSE
"88322",2006553,"GB1","vorinostat",-2.74607751548,TRUE
"88323",2006563,"GI1","vorinostat",-2.37107938058,TRUE
"88324",2006600,"LN18","vorinostat",-2.50541482013,TRUE
"88325",2006630,"DBTRG05MG","vorinostat",-1.4818917676,TRUE
"94026",2136263,"GOS3","rucaparib",0.537671994179,FALSE
"94027",2136291,"GAMG","rucaparib",0.631628948432,FALSE
"94028",2136293,"GMS10","rucaparib",0.398222790519,FALSE
"94029",2136329,"NMCG1","rucaparib",0.604253137464,FALSE
"94030",2136345,"KALS1","rucaparib",-0.12699589242,TRUE
"94031",2136352,"DKMG","rucaparib",0.259429423623,TRUE
"94032",2136365,"AM38","rucaparib",NA,NA
"94033",2136376,"SNU466","rucaparib",-0.47106639367,TRUE
"94034",2136414,"SNU1105","rucaparib",0.360878231456,FALSE
"94035",2136417,"SF295","rucaparib",-0.898026367681,TRUE
"94036",2136456,"KNS60","rucaparib",-0.132001163544,TRUE
"94037",2136468,"CAS1","rucaparib",0.597181563033,FALSE
"94038",2136472,"YH13","rucaparib",-0.407730795755,TRUE
"94039",2136480,"KNS81","rucaparib",-0.29898636095,TRUE
"94040",2136514,"SNU489","rucaparib",-0.192647782085,TRUE
"94041",2136523,"A172","rucaparib",-0.163255594783,TRUE
"94042",2136530,"YKG1","rucaparib",0.287651109261,TRUE
"94043",2136531,"T98G","rucaparib",-0.203080859668,TRUE
"94044",2136542,"LN229","rucaparib",-0.0759186772396,TRUE
"94045",2136557,"KNS42","rucaparib",0.161108438497,TRUE
"94046",2136558,"SNU201","rucaparib",-0.392908077225,TRUE
"94047",2136625,"GB1","rucaparib",0.217612720017,TRUE
"94048",2136635,"GI1","rucaparib",0.16161330586,TRUE
"94049",2136672,"LN18","rucaparib",0.431946889876,FALSE
"94050",2136702,"DBTRG05MG","rucaparib",-0.0123136567285,TRUE
"95226",2163527,"GOS3","spironolactone",0.0974599864599,TRUE
"95227",2163555,"GAMG","spironolactone",0.379318145757,FALSE
"95228",2163557,"GMS10","spironolactone",-0.152075158051,TRUE
"95229",2163593,"NMCG1","spironolactone",1.03571480001,FALSE
"95230",2163609,"KALS1","spironolactone",0.315246008752,FALSE
"95231",2163616,"DKMG","spironolactone",0.0421749151617,TRUE
"95232",2163629,"AM38","spironolactone",0.710283715357,FALSE
"95233",2163640,"SNU466","spironolactone",0.616292731829,FALSE
"95234",2163678,"SNU1105","spironolactone",0.362378359942,FALSE
"95235",2163681,"SF295","spironolactone",1.19605659594,FALSE
"95236",2163720,"KNS60","spironolactone",-0.880320890945,TRUE
"95237",2163732,"CAS1","spironolactone",0.555635226912,FALSE
"95238",2163736,"YH13","spironolactone",-0.559305338259,TRUE
"95239",2163744,"KNS81","spironolactone",-0.230036663703,TRUE
"95240",2163778,"SNU489","spironolactone",-0.158649446898,TRUE
"95241",2163787,"A172","spironolactone",0.141611282378,TRUE
"95242",2163794,"YKG1","spironolactone",0.71559750752,FALSE
"95243",2163795,"T98G","spironolactone",0.418164626747,FALSE
"95244",2163806,"LN229","spironolactone",0.0299130300394,TRUE
"95245",2163821,"KNS42","spironolactone",-0.199018309469,TRUE
"95246",2163822,"SNU201","spironolactone",0.472838384485,FALSE
"95247",2163889,"GB1","spironolactone",0.239578865262,TRUE
"95248",2163899,"GI1","spironolactone",-0.35819207966,TRUE
"95249",2163936,"LN18","spironolactone",0.0102777065753,TRUE
"95250",2163966,"DBTRG05MG","spironolactone",0.255446348061,TRUE
"95251",2164095,"GOS3","spironolactone",0.30244967398,FALSE
"95252",2164123,"GAMG","spironolactone",-0.647470366278,TRUE
"95253",2164125,"GMS10","spironolactone",0.181908595695,TRUE
"95254",2164161,"NMCG1","spironolactone",0.192969873364,TRUE
"95255",2164177,"KALS1","spironolactone",0.316971802801,FALSE
"95256",2164184,"DKMG","spironolactone",0.372501731484,FALSE
"95257",2164197,"AM38","spironolactone",-0.964175506883,TRUE
"95258",2164208,"SNU466","spironolactone",0.429573344115,FALSE
