"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"40","hsa05162","Measles","17/81","1120/20464",1.45095060465221e-06,1.00841067023329e-05,3.28373031579184e-06,"fludarabine/piceatannol/pi-103/dasatinib/ly-294002/vandetanib/obatoclax/pentoxifylline/as-605240/atorvastatin/imatinib/pac-1/sitagliptin/crizotinib/gefitinib/sulfasalazine/abt-737",17
"41","hsa05202","Transcriptional misregulation in cancer","16/81","1001/20464",1.59854009276467e-06,1.08388816045994e-05,3.52951085950607e-06,"entinostat/fludarabine/vorinostat/dasatinib/panobinostat/obatoclax/sgx-523/pentoxifylline/icosapent/atorvastatin/imatinib/lonafarnib/quizartinib/crizotinib/sulfasalazine/abt-737",16
"42","hsa05167","Kaposi sarcoma-associated herpesvirus infection","20/81","1557/20464",1.94831945710567e-06,1.28960192636994e-05,4.19938529601724e-06,"fludarabine/az-628/vemurafenib/piceatannol/pi-103/dasatinib/ly-294002/nifedipine/ku-0063794/vandetanib/pentoxifylline/as-605240/atorvastatin/masitinib/imatinib/pac-1/dabrafenib/bepridil/gefitinib/sulfasalazine",20
"43","hsa05161","Hepatitis B","20/81","1566/20464",2.12918390355478e-06,1.37654215160053e-05,4.48249242853638e-06,"fludarabine/az-628/vemurafenib/piceatannol/pi-103/dasatinib/ly-294002/vandetanib/obatoclax/pentoxifylline/as-605240/atorvastatin/imatinib/pac-1/dabrafenib/sitagliptin/crizotinib/gefitinib/sulfasalazine/abt-737",20
"44","hsa04510","Focal adhesion","20/81","1575/20464",2.32526134267897e-06,1.44183182440732e-05,4.69509795149676e-06,"az-628/vemurafenib/pi-103/dasatinib/ly-294002/vandetanib/obatoclax/sgx-523/lapatinib/as-605240/atorvastatin/erlotinib/masitinib/imatinib/dabrafenib/bepridil/quizartinib/crizotinib/gefitinib/abt-737",20
"45","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","14/81","788/20464",2.3339004351917e-06,1.44183182440732e-05,4.69509795149676e-06,"dasatinib/ly-294002/vandetanib/sgx-523/lapatinib/erlotinib/masitinib/imatinib/pac-1/indoprofen/crizotinib/reparixin/gefitinib/sulfasalazine",14
"46","hsa05100","Bacterial invasion of epithelial cells","8/81","218/20464",2.40674383906974e-06,1.45451040708997e-05,4.73638375652169e-06,"pi-103/dasatinib/ly-294002/sgx-523/as-605240/atorvastatin/imatinib/crizotinib",8
"47","hsa05033","Nicotine addiction","10/81","392/20464",3.32227127388261e-06,1.96508811519014e-05,6.39899954208072e-06,"thioridazine/spironolactone/gabapentin/galantamine/amantadine/zk-93423/physostigmine/enflurane/bepridil/lomerizine",10
"48","hsa05212","Pancreatic cancer","16/81","1067/20464",3.64560904305814e-06,2.11141523743784e-05,6.87549073910088e-06,"fludarabine/az-628/vemurafenib/pi-103/ly-294002/ku-0063794/vandetanib/obatoclax/lapatinib/as-605240/erlotinib/anandamide/dabrafenib/gefitinib/sulfasalazine/abt-737",16
"49","hsa04730","Long-term depression","12/81","616/20464",5.28284734378503e-06,2.95634485659372e-05,9.62687079390609e-06,"ly-456236/az-628/vemurafenib/dasatinib/ly-294002/spironolactone/masitinib/imatinib/enflurane/dabrafenib/bepridil/gefitinib",12
"50","hsa04929","GnRH secretion","13/81","729/20464",5.37924923699929e-06,2.95634485659372e-05,9.62687079390609e-06,"az-628/vemurafenib/pi-103/ly-294002/nifedipine/spironolactone/as-605240/gabapentin/anandamide/enflurane/dabrafenib/bepridil/gefitinib",13
"51","hsa04915","Estrogen signaling pathway","18/81","1374/20464",5.42351034842733e-06,2.95634485659372e-05,9.62687079390609e-06,"ly-456236/az-628/vemurafenib/pi-103/dasatinib/ly-294002/nifedipine/spironolactone/vandetanib/obatoclax/lapatinib/as-605240/gabapentin/erlotinib/dabrafenib/bepridil/gefitinib/abt-737",18
"52","hsa04270","Vascular smooth muscle contraction","17/81","1253/20464",6.56956357762018e-06,3.51218975880464e-05,1.14368920582052e-05,"thioridazine/az-628/vemurafenib/ly-294002/nifedipine/spironolactone/pentoxifylline/atorvastatin/zibotentan/dabrafenib/enalaprilat/bepridil/zm-241385/gefitinib/sulfasalazine/tolvaptan/cv-1808",17
"53","hsa04540","Gap junction","15/81","994/20464",7.1395790221147e-06,3.74491126065639e-05,1.21947129275445e-05,"ly-456236/thioridazine/az-628/vemurafenib/dasatinib/ly-294002/vandetanib/lapatinib/erlotinib/masitinib/imatinib/dabrafenib/quizartinib/crizotinib/gefitinib",15
"54","hsa04662","B cell receptor signaling pathway","13/81","752/20464",7.51682879287078e-06,3.79154398453152e-05,1.23465650386108e-05,"thioridazine/az-628/vemurafenib/pi-103/dasatinib/ly-294002/vandetanib/as-605240/masitinib/imatinib/dabrafenib/gefitinib/sulfasalazine",13
"55","hsa04974","Protein digestion and absorption","11/81","531/20464",7.60639375299195e-06,3.79154398453152e-05,1.23465650386108e-05,"flupirtine/saxagliptin/icosapent/atorvastatin/alogliptin/vildagliptin/digoxin/enflurane/sitagliptin/enalaprilat/bepridil",11
"56","hsa05225","Hepatocellular carcinoma","16/81","1131/20464",7.63764255876852e-06,3.79154398453152e-05,1.23465650386108e-05,"fludarabine/az-628/vemurafenib/pi-103/ly-294002/ku-0063794/vandetanib/obatoclax/sgx-523/lapatinib/as-605240/erlotinib/dabrafenib/crizotinib/gefitinib/abt-737",16
"57","hsa05213","Endometrial cancer","12/81","647/20464",8.67747172698831e-06,4.2321704212329e-05,1.37813955405539e-05,"fludarabine/az-628/vemurafenib/pi-103/ly-294002/vandetanib/lapatinib/as-605240/erlotinib/dabrafenib/gefitinib/abt-737",12
"58","hsa04921","Oxytocin signaling pathway","16/81","1148/20464",9.21182041000503e-06,4.41532081720931e-05,1.4377795921242e-05,"az-628/vemurafenib/pi-103/dasatinib/ly-294002/nifedipine/spironolactone/vandetanib/lapatinib/as-605240/gabapentin/atorvastatin/erlotinib/dabrafenib/bepridil/gefitinib",16
"59","hsa04625","C-type lectin receptor signaling pathway","15/81","1019/20464",9.60893689825861e-06,4.52760077578965e-05,1.47434178992014e-05,"thioridazine/bi-2536/az-628/vemurafenib/pi-103/dasatinib/ly-294002/nifedipine/pentoxifylline/as-605240/atorvastatin/dabrafenib/bepridil/gefitinib/sulfasalazine",15
"60","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","15/81","1027/20464",1.05463421602271e-05,4.88647186757189e-05,1.5912025013676e-05,"az-628/vemurafenib/pi-103/dasatinib/ly-294002/ku-0063794/vandetanib/lapatinib/pentoxifylline/as-605240/erlotinib/dabrafenib/crizotinib/gefitinib/sulfasalazine",15
"61","hsa04930","Type II diabetes mellitus","13/81","779/20464",1.09589815523363e-05,4.9944211009008e-05,1.6263544667833e-05,"pi-103/ly-294002/nifedipine/ku-0063794/spironolactone/pentoxifylline/as-605240/gabapentin/anandamide/bepridil/lomerizine/gefitinib/sulfasalazine",13
"62","hsa04371","Apelin signaling pathway","16/81","1167/20464",1.13101197443021e-05,5.07131175631609e-05,1.65139269611202e-05,"ski-ii/az-628/vemurafenib/vorinostat/pi-103/ly-294002/panobinostat/nifedipine/ku-0063794/as-605240/icosapent/atorvastatin/emetine/dabrafenib/bepridil/gefitinib",16
"63","hsa05203","Viral carcinogenesis","16/81","1175/20464",1.23147589423381e-05,5.4341317237619e-05,1.76953929664341e-05,"entinostat/fludarabine/vorinostat/piceatannol/pi-103/dasatinib/ly-294002/panobinostat/as-605240/atorvastatin/masitinib/imatinib/pac-1/gefitinib/sulfasalazine/abt-737",16
"64","hsa05164","Influenza A","17/81","1317/20464",1.26356411325047e-05,5.48860661693174e-05,1.7872781865056e-05,"fludarabine/az-628/vemurafenib/piceatannol/pi-103/dasatinib/ly-294002/vandetanib/pentoxifylline/as-605240/pamidronate/atorvastatin/pac-1/dabrafenib/sitagliptin/gefitinib/sulfasalazine",17
"65","hsa05031","Amphetamine addiction","14/81","916/20464",1.30564292251286e-05,5.58413434551654e-05,1.81838528479524e-05,"entinostat/thioridazine/vorinostat/piceatannol/ly-294002/panobinostat/nifedipine/spironolactone/as-605240/gabapentin/tetrindole/amantadine/enflurane/bepridil",14
"66","hsa05016","Huntington disease","16/81","1185/20464",1.36824008364665e-05,5.76319307960257e-05,1.87669293769716e-05,"entinostat/fludarabine/vorinostat/piceatannol/pi-103/ly-294002/panobinostat/ku-0063794/spironolactone/gabapentin/icosapent/amantadine/pac-1/enflurane/lomerizine/sulfasalazine",16
"67","hsa02010","ABC transporters","7/81","199/20464",1.40045097499288e-05,5.81082643355254e-05,1.89220398820719e-05,"nifedipine/imatinib/tetrandrine/benzbromarone/digoxin/lomerizine/gefitinib",7
"68","hsa05208","Chemical carcinogenesis - reactive oxygen species","21/81","1937/20464",1.45646134181977e-05,5.95435666214553e-05,1.93894234359908e-05,"az-628/vemurafenib/piceatannol/pi-103/dasatinib/ly-294002/vandetanib/sgx-523/lapatinib/as-605240/atorvastatin/erlotinib/ebpc/imatinib/anandamide/enflurane/dabrafenib/crizotinib/gefitinib/sulfasalazine/abt-737",21
"69","hsa05205","Proteoglycans in cancer","20/81","1790/20464",1.58742053140239e-05,6.39569431492555e-05,2.08265699009314e-05,"az-628/vemurafenib/pi-103/dasatinib/ly-294002/ku-0063794/vandetanib/sgx-523/lapatinib/pentoxifylline/as-605240/atorvastatin/erlotinib/pac-1/emetine/dabrafenib/sitagliptin/crizotinib/gefitinib/sulfasalazine",20
"70","hsa04933","AGE-RAGE signaling pathway in diabetic complications","16/81","1208/20464",1.73561055896719e-05,6.86135176862894e-05,2.23429099622146e-05,"fludarabine/pi-103/dasatinib/ly-294002/nifedipine/vandetanib/obatoclax/pentoxifylline/as-605240/atorvastatin/imatinib/pac-1/enalaprilat/gefitinib/sulfasalazine/abt-737",16
"71","hsa05211","Renal cell carcinoma","12/81","695/20464",1.77181791219107e-05,6.86135176862894e-05,2.23429099622146e-05,"az-628/vemurafenib/pi-103/ly-294002/vandetanib/sgx-523/as-605240/imatinib/dabrafenib/crizotinib/gefitinib/abt-737",12
"72","hsa05216","Thyroid cancer","10/81","475/20464",1.77704074583196e-05,6.86135176862894e-05,2.23429099622146e-05,"fludarabine/az-628/vemurafenib/vandetanib/icosapent/imatinib/dabrafenib/quizartinib/gefitinib/sulfasalazine",10
"73","hsa04934","Cushing syndrome","14/81","945/20464",1.84948936630421e-05,7.04326087441878e-05,2.29352682771683e-05,"az-628/vemurafenib/ly-294002/nifedipine/spironolactone/vandetanib/lapatinib/atorvastatin/erlotinib/anandamide/dabrafenib/enalaprilat/bepridil/gefitinib",14
"74","hsa04916","Melanogenesis","12/81","710/20464",2.18742844157975e-05,8.21763657782664e-05,2.67594375499088e-05,"az-628/vemurafenib/piceatannol/dasatinib/ly-294002/nifedipine/masitinib/imatinib/dabrafenib/bepridil/quizartinib/gefitinib",12
"75","hsa04218","Cellular senescence","16/81","1248/20464",2.58830559433611e-05,9.59398606967252e-05,3.12413026123376e-05,"az-628/vemurafenib/piceatannol/pi-103/dasatinib/ly-294002/nifedipine/ku-0063794/spironolactone/pentoxifylline/as-605240/atorvastatin/lonafarnib/dabrafenib/bepridil/gefitinib",16
"76","hsa05132","Salmonella infection","18/81","1549/20464",2.77162138627602e-05,0.000101359607123568,3.30061575639032e-05,"fludarabine/az-628/vemurafenib/pi-103/dasatinib/ly-294002/vandetanib/obatoclax/pentoxifylline/as-605240/atorvastatin/pac-1/emetine/dabrafenib/crizotinib/gefitinib/sulfasalazine/abt-737",18
"77","hsa04727","GABAergic synapse","11/81","612/20464",2.8423638122216e-05,0.000101359607123568,3.30061575639032e-05,"tiagabine/nnc-05-2090/dasatinib/ly-294002/nifedipine/spironolactone/gabapentin/zk-93423/enflurane/bepridil/lomerizine",11
"78","hsa00982","Drug metabolism - cytochrome P450","13/81","853/20464",2.84717096880516e-05,0.000101359607123568,3.30061575639032e-05,"vemurafenib/suprofen/nifedipine/lapatinib/as-605240/atorvastatin/tetrindole/imatinib/benzbromarone/enflurane/sitagliptin/crizotinib/oxypurinol",13
"79","hsa01522","Endocrine resistance","16/81","1259/20464",2.88036293624527e-05,0.000101359607123568,3.30061575639032e-05,"fludarabine/az-628/vemurafenib/pi-103/dasatinib/ly-294002/ku-0063794/spironolactone/vandetanib/obatoclax/lapatinib/as-605240/erlotinib/dabrafenib/gefitinib/abt-737",16
"80","hsa04012","ErbB signaling pathway","14/81","987/20464",2.99097935609526e-05,0.00010393653262431,3.38452927137095e-05,"az-628/vemurafenib/pi-103/dasatinib/ly-294002/ku-0063794/vandetanib/lapatinib/as-605240/erlotinib/imatinib/dabrafenib/gefitinib/abt-737",14
"81","hsa05131","Shigellosis","18/81","1579/20464",3.57452198360085e-05,0.000122681124869264,3.99491735659094e-05,"fludarabine/thioridazine/piceatannol/pi-103/dasatinib/ly-294002/ku-0063794/vandetanib/obatoclax/lapatinib/pentoxifylline/as-605240/atorvastatin/erlotinib/imatinib/gefitinib/sulfasalazine/abt-737",18
"82","hsa04664","Fc epsilon RI signaling pathway","13/81","879/20464",3.88516266079076e-05,0.000131716490207297,4.28913977956362e-05,"az-628/vemurafenib/pi-103/dasatinib/ly-294002/vandetanib/pentoxifylline/as-605240/masitinib/imatinib/dabrafenib/gefitinib/sulfasalazine",13
