"","ont","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"GO:0072583","BP","GO:0072583","clathrin-dependent endocytosis","6/41","158/22568",3.93111401712237e-07,6.04630697859337e-05,3.34111320368668e-05,"pi-103/dasatinib/ly-294002/vandetanib/as-605240/erlotinib",6
"GO:1905209","BP","GO:1905209","positive regulation of cardiocyte differentiation","6/41","166/22568",5.25562795560169e-07,7.83088565384652e-05,4.32724893844442e-05,"rucaparib/pi-103/ly-294002/nifedipine/ku-0063794/spironolactone",6
"GO:0061029","BP","GO:0061029","eyelid development in camera-type eye","6/41","168/22568",5.63834788280584e-07,8.14655839552068e-05,4.50168572588932e-05,"entinostat/vorinostat/panobinostat/vandetanib/lapatinib/erlotinib",6
"GO:0042093","BP","GO:0042093","T-helper cell differentiation","7/41","277/22568",6.12154780930781e-07,8.58457057493518e-05,4.74372574820354e-05,"thioridazine/pi-103/dasatinib/ly-294002/ku-0063794/vandetanib/pentoxifylline",7
"GO:0030332","MF","GO:0030332","cyclin binding","6/41","179/22568",8.1748851612291e-07,0.000111365292710687,6.15390603264855e-05,"entinostat/vorinostat/dasatinib/panobinostat/vandetanib/erlotinib",6
"GO:0120032","BP","GO:0120032","regulation of plasma membrane bounded cell projection assembly","8/41","427/22568",8.50539247995278e-07,0.00011264919817893,6.22485303430462e-05,"vorinostat/pi-103/dasatinib/ly-294002/panobinostat/ku-0063794/vandetanib/pentoxifylline",8
"GO:0032663","BP","GO:0032663","regulation of interleukin-2 production","7/41","296/22568",9.54441588746103e-07,0.000122722230439103,6.78147613010146e-05,"thioridazine/papaverine/vorinostat/dasatinib/panobinostat/vandetanib/pentoxifylline",7
"GO:0002287","BP","GO:0002287","alpha-beta T cell activation involved in immune response","7/41","300/22568",1.04392464593941e-06,0.000122722230439103,6.78147613010146e-05,"thioridazine/pi-103/dasatinib/ly-294002/ku-0063794/vandetanib/pentoxifylline",7
"GO:0002293","BP","GO:0002293","alpha-beta T cell differentiation involved in immune response","7/41","300/22568",1.04392464593941e-06,0.000122722230439103,6.78147613010146e-05,"thioridazine/pi-103/dasatinib/ly-294002/ku-0063794/vandetanib/pentoxifylline",7
"GO:0002294","BP","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","7/41","300/22568",1.04392464593941e-06,0.000122722230439103,6.78147613010146e-05,"thioridazine/pi-103/dasatinib/ly-294002/ku-0063794/vandetanib/pentoxifylline",7
"GO:0043029","BP","GO:0043029","T cell homeostasis","6/41","187/22568",1.05528763590672e-06,0.000122722230439103,6.78147613010146e-05,"fludarabine/dasatinib/ly-294002/nifedipine/spironolactone/obatoclax",6
"GO:0002292","BP","GO:0002292","T cell differentiation involved in immune response","7/41","304/22568",1.14034757032042e-06,0.000126213723999208,6.97441167365811e-05,"thioridazine/pi-103/dasatinib/ly-294002/ku-0063794/vandetanib/pentoxifylline",7
"GO:0042629","CC","GO:0042629","mast cell granule","7/41","304/22568",1.14034757032042e-06,0.000126213723999208,6.97441167365811e-05,"pi-103/dasatinib/ly-294002/ranirestat/vandetanib/as-605240/ebpc",7
"GO:0042058","BP","GO:0042058","regulation of epidermal growth factor receptor signaling pathway","8/41","446/22568",1.17851992203675e-06,0.000126213723999208,6.97441167365811e-05,"dasatinib/ly-294002/spironolactone/vandetanib/lapatinib/pentoxifylline/gabapentin/erlotinib",8
"GO:0097581","BP","GO:0097581","lamellipodium organization","7/41","306/22568",1.19129404719486e-06,0.000126213723999208,6.97441167365811e-05,"vorinostat/pi-103/dasatinib/ly-294002/panobinostat/ku-0063794/vandetanib",7
"GO:0001779","BP","GO:0001779","natural killer cell differentiation","5/41","104/22568",1.23887760417046e-06,0.000126213723999208,6.97441167365811e-05,"pi-103/dasatinib/ly-294002/vandetanib/as-605240",5
"GO:0002675","BP","GO:0002675","positive regulation of acute inflammatory response","7/41","308/22568",1.24413696056266e-06,0.000126213723999208,6.97441167365811e-05,"pi-103/dasatinib/ly-294002/rimonabant/vandetanib/pentoxifylline/as-605240",7
"GO:1901841","BP","GO:1901841","regulation of high voltage-gated calcium channel activity","5/41","109/22568",1.56342333877139e-06,0.000153984923696064,8.50901324645108e-05,"papaverine/nifedipine/spironolactone/pentoxifylline/gabapentin",5
"GO:0010592","BP","GO:0010592","positive regulation of lamellipodium assembly","5/41","110/22568",1.63569452588259e-06,0.000153984923696064,8.50901324645108e-05,"vorinostat/pi-103/ly-294002/panobinostat/ku-0063794",5
"GO:0043276","BP","GO:0043276","anoikis","7/41","322/22568",1.67202900581449e-06,0.000153984923696064,8.50901324645108e-05,"fludarabine/pi-103/dasatinib/ly-294002/ku-0063794/obatoclax/as-605240",7
"GO:0002363","BP","GO:0002363","alpha-beta T cell lineage commitment","5/41","111/22568",1.71057270574488e-06,0.000153984923696064,8.50901324645108e-05,"pi-103/ly-294002/ku-0063794/obatoclax/pentoxifylline",5
"GO:2000811","BP","GO:2000811","negative regulation of anoikis","6/41","205/22568",1.80111100396377e-06,0.000153984923696064,8.50901324645108e-05,"fludarabine/pi-103/dasatinib/ly-294002/obatoclax/as-605240",6
"GO:0045822","BP","GO:0045822","negative regulation of heart contraction","7/41","326/22568",1.81477702008152e-06,0.000153984923696064,8.50901324645108e-05,"thioridazine/papaverine/pi-103/ly-294002/pentoxifylline/as-605240/gabapentin",7
"GO:0003298","BP","GO:0003298","physiological muscle hypertrophy","7/41","327/22568",1.85201628788389e-06,0.000153984923696064,8.50901324645108e-05,"rucaparib/thioridazine/pi-103/ly-294002/nifedipine/ku-0063794/icosapent",7
"GO:0003301","BP","GO:0003301","physiological cardiac muscle hypertrophy","7/41","327/22568",1.85201628788389e-06,0.000153984923696064,8.50901324645108e-05,"rucaparib/thioridazine/pi-103/ly-294002/nifedipine/ku-0063794/icosapent",7
"GO:0061049","BP","GO:0061049","cell growth involved in cardiac muscle cell development","7/41","327/22568",1.85201628788389e-06,0.000153984923696064,8.50901324645108e-05,"rucaparib/thioridazine/pi-103/ly-294002/nifedipine/ku-0063794/icosapent",7
"GO:0060374","BP","GO:0060374","mast cell differentiation","4/41","49/22568",1.87185885597549e-06,0.000153984923696064,8.50901324645108e-05,"pi-103/dasatinib/ly-294002/as-605240",4
"GO:0032623","BP","GO:0032623","interleukin-2 production","7/41","328/22568",1.88989362471676e-06,0.000153984923696064,8.50901324645108e-05,"thioridazine/papaverine/vorinostat/dasatinib/panobinostat/vandetanib/pentoxifylline",7
"GO:1902745","BP","GO:1902745","positive regulation of lamellipodium organization","6/41","207/22568",1.90543424875583e-06,0.000153984923696064,8.50901324645108e-05,"vorinostat/pi-103/dasatinib/ly-294002/panobinostat/ku-0063794",6
"GO:1905224","BP","GO:1905224","clathrin-coated pit assembly","3/41","14/22568",1.99780124632164e-06,0.000156822591631323,8.66581920816851e-05,"dasatinib/vandetanib/erlotinib",3
"GO:0060491","BP","GO:0060491","regulation of cell projection assembly","8/41","479/22568",2.0063292972967e-06,0.000156822591631323,8.66581920816851e-05,"vorinostat/pi-103/dasatinib/ly-294002/panobinostat/ku-0063794/vandetanib/pentoxifylline",8
"GO:0051492","BP","GO:0051492","regulation of stress fiber assembly","8/41","483/22568",2.13414142665858e-06,0.000164122360037228,9.06919523077493e-05,"az-628/vemurafenib/pi-103/dasatinib/ly-294002/ku-0063794/vandetanib/sgx-523",8
"GO:0048714","BP","GO:0048714","positive regulation of oligodendrocyte differentiation","7/41","335/22568",2.17364585503123e-06,0.000164507038679189,9.09045208879394e-05,"entinostat/vorinostat/pi-103/ly-294002/panobinostat/ku-0063794/icosapent",7
"GO:0038128","BP","GO:0038128","ERBB2 signaling pathway","7/41","336/22568",2.21694969668048e-06,0.000165162752402696,9.12668600459085e-05,"pi-103/dasatinib/ly-294002/vandetanib/lapatinib/as-605240/erlotinib",7
"GO:0010800","BP","GO:0010800","positive regulation of peptidyl-threonine phosphorylation","7/41","337/22568",2.26097345106244e-06,0.000165851098687165,9.16472315467092e-05,"ski-ii/bi-2536/dasatinib/ly-294002/nifedipine/vandetanib/erlotinib",7
"GO:0051155","BP","GO:0051155","positive regulation of striated muscle cell differentiation","7/41","339/22568",2.35121899432648e-06,0.000168104265724599,9.28923033178802e-05,"rucaparib/pi-103/dasatinib/ly-294002/nifedipine/ku-0063794/obatoclax",7
"GO:0004709","MF","GO:0004709","MAP kinase kinase kinase activity","6/41","215/22568",2.37335172138812e-06,0.000168104265724599,9.28923033178802e-05,"az-628/vemurafenib/dasatinib/vandetanib/lapatinib/erlotinib",6
"GO:0048016","BP","GO:0048016","inositol phosphate-mediated signaling","7/41","340/22568",2.39746016553538e-06,0.000168104265724599,9.28923033178802e-05,"thioridazine/pi-103/dasatinib/ly-294002/nifedipine/ku-0063794/pentoxifylline",7
"GO:0061051","BP","GO:0061051","positive regulation of cell growth involved in cardiac muscle cell development","5/41","120/22568",2.5133094910871e-06,0.000173673328311642,9.59696972721742e-05,"rucaparib/pi-103/ly-294002/nifedipine/ku-0063794",5
"GO:0051496","BP","GO:0051496","positive regulation of stress fiber assembly","7/41","344/22568",2.59011139323236e-06,0.000176423587470456,9.74894558986558e-05,"az-628/vemurafenib/pi-103/dasatinib/ly-294002/ku-0063794/vandetanib",7
"GO:0010717","BP","GO:0010717","regulation of epithelial to mesenchymal transition","7/41","346/22568",2.69119027824205e-06,0.000180726693614903,9.98672982422513e-05,"entinostat/vorinostat/pi-103/dasatinib/ly-294002/panobinostat/ku-0063794",7
"GO:0048747","BP","GO:0048747","muscle fiber development","7/41","352/22568",3.0144396661963e-06,0.000192755932027785,0.000106514504120793,"entinostat/vorinostat/panobinostat/spironolactone/vandetanib/obatoclax/gabapentin",7
"GO:0006896","BP","GO:0006896","Golgi to vacuole transport","3/41","16/22568",3.0657857831359e-06,0.000192755932027785,0.000106514504120793,"dasatinib/vandetanib/erlotinib",3
"GO:0090160","BP","GO:0090160","Golgi to lysosome transport","3/41","16/22568",3.0657857831359e-06,0.000192755932027785,0.000106514504120793,"dasatinib/vandetanib/erlotinib",3
"GO:0098703","BP","GO:0098703","calcium ion import across plasma membrane","5/41","125/22568",3.07245193668448e-06,0.000192755932027785,0.000106514504120793,"dasatinib/nifedipine/spironolactone/gabapentin/icosapent",5
"GO:1902656","BP","GO:1902656","calcium ion import into cytosol","5/41","125/22568",3.07245193668448e-06,0.000192755932027785,0.000106514504120793,"dasatinib/nifedipine/spironolactone/gabapentin/icosapent",5
"GO:0032418","BP","GO:0032418","lysosome localization","7/41","361/22568",3.55978336102351e-06,0.000220429182667014,0.000121806394431194,"vorinostat/pi-103/dasatinib/ly-294002/panobinostat/vandetanib/as-605240",7
"GO:0090209","BP","GO:0090209","negative regulation of triglyceride metabolic process","4/41","58/22568",3.70431107272943e-06,0.000226437887112486,0.000125126728947932,"pi-103/dasatinib/ly-294002/as-605240",4
"GO:0031000","BP","GO:0031000","response to caffeine","7/41","366/22568",3.89679105699802e-06,0.000232015081478109,0.000128208616420811,"entinostat/vorinostat/panobinostat/nifedipine/spironolactone/pentoxifylline/icosapent",7
"GO:0036270","BP","GO:0036270","response to diuretic","7/41","366/22568",3.89679105699802e-06,0.000232015081478109,0.000128208616420811,"entinostat/vorinostat/panobinostat/nifedipine/spironolactone/pentoxifylline/icosapent",7
"GO:0061050","BP","GO:0061050","regulation of cell growth involved in cardiac muscle cell development","6/41","235/22568",3.96440379126638e-06,0.000232015081478109,0.000128208616420811,"rucaparib/pi-103/ly-294002/nifedipine/ku-0063794/icosapent",6
"GO:0014042","BP","GO:0014042","positive regulation of neuron maturation","5/41","132/22568",4.01464405647868e-06,0.000232015081478109,0.000128208616420811,"pi-103/ly-294002/ku-0063794/vandetanib/obatoclax",5
"GO:0042531","BP","GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","7/41","368/22568",4.03885313814661e-06,0.000232015081478109,0.000128208616420811,"entinostat/vorinostat/dasatinib/panobinostat/vandetanib/lapatinib/pentoxifylline",7
"GO:0010799","BP","GO:0010799","regulation of peptidyl-threonine phosphorylation","7/41","369/22568",4.11148986532494e-06,0.000233375996165111,0.000128960640763262,"ski-ii/bi-2536/dasatinib/ly-294002/nifedipine/vandetanib/erlotinib",7
"GO:0051205","BP","GO:0051205","protein insertion into membrane","7/41","373/22568",4.41304185902789e-06,0.000240108319052843,0.000132680837731647,"fludarabine/ly-294002/vandetanib/obatoclax/lapatinib/gabapentin/erlotinib",7
"GO:0044319","BP","GO:0044319","wound healing, spreading of cells","5/41","135/22568",4.48188766688403e-06,0.000240108319052843,0.000132680837731647,"pi-103/dasatinib/ly-294002/ku-0063794/vandetanib",5
"GO:0060307","BP","GO:0060307","regulation of ventricular cardiac muscle cell membrane repolarization","5/41","135/22568",4.48188766688403e-06,0.000240108319052843,0.000132680837731647,"thioridazine/flupirtine/nifedipine/spironolactone/gabapentin",5
"GO:0090504","BP","GO:0090504","epiboly","5/41","135/22568",4.48188766688403e-06,0.000240108319052843,0.000132680837731647,"pi-103/dasatinib/ly-294002/ku-0063794/vandetanib",5
"GO:0090505","BP","GO:0090505","epiboly involved in wound healing","5/41","135/22568",4.48188766688403e-06,0.000240108319052843,0.000132680837731647,"pi-103/dasatinib/ly-294002/ku-0063794/vandetanib",5
"GO:0032233","BP","GO:0032233","positive regulation of actin filament bundle assembly","7/41","375/22568",4.5706047526379e-06,0.000242140482895306,0.000133803785916406,"az-628/vemurafenib/pi-103/dasatinib/ly-294002/ku-0063794/vandetanib",7
"GO:0055023","BP","GO:0055023","positive regulation of cardiac muscle tissue growth","7/41","379/22568",4.89984213881958e-06,0.000253939644759693,0.000140323854387476,"rucaparib/pi-103/dasatinib/ly-294002/nifedipine/ku-0063794/lapatinib",7
"GO:0055093","BP","GO:0055093","response to hyperoxia","7/41","379/22568",4.89984213881958e-06,0.000253939644759693,0.000140323854387476,"entinostat/vorinostat/dasatinib/panobinostat/nifedipine/spironolactone/icosapent",7
"GO:0045730","BP","GO:0045730","respiratory burst","6/41","245/22568",5.03644862230579e-06,0.000258212763775849,0.000142685126221068,"pi-103/dasatinib/ly-294002/vandetanib/pentoxifylline/as-605240",6
"GO:0086057","MF","GO:0086057","voltage-gated calcium channel activity involved in bundle of His cell action potential","3/41","19/22568",5.28484292000735e-06,0.000268065223857394,0.000148129471766835,"nifedipine/spironolactone/gabapentin",3
"GO:0060421","BP","GO:0060421","positive regulation of heart growth","7/41","385/22568",5.4306462636555e-06,0.000270566761934303,0.000149511790251139,"rucaparib/pi-103/dasatinib/ly-294002/nifedipine/ku-0063794/lapatinib",7
"GO:0002551","BP","GO:0002551","mast cell chemotaxis","5/41","141/22568",5.54396726817295e-06,0.000270566761934303,0.000149511790251139,"pi-103/dasatinib/ly-294002/vandetanib/as-605240",5
"GO:0097531","BP","GO:0097531","mast cell migration","5/41","141/22568",5.54396726817295e-06,0.000270566761934303,0.000149511790251139,"pi-103/dasatinib/ly-294002/vandetanib/as-605240",5
"GO:0036296","BP","GO:0036296","response to increased oxygen levels","7/41","387/22568",5.61789207875336e-06,0.000270566761934303,0.000149511790251139,"entinostat/vorinostat/dasatinib/panobinostat/nifedipine/spironolactone/icosapent",7
"GO:1903523","BP","GO:1903523","negative regulation of blood circulation","7/41","387/22568",5.61789207875336e-06,0.000270566761934303,0.000149511790251139,"thioridazine/papaverine/pi-103/ly-294002/pentoxifylline/as-605240/gabapentin",7
"GO:0010623","BP","GO:0010623","programmed cell death involved in cell development","5/41","142/22568",5.73866261675993e-06,0.000273619433567114,0.000151198658207896,"fludarabine/pi-103/dasatinib/ly-294002/obatoclax",5
"GO:0035307","BP","GO:0035307","positive regulation of protein dephosphorylation","7/41","390/22568",5.90883368309651e-06,0.00027894375248519,0.000154140809888385,"pi-103/dasatinib/ly-294002/nifedipine/ku-0063794/pentoxifylline/gabapentin",7
"GO:0036475","BP","GO:0036475","neuron death in response to oxidative stress","5/41","145/22568",6.35509553729473e-06,0.00029418539341574,0.000162563149002031,"fludarabine/rucaparib/dasatinib/obatoclax/pentoxifylline",5
"GO:1903203","BP","GO:1903203","regulation of oxidative stress-induced neuron death","5/41","145/22568",6.35509553729473e-06,0.00029418539341574,0.000162563149002031,"fludarabine/rucaparib/dasatinib/obatoclax/pentoxifylline",5
"GO:1901099","BP","GO:1901099","negative regulation of signal transduction in absence of ligand","6/41","258/22568",6.77135547353473e-06,0.000302748370027441,0.000167294942197696,"fludarabine/dasatinib/ly-294002/vandetanib/obatoclax/pentoxifylline",6
"GO:1903307","BP","GO:1903307","positive regulation of regulated secretory pathway","6/41","258/22568",6.77135547353473e-06,0.000302748370027441,0.000167294942197696,"dasatinib/rimonabant/nifedipine/spironolactone/vandetanib/pentoxifylline",6
"GO:2001240","BP","GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","6/41","258/22568",6.77135547353473e-06,0.000302748370027441,0.000167294942197696,"fludarabine/dasatinib/ly-294002/vandetanib/obatoclax/pentoxifylline",6
"GO:2000727","BP","GO:2000727","positive regulation of cardiac muscle cell differentiation","5/41","147/22568",6.79405947838427e-06,0.000302748370027441,0.000167294942197696,"rucaparib/pi-103/ly-294002/nifedipine/ku-0063794",5
"GO:2000209","BP","GO:2000209","regulation of anoikis","6/41","260/22568",7.07678376326009e-06,0.000308916819824576,0.000170703549986956,"fludarabine/pi-103/dasatinib/ly-294002/obatoclax/as-605240",6
"GO:2000653","BP","GO:2000653","regulation of genetic imprinting","3/41","21/22568",7.2354092583228e-06,0.000308916819824576,0.000170703549986956,"pi-103/ly-294002/as-605240",3
"GO:0002011","BP","GO:0002011","morphogenesis of an epithelial sheet","5/41","149/22568",7.25643536500682e-06,0.000308916819824576,0.000170703549986956,"pi-103/dasatinib/ly-294002/ku-0063794/vandetanib",5
"GO:0045342","BP","GO:0045342","MHC class II biosynthetic process","5/41","149/22568",7.25643536500682e-06,0.000308916819824576,0.000170703549986956,"entinostat/vorinostat/piceatannol/panobinostat/pentoxifylline",5
"GO:0045346","BP","GO:0045346","regulation of MHC class II biosynthetic process","5/41","149/22568",7.25643536500682e-06,0.000308916819824576,0.000170703549986956,"entinostat/vorinostat/piceatannol/panobinostat/pentoxifylline",5
"GO:2000725","BP","GO:2000725","regulation of cardiac muscle cell differentiation","6/41","262/22568",7.39331136886407e-06,0.000311958483245521,0.000172384334944264,"rucaparib/pi-103/ly-294002/nifedipine/ku-0063794/icosapent",6
"GO:0035234","BP","GO:0035234","ectopic germ cell programmed cell death","4/41","70/22568",7.88045253182558e-06,0.000329596470804775,0.000182130865070724,"fludarabine/pi-103/dasatinib/ly-294002",4
"GO:0055025","BP","GO:0055025","positive regulation of cardiac muscle tissue development","7/41","409/22568",8.05841375160447e-06,0.000334108841457827,0.000184624344350261,"rucaparib/pi-103/dasatinib/ly-294002/nifedipine/ku-0063794/lapatinib",7
"GO:0010922","BP","GO:0010922","positive regulation of phosphatase activity","6/41","267/22568",8.23520578664148e-06,0.000335780118808864,0.000185547871198028,"pi-103/dasatinib/ly-294002/nifedipine/ku-0063794/pentoxifylline",6
"GO:0044028","BP","GO:0044028","DNA hypomethylation","3/41","22/22568",8.36727029991559e-06,0.000335780118808864,0.000185547871198028,"pi-103/ly-294002/as-605240",3
"GO:0044029","BP","GO:0044029","hypomethylation of CpG island","3/41","22/22568",8.36727029991559e-06,0.000335780118808864,0.000185547871198028,"pi-103/ly-294002/as-605240",3
"GO:0002286","BP","GO:0002286","T cell activation involved in immune response","7/41","412/22568",8.45084191633047e-06,0.000335780118808864,0.000185547871198028,"thioridazine/pi-103/dasatinib/ly-294002/ku-0063794/vandetanib/pentoxifylline",7
"GO:0048538","BP","GO:0048538","thymus development","7/41","412/22568",8.45084191633047e-06,0.000335780118808864,0.000185547871198028,"az-628/vemurafenib/piceatannol/pi-103/dasatinib/ly-294002/obatoclax",7
"GO:0042509","BP","GO:0042509","regulation of tyrosine phosphorylation of STAT protein","7/41","415/22568",8.85904149637554e-06,0.000344655320566804,0.000190452196083255,"entinostat/vorinostat/dasatinib/panobinostat/vandetanib/lapatinib/pentoxifylline",7
"GO:0050854","BP","GO:0050854","regulation of antigen receptor-mediated signaling pathway","7/41","415/22568",8.85904149637554e-06,0.000344655320566804,0.000190452196083255,"fludarabine/thioridazine/dasatinib/ly-294002/nifedipine/spironolactone/vandetanib",7
