"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"27","hsa04660","T cell receptor signaling pathway","6/17","1113/20464",0.000188082962244426,0.00122602227240811,0.000454625483787696,"bi-78d3/bms-345541/tpca-1/sorafenib/gsk-1059615/pazopanib",6
"28","hsa05218","Melanoma","5/17","700/20464",0.000202813520654315,0.00127482784411284,0.000472723243630359,"fludarabine/sorafenib/plx-4720/gsk-1059615/pazopanib",5
"29","hsa04662","B cell receptor signaling pathway","5/17","752/20464",0.00028305223690224,0.00171783426533773,0.000636995959634805,"bms-345541/tpca-1/sorafenib/gsk-1059615/pazopanib",5
"30","hsa04930","Type II diabetes mellitus","5/17","779/20464",0.000333282807927506,0.00195525913984137,0.000725036283912469,"bi-78d3/bms-345541/ei-247/tpca-1/gsk-1059615",5
"31","hsa01522","Endocrine resistance","6/17","1259/20464",0.000367985088659517,0.00208920566464758,0.00077470544980951,"bi-78d3/fludarabine/sorafenib/plx-4720/gsk-1059615/pazopanib",6
"32","hsa05214","Glioma","5/17","816/20464",0.000412860167596426,0.00227073092178034,0.000842017447071659,"fludarabine/sorafenib/plx-4720/gsk-1059615/pazopanib",5
"33","hsa05164","Influenza A","6/17","1317/20464",0.000469147063635819,0.00250211767272437,0.000927818754239898,"bms-345541/tpca-1/fludarabine/sorafenib/gsk-1059615/pazopanib",6
"34","hsa04630","JAK-STAT signaling pathway","5/17","880/20464",0.000583781983329884,0.00302193026664881,0.00112057222806355,"tpca-1/fludarabine/sorafenib/gsk-1059615/pazopanib",5
"35","hsa04062","Chemokine signaling pathway","6/17","1400/20464",0.0006508596485518,0.00324306777750449,0.00120257297969664,"bms-345541/tpca-1/sorafenib/plx-4720/gsk-1059615/pazopanib",6
"36","hsa05169","Epstein-Barr virus infection","6/17","1405/20464",0.000663354772671372,0.00324306777750449,0.00120257297969664,"bi-78d3/bms-345541/tpca-1/belinostat/fludarabine/gsk-1059615",6
"37","hsa04934","Cushing syndrome","5/17","945/20464",0.000807592963084485,0.00384152328386134,0.00142448829903949,"sorafenib/plx-4720/androstenedione/pazopanib/ketoconazole",5
"38","hsa04012","ErbB signaling pathway","5/17","987/20464",0.000983248295257443,0.00455399210435026,0.00168868128271361,"bi-78d3/sorafenib/plx-4720/gsk-1059615/pazopanib",5
"39","hsa05226","Gastric cancer","5/17","1023/20464",0.00115546879340832,0.00517402540593544,0.00191859793760764,"fludarabine/sorafenib/plx-4720/gsk-1059615/pazopanib",5
"40","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","5/17","1027/20464",0.00117591486498533,0.00517402540593544,0.00191859793760764,"bms-345541/tpca-1/sorafenib/gsk-1059615/pazopanib",5
"41","hsa05224","Breast cancer","5/17","1048/20464",0.00128774677516946,0.00548919172464169,0.0020354658309078,"fludarabine/sorafenib/plx-4720/gsk-1059615/pazopanib",5
"42","hsa01521","EGFR tyrosine kinase inhibitor resistance","5/17","1052/20464",0.00130992075247131,0.00548919172464169,0.0020354658309078,"fludarabine/sorafenib/plx-4720/gsk-1059615/pazopanib",5
"43","hsa05162","Measles","5/17","1120/20464",0.00173238298487894,0.00707616423570007,0.002623936498884,"bi-78d3/bms-345541/tpca-1/fludarabine/gsk-1059615",5
"44","hsa05034","Alcoholism","5/17","1131/20464",0.00180924653753695,0.00707616423570007,0.002623936498884,"belinostat/fludarabine/sorafenib/plx-4720/pazopanib",5
"45","hsa05225","Hepatocellular carcinoma","5/17","1131/20464",0.00180924653753695,0.00707616423570007,0.002623936498884,"fludarabine/sorafenib/plx-4720/gsk-1059615/pazopanib",5
"46","hsa05211","Renal cell carcinoma","4/17","695/20464",0.00220475171899442,0.00832801126428203,0.00308813814823855,"sorafenib/plx-4720/gsk-1059615/pazopanib",4
"47","hsa05016","Huntington disease","5/17","1185/20464",0.00222395755352986,0.00832801126428203,0.00308813814823855,"bi-78d3/rottlerin/belinostat/fludarabine/pazopanib",5
"48","hsa04650","Natural killer cell mediated cytotoxicity","4/17","707/20464",0.00234681331606023,0.00860498215888752,0.00319084266657312,"sorafenib/plx-4720/gsk-1059615/pazopanib",4
"49","hsa05222","Small cell lung cancer","4/17","720/20464",0.00250778317358451,0.00900754772552804,0.00334011937190633,"bms-345541/tpca-1/fludarabine/gsk-1059615",4
"50","hsa04931","Insulin resistance","5/17","1226/20464",0.00258297707458981,0.00909207930255613,0.00337146481314881,"bi-78d3/bms-345541/ei-247/tpca-1/gsk-1059615",5
"51","hsa04380","Osteoclast differentiation","5/17","1250/20464",0.00281203044906328,0.00970426194186545,0.0035984703372946,"bi-78d3/bms-345541/tpca-1/gsk-1059615/pazopanib",5
"52","hsa05163","Human cytomegalovirus infection","6/17","1904/20464",0.00323212823946317,0.0109395109643369,0.00405651722361774,"bms-345541/tpca-1/fludarabine/sorafenib/gsk-1059615/pazopanib",6
"53","hsa05152","Tuberculosis","5/17","1298/20464",0.00331458976112701,0.0110069395841199,0.00408152065918321,"bi-78d3/fludarabine/sorafenib/bi-2536/pazopanib",5
"54","hsa04071","Sphingolipid signaling pathway","5/17","1401/20464",0.00461135366143982,0.0150295971187668,0.00557317596509296,"bi-78d3/fludarabine/sorafenib/gsk-1059615/pazopanib",5
"55","hsa04664","Fc epsilon RI signaling pathway","4/17","879/20464",0.00513995507800969,0.016447856249631,0.00609908545141819,"bi-78d3/sorafenib/gsk-1059615/pazopanib",4
"56","hsa04370","VEGF signaling pathway","4/17","885/20464",0.00526564289807278,0.016549163393943,0.006136651497754,"sorafenib/plx-4720/gsk-1059615/pazopanib",4
"57","hsa00140","Steroid hormone biosynthesis","4/17","906/20464",0.00572201178055928,0.0176679661996216,0.00655151856684535,"sorafenib/androstenedione/pazopanib/ketoconazole",4
"58","hsa05231","Choline metabolism in cancer","4/17","912/20464",0.00585717306672592,0.0177734906852373,0.00659064845983679,"bi-78d3/sorafenib/gsk-1059615/pazopanib",4
"59","hsa04140","Autophagy - animal","4/17","926/20464",0.00618093644915121,0.0184380477127222,0.00683707510878457,"bi-78d3/sorafenib/gsk-1059615/pazopanib",4
"60","hsa04360","Axon guidance","4/17","939/20464",0.00649222961903452,0.0189953770130294,0.0070437402799511,"tpca-1/sorafenib/gsk-1059615/pazopanib",4
"61","hsa05166","Human T-cell leukemia virus 1 infection","5/17","1523/20464",0.00658362498747043,0.0189953770130294,0.0070437402799511,"bi-78d3/bms-345541/tpca-1/fludarabine/gsk-1059615",5
"62","hsa04657","IL-17 signaling pathway","4/17","954/20464",0.00686437850414915,0.0194859776891976,0.0072256615833149,"bi-78d3/bms-345541/tpca-1/sorafenib",4
"63","hsa05230","Central carbon metabolism in cancer","4/17","971/20464",0.00730323237019994,0.0201386912661084,0.00746769652212156,"tpca-1/sorafenib/gsk-1059615/pazopanib",4
"64","hsa04015","Rap1 signaling pathway","5/17","1566/20464",0.00740448814525843,0.0201386912661084,0.00746769652212156,"ei-247/sorafenib/plx-4720/gsk-1059615/pazopanib",5
"65","hsa04620","Toll-like receptor signaling pathway","4/17","981/20464",0.00756999548213247,0.0201386912661084,0.00746769652212156,"bi-78d3/bms-345541/tpca-1/gsk-1059615",4
"66","hsa04510","Focal adhesion","5/17","1575/20464",0.00758514110149781,0.0201386912661084,0.00746769652212156,"bi-78d3/sorafenib/plx-4720/gsk-1059615/pazopanib",5
"67","hsa05131","Shigellosis","5/17","1579/20464",0.00766643360698447,0.0201386912661084,0.00746769652212156,"bi-78d3/bms-345541/tpca-1/fludarabine/gsk-1059615",5
"68","hsa04540","Gap junction","4/17","994/20464",0.00792646597106579,0.020515558983935,0.00760744412083713,"sorafenib/plx-4720/ro-3306/pazopanib",4
"69","hsa05202","Transcriptional misregulation in cancer","4/17","1001/20464",0.00812299173849301,0.0207195151590546,0.00768307380299873,"belinostat/fludarabine/sorafenib/pazopanib",4
"70","hsa04917","Prolactin signaling pathway","4/17","1009/20464",0.00835155677936012,0.0209981999023912,0.00778641383940342,"bi-78d3/sorafenib/gsk-1059615/pazopanib",4
"71","hsa04668","TNF signaling pathway","4/17","1032/20464",0.00903254005673966,0.0223905218307913,0.00830270546357092,"bi-78d3/bms-345541/tpca-1/gsk-1059615",4
"72","hsa04913","Ovarian steroidogenesis","3/17","554/20464",0.0101117616976194,0.024717639705292,0.00916563194813458,"ei-247/androstenedione/ketoconazole",3
"73","hsa04213","Longevity regulating pathway - multiple species","3/17","578/20464",0.0113454250639703,0.0273533535788872,0.010142989963463,"ei-247/belinostat/gsk-1059615",3
"74","hsa05168","Herpes simplex virus 1 infection","4/17","1122/20464",0.0120509311334782,0.0286616740471914,0.0106281327208485,"bms-345541/tpca-1/fludarabine/gsk-1059615",4
"75","hsa05142","Chagas disease","4/17","1129/20464",0.0123101586640845,0.028887838998385,0.0107119977147121,"bi-78d3/bms-345541/tpca-1/gsk-1059615",4
"76","hsa04921","Oxytocin signaling pathway","4/17","1148/20464",0.0130321462581598,0.0300824626187506,0.0111549801576707,"sorafenib/plx-4720/gsk-1059615/pazopanib",4
"77","hsa05130","Pathogenic Escherichia coli infection","4/17","1155/20464",0.013304966951456,0.0300824626187506,0.0111549801576707,"bi-78d3/bms-345541/tpca-1/fludarabine",4
"78","hsa04730","Long-term depression","3/17","616/20464",0.0134720889799553,0.0300824626187506,0.0111549801576707,"sorafenib/plx-4720/pazopanib",3
"79","hsa04371","Apelin signaling pathway","4/17","1167/20464",0.013781291277249,0.0300824626187506,0.0111549801576707,"belinostat/sorafenib/gsk-1059615/pazopanib",4
"80","hsa04919","Thyroid hormone signaling pathway","4/17","1175/20464",0.0141049380375492,0.0300824626187506,0.0111549801576707,"belinostat/sorafenib/gsk-1059615/pazopanib",4
"81","hsa05145","Toxoplasmosis","4/17","1175/20464",0.0141049380375492,0.0300824626187506,0.0111549801576707,"bi-78d3/bms-345541/tpca-1/gsk-1059615",4
"82","hsa05203","Viral carcinogenesis","4/17","1175/20464",0.0141049380375492,0.0300824626187506,0.0111549801576707,"belinostat/fludarabine/gsk-1059615/ro-3306",4
"83","hsa04072","Phospholipase D signaling pathway","4/17","1177/20464",0.0141866158940699,0.0300824626187506,0.0111549801576707,"ei-247/sorafenib/gsk-1059615/pazopanib",4
"84","hsa04810","Regulation of actin cytoskeleton","4/17","1187/20464",0.0145996238004203,0.0303920071714352,0.0112697634248145,"sorafenib/plx-4720/gsk-1059615/pazopanib",4
"85","hsa04622","RIG-I-like receptor signaling pathway","3/17","636/20464",0.0146779580089318,0.0303920071714352,0.0112697634248145,"bi-78d3/bms-345541/tpca-1",3
"86","hsa04666","Fc gamma R-mediated phagocytosis","3/17","643/20464",0.0151142554146418,0.0309042873156055,0.0114597237653561,"sorafenib/gsk-1059615/pazopanib",3
"87","hsa05135","Yersinia infection","4/17","1203/20464",0.0152765511162368,0.0309042873156055,0.0114597237653561,"bi-78d3/bms-345541/tpca-1/gsk-1059615",4
"88","hsa04935","Growth hormone synthesis, secretion and action","4/17","1217/20464",0.0158852787513687,0.0313067348002954,0.0116089566843201,"bi-78d3/sorafenib/gsk-1059615/pazopanib",4
"89","hsa05219","Bladder cancer","3/17","656/20464",0.015944219063874,0.0313067348002954,0.0116089566843201,"sorafenib/plx-4720/pazopanib",3
"90","hsa04550","Signaling pathways regulating pluripotency of stem cells","3/17","657/20464",0.0160091257501511,0.0313067348002954,0.0116089566843201,"sorafenib/gsk-1059615/pazopanib",3
"91","hsa04658","Th1 and Th2 cell differentiation","3/17","662/20464",0.0163359427752847,0.0315947904225287,0.0117157715681626,"bi-78d3/bms-345541/tpca-1",3
"92","hsa04613","Neutrophil extracellular trap formation","4/17","1237/20464",0.0167817575761064,0.0321042318847253,0.0119046792873981,"belinostat/sorafenib/gsk-1059615/pazopanib",4
"93","hsa04218","Cellular senescence","4/17","1248/20464",0.0172884214906644,0.0327178729285692,0.0121322256074838,"sorafenib/gsk-1059615/ro-3306/pazopanib",4
"94","hsa04926","Relaxin signaling pathway","4/17","1253/20464",0.0175219373351409,0.0328070316062212,0.0121652868396275,"bi-78d3/sorafenib/gsk-1059615/pazopanib",4
"95","hsa04211","Longevity regulating pathway","3/17","694/20464",0.0185180584962944,0.0343071399510296,0.0127215471110277,"ei-247/fludarabine/gsk-1059615",3
"96","hsa04623","Cytosolic DNA-sensing pathway","2/17","264/20464",0.0198473993595736,0.0363868988258849,0.0134927495646224,"bms-345541/tpca-1",2
"97","hsa04920","Adipocytokine signaling pathway","3/17","718/20464",0.0202579392287476,0.0367566732397894,0.0136298668712138,"bi-78d3/bms-345541/tpca-1",3
"98","hsa04929","GnRH secretion","3/17","729/20464",0.0210851282521449,0.037141189262829,0.0137724505639677,"sorafenib/gsk-1059615/pazopanib",3
"99","hsa04110","Cell cycle","3/17","730/20464",0.0211612564822911,0.037141189262829,0.0137724505639677,"belinostat/bi-2536/ro-3306",3
"100","hsa00830","Retinol metabolism","3/17","732/20464",0.0213139779292371,0.037141189262829,0.0137724505639677,"sorafenib/pazopanib/ketoconazole",3
"101","hsa05204","Chemical carcinogenesis - DNA adducts","3/17","732/20464",0.0213139779292371,0.037141189262829,0.0137724505639677,"sorafenib/pazopanib/ketoconazole",3
"102","hsa05171","Coronavirus disease - COVID-19","4/17","1356/20464",0.0227893049939034,0.0393227223424216,0.0145813922561611,"bi-78d3/bms-345541/tpca-1/gsk-1059615",4
"103","hsa00590","Arachidonic acid metabolism","3/17","773/20464",0.024581680697945,0.0420036485712458,0.0155755156185242,"sorafenib/androstenedione/pazopanib",3
"104","hsa04720","Long-term potentiation","3/17","777/20464",0.0249144850893744,0.0421629747666335,0.0156345959062876,"sorafenib/plx-4720/pazopanib",3
"105","hsa04066","HIF-1 signaling pathway","4/17","1400/20464",0.0253119651236592,0.042427674873943,0.0157327502522994,"ei-247/sorafenib/gsk-1059615/pazopanib",4
"106","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","3/17","788/20464",0.0258425549093328,0.0429083930570054,0.0159110069948226,"bi-78d3/bms-345541/tpca-1",3
"107","hsa04928","Parathyroid hormone synthesis, secretion and action","3/17","806/20464",0.0274019136550799,0.0450723065728417,0.0167134151167236,"sorafenib/plx-4720/pazopanib",3
"108","hsa04936","Alcoholic liver disease","4/17","1482/20464",0.0304629381643009,0.0496433066381199,0.0184084031792071,"bi-78d3/bms-345541/tpca-1/pazopanib",4
"109","hsa00982","Drug metabolism - cytochrome P450","3/17","853/20464",0.0317118249310651,0.0512044145675914,0.0189872829138198,"sorafenib/pazopanib/ketoconazole",3
"110","hsa04022","cGMP-PKG signaling pathway","4/17","1509/20464",0.0322893510500829,0.0516629616801327,0.019157318326365,"ei-247/sorafenib/gsk-1059615/pazopanib",4
"111","hsa00980","Metabolism of xenobiotics by cytochrome P450","3/17","869/20464",0.0332575711624634,0.052569927574076,0.0194936334305784,"sorafenib/pazopanib/ketoconazole",3
"112","hsa04114","Oocyte meiosis","3/17","871/20464",0.033453590274412,0.052569927574076,0.0194936334305784,"bi-2536/ro-3306/ketoconazole",3
"113","hsa04215","Apoptosis - multiple species","2/17","392/20464",0.0411784316988528,0.0641363183982132,0.0237826061046006,"bi-78d3/fludarabine",2
"114","hsa04927","Cortisol synthesis and secretion","2/17","434/20464",0.0494730110023303,0.0763793854071064,0.0283224993734485,"androstenedione/ketoconazole",2
"115","hsa00591","Linoleic acid metabolism","2/17","443/20464",0.0513250047141087,0.0785495724320272,0.0291272337965651,"sorafenib/pazopanib",2
"116","hsa04960","Aldosterone-regulated sodium reabsorption","2/17","453/20464",0.0534124868118879,0.0810396351628644,0.0300505824168516,"ei-247/gsk-1059615",2
"117","hsa05205","Proteoglycans in cancer","4/17","1790/20464",0.055245988143462,0.083105076181618,0.0308164756175856,"sorafenib/plx-4720/gsk-1059615/pazopanib",4
"118","hsa04659","Th17 cell differentiation","3/17","1076/20464",0.0568029713915406,0.0847230759738232,0.0314164516170876,"bi-78d3/bms-345541/tpca-1",3
"119","hsa01523","Antifolate resistance","2/17","484/20464",0.0600762243383057,0.0888522309541329,0.0329475976026091,"bms-345541/tpca-1",2
"120","hsa04217","Necroptosis","3/17","1107/20464",0.0608832011586882,0.0892953616994093,0.0331119164196374,"bi-78d3/tpca-1/fludarabine",3
"121","hsa04912","GnRH signaling pathway","3/17","1132/20464",0.0642754591679457,0.0934915769715574,0.034667929259788,"bi-78d3/sorafenib/pazopanib",3
"122","hsa03030","DNA replication","1/17","81/20464",0.0652244617317842,0.0939431491523352,0.0348353782741913,"fludarabine",1
"123","hsa04640","Hematopoietic cell lineage","2/17","509/20464",0.0656534508280524,0.0939431491523352,0.0348353782741913,"sorafenib/pazopanib",2
"124","hsa04115","p53 signaling pathway","2/17","512/20464",0.066334447686564,0.0941521192970586,0.0349128672034547,"fludarabine/ro-3306",2
"125","hsa05323","Rheumatoid arthritis","2/17","528/20464",0.0700076527118051,0.0985707750182216,0.0365513639421635,"sorafenib/pazopanib",2
"126","hsa04933","AGE-RAGE signaling pathway in diabetic complications","3/17","1208/20464",0.0751339802878547,0.104949051830654,0.0389165144348119,"bi-78d3/fludarabine/gsk-1059615",3
"127","hsa04621","NOD-like receptor signaling pathway","3/17","1226/20464",0.0778235661232254,0.107849981399116,0.0399922179829256,"bi-78d3/bms-345541/tpca-1",3
"128","hsa04270","Vascular smooth muscle contraction","3/17","1253/20464",0.0819405857287891,0.112668305377085,0.0417789170656655,"sorafenib/plx-4720/pazopanib",3
"129","hsa04141","Protein processing in endoplasmic reticulum","2/17","600/20464",0.0873449911360999,0.11916835999964,0.0441892244017805,"bi-78d3/fludarabine",2
"130","hsa04923","Regulation of lipolysis in adipocytes","2/17","654/20464",0.101133232331095,0.13610092156748,0.0504680450788504,"ei-247/gsk-1059615",2
"131","hsa04915","Estrogen signaling pathway","3/17","1374/20464",0.101565581156385,0.13610092156748,0.0504680450788504,"sorafenib/gsk-1059615/pazopanib",3
"132","hsa04726","Serotonergic synapse","3/17","1377/20464",0.10207569117561,0.13610092156748,0.0504680450788504,"sorafenib/plx-4720/pazopanib",3
"133","hsa05020","Prion disease","3/17","1382/20464",0.102928323506963,0.13620590178365,0.0505069731494396,"bi-78d3/fludarabine/gsk-1059615",3
"134","hsa04330","Notch signaling pathway","1/17","146/20464",0.114646844471022,0.150186033579543,0.0556909933129886,"belinostat",1
"135","hsa04670","Leukocyte transendothelial migration","2/17","707/20464",0.115238856391986,0.150186033579543,0.0556909933129886,"gsk-1059615/pazopanib",2
"136","hsa04916","Melanogenesis","2/17","710/20464",0.116052844129647,0.150186033579543,0.0556909933129886,"sorafenib/pazopanib",2
"137","hsa04064","NF-kappa B signaling pathway","2/17","747/20464",0.126219015869341,0.16214997659127,0.0601273836642269,"bms-345541/tpca-1",2
"138","hsa01524","Platinum drug resistance","2/17","758/20464",0.129284789540018,0.163698726324052,0.0607016808139426,"fludarabine/gsk-1059615",2
"139","hsa04144","Endocytosis","2/17","758/20464",0.129284789540018,0.163698726324052,0.0607016808139426,"sorafenib/pazopanib",2
"140","hsa05415","Diabetic cardiomyopathy","3/17","1542/20464",0.13175414402808,0.165633781063872,0.0614192250356464,"bi-78d3/ei-247/gsk-1059615",3
"141","hsa04925","Aldosterone synthesis and secretion","2/17","781/20464",0.135755475788466,0.169453643537376,0.0628356812160126,"androstenedione/ketoconazole",2
"142","hsa00983","Drug metabolism - other enzymes","2/17","820/20464",0.146902553321213,0.182076404116433,0.0675163699474811,"fludarabine/pazopanib",2
"143","hsa00562","Inositol phosphate metabolism","1/17","212/20464",0.162305957091183,0.19976117795838,0.0740741210132747,"gsk-1059615",1
"144","hsa05100","Bacterial invasion of epithelial cells","1/17","218/20464",0.166516710966149,0.203520424514182,0.0754680999992779,"gsk-1059615",1
"145","hsa05017","Spinocerebellar ataxia","2/17","906/20464",0.172160048118654,0.208966679095745,0.0774876441622979,"bi-78d3/gsk-1059615",2
"146","hsa05217","Basal cell carcinoma","1/17","242/20464",0.183161342661374,0.220797234989054,0.0818745727830223,"fludarabine",1
"147","hsa05340","Primary immunodeficiency","1/17","264/20464",0.19814364091576,0.237233202729073,0.0879692498158046,"fludarabine",1
"148","hsa04152","AMPK signaling pathway","2/17","1016/20464",0.20552516324362,0.244408302235656,0.0906298728385807,"ei-247/gsk-1059615",2
"149","hsa04070","Phosphatidylinositol signaling system","1/17","306/20464",0.226030767949018,0.266989363483404,0.0990032328706403,"gsk-1059615",1
"150","hsa00100","Steroid biosynthesis","1/17","318/20464",0.233829266155312,0.274359672288899,0.101736242116697,"ketoconazole",1
"151","hsa00790","Folate biosynthesis","1/17","348/20464",0.253003204523472,0.294891152292259,0.109349589964833,"androstenedione",1
"152","hsa05014","Amyotrophic lateral sclerosis","2/17","1174/20464",0.254750408067556,0.294974156709802,0.109380369114879,"belinostat/fludarabine",2
"153","hsa04750","Inflammatory mediator regulation of TRP channels","2/17","1195/20464",0.261358614971836,0.300647818529693,0.111484238928475,"bi-78d3/gsk-1059615",2
"154","hsa05012","Parkinson disease","2/17","1257/20464",0.280907923625371,0.321037627000424,0.11904505307432,"bi-78d3/fludarabine",2
"155","hsa00270","Cysteine and methionine metabolism","1/17","421/20464",0.29779045125744,0.338136254331029,0.125385453161027,"decitabine",1
"156","hsa04061","Viral protein interaction with cytokine and cytokine receptor","1/17","429/20464",0.302541938394747,0.341329366394074,0.126569501892539,"pazopanib",1
"157","hsa00240","Pyrimidine metabolism","1/17","462/20464",0.321823827491373,0.360770660117717,0.13377859406279,"fludarabine",1
"158","hsa00480","Glutathione metabolism","1/17","472/20464",0.327567040934534,0.363222864337385,0.13468790423994,"fludarabine",1
"159","hsa04390","Hippo signaling pathway","1/17","473/20464",0.328138837668433,0.363222864337385,0.13468790423994,"pazopanib",1
"160","hsa04973","Carbohydrate digestion and absorption","1/17","506/20464",0.346753435800857,0.381428779380943,0.141438901445087,"gsk-1059615",1
"161","hsa04137","Mitophagy - animal","1/17","523/20464",0.356152270775383,0.38933415935694,0.144370322249583,"bi-78d3",1
"162","hsa04142","Lysosome","1/17","602/20464",0.398183445571858,0.432594360621277,0.160411784440904,"tunicamycin",1
