"","ont","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"60","BP","GO:2001212","regulation of vasculogenesis","3/17","95/22568",4.70784253486339e-05,0.00257647382362524,0.00148593626419372,"sorafenib/plx-4720/pazopanib",3
"61","BP","GO:2001214","positive regulation of vasculogenesis","3/17","95/22568",4.70784253486339e-05,0.00257647382362524,0.00148593626419372,"sorafenib/plx-4720/pazopanib",3
"62","BP","GO:1904880","response to hydrogen sulfide","3/17","98/22568",5.16594679512162e-05,0.00278498504835512,0.00160619147015643,"sorafenib/plx-4720/pazopanib",3
"63","BP","GO:0002279","mast cell activation involved in immune response","4/17","287/22568",5.34971075702283e-05,0.00283202183963793,0.00163331911774886,"sorafenib/plx-4720/gsk-1059615/pazopanib",4
"64","BP","GO:2000146","negative regulation of cell motility","6/17","980/22568",5.4100084976472e-05,0.00283202183963793,0.00163331911774886,"belinostat/fludarabine/sorafenib/plx-4720/pazopanib/ketoconazole",6
"65","BP","GO:0033138","positive regulation of peptidyl-serine phosphorylation","6/17","990/22568",5.72599477429319e-05,0.00291299903165451,0.00168002129849166,"tpca-1/belinostat/sorafenib/plx-4720/gsk-1059615/pazopanib",6
"66","BP","GO:0051271","negative regulation of cellular component movement","6/17","990/22568",5.72599477429319e-05,0.00291299903165451,0.00168002129849166,"belinostat/fludarabine/sorafenib/plx-4720/pazopanib/ketoconazole",6
"67","BP","GO:0090193","positive regulation of glomerulus development","3/17","102/22568",5.82094604926249e-05,0.00292017460138002,0.00168415968296644,"tpca-1/sorafenib/pazopanib",3
"68","BP","GO:0034405","response to fluid shear stress","4/17","295/22568",5.95290985938092e-05,0.00294546717973752,0.00169874673564742,"belinostat/sorafenib/plx-4720/pazopanib",4
"69","BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","6/17","1006/22568",6.26240253813009e-05,0.00299366089397048,0.00172654161833875,"tpca-1/fludarabine/sorafenib/plx-4720/pazopanib/ketoconazole",6
"70","BP","GO:0002429","immune response-activating cell surface receptor signaling pathway","7/17","1508/22568",6.28453560917022e-05,0.00299366089397048,0.00172654161833875,"bms-345541/tpca-1/fludarabine/sorafenib/plx-4720/gsk-1059615/pazopanib",7
"71","BP","GO:0033002","muscle cell proliferation","7/17","1514/22568",6.44623404954018e-05,0.00299366089397048,0.00172654161833875,"decitabine/rottlerin/tpca-1/belinostat/sorafenib/ro-3306/pazopanib",7
"72","BP","GO:0090192","regulation of glomerulus development","3/17","106/22568",6.52817311265836e-05,0.00299366089397048,0.00172654161833875,"tpca-1/sorafenib/pazopanib",3
"73","BP","GO:0033139","regulation of peptidyl-serine phosphorylation of STAT protein","3/17","107/22568",6.71335914760823e-05,0.00299366089397048,0.00172654161833875,"tpca-1/sorafenib/pazopanib",3
"74","BP","GO:0033141","positive regulation of peptidyl-serine phosphorylation of STAT protein","3/17","107/22568",6.71335914760823e-05,0.00299366089397048,0.00172654161833875,"tpca-1/sorafenib/pazopanib",3
"75","BP","GO:0048484","enteric nervous system development","3/17","107/22568",6.71335914760823e-05,0.00299366089397048,0.00172654161833875,"tpca-1/sorafenib/pazopanib",3
"76","BP","GO:0007158","neuron cell-cell adhesion","3/17","110/22568",7.28949118940801e-05,0.00321093197270021,0.00185184891705243,"tpca-1/sorafenib/pazopanib",3
"77","BP","GO:0046661","male sex differentiation","6/17","1037/22568",7.41684857968563e-05,0.00322766952648488,0.00186150200877589,"ei-247/fludarabine/sorafenib/androstenedione/pazopanib/ketoconazole",6
"78","BP","GO:0051901","positive regulation of mitochondrial depolarization","3/17","112/22568",7.69101251131533e-05,0.00330700634448849,0.00190725813246567,"sorafenib/plx-4720/pazopanib",3
"79","BP","GO:0040013","negative regulation of locomotion","6/17","1046/22568",7.78226852938874e-05,0.00330700634448849,0.00190725813246567,"belinostat/fludarabine/sorafenib/plx-4720/pazopanib/ketoconazole",6
"80","BP","GO:1904181","positive regulation of membrane depolarization","3/17","113/22568",7.89708935858019e-05,0.00331677753060368,0.00191289349334519,"sorafenib/plx-4720/pazopanib",3
"81","BP","GO:1901343","negative regulation of vasculature development","5/17","634/22568",8.05014229728237e-05,0.00334219700894068,0.00192755373337227,"decitabine/belinostat/sorafenib/plx-4720/bi-2536",5
"82","BP","GO:0010828","positive regulation of glucose transmembrane transport","4/17","320/22568",8.1602765730716e-05,0.00334942261158348,0.00193172097345798,"ei-247/sorafenib/plx-4720/pazopanib",4
"83","BP","GO:0071300","cellular response to retinoic acid","5/17","640/22568",8.41682391350883e-05,0.00341590651411168,0.00197006440270065,"tpca-1/belinostat/sorafenib/plx-4720/pazopanib",5
"84","BP","GO:0045576","mast cell activation","4/17","327/22568",8.87283322684912e-05,0.00352183226542627,0.00203115522914221,"sorafenib/plx-4720/gsk-1059615/pazopanib",4
"85","BP","GO:0033630","positive regulation of cell adhesion mediated by integrin","3/17","118/22568",8.98177837542173e-05,0.00352632429261123,0.00203374592734092,"tpca-1/sorafenib/pazopanib",3
"86","BP","GO:0051291","protein heterooligomerization","5/17","652/22568",9.18892004381083e-05,0.00356885797830589,0.00205827648745916,"ei-247/fludarabine/sorafenib/plx-4720/pazopanib",5
"87","BP","GO:0034614","cellular response to reactive oxygen species","7/17","1604/22568",9.3159115502308e-05,0.00357735422474149,0.00206317654915295,"bi-78d3/bms-345541/belinostat/sorafenib/ro-3306/androstenedione/pazopanib",7
"88","BP","GO:0032006","regulation of TOR signaling","4/17","332/22568",9.40887739065454e-05,0.00357735422474149,0.00206317654915295,"belinostat/sorafenib/gsk-1059615/pazopanib",4
"89","BP","GO:1903306","negative regulation of regulated secretory pathway","3/17","123/22568",0.000101595773033924,0.00382254096040139,0.00220458371528657,"sorafenib/plx-4720/pazopanib",3
"90","BP","GO:0051052","regulation of DNA metabolic process","7/17","1631/22568",0.000103577826298338,0.00385137428787859,0.00222121283316189,"decitabine/belinostat/fludarabine/sorafenib/gsk-1059615/ro-3306/pazopanib",7
"91","BP","GO:0072216","positive regulation of metanephros development","3/17","125/22568",0.000106575571772776,0.00385137428787859,0.00222121283316189,"tpca-1/sorafenib/pazopanib",3
"92","BP","GO:0043535","regulation of blood vessel endothelial cell migration","5/17","673/22568",0.000106709009513029,0.00385137428787859,0.00222121283316189,"belinostat/sorafenib/plx-4720/bi-2536/pazopanib",5
"93","BP","GO:1905063","regulation of vascular smooth muscle cell differentiation","3/17","126/22568",0.000109124149358172,0.00385137428787859,0.00222121283316189,"decitabine/sorafenib/pazopanib",3
"94","BP","GO:0031103","axon regeneration","4/17","345/22568",0.000109129418974635,0.00385137428787859,0.00222121283316189,"tpca-1/sorafenib/plx-4720/pazopanib",4
"95","BP","GO:1904019","epithelial cell apoptotic process","5/17","677/22568",0.000109729754069854,0.00385137428787859,0.00222121283316189,"sorafenib/plx-4720/gsk-1059615/androstenedione/pazopanib",5
"96","BP","GO:0016241","regulation of macroautophagy","6/17","1113/22568",0.000109826010977712,0.00385137428787859,0.00222121283316189,"bi-78d3/belinostat/sorafenib/plx-4720/gsk-1059615/pazopanib",6
"97","BP","GO:0008585","female gonad development","5/17","682/22568",0.000113598164472457,0.00391326546047314,0.00225690748565494,"ei-247/fludarabine/sorafenib/pazopanib/ketoconazole",5
"98","BP","GO:0038095","Fc-epsilon receptor signaling pathway","5/17","685/22568",0.000115969273495472,0.00391326546047314,0.00225690748565494,"bi-78d3/bms-345541/tpca-1/gsk-1059615/pazopanib",5
"99","BP","GO:0072189","ureter development","3/17","129/22568",0.00011700793735634,0.00391326546047314,0.00225690748565494,"tpca-1/sorafenib/pazopanib",3
"100","BP","GO:2001241","positive regulation of extrinsic apoptotic signaling pathway in absence of ligand","3/17","129/22568",0.00011700793735634,0.00391326546047314,0.00225690748565494,"tpca-1/sorafenib/pazopanib",3
"101","BP","GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","3/17","131/22568",0.000122464949288936,0.00396859407945516,0.00228881730000634,"tpca-1/sorafenib/pazopanib",3
"102","BP","GO:0046425","regulation of JAK-STAT cascade","5/17","693/22568",0.000122479448824472,0.00396859407945516,0.00228881730000634,"tpca-1/belinostat/sorafenib/plx-4720/pazopanib",5
"103","BP","GO:0045785","positive regulation of cell adhesion","7/17","1675/22568",0.000122605029614178,0.00396859407945516,0.00228881730000634,"rottlerin/tpca-1/fludarabine/sorafenib/plx-4720/gsk-1059615/pazopanib",7
"104","BP","GO:1904892","regulation of STAT cascade","5/17","695/22568",0.000124150222861779,0.00396859407945516,0.00228881730000634,"tpca-1/belinostat/sorafenib/plx-4720/pazopanib",5
"105","BP","GO:0014042","positive regulation of neuron maturation","3/17","132/22568",0.000125254630414698,0.00396859407945516,0.00228881730000634,"tpca-1/sorafenib/pazopanib",3
"106","BP","GO:0035019","somatic stem cell population maintenance","3/17","132/22568",0.000125254630414698,0.00396859407945516,0.00228881730000634,"sorafenib/plx-4720/pazopanib",3
"107","BP","GO:0010821","regulation of mitochondrion organization","6/17","1143/22568",0.000127213927462381,0.00399562353038364,0.00230440606359772,"bi-78d3/belinostat/fludarabine/sorafenib/plx-4720/pazopanib",6
"108","BP","GO:0044773","mitotic DNA damage checkpoint","4/17","361/22568",0.000129959656503004,0.00402066959500093,0.00231885094378587,"fludarabine/bi-2536/ro-3306/pazopanib",4
"109","BP","GO:0050926","regulation of positive chemotaxis","4/17","362/22568",0.000131350778574227,0.00402066959500093,0.00231885094378587,"tpca-1/sorafenib/plx-4720/pazopanib",4
"110","BP","GO:0050927","positive regulation of positive chemotaxis","4/17","362/22568",0.000131350778574227,0.00402066959500093,0.00231885094378587,"tpca-1/sorafenib/plx-4720/pazopanib",4
"111","BP","GO:0046545","development of primary female sexual characteristics","5/17","707/22568",0.000134547792182549,0.00408392122154089,0.00235533021432343,"ei-247/fludarabine/sorafenib/pazopanib/ketoconazole",5
"112","BP","GO:0048066","developmental pigmentation","3/17","136/22568",0.000136827605347907,0.004118510920972,0.00237527921915358,"fludarabine/sorafenib/pazopanib",3
"113","BP","GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","4/17","368/22568",0.000139926189845007,0.00414443171274432,0.00239022858294603,"belinostat/sorafenib/plx-4720/pazopanib",4
"114","BP","GO:0034329","cell junction assembly","6/17","1163/22568",0.000139983573907754,0.00414443171274432,0.00239022858294603,"bms-345541/tpca-1/belinostat/sorafenib/plx-4720/pazopanib",6
"115","BP","GO:0071277","cellular response to calcium ion","4/17","371/22568",0.000144363223994491,0.00418389882744336,0.00241299055181862,"sorafenib/plx-4720/androstenedione/pazopanib",4
"116","BP","GO:0038033","positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway","3/17","139/22568",0.000145949959096862,0.00418389882744336,0.00241299055181862,"sorafenib/plx-4720/pazopanib",3
"117","BP","GO:0038089","positive regulation of cell migration by vascular endothelial growth factor signaling pathway","3/17","139/22568",0.000145949959096862,0.00418389882744336,0.00241299055181862,"sorafenib/plx-4720/pazopanib",3
"118","BP","GO:0072215","regulation of metanephros development","3/17","139/22568",0.000145949959096862,0.00418389882744336,0.00241299055181862,"tpca-1/sorafenib/pazopanib",3
"119","BP","GO:0003158","endothelium development","5/17","722/22568",0.000148475424762937,0.00420149349619414,0.00242313796962412,"bms-345541/tpca-1/sorafenib/plx-4720/pazopanib",5
"120","BP","GO:0002040","sprouting angiogenesis","5/17","727/22568",0.000153356523640862,0.00420149349619414,0.00242313796962412,"belinostat/sorafenib/plx-4720/bi-2536/pazopanib",5
"121","BP","GO:0031102","neuron projection regeneration","4/17","377/22568",0.000153542951688158,0.00420149349619414,0.00242313796962412,"tpca-1/sorafenib/plx-4720/pazopanib",4
"122","BP","GO:0050772","positive regulation of axonogenesis","4/17","377/22568",0.000153542951688158,0.00420149349619414,0.00242313796962412,"tpca-1/sorafenib/plx-4720/pazopanib",4
"123","BP","GO:0010623","programmed cell death involved in cell development","3/17","142/22568",0.000155459863736444,0.00422196261515815,0.00243494317637057,"fludarabine/sorafenib/pazopanib",3
"124","BP","GO:0007259","JAK-STAT cascade","5/17","737/22568",0.000163489104392749,0.00433377276317897,0.00249942772580614,"tpca-1/belinostat/sorafenib/plx-4720/pazopanib",5
"125","BP","GO:0031098","stress-activated protein kinase signaling cascade","7/17","1754/22568",0.000163971005168222,0.00433377276317897,0.00249942772580614,"bi-78d3/bms-345541/tpca-1/belinostat/sorafenib/plx-4720/pazopanib",7
"126","BP","GO:0090068","positive regulation of cell cycle process","6/17","1198/22568",0.000164787437151681,0.00433377276317897,0.00249942772580614,"ei-247/fludarabine/sorafenib/bi-2536/ro-3306/pazopanib",6
"127","BP","GO:0072224","metanephric glomerulus development","3/17","145/22568",0.000165364614012099,0.00433377276317897,0.00249942772580614,"tpca-1/sorafenib/pazopanib",3
"128","BP","GO:0097696","STAT cascade","5/17","739/22568",0.000165576035802519,0.00433377276317897,0.00249942772580614,"tpca-1/belinostat/sorafenib/plx-4720/pazopanib",5
"129","BP","GO:0043369","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","3/17","146/22568",0.000168755195189556,0.00435388403589054,0.00251102655097843,"sorafenib/plx-4720/pazopanib",3
"130","BP","GO:0045920","negative regulation of exocytosis","3/17","146/22568",0.000168755195189556,0.00435388403589054,0.00251102655097843,"sorafenib/plx-4720/pazopanib",3
"131","BP","GO:0016236","macroautophagy","6/17","1207/22568",0.000171701642259272,0.0043984846229822,0.00253674916036655,"bi-78d3/belinostat/sorafenib/plx-4720/gsk-1059615/pazopanib",6
"132","BP","GO:0031929","TOR signaling","4/17","389/22568",0.000173164630263757,0.00440472284868091,0.00254034694805022,"belinostat/sorafenib/gsk-1059615/pazopanib",4
"133","BP","GO:0007264","small GTPase mediated signal transduction","6/17","1220/22568",0.000182096338602138,0.00455285463120247,0.0026257793656087,"bms-345541/decitabine/tpca-1/sorafenib/bi-2536/pazopanib",6
"134","BP","GO:0002933","lipid hydroxylation","3/17","150/22568",0.000182769634973521,0.00455285463120247,0.0026257793656087,"sorafenib/pazopanib/ketoconazole",3
"135","BP","GO:0048598","embryonic morphogenesis","7/17","1790/22568",0.000186295601471691,0.00460890214051882,0.00265810378740069,"tpca-1/belinostat/fludarabine/sorafenib/plx-4720/pazopanib/ketoconazole",7
"136","BP","GO:0045787","positive regulation of cell cycle","7/17","1796/22568",0.000190247863515948,0.00466341168804009,0.00268954121659711,"ei-247/fludarabine/sorafenib/plx-4720/bi-2536/ro-3306/pazopanib",7
"137","BP","GO:0048661","positive regulation of smooth muscle cell proliferation","5/17","762/22568",0.00019108109906698,0.00466341168804009,0.00268954121659711,"decitabine/rottlerin/belinostat/sorafenib/pazopanib",5
"138","BP","GO:0048565","digestive tract development","5/17","766/22568",0.000195808666146968,0.00474671746391174,0.00273758636739562,"tpca-1/fludarabine/sorafenib/plx-4720/pazopanib",5
"139","BP","GO:0042501","serine phosphorylation of STAT protein","3/17","154/22568",0.000197520206044331,0.00474964685756606,0.00273927584400631,"tpca-1/sorafenib/pazopanib",3
"140","BP","GO:0090091","positive regulation of extracellular matrix disassembly","2/17","28/22568",0.000199567699384344,0.00474964685756606,0.00273927584400631,"sorafenib/pazopanib",2
"141","BP","GO:0031331","positive regulation of cellular catabolic process","7/17","1811/22568",0.000200430296817704,0.00474964685756606,0.00273927584400631,"ei-247/belinostat/fludarabine/sorafenib/plx-4720/bi-2536/pazopanib",7
"142","BP","GO:0071229","cellular response to acid chemical","7/17","1821/22568",0.000207463582298089,0.00474964685756606,0.00273927584400631,"decitabine/tpca-1/belinostat/sorafenib/plx-4720/androstenedione/pazopanib",7
"143","BP","GO:0036323","vascular endothelial growth factor receptor-1 signaling pathway","2/17","29/22568",0.000214255558827269,0.00474964685756606,0.00273927584400631,"sorafenib/pazopanib",2
"144","BP","GO:0042509","regulation of tyrosine phosphorylation of STAT protein","4/17","415/22568",0.000221837094707454,0.00474964685756606,0.00273927584400631,"belinostat/sorafenib/plx-4720/pazopanib",4
"145","BP","GO:1990090","cellular response to nerve growth factor stimulus","4/17","416/22568",0.000223886886517656,0.00474964685756606,0.00273927584400631,"tpca-1/sorafenib/plx-4720/pazopanib",4
"146","BP","GO:0060323","head morphogenesis","3/17","162/22568",0.000229297123928597,0.00474964685756606,0.00273927584400631,"sorafenib/plx-4720/pazopanib",3
