"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"22","hsa05223","Non-small cell lung cancer","12/40","973/20464",2.02779178367843e-07,2.06466072519986e-06,5.724388288853e-07,"abt-737/tpca-1/gdc-0879/acitretin/fludarabine/5-iodotubercidin/alvocidib/alitretinoin/bisindolylmaleimide-ix/tozasertib/as-604850/ei-273",12
"23","hsa04340","Hedgehog signaling pathway","8/40","335/20464",2.31182852149607e-07,2.25151995137009e-06,6.24246603058436e-07,"h-9/abt-737/docetaxel/5-iodotubercidin/alvocidib/fasudil/bisindolylmaleimide-ix/h-7",8
"24","hsa04210","Apoptosis","14/40","1454/20464",3.1447045023378e-07,2.93505753551528e-06,8.13761252797939e-07,"abt-737/tpca-1/docetaxel/gdc-0879/fludarabine/5-iodotubercidin/withaferin-a/alvocidib/bisindolylmaleimide-ix/olaparib/antimycin-a/pyrrolidine-dithiocarbamate/tozasertib/as-604850",14
"25","hsa04725","Cholinergic synapse","12/40","1042/20464",4.23360498273009e-07,3.79331006452616e-06,1.05171660623611e-06,"h-9/abt-737/docetaxel/5-iodotubercidin/withaferin-a/alvocidib/fasudil/bisindolylmaleimide-ix/h-7/tozasertib/as-604850/ei-273",12
"26","hsa01521","EGFR tyrosine kinase inhibitor resistance","12/40","1052/20464",4.68857196613317e-07,4.03938507851473e-06,1.11994229150549e-06,"abt-737/docetaxel/gdc-0879/acitretin/fludarabine/5-iodotubercidin/alvocidib/ki-8751/bisindolylmaleimide-ix/tozasertib/as-604850/ei-273",12
"27","hsa04630","JAK-STAT signaling pathway","11/40","880/20464",6.42332708310836e-07,5.32898246894916e-06,1.47749044016918e-06,"abt-737/tpca-1/docetaxel/gdc-0879/acitretin/fludarabine/alvocidib/alitretinoin/bisindolylmaleimide-ix/tozasertib/as-604850",11
"28","hsa04068","FoxO signaling pathway","13/40","1326/20464",7.74010759342504e-07,6.19208607474003e-06,1.71679078200029e-06,"tpca-1/ei-247/gdc-0879/bi-2536/acitretin/gw-0742/5-iodotubercidin/withaferin-a/alvocidib/bisindolylmaleimide-ix/hmn-214/tozasertib/as-604850",13
"29","hsa05131","Shigellosis","14/40","1579/20464",8.56374741104454e-07,6.61475662094475e-06,1.83397857441607e-06,"abt-737/tpca-1/docetaxel/radicicol/fludarabine/5-iodotubercidin/withaferin-a/alvocidib/fasudil/bisindolylmaleimide-ix/antimycin-a/pyrrolidine-dithiocarbamate/tozasertib/as-604850",14
"30","hsa05162","Measles","12/40","1120/20464",9.1254422363326e-07,6.71953431685171e-06,1.86302878145794e-06,"abt-737/tpca-1/docetaxel/acitretin/radicicol/fludarabine/withaferin-a/alvocidib/bisindolylmaleimide-ix/antimycin-a/pyrrolidine-dithiocarbamate/as-604850",12
"31","hsa05168","Herpes simplex virus 1 infection","12/40","1122/20464",9.29935552778584e-07,6.71953431685171e-06,1.86302878145794e-06,"abt-737/tpca-1/docetaxel/radicicol/fludarabine/withaferin-a/alvocidib/bisindolylmaleimide-ix/antimycin-a/pyrrolidine-dithiocarbamate/tozasertib/as-604850",12
"32","hsa04915","Estrogen signaling pathway","13/40","1374/20464",1.15733015766372e-06,8.10131110364603e-06,2.24613418757103e-06,"h-9/abt-737/docetaxel/gdc-0879/acitretin/radicicol/5-iodotubercidin/alvocidib/alitretinoin/fasudil/bisindolylmaleimide-ix/h-7/as-604850",13
"33","hsa04064","NF-kappa B signaling pathway","10/40","747/20464",1.24132411273672e-06,8.42595761372805e-06,2.33614426320467e-06,"abt-737/tpca-1/docetaxel/radicicol/withaferin-a/alvocidib/bisindolylmaleimide-ix/olaparib/pyrrolidine-dithiocarbamate/tozasertib",10
"34","hsa04213","Longevity regulating pathway - multiple species","9/40","578/20464",1.34493089177527e-06,8.86072116934293e-06,2.45668491067309e-06,"h-9/belinostat/ei-247/hc-toxin/gw-0742/fasudil/bisindolylmaleimide-ix/h-7/as-604850",9
"35","hsa01524","Platinum drug resistance","10/40","758/20464",1.41652003754871e-06,8.89368395662375e-06,2.46582402932707e-06,"abt-737/docetaxel/fludarabine/5-iodotubercidin/alvocidib/epirubicin/bisindolylmaleimide-ix/amonafide/antimycin-a/as-604850",10
"36","hsa04062","Chemokine signaling pathway","13/40","1400/20464",1.42934206445739e-06,8.89368395662375e-06,2.46582402932707e-06,"h-9/abt-737/tpca-1/gdc-0879/acitretin/5-iodotubercidin/withaferin-a/fasudil/bisindolylmaleimide-ix/h-7/pyrrolidine-dithiocarbamate/tozasertib/as-604850",13
"37","hsa04910","Insulin signaling pathway","13/40","1427/20464",1.77111721936043e-06,1.0722439382074e-05,2.97285678356374e-06,"h-9/abt-737/tpca-1/ei-247/gdc-0879/gw-0742/5-iodotubercidin/withaferin-a/alvocidib/fasudil/bisindolylmaleimide-ix/h-7/as-604850",13
"38","hsa04935","Growth hormone synthesis, secretion and action","12/40","1217/20464",2.18548239082093e-06,1.28828435669445e-05,3.57184102654945e-06,"h-9/docetaxel/gdc-0879/acitretin/5-iodotubercidin/alitretinoin/fasudil/bisindolylmaleimide-ix/h-7/tozasertib/as-604850/ei-273",12
"39","hsa04932","Non-alcoholic fatty liver disease","12/40","1260/20464",3.13755291553667e-06,1.80208167456465e-05,4.99637306387756e-06,"tpca-1/ei-247/paxilline/acitretin/fludarabine/gw-0742/withaferin-a/alitretinoin/bisindolylmaleimide-ix/antimycin-a/pyrrolidine-dithiocarbamate/as-604850",12
"40","hsa05166","Human T-cell leukemia virus 1 infection","13/40","1523/20464",3.65744306834275e-06,2.04816811827194e-05,5.67866160611111e-06,"h-9/abt-737/tpca-1/fludarabine/5-iodotubercidin/withaferin-a/alvocidib/fasudil/bisindolylmaleimide-ix/h-7/pyrrolidine-dithiocarbamate/tozasertib/as-604850",13
"41","hsa05212","Pancreatic cancer","11/40","1067/20464",4.2050447880343e-06,2.29739032321874e-05,6.36964422320986e-06,"abt-737/tpca-1/gdc-0879/acitretin/fludarabine/5-iodotubercidin/withaferin-a/alvocidib/bisindolylmaleimide-ix/pyrrolidine-dithiocarbamate/as-604850",11
"42","hsa05164","Influenza A","12/40","1317/20464",4.95826243121182e-06,2.64440662997964e-05,7.33176650229317e-06,"tpca-1/gdc-0879/fludarabine/5-iodotubercidin/withaferin-a/alvocidib/bisindolylmaleimide-ix/antimycin-a/pyrrolidine-dithiocarbamate/tozasertib/as-604850/ei-273",12
"43","hsa04261","Adrenergic signaling in cardiomyocytes","11/40","1089/20464",5.11471036086728e-06,2.66440725775412e-05,7.38721937065286e-06,"h-9/abt-737/docetaxel/alfuzosin/5-iodotubercidin/alvocidib/fasudil/bisindolylmaleimide-ix/h-7/as-604850/ei-273",11
"44","hsa04211","Longevity regulating pathway","9/40","694/20464",5.99930734999774e-06,3.05419283272612e-05,8.46792185765231e-06,"h-9/ei-247/fludarabine/gw-0742/fasudil/bisindolylmaleimide-ix/h-7/pyrrolidine-dithiocarbamate/as-604850",9
"45","hsa05130","Pathogenic Escherichia coli infection","11/40","1155/20464",8.96211629805344e-06,4.46114233503105e-05,1.23687686920504e-05,"tpca-1/docetaxel/radicicol/fludarabine/5-iodotubercidin/withaferin-a/fasudil/bisindolylmaleimide-ix/antimycin-a/pyrrolidine-dithiocarbamate/tozasertib",11
"46","hsa04066","HIF-1 signaling pathway","12/40","1400/20464",9.27255609922499e-06,4.51533166570956e-05,1.25190116671459e-05,"abt-737/docetaxel/ei-247/acitretin/gw-0742/5-iodotubercidin/alvocidib/bisindolylmaleimide-ix/pyrrolidine-dithiocarbamate/tozasertib/as-604850/ei-273",12
"47","hsa04933","AGE-RAGE signaling pathway in diabetic complications","11/40","1208/20464",1.36918961850645e-05,6.52549945841373e-05,1.80923152277448e-05,"abt-737/docetaxel/acitretin/fludarabine/5-iodotubercidin/alvocidib/bisindolylmaleimide-ix/pyrrolidine-dithiocarbamate/tozasertib/as-604850/ei-273",11
"48","hsa04540","Gap junction","10/40","994/20464",1.56273398171434e-05,7.2927585813336e-05,2.02195844125321e-05,"h-9/docetaxel/gdc-0879/5-iodotubercidin/alvocidib/fasudil/bisindolylmaleimide-ix/h-7/ro-3306/ei-273",10
"49","hsa05202","Transcriptional misregulation in cancer","10/40","1001/20464",1.66077906414269e-05,7.59213286465229e-05,2.10496164950416e-05,"abt-737/belinostat/hc-toxin/acitretin/fludarabine/5-iodotubercidin/alvocidib/alitretinoin/pyrrolidine-dithiocarbamate/tozasertib",10
"50","hsa04310","Wnt signaling pathway","9/40","797/20464",1.81776427394694e-05,8.1435839472823e-05,2.25785457184988e-05,"h-9/radicicol/gw-0742/jlk-6/fasudil/bisindolylmaleimide-ix/carbacyclin/h-7/ei-273",9
"51","hsa04270","Vascular smooth muscle contraction","11/40","1253/20464",1.92918364323894e-05,8.47327717814748e-05,2.34926387927961e-05,"h-9/paxilline/alfuzosin/gdc-0879/5-iodotubercidin/fasudil/bisindolylmaleimide-ix/carbacyclin/h-7/tozasertib/ei-273",11
"52","hsa05226","Gastric cancer","10/40","1023/20464",2.00438052608955e-05,8.5254630371946e-05,2.36373270298158e-05,"abt-737/docetaxel/gdc-0879/acitretin/fludarabine/5-iodotubercidin/alvocidib/alitretinoin/bisindolylmaleimide-ix/as-604850",10
"53","hsa01522","Endocrine resistance","11/40","1259/20464",2.01718545076479e-05,8.5254630371946e-05,2.36373270298158e-05,"h-9/abt-737/docetaxel/gdc-0879/fludarabine/5-iodotubercidin/alvocidib/fasudil/bisindolylmaleimide-ix/h-7/as-604850",11
"54","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","10/40","1027/20464",2.07303997741982e-05,8.5992769433711e-05,2.38419802471285e-05,"tpca-1/gdc-0879/acitretin/5-iodotubercidin/withaferin-a/alvocidib/bisindolylmaleimide-ix/pyrrolidine-dithiocarbamate/tozasertib/as-604850",10
"55","hsa05152","Tuberculosis","11/40","1298/20464",2.6793398864283e-05,0.000108191262739972,2.99966376957629e-05,"abt-737/docetaxel/gdc-0879/bi-2536/fludarabine/5-iodotubercidin/alvocidib/bisindolylmaleimide-ix/antimycin-a/pyrrolidine-dithiocarbamate/tozasertib",11
"56","hsa05167","Kaposi sarcoma-associated herpesvirus infection","12/40","1557/20464",2.7047815684993e-05,0.000108191262739972,2.99966376957629e-05,"tpca-1/gdc-0879/acitretin/fludarabine/5-iodotubercidin/withaferin-a/alvocidib/bisindolylmaleimide-ix/antimycin-a/pyrrolidine-dithiocarbamate/tozasertib/as-604850",12
"57","hsa04150","mTOR signaling pathway","9/40","841/20464",2.77910656088139e-05,0.000109214012217093,3.02802007556791e-05,"tpca-1/ei-247/gdc-0879/gw-0742/5-iodotubercidin/withaferin-a/bisindolylmaleimide-ix/as-604850/ei-273",9
"58","hsa04923","Regulation of lipolysis in adipocytes","8/40","654/20464",3.24316525835738e-05,0.000125253278943457,3.47271779025563e-05,"h-9/ei-247/gw-0742/fasudil/bisindolylmaleimide-ix/carbacyclin/h-7/as-604850",8
"59","hsa05216","Thyroid cancer","7/40","475/20464",3.33569523425717e-05,0.000126643344487052,3.51125814132334e-05,"tpca-1/gdc-0879/acitretin/fludarabine/5-iodotubercidin/alitretinoin/tozasertib",7
"60","hsa04217","Necroptosis","10/40","1107/20464",3.94267981727442e-05,0.000147193379844912,4.08101945998581e-05,"abt-737/tpca-1/docetaxel/acitretin/radicicol/fludarabine/alvocidib/bisindolylmaleimide-ix/olaparib/tozasertib",10
"61","hsa04660","T cell receptor signaling pathway","10/40","1113/20464",4.1281935988422e-05,0.000151592682973877,4.20299262004641e-05,"tpca-1/gdc-0879/radicicol/5-iodotubercidin/withaferin-a/alvocidib/bisindolylmaleimide-ix/pyrrolidine-dithiocarbamate/tozasertib/as-604850",10
"62","hsa05110","Vibrio cholerae infection","5/40","206/20464",4.86468716255885e-05,0.000175756439421481,4.87294639373467e-05,"h-9/fasudil/bisindolylmaleimide-ix/h-7/ei-273",5
"63","hsa04115","p53 signaling pathway","7/40","512/20464",5.36675793167638e-05,0.000186445793791639,5.1693147714787e-05,"abt-737/docetaxel/fludarabine/alvocidib/alitretinoin/antimycin-a/ro-3306",7
"64","hsa04921","Oxytocin signaling pathway","10/40","1148/20464",5.36707030238568e-05,0.000186445793791639,5.1693147714787e-05,"h-9/gdc-0879/5-iodotubercidin/alvocidib/fasudil/bisindolylmaleimide-ix/h-7/tozasertib/as-604850/ei-273",10
"65","hsa04071","Sphingolipid signaling pathway","11/40","1401/20464",5.41025740913237e-05,0.000186445793791639,5.1693147714787e-05,"abt-737/docetaxel/gdc-0879/fludarabine/5-iodotubercidin/alvocidib/fasudil/bisindolylmaleimide-ix/pyrrolidine-dithiocarbamate/as-604850/ei-273",11
"66","hsa04360","Axon guidance","9/40","939/20464",6.56281458728986e-05,0.000222737949629232,6.17553525757738e-05,"tpca-1/gdc-0879/5-iodotubercidin/alvocidib/fasudil/bisindolylmaleimide-ix/tozasertib/as-604850/ei-273",9
"67","hsa04934","Cushing syndrome","9/40","945/20464",6.89348289799893e-05,0.000230468681962949,6.38987417096523e-05,"h-9/gdc-0879/androstenedione/5-iodotubercidin/alvocidib/fasudil/bisindolylmaleimide-ix/h-7/ketoconazole",9
"68","hsa04110","Cell cycle","8/40","730/20464",7.0496806816861e-05,0.000231196508527048,6.41005357288339e-05,"belinostat/hc-toxin/bi-2536/alvocidib/bisindolylmaleimide-ix/hmn-214/ro-3306/tozasertib",8
"69","hsa05210","Colorectal cancer","9/40","949/20464",7.12167816444926e-05,0.000231196508527048,6.41005357288339e-05,"abt-737/docetaxel/gdc-0879/fludarabine/5-iodotubercidin/alvocidib/bisindolylmaleimide-ix/antimycin-a/as-604850",9
"70","hsa04913","Ovarian steroidogenesis","7/40","554/20464",8.80502319778347e-05,0.000281760742329071,7.81197546871014e-05,"h-9/ei-247/androstenedione/gw-0742/fasudil/h-7/ketoconazole",7
"71","hsa04621","NOD-like receptor signaling pathway","10/40","1226/20464",9.3189772131449e-05,0.000289923735520063,8.03829905812206e-05,"abt-737/tpca-1/docetaxel/radicicol/5-iodotubercidin/withaferin-a/alvocidib/bisindolylmaleimide-ix/pyrrolidine-dithiocarbamate/tozasertib",10
"72","hsa04931","Insulin resistance","10/40","1226/20464",9.3189772131449e-05,0.000289923735520063,8.03829905812206e-05,"tpca-1/ei-247/paxilline/acitretin/gw-0742/withaferin-a/alvocidib/bisindolylmaleimide-ix/pyrrolidine-dithiocarbamate/as-604850",10
"73","hsa04215","Apoptosis - multiple species","6/40","392/20464",0.000105205098278286,0.000320678294593525,8.89098655123025e-05,"abt-737/docetaxel/fludarabine/alvocidib/bisindolylmaleimide-ix/antimycin-a",6
"74","hsa04022","cGMP-PKG signaling pathway","11/40","1509/20464",0.000105938365178218,0.000320678294593525,8.89098655123025e-05,"abt-737/ei-247/paxilline/alfuzosin/gdc-0879/gw-0742/5-iodotubercidin/fasudil/bisindolylmaleimide-ix/tozasertib/as-604850",11
"75","hsa04926","Relaxin signaling pathway","10/40","1253/20464",0.000111697635499011,0.000333603604690381,9.24934806237428e-05,"h-9/gdc-0879/5-iodotubercidin/alvocidib/fasudil/bisindolylmaleimide-ix/h-7/pyrrolidine-dithiocarbamate/as-604850/ei-273",10
"76","hsa04911","Insulin secretion","7/40","595/20464",0.000137247540830526,0.000404519067711023,0.000112155192645443,"h-9/paxilline/gw-0742/fasudil/bisindolylmaleimide-ix/h-7/ei-273",7
"77","hsa04510","Focal adhesion","11/40","1575/20464",0.000155205267444529,0.000451506232565902,0.000125182649066674,"abt-737/docetaxel/gdc-0879/5-iodotubercidin/alvocidib/ki-8751/fasudil/bisindolylmaleimide-ix/tozasertib/as-604850/ei-273",11
"78","hsa04659","Th17 cell differentiation","9/40","1076/20464",0.000185340471905026,0.000532259816752896,0.000147572035659873,"tpca-1/acitretin/radicicol/5-iodotubercidin/withaferin-a/alitretinoin/bisindolylmaleimide-ix/pyrrolidine-dithiocarbamate/tozasertib",9
"79","hsa05171","Coronavirus disease - COVID-19","10/40","1356/20464",0.000213851217982546,0.000606362947191016,0.000168117546448637,"tpca-1/acitretin/radicicol/5-iodotubercidin/withaferin-a/alvocidib/bisindolylmaleimide-ix/pyrrolidine-dithiocarbamate/as-604850/ei-273",10
"80","hsa05213","Endometrial cancer","7/40","647/20464",0.00022971708606794,0.000638261195100266,0.000176961515558814,"abt-737/gdc-0879/fludarabine/5-iodotubercidin/alvocidib/bisindolylmaleimide-ix/as-604850",7
"81","hsa04960","Aldosterone-regulated sodium reabsorption","6/40","453/20464",0.000230799807156793,0.000638261195100266,0.000176961515558814,"ei-247/gw-0742/5-iodotubercidin/bisindolylmaleimide-ix/as-604850/ei-273",6
"82","hsa05020","Prion disease","10/40","1382/20464",0.000249536660944605,0.000681661122580384,0.00018899439018911,"h-9/abt-737/docetaxel/fludarabine/5-iodotubercidin/fasudil/bisindolylmaleimide-ix/antimycin-a/h-7/as-604850",10
"83","hsa05034","Alcoholism","9/40","1131/20464",0.000269090492586122,0.000726220124569774,0.000201348624763236,"h-9/belinostat/hc-toxin/gdc-0879/fludarabine/5-iodotubercidin/fasudil/h-7/tozasertib",9
"84","hsa04371","Apelin signaling pathway","9/40","1167/20464",0.000339437362527239,0.000905166300072638,0.00025096246101638,"h-9/belinostat/gdc-0879/5-iodotubercidin/fasudil/bisindolylmaleimide-ix/h-7/tozasertib/as-604850",9
"85","hsa04072","Phospholipase D signaling pathway","9/40","1177/20464",0.000361491629149113,0.000952636763875311,0.000264123914796256,"ei-247/gdc-0879/gw-0742/5-iodotubercidin/alvocidib/bisindolylmaleimide-ix/carbacyclin/as-604850/ei-273",9
"86","hsa05218","Melanoma","7/40","700/20464",0.000370436379919151,0.000964857547696393,0.000267512196024846,"abt-737/gdc-0879/fludarabine/5-iodotubercidin/alvocidib/bisindolylmaleimide-ix/as-604850",7
"87","hsa04916","Melanogenesis","7/40","710/20464",0.000403467002555919,0.00103881159278765,0.000288016372060487,"h-9/gdc-0879/5-iodotubercidin/fasudil/bisindolylmaleimide-ix/h-7/ei-273",7
"88","hsa05135","Yersinia infection","9/40","1203/20464",0.000424476540351852,0.00108048573907744,0.000299570764123915,"tpca-1/radicicol/5-iodotubercidin/withaferin-a/fasudil/bisindolylmaleimide-ix/pyrrolidine-dithiocarbamate/tozasertib/as-604850",9
"89","hsa04920","Adipocytokine signaling pathway","7/40","718/20464",0.000431562895527037,0.0010820128028267,0.000299994151159657,"tpca-1/acitretin/withaferin-a/alitretinoin/bisindolylmaleimide-ix/pyrrolidine-dithiocarbamate/tozasertib",7
"90","hsa04918","Thyroid hormone synthesis","6/40","510/20464",0.000434737286850011,0.0010820128028267,0.000299994151159657,"h-9/radicicol/fasudil/bisindolylmaleimide-ix/h-7/ei-273",6
"91","hsa04971","Gastric acid secretion","6/40","518/20464",0.000472068606673236,0.00115298407296098,0.000319671336018318,"h-9/fasudil/bisindolylmaleimide-ix/h-7/tozasertib/ei-273",6
"92","hsa05205","Proteoglycans in cancer","11/40","1790/20464",0.000473547029966118,0.00115298407296098,0.000319671336018318,"h-9/gdc-0879/acitretin/5-iodotubercidin/alvocidib/ki-8751/fasudil/bisindolylmaleimide-ix/h-7/as-604850/ei-273",11
"93","hsa04613","Neutrophil extracellular trap formation","9/40","1237/20464",0.0005203490021444,0.00125331372559511,0.000347488297979848,"belinostat/hc-toxin/gdc-0879/radicicol/5-iodotubercidin/bisindolylmaleimide-ix/pyrrolidine-dithiocarbamate/as-604850/ei-273",9
"94","hsa04620","Toll-like receptor signaling pathway","8/40","981/20464",0.000530159028399328,0.00126335768469627,0.000350273042279511,"tpca-1/radicicol/5-iodotubercidin/withaferin-a/bisindolylmaleimide-ix/pyrrolidine-dithiocarbamate/tozasertib/as-604850",8
"95","hsa04012","ErbB signaling pathway","8/40","987/20464",0.000552021732796775,0.00130160913838398,0.000360878473518113,"abt-737/gdc-0879/5-iodotubercidin/alvocidib/bisindolylmaleimide-ix/tozasertib/as-604850/ei-273",8
"96","hsa04662","B cell receptor signaling pathway","7/40","752/20464",0.000569041705398567,0.00132776397926332,0.000368130050641617,"tpca-1/gdc-0879/5-iodotubercidin/withaferin-a/bisindolylmaleimide-ix/pyrrolidine-dithiocarbamate/as-604850",7
"97","hsa05012","Parkinson disease","9/40","1257/20464",0.000584670649098068,0.00135016727214399,0.000374341489927141,"h-9/abt-737/docetaxel/fludarabine/5-iodotubercidin/fasudil/bisindolylmaleimide-ix/antimycin-a/h-7",9
"98","hsa04917","Prolactin signaling pathway","8/40","1009/20464",0.000638568983087618,0.00145958624705741,0.000404678517746181,"gdc-0879/acitretin/gw-0742/5-iodotubercidin/bisindolylmaleimide-ix/pyrrolidine-dithiocarbamate/tozasertib/as-604850",8
