LV	Sample	Value	X	V1	V3	disease
24,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	SRR6078274	-0.01649963070333521	1	1592985	C1650	control
25,DMAP_MEGA2	SRR6078274	-0.006128735996946682	1	1592985	C1650	control
26,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	SRR6078274	0.0026686659855930128	1	1592985	C1650	control
27,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	SRR6078274	-0.03563144284180002	1	1592985	C1650	control
28,PID_SMAD2_3NUCLEARPATHWAY	SRR6078274	-0.0047360388471604275	1	1592985	C1650	control
29,REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	SRR6078274	0.01732978775632232	1	1592985	C1650	control
LV 30	SRR6078274	-0.014596169218979108	1	1592985	C1650	control
31,IRIS_Monocyte-Day0	SRR6078274	0.020478812325998665	1	1592985	C1650	control
32,REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	SRR6078274	-0.019512651975769433	1	1592985	C1650	control
33,IRIS_Neutrophil-Resting	SRR6078274	0.001232546177954751	1	1592985	C1650	control
34,KEGG_HEDGEHOG_SIGNALING_PATHWAY	SRR6078274	-0.016411671056156974	1	1592985	C1650	control
35,REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	SRR6078274	-0.05750619490432164	1	1592985	C1650	control
36,REACTOME_PHASE_II_CONJUGATION	SRR6078274	0.02372298662759538	1	1592985	C1650	control
37,DMAP_ERY4	SRR6078274	0.036085907695199475	1	1592985	C1650	control
38,DMAP_ERY3	SRR6078274	-0.030660810677652008	1	1592985	C1650	control
39,REACTOME_NEURONAL_SYSTEM	SRR6078274	-0.033488657603608245	1	1592985	C1650	control
40,DMAP_NKA3	SRR6078274	0.00299390866571458	1	1592985	C1650	control
41,REACTOME_DEVELOPMENTAL_BIOLOGY	SRR6078274	-0.07662981666646311	1	1592985	C1650	control
42,IRIS_Bcell-Memory_IgM	SRR6078274	0.003889726980474969	1	1592985	C1650	control
43,REACTOME_CELL_CYCLE	SRR6078274	-0.035176906360646756	1	1592985	C1650	control
44,REACTOME_PHOSPHOLIPID_METABOLISM	SRR6078274	-0.07016456545715229	1	1592985	C1650	control
45,REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	SRR6078274	-0.014502957331594537	1	1592985	C1650	control
46,REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	SRR6078274	-0.019303537041337665	1	1592985	C1650	control
47,KEGG_CARDIAC_MUSCLE_CONTRACTION	SRR6078274	-0.025443038947317576	1	1592985	C1650	control
48,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	SRR6078274	-0.0016940057727828032	1	1592985	C1650	control
49,IRIS_Monocyte-Day7	SRR6078274	0.01491747319891117	1	1592985	C1650	control
50,REACTOME_COLLAGEN_FORMATION	SRR6078274	-0.04645000397097796	1	1592985	C1650	control
51,REACTOME_IMMUNE_SYSTEM	SRR6078274	-0.02846875629563731	1	1592985	C1650	control
52,IRIS_Neutrophil-Resting	SRR6078274	0.02474717997260674	1	1592985	C1650	control
53,PID_AR_TF_PATHWAY	SRR6078274	-0.007953530495923155	1	1592985	C1650	control
54,REACTOME_BIOLOGICAL_OXIDATIONS	SRR6078274	0.005989923819316836	1	1592985	C1650	control
55,REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE	SRR6078274	-0.1119720988156562	1	1592985	C1650	control
56,SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	SRR6078274	-0.057617946049136615	1	1592985	C1650	control
57,SVM Dendritic cells activated	SRR6078274	-0.008878871538374054	1	1592985	C1650	control
58,IRIS_Neutrophil-Resting	SRR6078274	-0.019454443576275536	1	1592985	C1650	control
59,PID_CD8TCRPATHWAY	SRR6078274	-1.1928756234078032e-4	1	1592985	C1650	control
60,REACTOME_NEURONAL_SYSTEM	SRR6078274	-0.02642677038829952	1	1592985	C1650	control
61,KEGG_DILATED_CARDIOMYOPATHY	SRR6078274	-0.008306779794531371	1	1592985	C1650	control
62,SVM Mast cells resting	SRR6078274	-0.01230412339974606	1	1592985	C1650	control
63,REACTOME_TRANSLATION	SRR6078274	-0.04746203119193808	1	1592985	C1650	control
64,REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	SRR6078274	-0.028675471469635894	1	1592985	C1650	control
65,KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	SRR6078274	-0.05103149440631191	1	1592985	C1650	control
66,SVM T cells follicular helper	SRR6078274	0.03469850160505826	1	1592985	C1650	control
67,IRIS_Monocyte-Day1	SRR6078274	0.0025923106626885547	1	1592985	C1650	control
68,IRIS_Monocyte-Day1	SRR6078274	-0.036598102057123764	1	1592985	C1650	control
69,IRIS_NKcell-control	SRR6078274	-0.004676937325206578	1	1592985	C1650	control
70,REACTOME_IMMUNE_SYSTEM	SRR6078274	-0.016574522154348008	1	1592985	C1650	control
71,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	SRR6078274	-0.03585789308063012	1	1592985	C1650	control
72,SVM Macrophages M1	SRR6078274	0.0012392020666952622	1	1592985	C1650	control
73,KEGG_RNA_DEGRADATION	SRR6078274	-0.03455895144887663	1	1592985	C1650	control
74,KEGG_AUTOIMMUNE_THYROID_DISEASE	SRR6078274	-0.003248839263703804	1	1592985	C1650	control
75,PID_MTOR_4PATHWAY	SRR6078274	-0.030050859933282114	1	1592985	C1650	control
LV 76	SRR6078274	-0.018349830711297525	1	1592985	C1650	control
77,REACTOME_CELL_JUNCTION_ORGANIZATION	SRR6078274	0.001978273059896275	1	1592985	C1650	control
78,PID_ANGIOPOIETINRECEPTOR_PATHWAY	SRR6078274	-0.0029422678129164426	1	1592985	C1650	control
79,KEGG_OXIDATIVE_PHOSPHORYLATION	SRR6078274	-0.021899948222142043	1	1592985	C1650	control
80,SVM T cells CD4 memory activated	SRR6078274	0.0032031968613065427	1	1592985	C1650	control
81,REACTOME_POTASSIUM_CHANNELS	SRR6078274	-0.036039526191088675	1	1592985	C1650	control
82,REACTOME_METABOLISM_OF_PROTEINS	SRR6078274	0.014955085516247439	1	1592985	C1650	control
83,PID_NOTCH_PATHWAY	SRR6078274	-0.05705305563965771	1	1592985	C1650	control
84,REACTOME_SIGNALING_BY_ERBB4	SRR6078274	-0.007474534147275828	1	1592985	C1650	control
85,IRIS_DendriticCell-Control	SRR6078274	0.0016557997652758554	1	1592985	C1650	control
86,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	SRR6078274	-0.019300608171936184	1	1592985	C1650	control
87,KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	SRR6078274	-0.05262527493652178	1	1592985	C1650	control
88,KEGG_LYSOSOME	SRR6078274	-0.022923657109446053	1	1592985	C1650	control
89,REACTOME_AXON_GUIDANCE	SRR6078274	-0.014662886091546125	1	1592985	C1650	control
90,KEGG_AXON_GUIDANCE	SRR6078274	-0.040351650591937675	1	1592985	C1650	control
LV 91	SRR6078274	-4.468252423309345e-6	1	1592985	C1650	control
92,REACTOME_METABOLISM_OF_PROTEINS	SRR6078274	-0.040470740215003555	1	1592985	C1650	control
93,REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	SRR6078274	-0.026883338102245077	1	1592985	C1650	control
94,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	SRR6078274	0.026455392641840953	1	1592985	C1650	control
95,IRIS_DendriticCell-LPSstimulated	SRR6078274	-0.021644737932323178	1	1592985	C1650	control
96,DMAP_BCELLA1	SRR6078274	-0.016890476927687987	1	1592985	C1650	control
97,REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	SRR6078274	-0.025299596832787076	1	1592985	C1650	control
98,PID_ATM_PATHWAY	SRR6078274	-0.01753451411619823	1	1592985	C1650	control
99,REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1	SRR6078274	-0.027574107241506555	1	1592985	C1650	control
100,REACTOME_METABOLISM_OF_NON_CODING_RNA	SRR6078274	-0.03581711960068357	1	1592985	C1650	control
101,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	SRR6078274	-0.037160398578619934	1	1592985	C1650	control
102,DMAP_MONO1	SRR6078274	-3.396586064018663e-4	1	1592985	C1650	control
103,REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	SRR6078274	0.004881994726835754	1	1592985	C1650	control
104,KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	SRR6078274	-0.006632765137991736	1	1592985	C1650	control
105,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	SRR6078274	-0.040236352903238924	1	1592985	C1650	control
106,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	SRR6078274	-0.03841362779846498	1	1592985	C1650	control
107,REACTOME_METABOLISM_OF_PROTEINS	SRR6078274	-0.015192093575818296	1	1592985	C1650	control
108,IRIS_Monocyte-Day1	SRR6078274	-0.03136408738988105	1	1592985	C1650	control
109,PID_TAP63PATHWAY	SRR6078274	-0.051288147530805225	1	1592985	C1650	control
110,KEGG_RIBOSOME	SRR6078274	-0.0028530464845799687	1	1592985	C1650	control
LV 111	SRR6078274	-0.006950068706290852	1	1592985	C1650	control
112,KEGG_ENDOCYTOSIS	SRR6078274	-0.0429114515499671	1	1592985	C1650	control
113,KEGG_PURINE_METABOLISM	SRR6078274	-0.017901878948789703	1	1592985	C1650	control
114,REACTOME_NEURONAL_SYSTEM	SRR6078274	0.01308077545544412	1	1592985	C1650	control
115,REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	SRR6078274	-0.034102394491027456	1	1592985	C1650	control
116,PID_P75NTRPATHWAY	SRR6078274	-0.02535393208656903	1	1592985	C1650	control
117,KEGG_HUNTINGTONS_DISEASE	SRR6078274	-0.02772350225054288	1	1592985	C1650	control
118,REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING	SRR6078274	-0.04462003516776205	1	1592985	C1650	control
119,REACTOME_CELL_CELL_COMMUNICATION	SRR6078274	0.0030427406381844145	1	1592985	C1650	control
120,REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	SRR6078274	-0.005289327010855638	1	1592985	C1650	control
121,REACTOME_RNA_POL_I_PROMOTER_OPENING	SRR6078274	-0.03980063643422009	1	1592985	C1650	control
122,REACTOME_INNATE_IMMUNE_SYSTEM	SRR6078274	-0.04036199667888709	1	1592985	C1650	control
123,REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	SRR6078274	-0.02080521841492973	1	1592985	C1650	control
124,REACTOME_DNA_REPAIR	SRR6078274	-0.027568673199267982	1	1592985	C1650	control
125,KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	SRR6078274	-0.03949685907210762	1	1592985	C1650	control
126,SVM Dendritic cells resting	SRR6078274	0.002097491507460022	1	1592985	C1650	control
127,KEGG_PARKINSONS_DISEASE	SRR6078274	-0.028335207321642027	1	1592985	C1650	control
128,SVM Macrophages M1	SRR6078274	-0.022809360943519	1	1592985	C1650	control
129,KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	SRR6078274	0.015420900455591663	1	1592985	C1650	control
130,REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	SRR6078274	0.019170092583377724	1	1592985	C1650	control
131,PID_RHOA_PATHWAY	SRR6078274	-0.019707512516088772	1	1592985	C1650	control
132,PID_RHOA_REG_PATHWAY	SRR6078274	-0.0036255406804177755	1	1592985	C1650	control
133,REACTOME_HIV_INFECTION	SRR6078274	-0.019069313363931476	1	1592985	C1650	control
LV 134	SRR6078274	0.0014980913458962448	1	1592985	C1650	control
135,REACTOME_GLUCOSE_METABOLISM	SRR6078274	-0.020948125990586514	1	1592985	C1650	control
136,REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	SRR6078274	-0.0338712877386674	1	1592985	C1650	control
LV 137	SRR6078274	-0.024385814582292144	1	1592985	C1650	control
138,REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	SRR6078274	-0.04436621549333911	1	1592985	C1650	control
139,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	SRR6078274	-0.02530746615761122	1	1592985	C1650	control
LV 140	SRR6078274	-0.01996893308877112	1	1592985	C1650	control
141,IRIS_DendriticCell-LPSstimulated	SRR6078274	-0.001742877394310732	1	1592985	C1650	control
LV 142	SRR6078274	-0.029347558406954688	1	1592985	C1650	control
143,REACTOME_CELL_CYCLE_MITOTIC	SRR6078274	-0.03801656032420908	1	1592985	C1650	control
LV 144	SRR6078274	-0.03161205251176382	1	1592985	C1650	control
145,REACTOME_GLUCOSE_METABOLISM	SRR6078274	-0.018751834576517287	1	1592985	C1650	control
146,KEGG_OXIDATIVE_PHOSPHORYLATION	SRR6078274	-0.028427788557574867	1	1592985	C1650	control
147,REACTOME_NEURONAL_SYSTEM	SRR6078274	-0.02381672648497521	1	1592985	C1650	control
148,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	SRR6078274	-0.029906998728061567	1	1592985	C1650	control
149,KEGG_ECM_RECEPTOR_INTERACTION	SRR6078274	-0.03437337107873098	1	1592985	C1650	control
150,KEGG_PARKINSONS_DISEASE	SRR6078274	-0.02317400054938095	1	1592985	C1650	control
151,REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	SRR6078274	-0.017810171198734005	1	1592985	C1650	control
152,KEGG_PARKINSONS_DISEASE	SRR6078274	-0.0526758275425478	1	1592985	C1650	control
153,REACTOME_PI_METABOLISM	SRR6078274	-0.025667096733823804	1	1592985	C1650	control
154,MIPS_55S_RIBOSOME_MITOCHONDRIAL	SRR6078274	-0.03185568055937492	1	1592985	C1650	control
155,REACTOME_INNATE_IMMUNE_SYSTEM	SRR6078274	0.011285492625738466	1	1592985	C1650	control
156,KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	SRR6078274	-0.02224187157124869	1	1592985	C1650	control
157,REACTOME_RNA_POL_II_TRANSCRIPTION	SRR6078274	-0.03038456179891279	1	1592985	C1650	control
158,REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	SRR6078274	-0.019345255417061377	1	1592985	C1650	control
159,REACTOME_IMMUNE_SYSTEM	SRR6078274	-0.026836672461118368	1	1592985	C1650	control
LV 160	SRR6078274	-0.010039048767217422	1	1592985	C1650	control
161,PID_NOTCH_PATHWAY	SRR6078274	-0.03290811678618924	1	1592985	C1650	control
162,KEGG_LYSOSOME	SRR6078274	-0.022460266892734844	1	1592985	C1650	control
163,REACTOME_COLLAGEN_FORMATION	SRR6078274	0.03863515694152356	1	1592985	C1650	control
164,REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	SRR6078274	-0.04903806353753418	1	1592985	C1650	control
165,REACTOME_PROTEIN_FOLDING	SRR6078274	-0.01031013400888872	1	1592985	C1650	control
166,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	SRR6078274	-0.012123370664310178	1	1592985	C1650	control
167,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	SRR6078274	-0.013696065204850338	1	1592985	C1650	control
168,PID_HDAC_CLASSI_PATHWAY	SRR6078274	-0.041254777986212736	1	1592985	C1650	control
169,REACTOME_MITOTIC_M_M_G1_PHASES	SRR6078274	-0.03683489435553366	1	1592985	C1650	control
170,PID_LKB1_PATHWAY	SRR6078274	-0.02949510647159221	1	1592985	C1650	control
LV 171	SRR6078274	-0.034479028839856485	1	1592985	C1650	control
172,SVM B cells memory	SRR6078274	-4.520067419314355e-4	1	1592985	C1650	control
173,REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	SRR6078274	-0.036842089864805104	1	1592985	C1650	control
174,REACTOME_GPCR_DOWNSTREAM_SIGNALING	SRR6078274	-0.008173510593823879	1	1592985	C1650	control
175,MIPS_C_COMPLEX_SPLICEOSOME	SRR6078274	-0.039269406155005016	1	1592985	C1650	control
176,REACTOME_METABOLISM_OF_PROTEINS	SRR6078274	-0.03449037483956485	1	1592985	C1650	control
177,DMAP_ERY4	SRR6078274	-0.010911928915782918	1	1592985	C1650	control
LV 178	SRR6078274	-0.01808724654233938	1	1592985	C1650	control
LV 179	SRR6078274	-0.00564047359831005	1	1592985	C1650	control
180,REACTOME_METABOLISM_OF_PROTEINS	SRR6078274	-0.03603010436487614	1	1592985	C1650	control
LV 181	SRR6078274	-0.01818924501553121	1	1592985	C1650	control
182,REACTOME_AXON_GUIDANCE	SRR6078274	-0.05490369828855667	1	1592985	C1650	control
183,REACTOME_MEIOTIC_RECOMBINATION	SRR6078274	-0.024994078778282757	1	1592985	C1650	control
184,KEGG_SPLICEOSOME	SRR6078274	-0.03182918736512184	1	1592985	C1650	control
LV 185	SRR6078274	-0.02454288129420198	1	1592985	C1650	control
186,REACTOME_NEURONAL_SYSTEM	SRR6078274	-0.03410775791005609	1	1592985	C1650	control
187,REACTOME_SIGNALLING_BY_NGF	SRR6078274	-0.02511178609628139	1	1592985	C1650	control
188,MIPS_39S_RIBOSOMAL_SUBUNIT_MITOCHONDRIAL	SRR6078274	-0.038169984138115745	1	1592985	C1650	control
189,PID_PI3KCIAKTPATHWAY	SRR6078274	-0.008073929896457426	1	1592985	C1650	control
190,KEGG_PURINE_METABOLISM	SRR6078274	-0.001540689151624278	1	1592985	C1650	control
191,PID_MYC_REPRESSPATHWAY	SRR6078274	-0.008402933581190661	1	1592985	C1650	control
192,SVM NK cells activated	SRR6078274	0.028982983983372845	1	1592985	C1650	control
193,REACTOME_SIGNALING_BY_SCF_KIT	SRR6078274	-0.02333806114047313	1	1592985	C1650	control
194,REACTOME_DNA_REPAIR	SRR6078274	-0.02128188980642403	1	1592985	C1650	control
LV 195	SRR6078274	0.004929334280821741	1	1592985	C1650	control
LV 196	SRR6078274	-0.015210589981657651	1	1592985	C1650	control
LV 197	SRR6078274	9.106384275024224e-4	1	1592985	C1650	control
198,REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	SRR6078274	0.003935836257392708	1	1592985	C1650	control
199,REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION	SRR6078274	-0.04228102458855696	1	1592985	C1650	control
200,REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	SRR6078274	-0.019864621155936464	1	1592985	C1650	control
201,PID_FOXOPATHWAY	SRR6078274	-0.03271240013490902	1	1592985	C1650	control
LV 202	SRR6078274	-0.023111257072059292	1	1592985	C1650	control
203,PID_P53DOWNSTREAMPATHWAY	SRR6078274	-0.039486778905909264	1	1592985	C1650	control
204,SVM T cells CD4 memory resting	SRR6078274	-0.011484379111960132	1	1592985	C1650	control
205,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	SRR6078274	0.020314171263078228	1	1592985	C1650	control
206,REACTOME_ION_CHANNEL_TRANSPORT	SRR6078274	-0.009621916426776725	1	1592985	C1650	control
207,REACTOME_OPIOID_SIGNALLING	SRR6078274	0.006728527025186424	1	1592985	C1650	control
208,KEGG_FOCAL_ADHESION	SRR6078274	-0.030477415208281445	1	1592985	C1650	control
209,REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	SRR6078274	-0.024974215596237092	1	1592985	C1650	control
210,REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	SRR6078274	-0.018961148866171996	1	1592985	C1650	control
211,KEGG_ERBB_SIGNALING_PATHWAY	SRR6078274	-0.02624094341465893	1	1592985	C1650	control
212,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	SRR6078274	0.014946772357202619	1	1592985	C1650	control
213,REACTOME_AXON_GUIDANCE	SRR6078274	-0.01955996514903382	1	1592985	C1650	control
214,DMAP_BCELLA1	SRR6078274	0.00624846223059864	1	1592985	C1650	control
215,MIPS_39S_RIBOSOMAL_SUBUNIT_MITOCHONDRIAL	SRR6078274	-0.038414498894005375	1	1592985	C1650	control
216,REACTOME_IMMUNE_SYSTEM	SRR6078274	-0.003616285698682217	1	1592985	C1650	control
217,KEGG_ALZHEIMERS_DISEASE	SRR6078274	-0.034968419624657854	1	1592985	C1650	control
218,REACTOME_CELL_CYCLE_MITOTIC	SRR6078274	-0.020969878632966996	1	1592985	C1650	control
LV 219	SRR6078274	0.004252543567345288	1	1592985	C1650	control
220,KEGG_PROTEASOME	SRR6078274	-0.025338229152554688	1	1592985	C1650	control
221,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	SRR6078274	-0.015590921495422443	1	1592985	C1650	control
222,KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	SRR6078274	-0.02248465053912335	1	1592985	C1650	control
223,REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	SRR6078274	-0.01286977633555572	1	1592985	C1650	control
224,SVM Monocytes	SRR6078274	-0.028765774362138792	1	1592985	C1650	control
LV 225	SRR6078274	0.009215237251981118	1	1592985	C1650	control
226,REACTOME_GPCR_DOWNSTREAM_SIGNALING	SRR6078274	1.2203773862657974e-4	1	1592985	C1650	control
227,PID_HIF1_TFPATHWAY	SRR6078274	-0.009947910762801583	1	1592985	C1650	control
228,REACTOME_DEVELOPMENTAL_BIOLOGY	SRR6078274	-0.021974303444533008	1	1592985	C1650	control
229,REACTOME_METABOLISM_OF_RNA	SRR6078274	-0.021719257506355925	1	1592985	C1650	control
230,REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES	SRR6078274	0.012770538098968894	1	1592985	C1650	control
231,SVM Plasma cells	SRR6078274	-0.006415816029953627	1	1592985	C1650	control
232,KEGG_JAK_STAT_SIGNALING_PATHWAY	SRR6078274	-0.034686148851780535	1	1592985	C1650	control
233,REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	SRR6078274	-0.018836504045857003	1	1592985	C1650	control
234,REACTOME_IMMUNE_SYSTEM	SRR6078274	-0.024409730613850916	1	1592985	C1650	control
235,REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	SRR6078274	-0.019895421343549782	1	1592985	C1650	control
LV 236	SRR6078274	-0.02542253881087683	1	1592985	C1650	control
237,REACTOME_CELL_CYCLE	SRR6078274	-0.02752135252055925	1	1592985	C1650	control
238,REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL	SRR6078274	-0.02006859264027473	1	1592985	C1650	control
LV 239	SRR6078274	-0.017420050039394664	1	1592985	C1650	control
240,REACTOME_METABOLISM_OF_PROTEINS	SRR6078274	0.004523259349640105	1	1592985	C1650	control
241,REACTOME_SEMAPHORIN_INTERACTIONS	SRR6078274	-0.048511573333236364	1	1592985	C1650	control
LV 242	SRR6078274	-0.020490206574312966	1	1592985	C1650	control
LV 243	SRR6078274	-0.017225670081141894	1	1592985	C1650	control
LV 244	SRR6078274	6.699924717990314e-4	1	1592985	C1650	control
LV 245	SRR6078274	-0.005193652930021829	1	1592985	C1650	control
246,KEGG_CHEMOKINE_SIGNALING_PATHWAY	SRR6078274	-0.004772493313534202	1	1592985	C1650	control
247,PID_MYC_ACTIVPATHWAY	SRR6078274	-0.03058909494438516	1	1592985	C1650	control
248,REACTOME_METABOLISM_OF_RNA	SRR6078274	-0.03257622961367409	1	1592985	C1650	control
249,KEGG_RIBOSOME	SRR6078274	-0.03641283253517232	1	1592985	C1650	control
LV 250	SRR6078274	-0.01913464772993308	1	1592985	C1650	control
251,REACTOME_AQUAPORIN_MEDIATED_TRANSPORT	SRR6078274	-0.03040023929009208	1	1592985	C1650	control
LV 252	SRR6078274	-0.025822628736879176	1	1592985	C1650	control
253,KEGG_AXON_GUIDANCE	SRR6078274	-0.019874394003348884	1	1592985	C1650	control
254,DMAP_ERY3	SRR6078274	-0.02224467121469382	1	1592985	C1650	control
LV 255	SRR6078274	-0.019775499831754053	1	1592985	C1650	control
256,REACTOME_ER_PHAGOSOME_PATHWAY	SRR6078274	-0.007599041902619652	1	1592985	C1650	control
257,KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	SRR6078274	-0.02125422986202873	1	1592985	C1650	control
LV 258	SRR6078274	-0.0169210369830684	1	1592985	C1650	control
259,REACTOME_METABOLISM_OF_NUCLEOTIDES	SRR6078274	0.001532582795973454	1	1592985	C1650	control
260,REACTOME_CELL_CYCLE	SRR6078274	-0.028594728518370003	1	1592985	C1650	control
261,KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	SRR6078274	-0.037448241460629327	1	1592985	C1650	control
