"","ont","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"GO:0031492","MF","GO:0031492","nucleosomal DNA binding","3/14","88/22568",2.02150614960355e-05,0.000928337824087169,0.000559801702967137,"vorinostat/panobinostat/entinostat",3
"GO:0006346","BP","GO:0006346","methylation-dependent chromatin silencing","3/14","92/22568",2.3099925213465e-05,0.00103429915143289,0.000623697980763554,"vorinostat/panobinostat/entinostat",3
"GO:0001046","MF","GO:0001046","core promoter sequence-specific DNA binding","3/14","94/22568",2.46387993591569e-05,0.00105119005397366,0.000633883449632359,"vorinostat/panobinostat/entinostat",3
"GO:0033613","MF","GO:0033613","activating transcription factor binding","4/14","292/22568",2.48116215087361e-05,0.00105119005397366,0.000633883449632359,"vorinostat/panobinostat/entinostat/icosapent",4
"GO:0034405","BP","GO:0034405","response to fluid shear stress","4/14","295/22568",2.58248812813183e-05,0.00105119005397366,0.000633883449632359,"vorinostat/panobinostat/entinostat/ly-294002",4
"GO:0090090","BP","GO:0090090","negative regulation of canonical Wnt signaling pathway","4/14","295/22568",2.58248812813183e-05,0.00105119005397366,0.000633883449632359,"vorinostat/panobinostat/entinostat/ly-294002",4
"GO:0006344","BP","GO:0006344","maintenance of chromatin silencing","3/14","98/22568",2.79160564257592e-05,0.00111105904574522,0.000669985354218222,"vorinostat/panobinostat/entinostat",3
"GO:0090050","BP","GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","4/14","311/22568",3.17518873938906e-05,0.00123625283309691,0.000745479095334823,"vorinostat/panobinostat/entinostat/bi-2536",4
"GO:0016581","CC","GO:0016581","NuRD complex","3/14","104/22568",3.33504638564709e-05,0.00124438918264457,0.000750385436770596,"vorinostat/panobinostat/entinostat",3
"GO:0090545","CC","GO:0090545","CHD-type complex","3/14","104/22568",3.33504638564709e-05,0.00124438918264457,0.000750385436770596,"vorinostat/panobinostat/entinostat",3
"GO:0035098","CC","GO:0035098","ESC/E(Z) complex","3/14","105/22568",3.43187941533033e-05,0.00125070802417117,0.000754195793470054,"vorinostat/panobinostat/entinostat",3
"GO:0031491","MF","GO:0031491","nucleosome binding","3/14","106/22568",3.53054435869872e-05,0.00125070802417117,0.000754195793470054,"vorinostat/panobinostat/entinostat",3
"GO:0030178","BP","GO:0030178","negative regulation of Wnt signaling pathway","4/14","322/22568",3.63692347657354e-05,0.00125070802417117,0.000754195793470054,"vorinostat/panobinostat/entinostat/ly-294002",4
"GO:0016580","CC","GO:0016580","Sin3 complex","3/14","108/22568",3.73343492951765e-05,0.00125070802417117,0.000754195793470054,"vorinostat/panobinostat/entinostat",3
"GO:0070822","CC","GO:0070822","Sin3-type complex","3/14","108/22568",3.73343492951765e-05,0.00125070802417117,0.000754195793470054,"vorinostat/panobinostat/entinostat",3
"GO:0033045","BP","GO:0033045","regulation of sister chromatid segregation","4/14","325/22568",3.77097896735027e-05,0.00125070802417117,0.000754195793470054,"vorinostat/panobinostat/bi-2536/ly-294002",4
"GO:2000756","BP","GO:2000756","regulation of peptidyl-lysine acetylation","4/14","327/22568",3.86234339383496e-05,0.00125771945788335,0.000758423793698501,"vorinostat/panobinostat/entinostat/ly-294002",4
"GO:0010592","BP","GO:0010592","positive regulation of lamellipodium assembly","3/14","110/22568",3.9438477311389e-05,0.00126132701544103,0.000760599205291073,"vorinostat/panobinostat/ly-294002",3
"GO:0070491","MF","GO:0070491","repressing transcription factor binding","4/14","331/22568",4.04993845937932e-05,0.00126539217681037,0.000763050558880625,"vorinostat/panobinostat/entinostat/icosapent",4
"GO:0032006","BP","GO:0032006","regulation of TOR signaling","4/14","332/22568",4.09786411250706e-05,0.00126539217681037,0.000763050558880625,"vorinostat/panobinostat/entinostat/ly-294002",4
"GO:0010717","BP","GO:0010717","regulation of epithelial to mesenchymal transition","4/14","346/22568",4.81346132678223e-05,0.0014277354522492,0.000860946001356299,"vorinostat/panobinostat/entinostat/ly-294002",4
"GO:2000757","BP","GO:2000757","negative regulation of peptidyl-lysine acetylation","3/14","118/22568",4.86329977072163e-05,0.0014277354522492,0.000860946001356299,"vorinostat/panobinostat/entinostat",3
"GO:1904837","BP","GO:1904837","beta-catenin-TCF complex assembly","3/14","119/22568",4.98724842986442e-05,0.0014277354522492,0.000860946001356299,"vorinostat/panobinostat/entinostat",3
"GO:0032965","BP","GO:0032965","regulation of collagen biosynthetic process","4/14","350/22568",5.03374550746667e-05,0.0014277354522492,0.000860946001356299,"vorinostat/panobinostat/entinostat/icosapent",4
"GO:0043044","BP","GO:0043044","ATP-dependent chromatin remodeling","3/14","120/22568",5.11325409651611e-05,0.0014277354522492,0.000860946001356299,"vorinostat/panobinostat/entinostat",3
"GO:0043921","BP","GO:0043921","modulation by host of viral transcription","3/14","121/22568",5.24133266042867e-05,0.0014277354522492,0.000860946001356299,"vorinostat/panobinostat/entinostat",3
"GO:0052472","BP","GO:0052472","modulation by host of symbiont transcription","3/14","121/22568",5.24133266042867e-05,0.0014277354522492,0.000860946001356299,"vorinostat/panobinostat/entinostat",3
"GO:0010712","BP","GO:0010712","regulation of collagen metabolic process","4/14","354/22568",5.26133667495516e-05,0.0014277354522492,0.000860946001356299,"vorinostat/panobinostat/entinostat/icosapent",4
"GO:0031000","BP","GO:0031000","response to caffeine","4/14","366/22568",5.9894621740479e-05,0.00157751864025291,0.000951267521760549,"vorinostat/panobinostat/entinostat/icosapent",4
"GO:0036270","BP","GO:0036270","response to diuretic","4/14","366/22568",5.9894621740479e-05,0.00157751864025291,0.000951267521760549,"vorinostat/panobinostat/entinostat/icosapent",4
"GO:0090049","BP","GO:0090049","regulation of cell migration involved in sprouting angiogenesis","4/14","368/22568",6.11763047929801e-05,0.00158792408527866,0.000957542161977079,"vorinostat/panobinostat/entinostat/bi-2536",4
"GO:0055093","BP","GO:0055093","response to hyperoxia","4/14","379/22568",6.85879535629355e-05,0.00175487178330311,0.00105821414068529,"vorinostat/panobinostat/entinostat/icosapent",4
"GO:1901983","BP","GO:1901983","regulation of protein acetylation","4/14","381/22568",7.00030037672721e-05,0.00176585041897443,0.00106483442350217,"vorinostat/panobinostat/entinostat/ly-294002",4
"GO:0070603","CC","GO:0070603","SWI/SNF superfamily-type complex","3/14","136/22568",7.4219875306493e-05,0.00182477079927717,0.00110036430107166,"vorinostat/panobinostat/entinostat",3
"GO:0036296","BP","GO:0036296","response to increased oxygen levels","4/14","387/22568",7.43764759057698e-05,0.00182477079927717,0.00110036430107166,"vorinostat/panobinostat/entinostat/icosapent",4
"GO:0031929","BP","GO:0031929","TOR signaling","4/14","389/22568",7.58777369783367e-05,0.00183644630984056,0.0011074048099541,"vorinostat/panobinostat/entinostat/ly-294002",4
"GO:0045652","BP","GO:0045652","regulation of megakaryocyte differentiation","3/14","139/22568",7.91917742472634e-05,0.00189109956902465,0.00114036154916059,"vorinostat/panobinostat/entinostat",3
"GO:0033144","BP","GO:0033144","negative regulation of intracellular steroid hormone receptor signaling pathway","3/14","145/22568",8.97796389183369e-05,0.00211572806977291,0.0012758159214711,"vorinostat/panobinostat/entinostat",3
"GO:0006338","BP","GO:0006338","chromatin remodeling","4/14","409/22568",9.21365511399919e-05,0.00214307224794449,0.00129230487313235,"vorinostat/panobinostat/entinostat/ly-294002",4
"GO:0045342","BP","GO:0045342","MHC class II biosynthetic process","3/14","149/22568",9.73285850744122e-05,0.00218488676429579,0.00131751965686179,"vorinostat/panobinostat/entinostat",3
"GO:0045346","BP","GO:0045346","regulation of MHC class II biosynthetic process","3/14","149/22568",9.73285850744122e-05,0.00218488676429579,0.00131751965686179,"vorinostat/panobinostat/entinostat",3
"GO:0010591","BP","GO:0010591","regulation of lamellipodium assembly","3/14","150/22568",9.92785149337445e-05,0.00218488676429579,0.00131751965686179,"vorinostat/panobinostat/ly-294002",3
"GO:0010869","BP","GO:0010869","regulation of receptor biosynthetic process","4/14","418/22568",0.000100226677958928,0.00218488676429579,0.00131751965686179,"vorinostat/panobinostat/entinostat/icosapent",4
"GO:0019083","BP","GO:0019083","viral transcription","3/14","151/22568",0.000101253825481045,0.00218488676429579,0.00131751965686179,"vorinostat/panobinostat/entinostat",3
"GO:0046782","BP","GO:0046782","regulation of viral transcription","3/14","151/22568",0.000101253825481045,0.00218488676429579,0.00131751965686179,"vorinostat/panobinostat/entinostat",3
"GO:0014874","BP","GO:0014874","response to stimulus involved in regulation of muscle adaptation","3/14","156/22568",0.000111516373931352,0.00232237425735131,0.00140042668785004,"vorinostat/panobinostat/ly-294002",3
"GO:0090568","CC","GO:0090568","nuclear transcriptional repressor complex","3/14","156/22568",0.000111516373931352,0.00232237425735131,0.00140042668785004,"vorinostat/panobinostat/entinostat",3
"GO:0010677","BP","GO:0010677","negative regulation of cellular carbohydrate metabolic process","4/14","430/22568",0.000111805179255251,0.00232237425735131,0.00140042668785004,"vorinostat/panobinostat/icosapent/ly-294002",4
"GO:0032964","BP","GO:0032964","collagen biosynthetic process","4/14","431/22568",0.000112812149854586,0.00232237425735131,0.00140042668785004,"vorinostat/panobinostat/entinostat/icosapent",4
"GO:1903672","BP","GO:1903672","positive regulation of sprouting angiogenesis","4/14","433/22568",0.000114845918146046,0.00233737544772237,0.00140947263179238,"vorinostat/panobinostat/entinostat/bi-2536",4
"GO:1902894","BP","GO:1902894","negative regulation of pri-miRNA transcription by RNA polymerase II","3/14","160/22568",0.000120198628214995,0.00241882857452872,0.0014585900951932,"vorinostat/panobinostat/icosapent",3
"GO:0045912","BP","GO:0045912","negative regulation of carbohydrate metabolic process","4/14","444/22568",0.000126513129321884,0.00251761127350549,0.00151815755186261,"vorinostat/panobinostat/icosapent/ly-294002",4
"GO:0034983","BP","GO:0034983","peptidyl-lysine deacetylation","3/14","167/22568",0.000136433249568714,0.00263224832530812,0.00158728542229636,"vorinostat/panobinostat/entinostat",3
"GO:0052312","BP","GO:0052312","modulation of transcription in other organism involved in symbiotic interaction","3/14","167/22568",0.000136433249568714,0.00263224832530812,0.00158728542229636,"vorinostat/panobinostat/entinostat",3
"GO:0051983","BP","GO:0051983","regulation of chromosome segregation","4/14","453/22568",0.000136682911364408,0.00263224832530812,0.00158728542229636,"vorinostat/panobinostat/bi-2536/ly-294002",4
"GO:0061029","BP","GO:0061029","eyelid development in camera-type eye","3/14","168/22568",0.000138862976106709,0.00264578287454379,0.0015954469595239,"vorinostat/panobinostat/entinostat",3
"GO:0000792","CC","GO:0000792","heterochromatin","3/14","169/22568",0.0001413207689136,0.00266426839078165,0.00160659400449145,"vorinostat/panobinostat/entinostat",3
"GO:0007492","BP","GO:0007492","endoderm development","3/14","173/22568",0.000151435537539357,0.00279609327559782,0.00168608639734542,"vorinostat/panobinostat/entinostat",3
"GO:0071498","BP","GO:0071498","cellular response to fluid shear stress","3/14","173/22568",0.000151435537539357,0.00279609327559782,0.00168608639734542,"vorinostat/panobinostat/entinostat",3
"GO:0060765","BP","GO:0060765","regulation of androgen receptor signaling pathway","3/14","174/22568",0.000154035860633887,0.0028150839428091,0.00169753805596529,"vorinostat/panobinostat/entinostat",3
"GO:0001837","BP","GO:0001837","epithelial to mesenchymal transition","4/14","469/22568",0.000156214495391986,0.00282606223481866,0.00170415813154894,"vorinostat/panobinostat/entinostat/ly-294002",4
"GO:0070933","BP","GO:0070933","histone H4 deacetylation","3/14","176/22568",0.000159323484836124,0.00285348361341499,0.00172069363623014,"vorinostat/panobinostat/entinostat",3
"GO:0030332","MF","GO:0030332","cyclin binding","3/14","179/22568",0.00016747454486953,0.00295081394352388,0.00177938529257721,"vorinostat/panobinostat/entinostat",3
"GO:0018394","BP","GO:0018394","peptidyl-lysine acetylation","4/14","478/22568",0.00016805305541007,0.00295081394352388,0.00177938529257721,"vorinostat/panobinostat/entinostat/ly-294002",4
"GO:0000819","BP","GO:0000819","sister chromatid segregation","4/14","484/22568",0.000176299274169534,0.00306555339842365,0.0018485749136223,"vorinostat/panobinostat/bi-2536/ly-294002",4
"GO:0005080","MF","GO:0005080","protein kinase C binding","4/14","490/22568",0.000184835702576191,0.00316869840348824,0.00191077290662608,"vorinostat/panobinostat/entinostat/ly-294002",4
"GO:0010714","BP","GO:0010714","positive regulation of collagen metabolic process","3/14","186/22568",0.000187538822317004,0.00316869840348824,0.00191077290662608,"vorinostat/panobinostat/entinostat",3
"GO:0032967","BP","GO:0032967","positive regulation of collagen biosynthetic process","3/14","186/22568",0.000187538822317004,0.00316869840348824,0.00191077290662608,"vorinostat/panobinostat/entinostat",3
"GO:1903670","BP","GO:1903670","regulation of sprouting angiogenesis","4/14","495/22568",0.000192175522904563,0.00321669496749601,0.00193971555828905,"vorinostat/panobinostat/entinostat/bi-2536",4
"GO:0045820","BP","GO:0045820","negative regulation of glycolytic process","3/14","189/22568",0.000196595047695789,0.00326020120762183,0.00196595047695789,"vorinostat/panobinostat/icosapent",3
"GO:0030812","BP","GO:0030812","negative regulation of nucleotide catabolic process","3/14","191/22568",0.000202787801840173,0.00330175411905227,0.00199100750897624,"vorinostat/panobinostat/icosapent",3
"GO:0051198","BP","GO:0051198","negative regulation of coenzyme metabolic process","3/14","191/22568",0.000202787801840173,0.00330175411905227,0.00199100750897624,"vorinostat/panobinostat/icosapent",3
"GO:0043586","BP","GO:0043586","tongue development","3/14","193/22568",0.000209106096678091,0.00337395512748164,0.00203454580551657,"vorinostat/panobinostat/entinostat",3
"GO:0031519","CC","GO:0031519","PcG protein complex","3/14","194/22568",0.000212312675394774,0.00339510715742893,0.00204730079844961,"vorinostat/panobinostat/entinostat",3
"GO:0035097","CC","GO:0035097","histone methyltransferase complex","3/14","195/22568",0.000215551063062285,0.00340020321484861,0.00205037379789866,"vorinostat/panobinostat/entinostat",3
"GO:0001047","MF","GO:0001047","core promoter binding","3/14","196/22568",0.000218821400452923,0.00340020321484861,0.00205037379789866,"vorinostat/panobinostat/entinostat",3
"GO:0030219","BP","GO:0030219","megakaryocyte differentiation","3/14","196/22568",0.000218821400452923,0.00340020321484861,0.00205037379789866,"vorinostat/panobinostat/entinostat",3
"GO:0071889","MF","GO:0071889","14-3-3 protein binding","3/14","197/22568",0.000222123828105688,0.00340020321484861,0.00205037379789866,"vorinostat/panobinostat/ly-294002",3
"GO:1990841","MF","GO:1990841","promoter-specific chromatin binding","3/14","197/22568",0.000222123828105688,0.00340020321484861,0.00205037379789866,"vorinostat/panobinostat/entinostat",3
"GO:0031078","MF","GO:0031078","histone deacetylase activity (H3-K14 specific)","3/14","199/22568",0.000228825515188362,0.0034439201487593,0.00207673576809606,"vorinostat/panobinostat/entinostat",3
"GO:0032041","MF","GO:0032041","NAD-dependent histone deacetylase activity (H3-K14 specific)","3/14","199/22568",0.000228825515188362,0.0034439201487593,0.00207673576809606,"vorinostat/panobinostat/entinostat",3
"GO:0051154","BP","GO:0051154","negative regulation of striated muscle cell differentiation","3/14","200/22568",0.000232225054531688,0.00346595893888544,0.00209002549078519,"vorinostat/panobinostat/icosapent",3
"GO:0030032","BP","GO:0030032","lamellipodium assembly","3/14","205/22568",0.000249715286624663,0.00369619899458489,0.00222886371532757,"vorinostat/panobinostat/ly-294002",3
"GO:1902745","BP","GO:1902745","positive regulation of lamellipodium organization","3/14","207/22568",0.000256943821249429,0.00377201953981744,0.00227458464712609,"vorinostat/panobinostat/ly-294002",3
"GO:0034708","CC","GO:0034708","methyltransferase complex","3/14","208/22568",0.000260608450850479,0.00379471329653014,0.00228826932454079,"vorinostat/panobinostat/entinostat",3
"GO:0048149","BP","GO:0048149","behavioral response to ethanol","3/14","211/22568",0.000271805441191464,0.0039258350417251,0.00236733771360307,"vorinostat/panobinostat/entinostat",3
"GO:0030809","BP","GO:0030809","negative regulation of nucleotide biosynthetic process","3/14","214/22568",0.000283309964628532,0.00399533973739921,0.00240925009290405,"vorinostat/panobinostat/icosapent",3
"GO:1900372","BP","GO:1900372","negative regulation of purine nucleotide biosynthetic process","3/14","214/22568",0.000283309964628532,0.00399533973739921,0.00240925009290405,"vorinostat/panobinostat/icosapent",3
"GO:2001170","BP","GO:2001170","negative regulation of ATP biosynthetic process","3/14","214/22568",0.000283309964628532,0.00399533973739921,0.00240925009290405,"vorinostat/panobinostat/icosapent",3
"GO:0006342","BP","GO:0006342","chromatin silencing","3/14","216/22568",0.000291152320817977,0.00404227757042633,0.00243755431382492,"vorinostat/panobinostat/entinostat",3
"GO:0010870","BP","GO:0010870","positive regulation of receptor biosynthetic process","3/14","216/22568",0.000291152320817977,0.00404227757042633,0.00243755431382492,"vorinostat/panobinostat/entinostat",3
"GO:0045814","BP","GO:0045814","negative regulation of gene expression, epigenetic","3/14","219/22568",0.00030317758660446,0.00417685428929682,0.00251870610409859,"vorinostat/panobinostat/entinostat",3
"GO:0002076","BP","GO:0002076","osteoblast development","3/14","224/22568",0.000323926666237135,0.00439509590326294,0.00265030908739474,"rivastigmine/vorinostat/panobinostat",3
"GO:0019080","BP","GO:0019080","viral gene expression","3/14","224/22568",0.000323926666237135,0.00439509590326294,0.00265030908739474,"vorinostat/panobinostat/entinostat",3
"GO:0043537","BP","GO:0043537","negative regulation of blood vessel endothelial cell migration","3/14","231/22568",0.000354488222257022,0.0047735970380626,0.00287855097772619,"vorinostat/panobinostat/icosapent",3
"GO:0042733","BP","GO:0042733","embryonic digit morphogenesis","3/14","235/22568",0.000372760044894631,0.00498218836124093,0.00300433469019554,"vorinostat/panobinostat/entinostat",3
"GO:0010596","BP","GO:0010596","negative regulation of endothelial cell migration","3/14","244/22568",0.000416071809316057,0.00551988600359303,0.00332857447452846,"vorinostat/panobinostat/icosapent",3
"GO:0070932","BP","GO:0070932","histone H3 deacetylation","3/14","251/22568",0.000451913529061846,0.00595130243051299,0.00358872508372643,"vorinostat/panobinostat/entinostat",3
"GO:0017053","CC","GO:0017053","transcriptional repressor complex","3/14","252/22568",0.000457190615785913,0.00597684958301146,0.00360413040181596,"vorinostat/panobinostat/entinostat",3
"GO:0033235","BP","GO:0033235","positive regulation of protein sumoylation","2/14","52/22568",0.000465533087387479,0.0060418098515288,0.00364330242303244,"vorinostat/panobinostat",2
"GO:1902743","BP","GO:1902743","regulation of lamellipodium organization","3/14","256/22568",0.000478696184547833,0.00615002113945262,0.00370855546097645,"vorinostat/panobinostat/ly-294002",3
"GO:0000118","CC","GO:0000118","histone deacetylase complex","3/14","257/22568",0.00048417251851637,0.00615002113945262,0.00370855546097645,"vorinostat/panobinostat/entinostat",3
"GO:0048741","BP","GO:0048741","skeletal muscle fiber development","3/14","257/22568",0.00048417251851637,0.00615002113945262,0.00370855546097645,"vorinostat/panobinostat/entinostat",3
"GO:0014888","BP","GO:0014888","striated muscle adaptation","3/14","258/22568",0.000489689082948599,0.00617628977155592,0.00372439584214428,"vorinostat/panobinostat/ly-294002",3
"GO:0017136","MF","GO:0017136","NAD-dependent histone deacetylase activity","3/14","261/22568",0.000506481422834966,0.00625591881584431,0.00377241335628802,"vorinostat/panobinostat/entinostat",3
"GO:0051148","BP","GO:0051148","negative regulation of muscle cell differentiation","3/14","261/22568",0.000506481422834966,0.00625591881584431,0.00377241335628802,"vorinostat/panobinostat/icosapent",3
"GO:1904949","CC","GO:1904949","ATPase complex","3/14","261/22568",0.000506481422834966,0.00625591881584431,0.00377241335628802,"vorinostat/panobinostat/entinostat",3
"GO:0014904","BP","GO:0014904","myotube cell development","3/14","266/22568",0.000535285027845021,0.00652173799231587,0.00393270632702465,"vorinostat/panobinostat/entinostat",3
"GO:0034979","MF","GO:0034979","NAD-dependent protein deacetylase activity","3/14","266/22568",0.000535285027845021,0.00652173799231587,0.00393270632702465,"vorinostat/panobinostat/entinostat",3
"GO:0014911","BP","GO:0014911","positive regulation of smooth muscle cell migration","3/14","268/22568",0.000547095122013402,0.00662059029409462,0.00399231575523294,"vorinostat/panobinostat/ly-294002",3
"GO:1901223","BP","GO:1901223","negative regulation of NIK/NF-kappaB signaling","2/14","58/22568",0.000579103890315854,0.00696090649366238,0.00419753155396727,"vorinostat/panobinostat",2
"GO:0010633","BP","GO:0010633","negative regulation of epithelial cell migration","3/14","275/22568",0.000589747658572068,0.00704158704335049,0.00424618314171889,"vorinostat/panobinostat/icosapent",3
"GO:0031490","MF","GO:0031490","chromatin DNA binding","3/14","276/22568",0.000596009788920029,0.00706922868844883,0.0042628514704214,"vorinostat/panobinostat/entinostat",3
"GO:0032732","BP","GO:0032732","positive regulation of interleukin-1 production","3/14","279/22568",0.000615052247377219,0.00724709588850395,0.00437010807346972,"vorinostat/panobinostat/entinostat",3
