"","ont","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"GO:0042738","BP","GO:0042738","exogenous drug catabolic process","9/41","439/22568",7.4154101153578e-08,2.02036219233885e-05,1.59661940282823e-05,"suprofen/piperine/felbamate/ethotoin/vardenafil/imatinib/amiodarone/lornoxicam/enflurane",9
"GO:0086004","BP","GO:0086004","regulation of cardiac muscle cell contraction","8/41","341/22568",1.5489590748637e-07,3.86852528947209e-05,3.05715606880994e-05,"psb-36/ethotoin/theobromine/nimodipine/diltiazem/cgs-21680/amiodarone/pentoxifylline",8
"GO:0002087","BP","GO:0002087","regulation of respiratory gaseous exchange by neurological system process","5/41","71/22568",1.83270563330642e-07,4.09793755969939e-05,3.2384523152358e-05,"psb-36/theobromine/cgs-21680/pentoxifylline/enflurane",5
"GO:0031802","MF","GO:0031802","type 5 metabotropic glutamate receptor binding","5/41","73/22568",2.10867060822138e-07,4.09793755969939e-05,3.2384523152358e-05,"psb-36/theobromine/imatinib/cgs-21680/pentoxifylline",5
"GO:0045213","BP","GO:0045213","neurotransmitter receptor metabolic process","6/41","145/22568",2.36873141718038e-07,4.09793755969939e-05,3.2384523152358e-05,"desoxypeganine/pralidoxime/huperzine-a/velnacrine/pentoxifylline/demecarium",6
"GO:0043116","BP","GO:0043116","negative regulation of vascular permeability","6/41","149/22568",2.78193955592225e-07,4.09793755969939e-05,3.2384523152358e-05,"enoximone/psb-36/theobromine/anagrelide/cgs-21680/pentoxifylline",6
"GO:1903115","BP","GO:1903115","regulation of actin filament-based movement","8/41","369/22568",2.82496675494668e-07,4.09793755969939e-05,3.2384523152358e-05,"psb-36/ethotoin/theobromine/nimodipine/diltiazem/cgs-21680/amiodarone/pentoxifylline",8
"GO:0044065","BP","GO:0044065","regulation of respiratory system process","5/41","79/22568",3.13883411882671e-07,4.09793755969939e-05,3.2384523152358e-05,"psb-36/theobromine/cgs-21680/pentoxifylline/enflurane",5
"GO:0042135","BP","GO:0042135","neurotransmitter catabolic process","8/41","375/22568",3.19277623141921e-07,4.09793755969939e-05,3.2384523152358e-05,"piperine/desoxypeganine/pralidoxime/huperzine-a/as-605240/velnacrine/pentoxifylline/demecarium",8
"GO:0001919","BP","GO:0001919","regulation of receptor recycling","6/41","154/22568",3.37999176147036e-07,4.09793755969939e-05,3.2384523152358e-05,"desoxypeganine/pralidoxime/huperzine-a/velnacrine/pentoxifylline/demecarium",6
"GO:0042447","BP","GO:0042447","hormone catabolic process","8/41","379/22568",3.46018716325371e-07,4.09793755969939e-05,3.2384523152358e-05,"trandolapril/desoxypeganine/pralidoxime/huperzine-a/velnacrine/amiodarone/pentoxifylline/demecarium",8
"GO:0032242","BP","GO:0032242","regulation of nucleoside transport","4/41","33/22568",3.69183563936882e-07,4.09793755969939e-05,3.2384523152358e-05,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0032244","BP","GO:0032244","positive regulation of nucleoside transport","4/41","33/22568",3.69183563936882e-07,4.09793755969939e-05,3.2384523152358e-05,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0032795","MF","GO:0032795","heterotrimeric G-protein binding","4/41","33/22568",3.69183563936882e-07,4.09793755969939e-05,3.2384523152358e-05,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0032899","BP","GO:0032899","regulation of neurotrophin production","4/41","33/22568",3.69183563936882e-07,4.09793755969939e-05,3.2384523152358e-05,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0032900","BP","GO:0032900","negative regulation of neurotrophin production","4/41","33/22568",3.69183563936882e-07,4.09793755969939e-05,3.2384523152358e-05,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0099582","MF","GO:0099582","neurotransmitter receptor activity involved in regulation of presynaptic cytosolic calcium ion concentration","4/41","33/22568",3.69183563936882e-07,4.09793755969939e-05,3.2384523152358e-05,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0001881","BP","GO:0001881","receptor recycling","6/41","158/22568",3.93111401712237e-07,4.20769596761276e-05,3.32519042801704e-05,"desoxypeganine/pralidoxime/huperzine-a/velnacrine/pentoxifylline/demecarium",6
"GO:0043083","CC","GO:0043083","synaptic cleft","6/41","164/22568",4.89448808013786e-07,5.05820026764592e-05,3.99731331408718e-05,"desoxypeganine/pralidoxime/huperzine-a/velnacrine/pentoxifylline/demecarium",6
"GO:1900453","BP","GO:1900453","negative regulation of long-term synaptic depression","4/41","36/22568",5.29358082940116e-07,5.28828724857176e-05,4.17914276005355e-05,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0016712","MF","GO:0016712","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","8/41","412/22568",6.50062233806645e-07,5.66527767603119e-05,4.47706470367567e-05,"suprofen/felbamate/vardenafil/diltiazem/imatinib/amiodarone/lornoxicam/enflurane",8
"GO:0051393","MF","GO:0051393","alpha-actinin binding","7/41","280/22568",6.58021470680627e-07,5.66527767603119e-05,4.47706470367567e-05,"psb-36/theobromine/nimodipine/diltiazem/cgs-21680/amiodarone/pentoxifylline",7
"GO:0014057","BP","GO:0014057","positive regulation of acetylcholine secretion, neurotransmission","4/41","38/22568",6.61610672876515e-07,5.66527767603119e-05,4.47706470367567e-05,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0032224","BP","GO:0032224","positive regulation of synaptic transmission, cholinergic","4/41","38/22568",6.61610672876515e-07,5.66527767603119e-05,4.47706470367567e-05,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0032241","BP","GO:0032241","positive regulation of nucleobase-containing compound transport","4/41","38/22568",6.61610672876515e-07,5.66527767603119e-05,4.47706470367567e-05,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0005604","CC","GO:0005604","basement membrane","6/41","179/22568",8.1748851612291e-07,6.80559189672323e-05,5.37821392186125e-05,"desoxypeganine/pralidoxime/huperzine-a/velnacrine/pentoxifylline/demecarium",6
"GO:0044304","CC","GO:0044304","main axon","7/41","291/22568",8.51727382908044e-07,6.89899180155516e-05,5.45202449941138e-05,"psb-36/flupirtine/theobromine/cgs-21680/pentoxifylline/epothilone/enflurane",7
"GO:0043236","MF","GO:0043236","laminin binding","6/41","190/22568",1.15788930592329e-06,8.63613116788416e-05,6.82482311354842e-05,"desoxypeganine/pralidoxime/huperzine-a/velnacrine/pentoxifylline/demecarium",6
"GO:0008391","MF","GO:0008391","arachidonic acid monooxygenase activity","7/41","307/22568",1.21747495663078e-06,8.63613116788416e-05,6.82482311354842e-05,"suprofen/felbamate/vardenafil/imatinib/amiodarone/lornoxicam/enflurane",7
"GO:0008392","MF","GO:0008392","arachidonic acid epoxygenase activity","7/41","307/22568",1.21747495663078e-06,8.63613116788416e-05,6.82482311354842e-05,"suprofen/felbamate/vardenafil/imatinib/amiodarone/lornoxicam/enflurane",7
"GO:0050961","BP","GO:0050961","detection of temperature stimulus involved in sensory perception","6/41","192/22568",1.23071954923671e-06,8.63613116788416e-05,6.82482311354842e-05,"piperine/psb-36/theobromine/imatinib/cgs-21680/pentoxifylline",6
"GO:0050965","BP","GO:0050965","detection of temperature stimulus involved in sensory perception of pain","6/41","192/22568",1.23071954923671e-06,8.63613116788416e-05,6.82482311354842e-05,"piperine/psb-36/theobromine/imatinib/cgs-21680/pentoxifylline",6
"GO:0031594","CC","GO:0031594","neuromuscular junction","8/41","449/22568",1.23908455194868e-06,8.63613116788416e-05,6.82482311354842e-05,"desoxypeganine/pralidoxime/huperzine-a/imatinib/velnacrine/pentoxifylline/epothilone/demecarium",8
"GO:0006656","BP","GO:0006656","phosphatidylcholine biosynthetic process","6/41","194/22568",1.30725645205026e-06,8.90419906089686e-05,7.03666750505521e-05,"desoxypeganine/pralidoxime/huperzine-a/velnacrine/pentoxifylline/demecarium",6
"GO:0042166","MF","GO:0042166","acetylcholine binding","6/41","198/22568",1.47203132488523e-06,9.80372862373563e-05,7.74753328886963e-05,"desoxypeganine/pralidoxime/huperzine-a/velnacrine/pentoxifylline/demecarium",6
"GO:0043268","BP","GO:0043268","positive regulation of potassium ion transport","7/41","317/22568",1.50693852276113e-06,9.81803207111981e-05,7.75883678767173e-05,"psb-36/flupirtine/theobromine/cgs-21680/amiodarone/pentoxifylline/enflurane",7
"GO:0005518","MF","GO:0005518","collagen binding","7/41","320/22568",1.60426271274576e-06,0.000102297347874448,8.08419060174235e-05,"desoxypeganine/pralidoxime/huperzine-a/imatinib/velnacrine/pentoxifylline/demecarium",7
"GO:0035810","BP","GO:0035810","positive regulation of urine volume","5/41","112/22568",1.78812554814353e-06,0.000111646088912212,8.82298790202401e-05,"psb-36/theobromine/diltiazem/cgs-21680/pentoxifylline",5
"GO:0035256","MF","GO:0035256","G protein-coupled glutamate receptor binding","5/41","114/22568",1.95153121850519e-06,0.000119362021670613,9.43275025056213e-05,"psb-36/theobromine/imatinib/cgs-21680/pentoxifylline",5
"GO:0019373","BP","GO:0019373","epoxygenase P450 pathway","7/41","331/22568",2.00744184067464e-06,0.000120326063930038,9.50893503477459e-05,"suprofen/felbamate/vardenafil/imatinib/amiodarone/lornoxicam/enflurane",7
"GO:0042805","MF","GO:0042805","actinin binding","7/41","342/22568",2.49222847135562e-06,0.000146455073110839,0.00011573816430444,"psb-36/theobromine/nimodipine/diltiazem/cgs-21680/amiodarone/pentoxifylline",7
"GO:0002076","BP","GO:0002076","osteoblast development","6/41","224/22568",3.0077784104663e-06,0.000173352151849375,0.000136993955942291,"desoxypeganine/pralidoxime/huperzine-a/velnacrine/pentoxifylline/demecarium",6
"GO:0060372","BP","GO:0060372","regulation of atrial cardiac muscle cell membrane repolarization","5/41","128/22568",3.45211887956199e-06,0.000191661875897893,0.000151463470758569,"flupirtine/ethotoin/nimodipine/diltiazem/amiodarone",5
"GO:0032239","BP","GO:0032239","regulation of nucleobase-containing compound transport","4/41","57/22568",3.45336713329537e-06,0.000191661875897893,0.000151463470758569,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0031000","BP","GO:0031000","response to caffeine","7/41","366/22568",3.89679105699802e-06,0.000208547907103983,0.000164807892448225,"psb-36/theobromine/nimodipine/diltiazem/cgs-21680/amiodarone/pentoxifylline",7
"GO:0036270","BP","GO:0036270","response to diuretic","7/41","366/22568",3.89679105699802e-06,0.000208547907103983,0.000164807892448225,"psb-36/theobromine/nimodipine/diltiazem/cgs-21680/amiodarone/pentoxifylline",7
"GO:0045741","BP","GO:0045741","positive regulation of epidermal growth factor-activated receptor activity","4/41","60/22568",4.24640054836024e-06,0.000223271270937467,0.00017644323608145,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0032229","BP","GO:0032229","negative regulation of synaptic transmission, GABAergic","5/41","135/22568",4.48188766688403e-06,0.000231589954097438,0.00018301719147893,"psb-36/theobromine/guvacine/cgs-21680/pentoxifylline",5
"GO:1900452","BP","GO:1900452","regulation of long-term synaptic depression","4/41","66/22568",6.22695617564602e-06,0.000316308265396798,0.000249967018647699,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0043576","BP","GO:0043576","regulation of respiratory gaseous exchange","5/41","148/22568",7.02226619019423e-06,0.000345011996262493,0.000272650542328508,"psb-36/theobromine/cgs-21680/pentoxifylline/enflurane",5
"GO:0099624","BP","GO:0099624","atrial cardiac muscle cell membrane repolarization","5/41","148/22568",7.02226619019423e-06,0.000345011996262493,0.000272650542328508,"flupirtine/ethotoin/nimodipine/diltiazem/amiodarone",5
"GO:0070989","BP","GO:0070989","oxidative demethylation","6/41","262/22568",7.39331136886407e-06,0.000357383131814284,0.000282427004752872,"suprofen/vardenafil/diltiazem/imatinib/amiodarone/lornoxicam",6
"GO:0014049","BP","GO:0014049","positive regulation of glutamate secretion","4/41","70/22568",7.88045253182558e-06,0.000374884384728274,0.000296257613978405,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0014050","BP","GO:0014050","negative regulation of glutamate secretion","4/41","72/22568",8.81900344053735e-06,0.000412977395488913,0.000326361147059359,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0016048","BP","GO:0016048","detection of temperature stimulus","6/41","272/22568",9.15331379777939e-06,0.000422038176183767,0.000333521555384674,"piperine/psb-36/theobromine/imatinib/cgs-21680/pentoxifylline",6
"GO:1902951","BP","GO:1902951","negative regulation of dendritic spine maintenance","4/41","74/22568",9.83757893839535e-06,0.000446715516338952,0.000353023167645766,"co-101244/felbamate/latrepirdine/imatinib",4
"GO:0043621","MF","GO:0043621","protein self-association","7/41","426/22568",1.04988682040405e-05,0.000469628477724021,0.000371130454973938,"desoxypeganine/pralidoxime/huperzine-a/velnacrine/amiodarone/pentoxifylline/demecarium",7
"GO:0032589","CC","GO:0032589","neuron projection membrane","7/41","438/22568",1.25678235013867e-05,0.000553908338730235,0.000437733790682974,"piperine/aniracetam/psb-36/theobromine/cgs-21680/pentoxifylline/enflurane",7
"GO:0045938","BP","GO:0045938","positive regulation of circadian sleep/wake cycle, sleep","4/41","80/22568",1.34161926211987e-05,0.00058272940993815,0.000460510044205904,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0050840","MF","GO:0050840","extracellular matrix binding","6/41","294/22568",1.4233705031334e-05,0.000609405913984399,0.000481591523616563,"desoxypeganine/pralidoxime/huperzine-a/velnacrine/pentoxifylline/demecarium",6
"GO:0031683","MF","GO:0031683","G-protein beta/gamma-subunit complex binding","4/41","83/22568",1.55269450739602e-05,0.000655412033614914,0.000517948501355234,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0060087","BP","GO:0060087","relaxation of vascular smooth muscle","4/41","84/22568",1.62819368970172e-05,0.000659255363381868,0.000520985746310943,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0060292","BP","GO:0060292","long-term synaptic depression","6/41","302/22568",1.65666305141028e-05,0.000659255363381868,0.000520985746310943,"aniracetam/psb-36/theobromine/cgs-21680/pentoxifylline/enflurane",6
"GO:0033695","MF","GO:0033695","oxidoreductase activity, acting on CH or CH2 groups, quinone or similar compound as acceptor","5/41","177/22568",1.67178537260667e-05,0.000659255363381868,0.000520985746310943,"suprofen/vardenafil/imatinib/amiodarone/lornoxicam",5
"GO:0034875","MF","GO:0034875","caffeine oxidase activity","5/41","177/22568",1.67178537260667e-05,0.000659255363381868,0.000520985746310943,"suprofen/vardenafil/imatinib/amiodarone/lornoxicam",5
"GO:0099623","BP","GO:0099623","regulation of cardiac muscle cell membrane repolarization","5/41","177/22568",1.67178537260667e-05,0.000659255363381868,0.000520985746310943,"flupirtine/ethotoin/nimodipine/diltiazem/amiodarone",5
"GO:0035815","BP","GO:0035815","positive regulation of renal sodium excretion","5/41","178/22568",1.71781633578371e-05,0.000668609812771918,0.000528378230418775,"psb-36/theobromine/diltiazem/cgs-21680/pentoxifylline",5
"GO:0003094","BP","GO:0003094","glomerular filtration","4/41","88/22568",1.95745703071868e-05,0.000735391158649391,0.000581153120475258,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0097205","BP","GO:0097205","renal filtration","4/41","88/22568",1.95745703071868e-05,0.000735391158649391,0.000581153120475258,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0002674","BP","GO:0002674","negative regulation of acute inflammatory response","5/41","183/22568",1.96300609582754e-05,0.000735391158649391,0.000581153120475258,"psb-36/theobromine/cgs-21680/amiodarone/pentoxifylline",5
"GO:0051957","BP","GO:0051957","positive regulation of amino acid transport","5/41","185/22568",2.06837986127602e-05,0.000765300548672127,0.000604789433121643,"psb-36/theobromine/guvacine/cgs-21680/pentoxifylline",5
"GO:0042759","BP","GO:0042759","long-chain fatty acid biosynthetic process","7/41","476/22568",2.1474642510056e-05,0.000784871995154121,0.00062025604168968,"suprofen/felbamate/vardenafil/imatinib/amiodarone/lornoxicam/enflurane",7
"GO:0003093","BP","GO:0003093","regulation of glomerular filtration","4/41","91/22568",2.23471411984086e-05,0.000791727735735161,0.000625673886308804,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0014055","BP","GO:0014055","acetylcholine secretion, neurotransmission","4/41","92/22568",2.3332322455029e-05,0.000791727735735161,0.000625673886308804,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0014056","BP","GO:0014056","regulation of acetylcholine secretion, neurotransmission","4/41","92/22568",2.3332322455029e-05,0.000791727735735161,0.000625673886308804,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0015858","BP","GO:0015858","nucleoside transport","4/41","92/22568",2.3332322455029e-05,0.000791727735735161,0.000625673886308804,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0015870","BP","GO:0015870","acetylcholine transport","4/41","92/22568",2.3332322455029e-05,0.000791727735735161,0.000625673886308804,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0061526","BP","GO:0061526","acetylcholine secretion","4/41","92/22568",2.3332322455029e-05,0.000791727735735161,0.000625673886308804,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0097267","BP","GO:0097267","omega-hydroxylase P450 pathway","5/41","190/22568",2.35114342610709e-05,0.000791727735735161,0.000625673886308804,"suprofen/vardenafil/imatinib/amiodarone/lornoxicam",5
"GO:1900272","BP","GO:1900272","negative regulation of long-term synaptic potentiation","5/41","191/22568",2.41113693228057e-05,0.00080290859844943,0.000634509719021203,"psb-36/theobromine/imatinib/cgs-21680/pentoxifylline",5
"GO:0035809","BP","GO:0035809","regulation of urine volume","5/41","192/22568",2.47231514023129e-05,0.000814233898381667,0.000643459695259734,"psb-36/theobromine/diltiazem/cgs-21680/pentoxifylline",5
"GO:0060306","BP","GO:0060306","regulation of membrane repolarization","5/41","193/22568",2.53469449039914e-05,0.000821107094168519,0.000648891334098719,"flupirtine/ethotoin/nimodipine/diltiazem/amiodarone",5
"GO:0045822","BP","GO:0045822","negative regulation of heart contraction","6/41","326/22568",2.5479799718943e-05,0.000821107094168519,0.000648891334098719,"psb-36/theobromine/vardenafil/as-605240/cgs-21680/pentoxifylline",6
"GO:0015800","BP","GO:0015800","acidic amino acid transport","6/41","333/22568",2.87027382150601e-05,0.000915128791814204,0.00072319329209278,"piperine/psb-36/theobromine/guvacine/cgs-21680/pentoxifylline",6
"GO:0098839","CC","GO:0098839","postsynaptic density membrane","7/41","500/22568",2.94124003861727e-05,0.000926618807497873,0.000732273437251362,"co-101244/aniracetam/felbamate/latrepirdine/phccc/amiodarone/enflurane",7
"GO:1900271","BP","GO:1900271","regulation of long-term synaptic potentiation","6/41","335/22568",2.96814833232552e-05,0.000926618807497873,0.000732273437251362,"felbamate/psb-36/theobromine/imatinib/cgs-21680/pentoxifylline",6
"GO:0045742","BP","GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway","5/41","202/22568",3.15293539034176e-05,0.000974159522149924,0.000769843150110577,"psb-36/theobromine/vardenafil/cgs-21680/pentoxifylline",5
"GO:0003084","BP","GO:0003084","positive regulation of systemic arterial blood pressure","5/41","204/22568",3.30497144807006e-05,0.00100050499291576,0.000790663025854082,"trandolapril/psb-36/theobromine/cgs-21680/pentoxifylline",5
"GO:1901186","BP","GO:1901186","positive regulation of ERBB signaling pathway","5/41","204/22568",3.30497144807006e-05,0.00100050499291576,0.000790663025854082,"psb-36/theobromine/vardenafil/cgs-21680/pentoxifylline",5
"GO:0035254","MF","GO:0035254","glutamate receptor binding","5/41","206/22568",3.46264085950001e-05,0.00103775346559215,0.000820099150934212,"psb-36/theobromine/imatinib/cgs-21680/pentoxifylline",5
"GO:0045111","CC","GO:0045111","intermediate filament cytoskeleton","6/41","347/22568",3.61341195173135e-05,0.00103817795461194,0.000820434609302941,"piperine/psb-36/ethotoin/theobromine/cgs-21680/pentoxifylline",6
"GO:0001956","BP","GO:0001956","positive regulation of neurotransmitter secretion","5/41","208/22568",3.62608882966721e-05,0.00103817795461194,0.000820434609302941,"psb-36/theobromine/nimodipine/cgs-21680/pentoxifylline",5
"GO:0030673","CC","GO:0030673","axolemma","4/41","103/22568",3.6391085602038e-05,0.00103817795461194,0.000820434609302941,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0060282","BP","GO:0060282","positive regulation of oocyte development","4/41","103/22568",3.6391085602038e-05,0.00103817795461194,0.000820434609302941,"enoximone/vardenafil/anagrelide/pentoxifylline",4
"GO:1905881","BP","GO:1905881","positive regulation of oogenesis","4/41","103/22568",3.6391085602038e-05,0.00103817795461194,0.000820434609302941,"enoximone/vardenafil/anagrelide/pentoxifylline",4
"GO:0045932","BP","GO:0045932","negative regulation of muscle contraction","6/41","348/22568",3.67190067363583e-05,0.00103817795461194,0.000820434609302941,"psb-36/theobromine/vardenafil/as-605240/cgs-21680/pentoxifylline",6
"GO:0051590","BP","GO:0051590","positive regulation of neurotransmitter transport","6/41","350/22568",3.79116285937814e-05,0.0010618799149118,0.000839165414028608,"psb-36/theobromine/nimodipine/guvacine/cgs-21680/pentoxifylline",6
"GO:0009820","BP","GO:0009820","alkaloid metabolic process","5/41","213/22568",4.06096114106985e-05,0.00109645950808886,0.000866492419858432,"pralidoxime/vardenafil/diltiazem/imatinib/demecarium",5
"GO:0086014","BP","GO:0086014","atrial cardiac muscle cell action potential","5/41","213/22568",4.06096114106985e-05,0.00109645950808886,0.000866492419858432,"flupirtine/ethotoin/nimodipine/diltiazem/amiodarone",5
"GO:0086026","BP","GO:0086026","atrial cardiac muscle cell to AV node cell signaling","5/41","213/22568",4.06096114106985e-05,0.00109645950808886,0.000866492419858432,"flupirtine/ethotoin/nimodipine/diltiazem/amiodarone",5
"GO:0086066","BP","GO:0086066","atrial cardiac muscle cell to AV node cell communication","5/41","213/22568",4.06096114106985e-05,0.00109645950808886,0.000866492419858432,"flupirtine/ethotoin/nimodipine/diltiazem/amiodarone",5
"GO:0032898","BP","GO:0032898","neurotrophin production","4/41","107/22568",4.22544550125571e-05,0.00112067789090826,0.000885631334683311,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0051956","BP","GO:0051956","negative regulation of amino acid transport","4/41","107/22568",4.22544550125571e-05,0.00112067789090826,0.000885631334683311,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0016098","BP","GO:0016098","monoterpenoid metabolic process","5/41","218/22568",4.5352310357793e-05,0.00118399830994848,0.000935671179033098,"suprofen/felbamate/amiodarone/lornoxicam/enflurane",5
"GO:1901841","BP","GO:1901841","regulation of high voltage-gated calcium channel activity","4/41","109/22568",4.54320339152738e-05,0.00118399830994848,0.000935671179033098,"theobromine/nimodipine/diltiazem/pentoxifylline",4
"GO:0044557","BP","GO:0044557","relaxation of smooth muscle","4/41","110/22568",4.70847259677035e-05,0.00121649072176903,0.000961348760683601,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0005251","MF","GO:0005251","delayed rectifier potassium channel activity","4/41","111/22568",4.8780955996188e-05,0.00124954294974851,0.000987468744862105,"flupirtine/diltiazem/amiodarone/enflurane",4
"GO:0001964","BP","GO:0001964","startle response","6/41","368/22568",5.01112915198444e-05,0.00127274187021164,0.00100580201534032,"felbamate/psb-36/theobromine/cgs-21680/pentoxifylline/enflurane",6
"GO:0006171","BP","GO:0006171","cAMP biosynthetic process","4/41","113/22568",5.23068627360346e-05,0.00131734174470501,0.00104104768824483,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0050951","BP","GO:0050951","sensory perception of temperature stimulus","6/41","373/22568",5.40060490516799e-05,0.00134880107506571,0.0010659088628621,"piperine/psb-36/theobromine/imatinib/cgs-21680/pentoxifylline",6
"GO:0042323","BP","GO:0042323","negative regulation of circadian sleep/wake cycle, non-REM sleep","4/41","115/22568",5.60154590689792e-05,0.00137605189204697,0.00108744420108027,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0070256","BP","GO:0070256","negative regulation of mucus secretion","4/41","115/22568",5.60154590689792e-05,0.00137605189204697,0.00108744420108027,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:0003016","BP","GO:0003016","respiratory system process","5/41","234/22568",6.3465119375696e-05,0.00154638181112976,0.00122204979542418,"psb-36/theobromine/cgs-21680/pentoxifylline/enflurane",5
"GO:0014048","BP","GO:0014048","regulation of glutamate secretion","4/41","120/22568",6.61242135597699e-05,0.00158764108347052,0.00125465551088235,"psb-36/theobromine/cgs-21680/pentoxifylline",4
"GO:1903523","BP","GO:1903523","negative regulation of blood circulation","6/41","387/22568",6.62179297410128e-05,0.00158764108347052,0.00125465551088235,"psb-36/theobromine/vardenafil/as-605240/cgs-21680/pentoxifylline",6
"GO:0031225","CC","GO:0031225","anchored component of membrane","6/41","390/22568",6.91016767992442e-05,0.00164363274101059,0.00129890369923391,"desoxypeganine/pralidoxime/huperzine-a/velnacrine/pentoxifylline/demecarium",6
"GO:0098878","CC","GO:0098878","neurotransmitter receptor complex","6/41","400/22568",7.94481007750079e-05,0.00186730086874644,0.0014756605569357,"co-101244/aniracetam/felbamate/latrepirdine/diltiazem/enflurane",6
"GO:0035814","BP","GO:0035814","negative regulation of renal sodium excretion","4/41","126/22568",7.99390580353679e-05,0.00186730086874644,0.0014756605569357,"psb-36/theobromine/cgs-21680/pentoxifylline",4
