"","X","Var1","Var2","log_fold_change","Sensitive"
"31621",997720,"HEP3B217","pyrazinamide",0.277330598256,TRUE
"31622",997757,"SNU878","pyrazinamide",0.542188292249,FALSE
"31623",997782,"JHH5","pyrazinamide",0.232244196915,TRUE
"31624",997786,"HEPG2","pyrazinamide",-0.0747464777117,TRUE
"31625",997852,"JHH7","pyrazinamide",-0.202452701183,TRUE
"31626",997975,"PLCPRF5","pyrazinamide",-0.0630391553028,TRUE
"34705",1095194,"JHH6","cimetidine",-0.629002882991,TRUE
"34706",1095196,"SNU398","cimetidine",-0.64177375841,TRUE
"34707",1095244,"SNU886","cimetidine",-0.768907077125,TRUE
"34708",1095266,"SKHEP1","cimetidine",-0.230121200421,TRUE
"34709",1095280,"HLF","cimetidine",0.533655004996,FALSE
"34710",1095297,"SNU449","cimetidine",-0.52968751143,TRUE
"34711",1095334,"JHH4","cimetidine",-0.291407283034,TRUE
"34712",1095337,"HUH7","cimetidine",NA,NA
"34713",1095340,"SNU182","cimetidine",0.264518957169,TRUE
"34714",1095346,"SNU423","cimetidine",0.242952419966,TRUE
"34715",1095368,"SNU761","cimetidine",-0.0398229083918,TRUE
"34716",1095412,"JHH1","cimetidine",-0.941455035713,TRUE
"34717",1095416,"HEP3B217","cimetidine",0.0998406513032,TRUE
"34718",1095453,"SNU878","cimetidine",-0.667649846093,TRUE
"34719",1095478,"JHH5","cimetidine",-0.377944441802,TRUE
"34720",1095482,"HEPG2","cimetidine",-0.292971593189,TRUE
"34721",1095548,"JHH7","cimetidine",-0.204590812795,TRUE
"34722",1095671,"PLCPRF5","cimetidine",0.190200848857,TRUE
"46855",1478594,"JHH6","ruxolitinib",0.766554355685,FALSE
"46856",1478596,"SNU398","ruxolitinib",-0.166671658512,TRUE
"46857",1478644,"SNU886","ruxolitinib",-0.679349936651,TRUE
"46858",1478666,"SKHEP1","ruxolitinib",-0.398863287025,TRUE
"46859",1478680,"HLF","ruxolitinib",-0.0721496082894,TRUE
"46860",1478697,"SNU449","ruxolitinib",-0.719918701642,TRUE
"46861",1478734,"JHH4","ruxolitinib",0.641789793754,FALSE
"46862",1478737,"HUH7","ruxolitinib",NA,NA
"46863",1478740,"SNU182","ruxolitinib",-0.729065124751,TRUE
"46864",1478746,"SNU423","ruxolitinib",-0.210915347572,TRUE
"46865",1478768,"SNU761","ruxolitinib",0.157312172332,TRUE
"46866",1478812,"JHH1","ruxolitinib",-1.09549938133,TRUE
"46867",1478816,"HEP3B217","ruxolitinib",-0.650597944585,TRUE
"46868",1478853,"SNU878","ruxolitinib",-0.497749575106,TRUE
"46869",1478878,"JHH5","ruxolitinib",-1.63148659392,TRUE
"46870",1478882,"HEPG2","ruxolitinib",-0.589844341147,TRUE
"46871",1478948,"JHH7","ruxolitinib",-1.22533004854,TRUE
"46872",1479071,"PLCPRF5","ruxolitinib",0.487780811625,FALSE
"68473",2160762,"JHH6","trifluoperazine",0.461738683021,FALSE
"68474",2160764,"SNU398","trifluoperazine",-0.0424195192297,TRUE
"68475",2160812,"SNU886","trifluoperazine",0.749869851023,FALSE
"68476",2160834,"SKHEP1","trifluoperazine",-0.0738023314894,TRUE
"68477",2160848,"HLF","trifluoperazine",0.676403012101,FALSE
"68478",2160865,"SNU449","trifluoperazine",0.194845950593,TRUE
"68479",2160902,"JHH4","trifluoperazine",-0.343086763446,TRUE
"68480",2160905,"HUH7","trifluoperazine",NA,NA
"68481",2160908,"SNU182","trifluoperazine",-0.150733986446,TRUE
"68482",2160914,"SNU423","trifluoperazine",0.564154141375,FALSE
"68483",2160936,"SNU761","trifluoperazine",-0.230362332838,TRUE
"68484",2160980,"JHH1","trifluoperazine",0.199767834107,TRUE
"68485",2160984,"HEP3B217","trifluoperazine",0.330288998301,FALSE
"68486",2161021,"SNU878","trifluoperazine",1.41463340926,FALSE
"68487",2161046,"JHH5","trifluoperazine",0.113048978204,TRUE
"68488",2161050,"HEPG2","trifluoperazine",0.32440469692,FALSE
"68489",2161116,"JHH7","trifluoperazine",0.226805060002,TRUE
"68490",2161239,"PLCPRF5","trifluoperazine",0.051818904253,TRUE
