"","go","cluster","parent","parentSimScore","score","size","term","parentTerm","tfl_drugs","deseq2_drugs","limma_drugs"
"GO:2001243","GO:2001243",8,"GO:2001243",1,28,28,"negative regulation of intrinsic apoptotic signaling pathway","negative regulation of intrinsic apoptotic signaling pathway",TRUE,FALSE,FALSE
"GO:0051054","GO:0051054",5,"GO:0000723",0.48,2,2,"positive regulation of DNA metabolic process","telomere maintenance",TRUE,FALSE,FALSE
"GO:0006259","GO:0006259",5,"GO:0000723",0.719,20,20,"DNA metabolic process","telomere maintenance",TRUE,FALSE,FALSE
"GO:2001169","GO:2001169",5,"GO:0000723",0.184,2,2,"regulation of ATP biosynthetic process","telomere maintenance",TRUE,FALSE,FALSE
"GO:0032212","GO:0032212",5,"GO:0000723",0.452,39,39,"positive regulation of telomere maintenance via telomerase","telomere maintenance",TRUE,FALSE,FALSE
"GO:1904044","GO:1904044",11,"GO:1904044",1,4,4,"response to aldosterone","response to aldosterone",TRUE,FALSE,FALSE
"GO:0032204","GO:0032204",5,"GO:0000723",0.755,12,12,"regulation of telomere maintenance","telomere maintenance",TRUE,FALSE,FALSE
"GO:2001242","GO:2001242",8,"GO:2001243",0.766,7,7,"regulation of intrinsic apoptotic signaling pathway","negative regulation of intrinsic apoptotic signaling pathway",TRUE,FALSE,FALSE
"GO:0000910","GO:0000910",1,"GO:0030154",0.247,0,0,"cytokinesis","cell differentiation",TRUE,FALSE,FALSE
"GO:0032502","GO:0032502",4,"GO:0009653",0.63,24,24,"developmental process","anatomical structure morphogenesis",FALSE,TRUE,FALSE
"GO:0018101","GO:0018101",9,"GO:0006082",0.358,5,5,"protein citrullination","organic acid metabolic process",FALSE,TRUE,FALSE
"GO:0036414","GO:0036414",9,"GO:0006082",0.267,6,6,"histone citrullination","organic acid metabolic process",FALSE,TRUE,FALSE
"GO:0008544","GO:0008544",4,"GO:0009653",0.523,82,82,"epidermis development","anatomical structure morphogenesis",FALSE,TRUE,FALSE
"GO:0009888","GO:0009888",4,"GO:0009653",0.631,35,35,"tissue development","anatomical structure morphogenesis",FALSE,TRUE,FALSE
"GO:0003002","GO:0003002",4,"GO:0009653",0.434,0,0,"regionalization","anatomical structure morphogenesis",FALSE,TRUE,FALSE
"GO:0048856","GO:0048856",4,"GO:0009653",0.803,50,50,"anatomical structure development","anatomical structure morphogenesis",FALSE,TRUE,FALSE
"GO:0030154","GO:0030154",1,"GO:0030154",1,618,618,"cell differentiation","cell differentiation",FALSE,TRUE,FALSE
"GO:0048869","GO:0048869",1,"GO:0030154",0.831,0,0,"cellular developmental process","cell differentiation",FALSE,TRUE,FALSE
"GO:0045109","GO:0045109",3,"GO:0000226",0.514,22,22,"intermediate filament organization","microtubule cytoskeleton organization",FALSE,TRUE,FALSE
"GO:0009653","GO:0009653",4,"GO:0009653",1,131,131,"anatomical structure morphogenesis","anatomical structure morphogenesis",FALSE,TRUE,FALSE
"GO:0009954","GO:0009954",4,"GO:0009653",0.396,24,24,"proximal/distal pattern formation","anatomical structure morphogenesis",FALSE,TRUE,FALSE
"GO:0060429","GO:0060429",4,"GO:0009653",0.523,4,4,"epithelium development","anatomical structure morphogenesis",FALSE,TRUE,FALSE
"GO:0060173","GO:0060173",4,"GO:0009653",0.456,35,35,"limb development","anatomical structure morphogenesis",FALSE,TRUE,FALSE
"GO:0048736","GO:0048736",4,"GO:0009653",0.518,0,0,"appendage development","anatomical structure morphogenesis",FALSE,TRUE,FALSE
"GO:0045104","GO:0045104",3,"GO:0000226",0.605,24,24,"intermediate filament cytoskeleton organization","microtubule cytoskeleton organization",FALSE,TRUE,FALSE
"GO:0045103","GO:0045103",1,"GO:0030154",0.388,1,1,"intermediate filament-based process","cell differentiation",FALSE,TRUE,FALSE
"GO:0030855","GO:0030855",4,"GO:0009653",0.374,70,70,"epithelial cell differentiation","anatomical structure morphogenesis",FALSE,TRUE,FALSE
"GO:0007389","GO:0007389",4,"GO:0009653",0.486,28,28,"pattern specification process","anatomical structure morphogenesis",FALSE,TRUE,FALSE
"GO:0032501","GO:0032501",4,"GO:0009653",0.259,0,0,"multicellular organismal process","anatomical structure morphogenesis",FALSE,TRUE,FALSE
"GO:0030326","GO:0030326",4,"GO:0009653",0.439,33,33,"embryonic limb morphogenesis","anatomical structure morphogenesis",FALSE,TRUE,FALSE
"GO:0035113","GO:0035113",4,"GO:0009653",0.521,0,0,"embryonic appendage morphogenesis","anatomical structure morphogenesis",FALSE,TRUE,FALSE
"GO:0010876","GO:0010876",10,"GO:0015908",0.501,3,3,"lipid localization","fatty acid transport",FALSE,TRUE,FALSE
"GO:0035108","GO:0035108",4,"GO:0009653",0.554,13,13,"limb morphogenesis","anatomical structure morphogenesis",FALSE,TRUE,FALSE
"GO:0035107","GO:0035107",4,"GO:0009653",0.66,0,0,"appendage morphogenesis","anatomical structure morphogenesis",FALSE,TRUE,FALSE
"GO:0001655","GO:0001655",4,"GO:0009653",0.456,15,15,"urogenital system development","anatomical structure morphogenesis",FALSE,TRUE,FALSE
"GO:0015908","GO:0015908",10,"GO:0015908",1,10,10,"fatty acid transport","fatty acid transport",FALSE,FALSE,TRUE
