"","go","cluster","parent","parentSimScore","score","size","term","parentTerm","tfl_drugs","deseq2_drugs","limma_drugs"
"GO:0048646","GO:0048646",6,"GO:0001525",0.575,8,8,"anatomical structure formation involved in morphogenesis","angiogenesis",TRUE,FALSE,TRUE
"GO:0050790","GO:0050790",3,"GO:0050790",1,429,429,"regulation of catalytic activity","regulation of catalytic activity",TRUE,FALSE,FALSE
"GO:0043281","GO:0043281",3,"GO:0050790",0.402,8,8,"regulation of cysteine-type endopeptidase activity involved in apoptotic process","regulation of catalytic activity",TRUE,FALSE,FALSE
"GO:0016477","GO:0016477",5,"GO:0016477",1,266,266,"cell migration","cell migration",TRUE,FALSE,TRUE
"GO:0071310","GO:0071310",9,"GO:0034097",0.501,13,13,"cellular response to organic substance","response to cytokine",TRUE,FALSE,TRUE
"GO:0009605","GO:0009605",4,"GO:0006954",0.357,0,0,"response to external stimulus","inflammatory response",TRUE,FALSE,TRUE
"GO:0045765","GO:0045765",6,"GO:0001525",0.742,30,30,"regulation of angiogenesis","angiogenesis",TRUE,FALSE,TRUE
"GO:1901342","GO:1901342",6,"GO:0001525",0.439,3,3,"regulation of vasculature development","angiogenesis",TRUE,FALSE,TRUE
"GO:0065007","GO:0065007",1,"GO:0007165",0.316,0,0,"biological regulation","signal transduction",TRUE,FALSE,TRUE
"GO:0032879","GO:0032879",1,"GO:0007165",0.31,1,1,"regulation of localization","signal transduction",TRUE,FALSE,TRUE
"GO:0022603","GO:0022603",6,"GO:0001525",0.33,0,0,"regulation of anatomical structure morphogenesis","angiogenesis",TRUE,FALSE,FALSE
"GO:2000116","GO:2000116",3,"GO:0050790",0.392,3,3,"regulation of cysteine-type endopeptidase activity","regulation of catalytic activity",TRUE,FALSE,FALSE
"GO:0051049","GO:0051049",1,"GO:0007165",0.23,3,3,"regulation of transport","signal transduction",TRUE,FALSE,TRUE
"GO:0023052","GO:0023052",8,"GO:0008217",0.174,7,7,"signaling","regulation of blood pressure",TRUE,FALSE,FALSE
"GO:0009893","GO:0009893",1,"GO:0007165",0.246,2,2,"positive regulation of metabolic process","signal transduction",TRUE,FALSE,FALSE
"GO:0120162","GO:0120162",1,"GO:0007165",0.15,97,97,"positive regulation of cold-induced thermogenesis","signal transduction",TRUE,FALSE,FALSE
"GO:0032787","GO:0032787",7,"GO:0006629",0.297,3,3,"monocarboxylic acid metabolic process","lipid metabolic process",TRUE,FALSE,FALSE
"GO:0007154","GO:0007154",2,"GO:0030154",0.388,18,18,"cell communication","cell differentiation",TRUE,FALSE,FALSE
"GO:0019882","GO:0019882",8,"GO:0008217",0.128,24,24,"antigen processing and presentation","regulation of blood pressure",TRUE,FALSE,FALSE
"GO:0048870","GO:0048870",5,"GO:0016477",0.886,39,39,"cell motility","cell migration",TRUE,FALSE,TRUE
"GO:0042221","GO:0042221",9,"GO:0034097",0.657,0,0,"response to chemical","response to cytokine",TRUE,FALSE,TRUE
"GO:0001659","GO:0001659",1,"GO:0007165",0.143,19,19,"temperature homeostasis","signal transduction",TRUE,FALSE,FALSE
"GO:0010942","GO:0010942",1,"GO:0007165",0.392,42,42,"positive regulation of cell death","signal transduction",TRUE,FALSE,FALSE
"GO:0019752","GO:0019752",7,"GO:0006629",0.322,10,10,"carboxylic acid metabolic process","lipid metabolic process",TRUE,FALSE,FALSE
"GO:0070887","GO:0070887",9,"GO:0034097",0.401,0,0,"cellular response to chemical stimulus","response to cytokine",TRUE,FALSE,TRUE
"GO:0031589","GO:0031589",2,"GO:0030154",0.276,19,19,"cell-substrate adhesion","cell differentiation",TRUE,FALSE,FALSE
"GO:0009725","GO:0009725",9,"GO:0034097",0.584,42,42,"response to hormone","response to cytokine",TRUE,FALSE,FALSE
"GO:0043436","GO:0043436",7,"GO:0006629",0.356,0,0,"oxoacid metabolic process","lipid metabolic process",TRUE,FALSE,FALSE
"GO:0050789","GO:0050789",1,"GO:0007165",0.427,0,0,"regulation of biological process","signal transduction",TRUE,FALSE,TRUE
"GO:0006082","GO:0006082",7,"GO:0006629",0.4,21,21,"organic acid metabolic process","lipid metabolic process",TRUE,FALSE,FALSE
"GO:0006631","GO:0006631",7,"GO:0006629",0.527,84,84,"fatty acid metabolic process","lipid metabolic process",TRUE,FALSE,FALSE
"GO:0048583","GO:0048583",4,"GO:0006954",0.288,0,0,"regulation of response to stimulus","inflammatory response",TRUE,FALSE,TRUE
"GO:0098609","GO:0098609",2,"GO:0030154",0.276,166,166,"cell-cell adhesion","cell differentiation",TRUE,FALSE,FALSE
"GO:0032501","GO:0032501",8,"GO:0008217",0.38,0,0,"multicellular organismal process","regulation of blood pressure",TRUE,FALSE,TRUE
"GO:0048522","GO:0048522",1,"GO:0007165",0.507,0,0,"positive regulation of cellular process","signal transduction",TRUE,FALSE,TRUE
"GO:0051050","GO:0051050",1,"GO:0007165",0.219,1,1,"positive regulation of transport","signal transduction",TRUE,FALSE,FALSE
"GO:0007160","GO:0007160",2,"GO:0030154",0.231,111,111,"cell-matrix adhesion","cell differentiation",TRUE,FALSE,FALSE
"GO:2000145","GO:2000145",5,"GO:0016477",0.551,15,15,"regulation of cell motility","cell migration",FALSE,FALSE,TRUE
"GO:0032502","GO:0032502",6,"GO:0001525",0.304,24,24,"developmental process","angiogenesis",FALSE,FALSE,TRUE
"GO:0040011","GO:0040011",8,"GO:0008217",0.174,6,6,"locomotion","regulation of blood pressure",FALSE,FALSE,TRUE
"GO:0040012","GO:0040012",1,"GO:0007165",0.31,6,6,"regulation of locomotion","signal transduction",FALSE,FALSE,TRUE
"GO:0045926","GO:0045926",8,"GO:0008217",0.191,17,17,"negative regulation of growth","regulation of blood pressure",FALSE,FALSE,TRUE
"GO:0051239","GO:0051239",8,"GO:0008217",0.358,0,0,"regulation of multicellular organismal process","regulation of blood pressure",FALSE,FALSE,TRUE
"GO:0034097","GO:0034097",9,"GO:0034097",1,52,52,"response to cytokine","response to cytokine",FALSE,FALSE,TRUE
"GO:0071345","GO:0071345",9,"GO:0034097",0.63,34,34,"cellular response to cytokine stimulus","response to cytokine",FALSE,FALSE,TRUE
"GO:0048519","GO:0048519",1,"GO:0007165",0.349,0,0,"negative regulation of biological process","signal transduction",FALSE,FALSE,TRUE
"GO:0030334","GO:0030334",5,"GO:0016477",0.644,105,105,"regulation of cell migration","cell migration",FALSE,FALSE,TRUE
"GO:0048856","GO:0048856",6,"GO:0001525",0.382,50,50,"anatomical structure development","angiogenesis",FALSE,FALSE,TRUE
"GO:0007275","GO:0007275",6,"GO:0001525",0.496,219,219,"multicellular organism development","angiogenesis",FALSE,FALSE,TRUE
"GO:0050793","GO:0050793",6,"GO:0001525",0.202,1,1,"regulation of developmental process","angiogenesis",FALSE,FALSE,TRUE
"GO:0007507","GO:0007507",6,"GO:0001525",0.44,214,214,"heart development","angiogenesis",FALSE,FALSE,TRUE
"GO:0003013","GO:0003013",8,"GO:0008217",0.577,0,0,"circulatory system process","regulation of blood pressure",FALSE,FALSE,TRUE
"GO:0009653","GO:0009653",6,"GO:0001525",0.479,131,131,"anatomical structure morphogenesis","angiogenesis",FALSE,FALSE,TRUE
"GO:0008015","GO:0008015",8,"GO:0008217",0.691,34,34,"blood circulation","regulation of blood pressure",FALSE,FALSE,TRUE
"GO:0030198","GO:0030198",2,"GO:0030154",0.186,157,157,"extracellular matrix organization","cell differentiation",FALSE,FALSE,TRUE
"GO:0043062","GO:0043062",2,"GO:0030154",0.244,1,1,"extracellular structure organization","cell differentiation",FALSE,FALSE,TRUE
"GO:0045229","GO:0045229",2,"GO:0030154",0.244,0,0,"external encapsulating structure organization","cell differentiation",FALSE,FALSE,TRUE
"GO:0048513","GO:0048513",6,"GO:0001525",0.458,16,16,"animal organ development","angiogenesis",FALSE,FALSE,TRUE
"GO:0003007","GO:0003007",6,"GO:0001525",0.428,41,41,"heart morphogenesis","angiogenesis",FALSE,FALSE,TRUE
"GO:0045444","GO:0045444",2,"GO:0030154",0.837,64,64,"fat cell differentiation","cell differentiation",FALSE,FALSE,TRUE
"GO:1990410","GO:1990410",1,"GO:0007165",0.795,4,4,"adrenomedullin receptor signaling pathway","signal transduction",FALSE,FALSE,TRUE
"GO:0048731","GO:0048731",6,"GO:0001525",0.536,2,2,"system development","angiogenesis",FALSE,FALSE,TRUE
"GO:0051094","GO:0051094",6,"GO:0001525",0.183,0,0,"positive regulation of developmental process","angiogenesis",FALSE,FALSE,TRUE
"GO:0048523","GO:0048523",1,"GO:0007165",0.507,0,0,"negative regulation of cellular process","signal transduction",FALSE,FALSE,TRUE
"GO:0051240","GO:0051240",8,"GO:0008217",0.299,0,0,"positive regulation of multicellular organismal process","regulation of blood pressure",FALSE,FALSE,TRUE
"GO:0040008","GO:0040008",8,"GO:0008217",0.236,60,60,"regulation of growth","regulation of blood pressure",FALSE,FALSE,TRUE
"GO:0097435","GO:0097435",2,"GO:0030154",0.244,17,17,"supramolecular fiber organization","cell differentiation",FALSE,FALSE,TRUE
"GO:0071493","GO:0071493",10,"GO:0010224",0.623,8,8,"cellular response to UV-B","response to UV-B",FALSE,FALSE,TRUE
"GO:0042127","GO:0042127",1,"GO:0007165",0.49,143,143,"regulation of cell population proliferation","signal transduction",FALSE,FALSE,TRUE
"GO:0085029","GO:0085029",2,"GO:0030154",0.153,14,14,"extracellular matrix assembly","cell differentiation",FALSE,FALSE,TRUE
"GO:0040017","GO:0040017",1,"GO:0007165",0.246,2,2,"positive regulation of locomotion","signal transduction",FALSE,FALSE,TRUE
"GO:0030154","GO:0030154",2,"GO:0030154",1,618,618,"cell differentiation","cell differentiation",FALSE,FALSE,TRUE
"GO:0048869","GO:0048869",2,"GO:0030154",0.831,0,0,"cellular developmental process","cell differentiation",FALSE,FALSE,TRUE
"GO:0097646","GO:0097646",1,"GO:0007165",0.847,0,0,"calcitonin family receptor signaling pathway","signal transduction",FALSE,FALSE,TRUE
"GO:0042698","GO:0042698",8,"GO:0008217",0.16,8,8,"ovulation cycle","regulation of blood pressure",FALSE,FALSE,TRUE
"GO:0010632","GO:0010632",5,"GO:0016477",0.465,6,6,"regulation of epithelial cell migration","cell migration",FALSE,FALSE,TRUE
"GO:1904018","GO:1904018",6,"GO:0001525",0.382,1,1,"positive regulation of vasculature development","angiogenesis",FALSE,FALSE,TRUE
"GO:0045766","GO:0045766",6,"GO:0001525",0.664,176,176,"positive regulation of angiogenesis","angiogenesis",FALSE,FALSE,TRUE
"GO:0051241","GO:0051241",8,"GO:0008217",0.299,0,0,"negative regulation of multicellular organismal process","regulation of blood pressure",FALSE,FALSE,TRUE
"GO:0090130","GO:0090130",8,"GO:0008217",0.273,0,0,"tissue migration","regulation of blood pressure",FALSE,FALSE,TRUE
"GO:0065008","GO:0065008",1,"GO:0007165",0.238,0,0,"regulation of biological quality","signal transduction",FALSE,FALSE,TRUE
"GO:0008283","GO:0008283",2,"GO:0030154",0.388,132,132,"cell population proliferation","cell differentiation",FALSE,FALSE,TRUE
"GO:0048871","GO:0048871",1,"GO:0007165",0.166,3,3,"multicellular organismal homeostasis","signal transduction",FALSE,FALSE,TRUE
"GO:0009719","GO:0009719",9,"GO:0034097",0.357,0,0,"response to endogenous stimulus","response to cytokine",FALSE,FALSE,TRUE
"GO:0003008","GO:0003008",8,"GO:0008217",0.48,0,0,"system process","regulation of blood pressure",FALSE,FALSE,TRUE
"GO:2000026","GO:2000026",6,"GO:0001525",0.331,0,0,"regulation of multicellular organismal development","angiogenesis",FALSE,FALSE,TRUE
"GO:0003015","GO:0003015",8,"GO:0008217",0.451,6,6,"heart process","regulation of blood pressure",FALSE,FALSE,TRUE
"GO:0098801","GO:0098801",8,"GO:0008217",0.308,0,0,"regulation of renal system process","regulation of blood pressure",FALSE,FALSE,TRUE
"GO:0051046","GO:0051046",1,"GO:0007165",0.192,2,2,"regulation of secretion","signal transduction",FALSE,FALSE,TRUE
"GO:2000147","GO:2000147",5,"GO:0016477",0.466,24,24,"positive regulation of cell motility","cell migration",FALSE,FALSE,TRUE
"GO:0001667","GO:0001667",5,"GO:0016477",0.877,4,4,"ameboidal-type cell migration","cell migration",FALSE,FALSE,TRUE
"GO:0010224","GO:0010224",10,"GO:0010224",1,9,9,"response to UV-B","response to UV-B",FALSE,FALSE,TRUE
"GO:0008217","GO:0008217",8,"GO:0008217",1,70,70,"regulation of blood pressure","regulation of blood pressure",FALSE,FALSE,TRUE
"GO:0001558","GO:0001558",1,"GO:0007165",0.378,67,67,"regulation of cell growth","signal transduction",FALSE,FALSE,TRUE
"GO:0040007","GO:0040007",8,"GO:0008217",0.174,0,0,"growth","regulation of blood pressure",FALSE,FALSE,TRUE
