"","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau","fda_approved","clinical_trial_LIHC"
"13","BRD-K32389477","44619439","HEPG2","trt_cp","down",-0.55327763281014,1.94527561095689e-05,0.000138782513441572,-1.59308978045012,-0.940392294012096,49,57,NA,-97.8501930197747,FALSE,FALSE
"14","deguelin","107935","HEPG2","trt_cp","down",-0.543720210173568,1.98444223399629e-05,0.000138782513441572,-1.56557044580355,0,49,57,"AKT1",-98.1751752934688,FALSE,FALSE
"15","AZD-4547",NA,"HEPG2","trt_cp","down",-0.542147708920645,1.99314592800504e-05,0.000138782513441572,-1.56104263638705,-1.13429994802251,49,57,"FGFR2",-97.9368549594265,FALSE,FALSE
"16","BRD-K30309936","54615107","HEPG2","trt_cp","down",-0.540850870533502,1.99749777500942e-05,0.000138782513441572,-1.55730856174001,-1.35761150264231,49,57,NA,-97.4149137319783,FALSE,FALSE
"17","QL-XI-92","73265214","HEPG2","trt_cp","down",-0.538566230405962,2.00620146901818e-05,0.000138782513441572,-1.55073024260445,-1.05618732666447,49,57,"DDR1",-98.7591585913496,FALSE,FALSE
"18","midostaurin","9829523","HEPG2","trt_cp","down",-0.537529246343598,2.01055331602256e-05,0.000138782513441572,-1.54774438412351,-0.982082973464136,49,57,"AAK1; AURKC; BCR; BRSK1; BRSK2; CAMK2A; CAMK2D; CAMKK1; CAMKK2; CCNB1; CLK4; CUX1; EIF2AK4; FER; FGFR1OP; FGFR1OP2; FGR; FLT1; FLT3; FLT4; GRK1; GRK7; GSK3A; HCK; IKBKE; KDR; KIT; LIMK1; LRRK2; MAP3K10; MAP3K11; MAP3K19; MAP3K2; MAP3K3; MAP3K7; MAP3K9; MAP4K2; MAP4K4; MAP4K5; MARK1; MARK2; MARK3; MARK4; MELK; MINK1; MST4; MYLK; NTRK1; NTRK2; NTRK3; NUAK1; NUAK2; PDGFRA; PDGFRB; PHKG1; PKN1; PKN2; PLK4; PRKCA; PRKCB; PRKCE; PRKCG; PRKCH; PRKG1; PRKG2; PRPF4B; RET; ROS1; RPS6KA1; RPS6KA2; RPS6KA3; RPS6KA4; RPS6KA5; RPS6KA6; RPS6KB1; SIK2; SLK; SRPK1; SRPK3; STK10; STK3; STK4; TBK1; TNK1; TNK2; TSSK1B; TYK2; VEGFA; YES1; ZMYM2",-98.427282754274,TRUE,FALSE
"19","CP-466722","44551660","HEPG2","trt_cp","down",-0.537286828245391,2.01490516302693e-05,0.000138782513441572,-1.54704637326612,-1.07567225232145,49,57,NA,-98.5326557945324,FALSE,FALSE
"20","BI-2536","11364421","HEPG2","trt_cp","down",-0.536622513853399,2.01490516302693e-05,0.000138782513441572,-1.54513356782067,-0.853823478148812,49,57,"BRD4; PLK1; PLK2; PLK3",-97.025919798314,FALSE,FALSE
"21","NP-010914",NA,"HEPG2","trt_cp","down",-0.535913793182653,2.01925701003131e-05,0.000138782513441572,-1.54309290036765,0.885866389265166,49,57,NA,-98.4223587804302,FALSE,FALSE
"22","GSK-2334470",NA,"HEPG2","trt_cp","down",-0.535389603215463,2.02360885703569e-05,0.000138782513441572,-1.54158356467392,-0.94655093913916,49,57,NA,-97.2474986212873,FALSE,FALSE
"23","TPCA-1","9903786","HEPG2","trt_cp","down",-0.527986469254537,2.05407178606633e-05,0.000138782513441572,-1.52026721939433,-1.21563002222944,49,57,"CDC42BPB; EPHB1; IKBKB; MAP3K9; NTRK3; NUAK1; RET; TNK2; TYK2",-97.5084692350114,FALSE,FALSE
"24","3-Cl-AHPC",NA,"HEPG2","trt_cp","down",-0.527084379809235,2.05842363307071e-05,0.000138782513441572,-1.51766977212529,-1.51894517026735,49,57,NA,-96.3808792247696,FALSE,FALSE
"25","BRD-K51400578",NA,"HEPG2","trt_cp","down",-0.521534636037696,2.0801828680926e-05,0.000138782513441572,-1.50169001881111,-0.66313054156634,49,57,NA,-99.2298904908217,FALSE,FALSE
"26","GO-6976",NA,"HEPG2","trt_cp","down",-0.520996893484341,2.08453471509698e-05,0.000138782513441572,-1.50014166023766,-0.881658106506549,49,57,NA,-97.7359568265973,FALSE,FALSE
"27","WYE-125132","25260757","HEPG2","trt_cp","down",-0.518410339688493,2.09759025611011e-05,0.000138782513441572,-1.49269402061807,-1.08581417624856,49,57,"MTOR; PIK3CA",-95.8707555345466,FALSE,FALSE
"28","BRD-K28484895",NA,"HEPG2","trt_cp","down",-0.518182243754241,2.09759025611011e-05,0.000138782513441572,-1.49203724853789,-1.05282679316354,49,57,NA,-96.9235011423619,FALSE,FALSE
"29","fluorouracil","3385","HEPG2","trt_cp","down",-0.513697230119936,2.11499764412762e-05,0.000138782513441572,-1.47912324485822,-0.868815710476725,49,57,"TYMS",-97.5478610257622,TRUE,TRUE
"30","BRD-K74305673",NA,"HEPG2","trt_cp","down",-0.512643627473443,2.119349491132e-05,0.000138782513441572,-1.47608953536185,-1.17751627439935,49,57,NA,-96.9087292208304,FALSE,FALSE
"31","GSK-2126458","52914946","HEPG2","trt_cp","down",-0.512489549440007,2.12370133813638e-05,0.000138782513441572,-1.47564588803923,-1.06381123261355,49,57,NA,-95.9584022689671,FALSE,FALSE
"32","BRD-K47977047","54650155","HEPG2","trt_cp","down",-0.512105810984028,2.12370133813638e-05,0.000138782513441572,-1.47454096389928,-0.999075386017981,49,57,NA,-97.6581580398645,FALSE,FALSE
"33","BRD-A92561457",NA,"HEPG2","trt_cp","down",-0.50735033382117,2.14546057315827e-05,0.000138782513441572,-1.46084819625416,-1.46084819625416,49,57,NA,-98.2106279051446,FALSE,FALSE
"34","BRD-K68552125",NA,"HEPG2","trt_cp","down",-0.506599869298064,2.14546057315827e-05,0.000138782513441572,-1.45868733289831,-1.45720158326306,49,57,NA,-95.4669896793508,FALSE,FALSE
"35","BRD-K18235559",NA,"HEPG2","trt_cp","down",-0.502640985200876,2.16286796117578e-05,0.000138782513441572,-1.44728824964749,-0.0248751497117452,49,57,NA,-97.4582447018041,FALSE,FALSE
"36","arbidol",NA,"HEPG2","trt_cp","down",-0.501299511496653,2.17157165518454e-05,0.000138782513441572,-1.44342565350732,-1.08057263955097,49,57,NA,-97.5675569211376,FALSE,FALSE
"37","PF-573228",NA,"HEPG2","trt_cp","down",-0.500309826607968,2.17592350218891e-05,0.000138782513441572,-1.44057598674233,-0.873250402060107,49,57,NA,-96.6241235326558,FALSE,FALSE
"38","BRD-K56384660",NA,"HEPG2","trt_cp","down",-0.500101248830133,2.17592350218891e-05,0.000138782513441572,-1.43997541461254,0.836959994551954,49,57,NA,-96.0125659812495,FALSE,FALSE
"39","BRD-K32581454","54657690","HEPG2","trt_cp","down",-0.499896737602176,2.17592350218891e-05,0.000138782513441572,-1.43938655157539,-0.0281309616557629,49,57,NA,-96.5394311825416,FALSE,FALSE
"40","BRD-K09907482",NA,"HEPG2","trt_cp","down",-0.498917191726886,2.18027534919329e-05,0.000138782513441572,-1.43656607875873,-1.03067979332417,49,57,NA,-95.6353895848105,FALSE,FALSE
"41","KHS-101",NA,"HEPG2","trt_cp","down",-0.498501396052658,2.18027534919329e-05,0.000138782513441572,-1.43536885009795,-1.40257738336976,49,57,NA,-94.9923186008036,FALSE,FALSE
"42","BRD-K58698715","1612038","HEPG2","trt_cp","down",-0.498155493486644,2.18462719619767e-05,0.000138782513441572,-1.43437286939989,-1.11210030564906,49,57,NA,-95.9790829591113,FALSE,FALSE
"43","genistein","5284639","HEPG2","trt_cp","down",-0.49780997274568,2.18462719619767e-05,0.000138782513441572,-1.43337798811657,-0.028498945267392,49,57,"AKT1; CFTR; CYP1B1; EGFR; ESR1; ESR2; ESRRA; ESRRB; ESRRG; GPER1; NCOA1; NCOA2; NR1I2; PPARG; PTK2B; SHBG; TOP2A; TRPC5; TTR",-98.928543291578,FALSE,FALSE
"44","AZD-5438","16747683","HEPG2","trt_cp","down",-0.495559213630235,2.19333089020643e-05,0.000138782513441572,-1.42689722487505,-1.08207159515795,49,57,NA,-98.5090207200819,FALSE,FALSE
"45","BRD-K26664453",NA,"HEPG2","trt_cp","down",-0.494520900393306,2.1976827372108e-05,0.000138782513441572,-1.42390753921172,-1.14489543260638,49,57,NA,-97.0584180256835,FALSE,FALSE
"46","NVP-TAE226",NA,"HEPG2","trt_cp","down",-0.493602530866392,2.20203458421518e-05,0.000138782513441572,-1.42126321560049,-1.19648181526048,49,57,"PTK2; PTK2B",-96.0027180335618,FALSE,FALSE
"47","CTB",NA,"HEPG2","trt_cp","down",-0.492221546552575,2.21073827822394e-05,0.000138782513441572,-1.41728685388471,0,49,57,NA,-97.1509887339478,FALSE,FALSE
"48","OSI-930","9868037","HEPG2","trt_cp","down",-0.488081623770135,2.22814566624145e-05,0.000138782513441572,-1.40536649367954,-0.874522396659925,49,57,"FLT1; KIT",-96.7363901362956,FALSE,FALSE
"49","BRD-K12901964",NA,"HEPG2","trt_cp","down",-0.487925227954017,2.22814566624145e-05,0.000138782513441572,-1.40491617260819,-0.684931949554924,49,57,NA,-97.047585283227,FALSE,FALSE
"50","BRD-K28934562","71759739","HEPG2","trt_cp","down",-0.485686099601793,2.2368493602502e-05,0.000138782513441572,-1.39846889861136,-1.3764121418797,49,57,NA,-95.744701804144,FALSE,FALSE
"51","RVE-VIII-11",NA,"HEPG2","trt_cp","down",-0.482792203498679,2.24990490126334e-05,0.000138782513441572,-1.39013630745972,-0.97501985171162,49,57,NA,-94.8820215867013,FALSE,FALSE
"52","PCI-34051","24753719","HEPG2","trt_cp","down",-0.481261536300839,2.25860859527209e-05,0.000138782513441572,-1.38572895367286,0,49,57,NA,-98.5661388166706,FALSE,FALSE
"53","WZ-4002","44607530","HEPG2","trt_cp","down",-0.479449050394206,2.26731228928085e-05,0.000138782513441572,-1.38051014018062,-0.815968946675676,49,57,"EGFR; ERBB2",-93.3782399747893,FALSE,FALSE
"54","PIK-93",NA,"HEPG2","trt_cp","down",-0.479370030851939,2.26731228928085e-05,0.000138782513441572,-1.38028261385789,-0.868243528809787,49,57,"PI4KB; PIK3C3; RAB11A; RAB11FIP3",-95.3950996612306,FALSE,FALSE
"55","ZK-93423","121926","HEPG2","trt_cp","down",-0.479175184210206,2.26731228928085e-05,0.000138782513441572,-1.37972157871876,-0.907606873597312,49,57,"GABRA2; GABRA3; GABRA5; GABRB2; GABRG2",-96.1011975104388,FALSE,FALSE
"56","BRD-K03652504","54657691","HEPG2","trt_cp","down",-0.478158082395032,2.27166413628523e-05,0.000138782513441572,-1.37679296853945,-0.468109609303414,49,57,NA,-95.1774600173324,FALSE,FALSE
"57","GDC-0941","17755052","HEPG2","trt_cp","down",-0.476869210435971,2.2760159832896e-05,0.000138782513441572,-1.37308183216862,-1.12487789197254,49,57,"PIK3CA; PIK3CB; PIK3CD; PIK3CG",-94.8239186953439,FALSE,FALSE
"58","nutlin-3",NA,"HEPG2","trt_cp","down",-0.476399906612975,2.28036783029398e-05,0.000138782513441572,-1.37173053386917,-0.633140243113227,49,57,NA,-92.44071535492,FALSE,FALSE
"59","AZ-20",NA,"HEPG2","trt_cp","down",-0.476032715351405,2.28036783029398e-05,0.000138782513441572,-1.37067325518739,-0.919800419801225,49,57,NA,-94.8219491058063,FALSE,FALSE
"60","BRD-K10749593",NA,"HEPG2","trt_cp","down",-0.4746094315912,2.28471967729836e-05,0.000138782513441572,-1.36657509780924,-1.22012060266671,49,57,NA,-95.9259040415977,FALSE,FALSE
"61","BRD-K56634255",NA,"HEPG2","trt_cp","down",-0.474548818375567,2.28471967729836e-05,0.000138782513441572,-1.36640057007008,-1.12003059394107,49,57,NA,-98.0747262270543,FALSE,FALSE
"62","tivantinib","11494412","HEPG2","trt_cp","down",-0.474137646858243,2.28907152430274e-05,0.000138782513441572,-1.36521665605762,-0.874466410455528,49,57,"MET",-97.5389978728433,FALSE,TRUE
"63","BRD-K15050703","54615109","HEPG2","trt_cp","down",-0.473171561971751,2.29342337130712e-05,0.000138782513441572,-1.36243494237818,-0.726131162934999,49,57,NA,-92.998109194044,FALSE,FALSE
"64","BRD-K97651142",NA,"HEPG2","trt_cp","down",-0.472003297068773,2.29777521831149e-05,0.000138782513441572,-1.35907107807674,-0.904744341777642,49,57,NA,-94.4565902465926,FALSE,FALSE
"65","BRD-K06188599",NA,"HEPG2","trt_cp","down",-0.471921198590575,2.29777521831149e-05,0.000138782513441572,-1.35883468636515,-0.708129298035477,49,57,NA,-94.9558811943591,FALSE,FALSE
"66","SA-1919875","54666573","HEPG2","trt_cp","down",-0.470817839467275,2.30212706531587e-05,0.000138782513441572,-1.35565770967341,-1.36936839646297,49,57,NA,-94.7146064760104,FALSE,FALSE
"67","BRD-K49477330","54666672","HEPG2","trt_cp","down",-0.470487384956014,2.30647891232025e-05,0.000138782513441572,-1.35470620960622,-0.0318697583055708,49,57,NA,-94.1975892224061,FALSE,FALSE
"68","BRD-K59333713",NA,"HEPG2","trt_cp","down",-0.470003495790455,2.30647891232025e-05,0.000138782513441572,-1.35331291474157,-1.16028357044778,49,57,NA,-93.1064366186087,FALSE,FALSE
"69","BRD-K74548617","54657899","HEPG2","trt_cp","down",-0.469969622284911,2.30647891232025e-05,0.000138782513441572,-1.35321538046165,-0.460093229356962,49,57,NA,-94.7106672969353,FALSE,FALSE
"70","BRD-K71265179","576989","HEPG2","trt_cp","down",-0.468603313721504,2.31083075932463e-05,0.000138782513441572,-1.34928127562852,-1.15542401230322,49,57,NA,-95.0799653352241,FALSE,FALSE
"71","MLN-0128",NA,"HEPG2","trt_cp","down",-0.46768306376046,2.315182606329e-05,0.000138782513441572,-1.34663153755587,-1.21415083399737,49,57,NA,-92.9272039706925,FALSE,FALSE
"72","UNC-0638",NA,"HEPG2","trt_cp","down",-0.467123083443272,2.31953445333338e-05,0.000138782513441572,-1.34501914828209,-1.0672092353508,49,57,NA,-93.6037579768376,FALSE,FALSE
"73","KU-55933","5278396","HEPG2","trt_cp","down",-0.464698723570841,2.32823814734214e-05,0.000138782513441572,-1.33803852461711,0,49,57,"ATM; PRKDC",-94.8997478925392,FALSE,FALSE
"74","BRD-K67548518",NA,"HEPG2","trt_cp","down",-0.461986224580545,2.34129368835527e-05,0.000138782513441572,-1.33022824246459,-1.26863041433254,49,57,NA,-93.1576459465847,FALSE,FALSE
"75","MGCD-265","24901704","HEPG2","trt_cp","down",-0.460370884868776,2.34999738236403e-05,0.000138782513441572,-1.32557708537063,-0.918300063950545,49,57,NA,-91.7346175057118,FALSE,FALSE
"76","clofarabine","119182","HEPG2","trt_cp","down",-0.460305640055912,2.34999738236403e-05,0.000138782513441572,-1.3253892215597,-1.0283428228145,49,57,"DCK; POLA1; RRM1; RRM2; SLC22A8",-93.6756479949579,TRUE,FALSE
"77","BRD-K89205986","1220374","HEPG2","trt_cp","down",-0.459556272070766,2.34999738236403e-05,0.000138782513441572,-1.32323151553991,-1.16336578577048,49,57,NA,-93.9740408098952,FALSE,FALSE
"78","BRD-K68906258",NA,"HEPG2","trt_cp","down",-0.459387555001429,2.3543492293684e-05,0.000138782513441572,-1.32274571704923,-1.04535131820433,49,57,NA,-93.1409044355156,FALSE,FALSE
"79","BRD-K36111658","855012","HEPG2","trt_cp","down",-0.45876334925569,2.3543492293684e-05,0.000138782513441572,-1.32094839914684,-0.449122455709927,49,57,NA,-93.769203497991,FALSE,FALSE
"80","JNK-9L","59588070","HEPG2","trt_cp","down",-0.457623244293584,2.35870107637278e-05,0.000138782513441572,-1.31766561767139,-1.05069306182999,49,57,"MAPK8",-96.7974474119594,FALSE,FALSE
"81","CD-1530","24868309","HEPG2","trt_cp","down",-0.457405834990805,2.36305292337716e-05,0.000138782513441572,-1.31703961633338,-1.28723064996778,49,57,NA,-93.5712597494682,FALSE,FALSE
"82","BRD-K55116708","44507138","HEPG2","trt_cp","down",-0.456099590874813,2.36740477038154e-05,0.000138782513441572,-1.31327845913389,-1.25759384225233,49,57,NA,-94.2074371700938,FALSE,FALSE
"83","LY-2603618",NA,"HEPG2","trt_cp","down",-0.454958444617191,2.37175661738592e-05,0.000138782513441572,-1.3099926793857,-0.921088324582292,49,57,NA,-92.0221775781927,FALSE,FALSE
"84","BX-795","10077147","HEPG2","trt_cp","down",-0.454418587702305,2.37610846439029e-05,0.000138782513441572,-1.30843823278781,-0.0576617065444122,49,57,"CDK2; CHEK1; GSK3B; IKBKE; KDR; PDK1; TBK1",-90.2140943827306,FALSE,FALSE
"85","YM-201636","9956222","HEPG2","trt_cp","down",-0.452843408428847,2.38046031139467e-05,0.000138782513441572,-1.30390271236531,-1.09049440034311,49,57,NA,-92.2033798156464,FALSE,FALSE
"86","BRD-K74587389",NA,"HEPG2","trt_cp","down",-0.452478778719763,2.38481215839905e-05,0.000138782513441572,-1.30285280933518,0,49,57,NA,-91.5484912944142,FALSE,FALSE
"87","phthalamide",NA,"HEPG2","trt_cp","down",-0.452000497386665,2.38481215839905e-05,0.000138782513441572,-1.30147566148254,-1.30147566148254,49,57,NA,-96.477389112109,FALSE,FALSE
"88","BRD-K31449336",NA,"HEPG2","trt_cp","down",-0.451833672177427,2.38481215839905e-05,0.000138782513441572,-1.30099531035284,-0.489789431883763,49,57,NA,-94.6013550776018,FALSE,FALSE
"89","BRD-K29555302",NA,"HEPG2","trt_cp","down",-0.451679453503005,2.38481215839905e-05,0.000138782513441572,-1.3005512580731,0.717490846266936,49,57,NA,-95.3222248483416,FALSE,FALSE
"90","BRD-K39597586","54637856","HEPG2","trt_cp","down",-0.449571318933864,2.39351585240781e-05,0.000138782513441572,-1.29448116335256,-1.07787248072929,49,57,NA,-92.2161821476404,FALSE,FALSE
"91","palbociclib","5330286","HEPG2","trt_cp","down",-0.448883291029841,2.39786769941218e-05,0.000138782513441572,-1.29250007798499,-1.48999079590652,49,57,"CCND3; CDK4; CDK6",-92.0487670369495,TRUE,FALSE
"92","BRD-K63423329","54666687","HEPG2","trt_cp","down",-0.448265853425268,2.40221954641656e-05,0.000138782513441572,-1.29072224805011,-0.957255586550755,49,57,NA,-94.0045694477271,FALSE,FALSE
"93","BRD-K74974393",NA,"HEPG2","trt_cp","down",-0.447940194793473,2.40221954641656e-05,0.000138782513441572,-1.28978455708366,-0.864155653246049,49,57,NA,-93.036516190026,FALSE,FALSE
"94","CIL56",NA,"HEPG2","trt_cp","down",-0.447806703288226,2.40221954641656e-05,0.000138782513441572,-1.28940018594668,-1.34284565362937,49,57,NA,-85.7382021586701,FALSE,FALSE
"95","BRD-K24581449",NA,"HEPG2","trt_cp","down",-0.447456913693774,2.40657139342094e-05,0.000138782513441572,-1.28839301306424,-0.81036261845728,49,57,NA,-94.3807610493973,FALSE,FALSE
"96","BRD-A59728941","23757080","HEPG2","trt_cp","down",-0.446528212935932,2.40657139342094e-05,0.000138782513441572,-1.28571894203971,-0.437144440293503,49,57,NA,-93.4639171196723,FALSE,FALSE
"97","parbendazole","26596","HEPG2","trt_cp","down",-0.445895985820935,2.41092324042532e-05,0.000138782513441572,-1.28389852766527,-1.00257933609528,49,57,"TUBB",-94.1946348380997,FALSE,FALSE
"98","KUC111109N","56928031","HEPG2","trt_cp","down",-0.445791067268126,2.41092324042532e-05,0.000138782513441572,-1.28359642856647,0,49,57,NA,-96.1149846372016,FALSE,FALSE
"99","5-iodotubercidin","1830","HEPG2","trt_cp","down",-0.444691293522263,2.41527508742969e-05,0.000138782513441572,-1.28042977549495,-1.1108010220196,49,57,"ADK; CSNK1G2; DOT1L; GSG2; HASPIN; LRRK2; MAPK3",-90.2003072559679,FALSE,FALSE
"100","JNK-IN-5A",NA,"HEPG2","trt_cp","down",-0.443522708376563,2.41962693443407e-05,0.000138782513441572,-1.27706498909694,-1.00157866196493,49,57,NA,-91.1555581816749,FALSE,FALSE
"101","oligomycin-a","6364620","HEPG2","trt_cp","down",-0.438424140934267,2.44573801646034e-05,0.000138782513441572,-1.26238433836107,0,49,57,"ATP5A1",-92.5313164736469,FALSE,FALSE
"102","BRD-K01594626",NA,"HEPG2","trt_cp","down",-0.437741352982648,2.44573801646034e-05,0.000138782513441572,-1.26041834074353,-1.07952463219071,49,57,NA,-92.1669424092019,FALSE,FALSE
"103","BRD-K12244279",NA,"HEPG2","trt_cp","down",-0.435104677115768,2.45879355747347e-05,0.000138782513441572,-1.25282638124835,0,49,57,NA,-89.5464035295044,FALSE,FALSE
"104","SA-1973507","54657689","HEPG2","trt_cp","down",-0.434927027642552,2.45879355747347e-05,0.000138782513441572,-1.25231486308188,-1.23097929653058,49,57,NA,-90.0565272197274,FALSE,FALSE
"105","COL-3","73707525","HEPG2","trt_cp","down",-0.433372913430232,2.46749725148223e-05,0.000138782513441572,-1.24783999671737,-1.25262471539739,49,57,NA,-89.7551800204837,FALSE,FALSE
"106","BRD-K52369815",NA,"HEPG2","trt_cp","down",-0.432638945679578,2.46749725148223e-05,0.000138782513441572,-1.24572663363633,-0.874896881334713,49,57,NA,-87.2991018671709,FALSE,FALSE
"107","BRD-K87434936",NA,"HEPG2","trt_cp","down",-0.432608356128621,2.46749725148223e-05,0.000138782513441572,-1.24563855506939,0,49,57,NA,-91.0432915780351,FALSE,FALSE
"108","BRD-K63427963",NA,"HEPG2","trt_cp","down",-0.431985019291329,2.47184909848661e-05,0.000138782513441572,-1.24384373907398,-1.30812703387426,49,57,NA,-90.0565272197274,FALSE,FALSE
"109","spiramide","68186","HEPG2","trt_cp","down",-0.430388978729758,2.48055279249536e-05,0.000138782513441572,-1.23924815133097,-0.935064559358171,49,57,"HTR2B",-91.8084771133696,FALSE,FALSE
"110","voapaxar",NA,"HEPG2","trt_cp","down",-0.430221488495256,2.48055279249536e-05,0.000138782513441572,-1.23876588534897,-1.19649189798517,49,57,NA,-89.9541085637753,FALSE,FALSE
"111","BRD-K27398334",NA,"HEPG2","trt_cp","down",-0.428835407983556,2.48490463949974e-05,0.000138782513441572,-1.23477484980528,-1.11016065880603,49,57,NA,-87.7373355392736,FALSE,FALSE
"112","BRD-K23319301","71758969","HEPG2","trt_cp","down",-0.428518792495397,2.48490463949974e-05,0.000138782513441572,-1.2338631973751,-1.43564169514868,49,57,NA,-89.9117623887182,FALSE,FALSE
"113","BRD-K07431800",NA,"HEPG2","trt_cp","down",-0.428506306676757,2.48490463949974e-05,0.000138782513441572,-1.2338272461114,-0.544635380980796,49,57,NA,-92.367840542031,FALSE,FALSE
"114","etoposide","73707602","HEPG2","trt_cp","down",-0.427823105365076,2.48925648650412e-05,0.000138782513441572,-1.23186005827823,-0.996694484622041,49,57,"ABCB1; ABCC1; ABCC2; ABCC3; ABCG2; APAF1; BAX; CASP2; CASP6; CASP8; CASP9; CDKN1A; CYCS; CYP2E1; CYP3A5; DCK; FAS; H2AFX; KMT2A; LMNB1; MAPK8; MCL1; RB1; TOP2A; TOP2B; TP53",-89.7285905617269,TRUE,TRUE
"115","KUC111774N","12387471","HEPG2","trt_cp","down",-0.427087893118286,2.4936083335085e-05,0.000138782513441572,-1.22974311183513,-1.23637585824939,49,57,NA,-84.3516111242417,FALSE,FALSE
"116","malonoben","16759147","HEPG2","trt_cp","down",-0.423923364177317,2.50666387452163e-05,0.000138782513441572,-1.22063126921429,-1.27131439731104,49,57,"EGFR",-88.6059245253289,FALSE,FALSE
"117","BRD-K10211010","54657602","HEPG2","trt_cp","down",-0.422691579168919,2.51101572152601e-05,0.000138782513441572,-1.21708450716894,-0.836715179302468,49,57,NA,-88.5182777909084,FALSE,FALSE
"118","BRD-K81826010","54654538","HEPG2","trt_cp","down",-0.422442661776459,2.51536756853038e-05,0.000138782513441572,-1.2163677824532,-1.12185770168587,49,57,NA,-90.2485621996376,FALSE,FALSE
"119","BRD-K50218765",NA,"HEPG2","trt_cp","down",-0.421454786765775,2.51971941553476e-05,0.000138782513441572,-1.21352332699258,-0.716982553247946,49,57,NA,-89.2421019459545,FALSE,FALSE
"120","BRD-A60363637",NA,"HEPG2","trt_cp","down",-0.421307898262563,2.51971941553476e-05,0.000138782513441572,-1.21310038097153,-1.21310038097153,49,57,NA,-88.8600015756716,FALSE,FALSE
"121","tyrphostin-A9","5614","HEPG2","trt_cp","down",-0.421132702096524,2.51971941553476e-05,0.000138782513441572,-1.21259592677867,0,49,57,NA,-87.5630268652013,FALSE,FALSE
"122","ZM-336372",NA,"HEPG2","trt_cp","down",-0.420289664879758,2.52407126253914e-05,0.000138782513441572,-1.21016851259287,0,49,57,NA,-88.9545418734736,FALSE,FALSE
"123","Ro-106-9920",NA,"HEPG2","trt_cp","down",-0.419847657256202,2.52407126253914e-05,0.000138782513441572,-1.20889581009016,0,49,57,NA,-91.1329079019932,FALSE,FALSE
"124","oxytetracycline","24981350","HEPG2","trt_cp","down",-0.41967867818839,2.52407126253914e-05,0.000138782513441572,-1.20840925720952,-1.20478116568049,49,57,NA,-90.5489246041125,FALSE,FALSE
"125","GW-5074","5924208","HEPG2","trt_cp","down",-0.419517355721129,2.52407126253914e-05,0.000138782513441572,-1.20794475049768,-0.604698608718796,49,57,"LRRK1; LRRK2; NTRK1; RAF1",-91.0521547309541,FALSE,FALSE
