"","Var1","Var2","log_fold_change","Sensitive"
"24558","PK1","bupropion",0.288378646956,TRUE
"24567","PSN1","bupropion",0.166279450904,TRUE
"24574","YAPC","bupropion",0.310802276925,FALSE
"24615","PANC0813","bupropion",0.00553081817509,TRUE
"24647","PK45H","bupropion",0.072957545364,TRUE
"24671","TCCPAN2","bupropion",0.489668117048,FALSE
"24678","SNU410","bupropion",0.366016317022,FALSE
"24687","BXPC3","bupropion",-0.00868429692974,TRUE
"24720","PATU8902","bupropion",0.46055924594,FALSE
"24721","MIAPACA2","bupropion",0.366394707946,FALSE
"24752","SUIT2","bupropion",0.29793047478,TRUE
"128380","PATU8988S","warfarin",1.07116613766,FALSE
"128381","PATU8988T","warfarin",-0.0158597684481,TRUE
"128389","PANC0203","warfarin",-1.14230894385,TRUE
"128396","PANC1005","warfarin",-0.633353936966,TRUE
"128402","T3M4","warfarin",0.438112127145,FALSE
"128408","PANC0504","warfarin",NA,NA
"128414","CAPAN2","warfarin",-0.907220921132,TRUE
"128416","SU8686","warfarin",1.5968675097,FALSE
"128419","HUPT3","warfarin",-0.493778705341,TRUE
"128425","CFPAC1","warfarin",0.515790014904,FALSE
"128426","PANC0327","warfarin",NA,NA
"128432","SW1990","warfarin",-0.397321148528,TRUE
"128436","PANC1","warfarin",0.154004833365,TRUE
"128442","HS766T","warfarin",0.143131164009,TRUE
"128451","PK59","warfarin",0.449465241222,FALSE
"128457","HUPT4","warfarin",-0.220202214712,TRUE
"128461","ASPC1","warfarin",-0.522347613776,TRUE
"128468","PANC0403","warfarin",-0.531906220309,TRUE
"128471","DANG","warfarin",-1.39821220657,TRUE
"128482","KP4","warfarin",-0.200303536793,TRUE
"128483","SNU213","warfarin",-0.131658653157,TRUE
"128486","HPAC","warfarin",-0.0941329996535,TRUE
"128494","KP2","warfarin",0.976433058727,FALSE
"128502","PK1","warfarin",0.0575243905531,TRUE
"128511","PSN1","warfarin",-0.139091857412,TRUE
"128518","YAPC","warfarin",-0.984004944987,TRUE
"128559","PANC0813","warfarin",-0.579325874571,TRUE
"128591","PK45H","warfarin",-0.251853708331,TRUE
"128615","TCCPAN2","warfarin",-0.27950481943,TRUE
"128622","SNU410","warfarin",0.443448692887,FALSE
"128631","BXPC3","warfarin",-0.220794578969,TRUE
"128664","PATU8902","warfarin",-1.36449684525,TRUE
"128665","MIAPACA2","warfarin",0.367452779709,FALSE
"128696","SUIT2","warfarin",0.11758005671,TRUE
"154508","PATU8988S","bicalutamide",-0.315078172109,TRUE
"154509","PATU8988T","bicalutamide",-0.14470724393,TRUE
"154517","PANC0203","bicalutamide",-0.770902135647,TRUE
"154524","PANC1005","bicalutamide",-0.189409236225,TRUE
"154530","T3M4","bicalutamide",-0.731907782549,TRUE
"154536","PANC0504","bicalutamide",NA,NA
"154542","CAPAN2","bicalutamide",0.0641742303642,TRUE
"154544","SU8686","bicalutamide",1.30763211628,FALSE
"154547","HUPT3","bicalutamide",-0.307835301521,TRUE
"154553","CFPAC1","bicalutamide",0.366758578526,FALSE
"154554","PANC0327","bicalutamide",NA,NA
"154560","SW1990","bicalutamide",-0.639487656539,TRUE
"154564","PANC1","bicalutamide",-0.620921727219,TRUE
"154570","HS766T","bicalutamide",-0.384503856573,TRUE
"154579","PK59","bicalutamide",-0.321110767155,TRUE
"154585","HUPT4","bicalutamide",-1.06070079791,TRUE
"154589","ASPC1","bicalutamide",-0.399308336769,TRUE
"154596","PANC0403","bicalutamide",-0.697938251974,TRUE
"154599","DANG","bicalutamide",-0.283747456726,TRUE
"154610","KP4","bicalutamide",0.217430338552,TRUE
"154611","SNU213","bicalutamide",0.897745205943,FALSE
"154614","HPAC","bicalutamide",0.303692258371,FALSE
"154622","KP2","bicalutamide",0.317666321225,FALSE
"154630","PK1","bicalutamide",-0.323995973753,TRUE
"154639","PSN1","bicalutamide",-1.33620260433,TRUE
"154646","YAPC","bicalutamide",-0.455544001059,TRUE
"154687","PANC0813","bicalutamide",-0.666623913945,TRUE
"154719","PK45H","bicalutamide",-0.176063728408,TRUE
"154743","TCCPAN2","bicalutamide",-0.0103927045117,TRUE
"154750","SNU410","bicalutamide",0.324807823794,FALSE
"154759","BXPC3","bicalutamide",-0.301766203875,TRUE
"154792","PATU8902","bicalutamide",-0.540812566509,TRUE
"154793","MIAPACA2","bicalutamide",-0.435817166513,TRUE
"154824","SUIT2","bicalutamide",-0.301910729533,TRUE
"160756","PATU8988S","amikacin",-0.779092966648,TRUE
"160757","PATU8988T","amikacin",0.00729744722609,TRUE
"160765","PANC0203","amikacin",-0.156227434115,TRUE
"160772","PANC1005","amikacin",0.735760298822,FALSE
"160778","T3M4","amikacin",1.21643277427,FALSE
"160784","PANC0504","amikacin",NA,NA
"160790","CAPAN2","amikacin",0.142731188195,TRUE
"160792","SU8686","amikacin",0.443513829816,FALSE
"160795","HUPT3","amikacin",-0.182761362562,TRUE
"160801","CFPAC1","amikacin",-0.0598224643889,TRUE
"160802","PANC0327","amikacin",0.43133315811,FALSE
"160808","SW1990","amikacin",-0.146287501635,TRUE
"160812","PANC1","amikacin",-0.103403061955,TRUE
"160818","HS766T","amikacin",0.144795333643,TRUE
"160827","PK59","amikacin",0.066589337226,TRUE
"160833","HUPT4","amikacin",-0.23416757222,TRUE
"160837","ASPC1","amikacin",0.224739368224,TRUE
"160844","PANC0403","amikacin",0.347030937801,FALSE
"160847","DANG","amikacin",-0.282505841067,TRUE
"160858","KP4","amikacin",0.177362099292,TRUE
"160859","SNU213","amikacin",0.201586677404,TRUE
"160862","HPAC","amikacin",0.436861897661,FALSE
"160870","KP2","amikacin",-0.230614005993,TRUE
"160878","PK1","amikacin",-0.432729702538,TRUE
"160887","PSN1","amikacin",-0.074786285149,TRUE
"160894","YAPC","amikacin",-0.121841688912,TRUE
"160935","PANC0813","amikacin",-0.229332581786,TRUE
"160967","PK45H","amikacin",-0.0923232420925,TRUE
"160991","TCCPAN2","amikacin",-0.298838409811,TRUE
"160998","SNU410","amikacin",-0.522782497525,TRUE
"161007","BXPC3","amikacin",-0.292568516722,TRUE
"161040","PATU8902","amikacin",-0.219836317847,TRUE
"161041","MIAPACA2","amikacin",-0.298228367981,TRUE
"161072","SUIT2","amikacin",-0.0991646340567,TRUE
"222100","PATU8988S","pentobarbital",-1.0077715827,TRUE
"222101","PATU8988T","pentobarbital",-0.588740792345,TRUE
"222109","PANC0203","pentobarbital",-0.0480031644798,TRUE
"222116","PANC1005","pentobarbital",-0.30904981375,TRUE
"222122","T3M4","pentobarbital",0.365567890934,FALSE
"222128","PANC0504","pentobarbital",0.381480466853,FALSE
"222134","CAPAN2","pentobarbital",-0.0640094648091,TRUE
"222136","SU8686","pentobarbital",0.604146067126,FALSE
"222139","HUPT3","pentobarbital",0.120676874116,TRUE
"222145","CFPAC1","pentobarbital",0.287919939993,TRUE
"222146","PANC0327","pentobarbital",0.874006467998,FALSE
"222152","SW1990","pentobarbital",-0.170061230612,TRUE
"222156","PANC1","pentobarbital",-0.282255535233,TRUE
"222162","HS766T","pentobarbital",0.168645443682,TRUE
"222171","PK59","pentobarbital",0.782691009677,FALSE
"222177","HUPT4","pentobarbital",-0.074265890606,TRUE
"222181","ASPC1","pentobarbital",-0.308525382002,TRUE
"222188","PANC0403","pentobarbital",-0.785075545676,TRUE
"222191","DANG","pentobarbital",0.473002331777,FALSE
"222202","KP4","pentobarbital",-0.182372219,TRUE
"222203","SNU213","pentobarbital",0.178251588373,TRUE
"222206","HPAC","pentobarbital",-0.161680756809,TRUE
"222214","KP2","pentobarbital",0.95937344494,FALSE
"222222","PK1","pentobarbital",0.0995313450709,TRUE
"222231","PSN1","pentobarbital",-0.340368049459,TRUE
"222238","YAPC","pentobarbital",0.105309450823,TRUE
"222279","PANC0813","pentobarbital",-0.593007800177,TRUE
"222311","PK45H","pentobarbital",0.16797160466,TRUE
"222335","TCCPAN2","pentobarbital",-0.596758660138,TRUE
"222342","SNU410","pentobarbital",0.618692911201,FALSE
"222351","BXPC3","pentobarbital",-0.286615938763,TRUE
"222384","PATU8902","pentobarbital",0.0119625424228,TRUE
"222385","MIAPACA2","pentobarbital",-0.186540307911,TRUE
"222416","SUIT2","pentobarbital",-0.338086976792,TRUE
"226076","PATU8988S","bimatoprost",-0.477009943608,TRUE
"226077","PATU8988T","bimatoprost",-0.204538273659,TRUE
"226085","PANC0203","bimatoprost",0.209466416231,TRUE
"226092","PANC1005","bimatoprost",-0.113707361563,TRUE
"226098","T3M4","bimatoprost",-0.471927054857,TRUE
"226104","PANC0504","bimatoprost",NA,NA
"226110","CAPAN2","bimatoprost",0.147670458145,TRUE
"226112","SU8686","bimatoprost",NA,NA
"226115","HUPT3","bimatoprost",0.458332691729,FALSE
"226121","CFPAC1","bimatoprost",0.468368686605,FALSE
"226122","PANC0327","bimatoprost",-0.851375075121,TRUE
"226128","SW1990","bimatoprost",-0.261185854062,TRUE
"226132","PANC1","bimatoprost",0.22740386752,TRUE
"226138","HS766T","bimatoprost",0.602512721384,FALSE
"226147","PK59","bimatoprost",-0.434363549393,TRUE
"226153","HUPT4","bimatoprost",0.177801876353,TRUE
"226157","ASPC1","bimatoprost",-0.277805827998,TRUE
"226164","PANC0403","bimatoprost",0.143011788549,TRUE
"226167","DANG","bimatoprost",0.146296388842,TRUE
"226178","KP4","bimatoprost",0.339014913757,FALSE
"226179","SNU213","bimatoprost",-0.0519713360558,TRUE
"226182","HPAC","bimatoprost",-0.18144937398,TRUE
"226190","KP2","bimatoprost",0.298987921108,TRUE
"226198","PK1","bimatoprost",-0.237995751287,TRUE
"226207","PSN1","bimatoprost",0.337856208853,FALSE
"226214","YAPC","bimatoprost",-0.104742577087,TRUE
"226255","PANC0813","bimatoprost",0.0893653462952,TRUE
"226287","PK45H","bimatoprost",0.109515848911,TRUE
"226311","TCCPAN2","bimatoprost",-0.0514175793791,TRUE
"226318","SNU410","bimatoprost",0.0342577627837,TRUE
"226327","BXPC3","bimatoprost",0.0386480697694,TRUE
"226360","PATU8902","bimatoprost",0.0236702302398,TRUE
"226361","MIAPACA2","bimatoprost",0.44440429949,FALSE
"226392","SUIT2","bimatoprost",-0.148322189665,TRUE
"230052","PATU8988S","doxapram",0.510802703186,FALSE
"230053","PATU8988T","doxapram",-0.0947909984149,TRUE
"230061","PANC0203","doxapram",0.281718474243,TRUE
"230068","PANC1005","doxapram",0.518421351124,FALSE
"230074","T3M4","doxapram",0.129573411726,TRUE
"230080","PANC0504","doxapram",NA,NA
"230086","CAPAN2","doxapram",1.06621953383,FALSE
"230088","SU8686","doxapram",NA,NA
"230091","HUPT3","doxapram",0.786101267287,FALSE
"230097","CFPAC1","doxapram",0.530475857639,FALSE
"230098","PANC0327","doxapram",0.580204926614,FALSE
"230104","SW1990","doxapram",0.130506209261,TRUE
"230108","PANC1","doxapram",0.125751126203,TRUE
"230114","HS766T","doxapram",0.732036100904,FALSE
"230123","PK59","doxapram",0.190371741374,TRUE
"230129","HUPT4","doxapram",0.0999684262595,TRUE
"230133","ASPC1","doxapram",0.347842892324,FALSE
"230140","PANC0403","doxapram",0.443587344305,FALSE
"230143","DANG","doxapram",0.0443458867884,TRUE
"230154","KP4","doxapram",0.330850892468,FALSE
"230155","SNU213","doxapram",0.350401633336,FALSE
"230158","HPAC","doxapram",-0.186179829302,TRUE
"230166","KP2","doxapram",0.504098718798,FALSE
"230174","PK1","doxapram",0.426979386746,FALSE
"230183","PSN1","doxapram",0.364521243981,FALSE
"230190","YAPC","doxapram",0.530448231978,FALSE
"230231","PANC0813","doxapram",0.243030241241,TRUE
"230263","PK45H","doxapram",0.345235826209,FALSE
"230287","TCCPAN2","doxapram",0.0882519701497,TRUE
"230294","SNU410","doxapram",0.379096948947,FALSE
"230303","BXPC3","doxapram",0.423088260986,FALSE
"230336","PATU8902","doxapram",-0.0457417640806,TRUE
"230337","MIAPACA2","doxapram",0.319807990364,FALSE
"230368","SUIT2","doxapram",0.210408640354,TRUE
"240276","PATU8988S","argatroban",0.171370370101,TRUE
"240277","PATU8988T","argatroban",-0.484177290725,TRUE
"240285","PANC0203","argatroban",-0.164727674022,TRUE
"240292","PANC1005","argatroban",0.141891759582,TRUE
"240298","T3M4","argatroban",-0.402083489835,TRUE
"240304","PANC0504","argatroban",NA,NA
"240310","CAPAN2","argatroban",-0.187096143896,TRUE
"240312","SU8686","argatroban",-0.258725179519,TRUE
"240315","HUPT3","argatroban",-0.938095314314,TRUE
"240321","CFPAC1","argatroban",-1.17422401344,TRUE
"240322","PANC0327","argatroban",1.28302932451,FALSE
"240328","SW1990","argatroban",-0.324726774513,TRUE
"240332","PANC1","argatroban",-0.243722676766,TRUE
"240338","HS766T","argatroban",-0.255558052113,TRUE
"240347","PK59","argatroban",-0.284233747429,TRUE
"240353","HUPT4","argatroban",-1.50744790213,TRUE
"240357","ASPC1","argatroban",-0.101477503904,TRUE
"240364","PANC0403","argatroban",-0.18667957504,TRUE
"240367","DANG","argatroban",-0.426591488441,TRUE
"240378","KP4","argatroban",0.117644167582,TRUE
"240379","SNU213","argatroban",-0.136281804779,TRUE
"240382","HPAC","argatroban",-0.527483009312,TRUE
"240390","KP2","argatroban",-0.223846131403,TRUE
"240398","PK1","argatroban",0.0482923520056,TRUE
"240407","PSN1","argatroban",NA,NA
"240414","YAPC","argatroban",0.0762753238574,TRUE
"240455","PANC0813","argatroban",-0.445624394304,TRUE
"240487","PK45H","argatroban",NA,NA
"240511","TCCPAN2","argatroban",-0.0455773479151,TRUE
"240518","SNU410","argatroban",0.79061043578,FALSE
"240527","BXPC3","argatroban",0.418417521046,FALSE
"240560","PATU8902","argatroban",-0.463290125037,TRUE
"240561","MIAPACA2","argatroban",-0.147167430732,TRUE
"240592","SUIT2","argatroban",NA,NA
"389660","PATU8988S","saxagliptin",-0.176516562364,TRUE
"389661","PATU8988T","saxagliptin",-0.651421131043,TRUE
"389669","PANC0203","saxagliptin",-0.158489809067,TRUE
"389676","PANC1005","saxagliptin",0.237473404531,TRUE
"389682","T3M4","saxagliptin",-0.333842605588,TRUE
"389688","PANC0504","saxagliptin",NA,NA
"389694","CAPAN2","saxagliptin",-0.109742878212,TRUE
"389696","SU8686","saxagliptin",-0.255078814006,TRUE
"389699","HUPT3","saxagliptin",-0.118609241373,TRUE
"389705","CFPAC1","saxagliptin",-1.35575641243,TRUE
"389706","PANC0327","saxagliptin",-0.312673481346,TRUE
"389712","SW1990","saxagliptin",0.019818664503,TRUE
"389716","PANC1","saxagliptin",-0.836465900889,TRUE
"389722","HS766T","saxagliptin",0.0338012684392,TRUE
"389731","PK59","saxagliptin",-0.07995247473,TRUE
"389737","HUPT4","saxagliptin",-0.0661666167476,TRUE
"389741","ASPC1","saxagliptin",-0.855603804473,TRUE
"389748","PANC0403","saxagliptin",-1.11116813177,TRUE
"389751","DANG","saxagliptin",-0.0797934498125,TRUE
"389762","KP4","saxagliptin",-0.0126512357752,TRUE
"389763","SNU213","saxagliptin",-0.0453816002706,TRUE
"389766","HPAC","saxagliptin",-0.310618228674,TRUE
"389774","KP2","saxagliptin",0.258128749351,TRUE
"389782","PK1","saxagliptin",-0.516740890288,TRUE
"389791","PSN1","saxagliptin",-0.0297408417787,TRUE
"389798","YAPC","saxagliptin",-0.406531220599,TRUE
"389839","PANC0813","saxagliptin",-1.08888340171,TRUE
"389871","PK45H","saxagliptin",-0.8207417487,TRUE
"389895","TCCPAN2","saxagliptin",-0.323769807661,TRUE
"389902","SNU410","saxagliptin",-0.658223333992,TRUE
"389911","BXPC3","saxagliptin",0.174664016726,TRUE
"389944","PATU8902","saxagliptin",NA,NA
"389945","MIAPACA2","saxagliptin",0.0316804886091,TRUE
"389976","SUIT2","saxagliptin",-0.806927476572,TRUE
"413516","PATU8988S","halcinonide",-0.632737133432,TRUE
"413517","PATU8988T","halcinonide",-0.0902872301764,TRUE
"413525","PANC0203","halcinonide",0.493828697471,FALSE
"413532","PANC1005","halcinonide",-0.120903244237,TRUE
"413538","T3M4","halcinonide",-0.589972387714,TRUE
"413544","PANC0504","halcinonide",NA,NA
"413550","CAPAN2","halcinonide",0.250047735725,TRUE
"413552","SU8686","halcinonide",NA,NA
"413555","HUPT3","halcinonide",-0.0187298612501,TRUE
"413561","CFPAC1","halcinonide",0.0394538886808,TRUE
"413562","PANC0327","halcinonide",-0.412433503438,TRUE
"413568","SW1990","halcinonide",-0.19545184654,TRUE
"413572","PANC1","halcinonide",-0.318454640559,TRUE
"413578","HS766T","halcinonide",0.298302813342,TRUE
"413587","PK59","halcinonide",-0.986028936596,TRUE
"413593","HUPT4","halcinonide",-0.0596357991306,TRUE
"413597","ASPC1","halcinonide",-1.85131361042,TRUE
"413604","PANC0403","halcinonide",-1.10083831696,TRUE
"413607","DANG","halcinonide",-0.58040782354,TRUE
"413618","KP4","halcinonide",-0.249045869003,TRUE
"413619","SNU213","halcinonide",0.324178224482,FALSE
"413622","HPAC","halcinonide",-0.464650396538,TRUE
"413630","KP2","halcinonide",-0.358195826558,TRUE
"413638","PK1","halcinonide",-0.77136496682,TRUE
"413647","PSN1","halcinonide",-0.0252836038593,TRUE
"413654","YAPC","halcinonide",-0.591740159512,TRUE
"413695","PANC0813","halcinonide",-0.591361990782,TRUE
"413727","PK45H","halcinonide",-1.03678437626,TRUE
"413751","TCCPAN2","halcinonide",-0.625205961592,TRUE
"413758","SNU410","halcinonide",-0.127853773951,TRUE
"413767","BXPC3","halcinonide",-0.804991663984,TRUE
"413800","PATU8902","halcinonide",-0.395797616493,TRUE
"413801","MIAPACA2","halcinonide",-0.107718687912,TRUE
"413832","SUIT2","halcinonide",-0.071840352119,TRUE
"527684","PATU8988S","ixabepilone",-3.09746540914,TRUE
"527685","PATU8988T","ixabepilone",-4.75594773646,TRUE
"527693","PANC0203","ixabepilone",-3.67173720697,TRUE
"527700","PANC1005","ixabepilone",-3.22113834635,TRUE
"527706","T3M4","ixabepilone",-1.16632632361,TRUE
"527712","PANC0504","ixabepilone",NA,NA
"527718","CAPAN2","ixabepilone",-1.15483549007,TRUE
"527720","SU8686","ixabepilone",-2.64917427911,TRUE
"527723","HUPT3","ixabepilone",-3.6893423138,TRUE
"527729","CFPAC1","ixabepilone",-3.96064101345,TRUE
"527730","PANC0327","ixabepilone",-2.56686718615,TRUE
"527736","SW1990","ixabepilone",-2.83823100049,TRUE
"527740","PANC1","ixabepilone",-2.1984181847,TRUE
"527746","HS766T","ixabepilone",-2.76513704375,TRUE
"527755","PK59","ixabepilone",-2.02389018891,TRUE
"527761","HUPT4","ixabepilone",-3.85396984842,TRUE
"527765","ASPC1","ixabepilone",-5.03353448785,TRUE
"527772","PANC0403","ixabepilone",-5.12474636592,TRUE
"527775","DANG","ixabepilone",-3.59553933522,TRUE
"527786","KP4","ixabepilone",-3.37428464665,TRUE
"527787","SNU213","ixabepilone",-1.23508584997,TRUE
"527790","HPAC","ixabepilone",-2.61624873214,TRUE
"527798","KP2","ixabepilone",-1.7167451822,TRUE
"527806","PK1","ixabepilone",-3.63829282986,TRUE
"527815","PSN1","ixabepilone",-3.98301245463,TRUE
"527822","YAPC","ixabepilone",-1.4749562218,TRUE
"527863","PANC0813","ixabepilone",-2.27250004122,TRUE
"527895","PK45H","ixabepilone",-3.70041214175,TRUE
"527919","TCCPAN2","ixabepilone",-4.40488712004,TRUE
"527926","SNU410","ixabepilone",-1.92441761959,TRUE
"527935","BXPC3","ixabepilone",-0.975168626977,TRUE
"527968","PATU8902","ixabepilone",-1.9898657595,TRUE
"527969","MIAPACA2","ixabepilone",-3.53600618496,TRUE
"528000","SUIT2","ixabepilone",-2.07766865863,TRUE
"532228","PATU8988S","drospirenone",-0.000692658944418,TRUE
"532229","PATU8988T","drospirenone",NA,NA
"532237","PANC0203","drospirenone",0.565542507189,FALSE
"532244","PANC1005","drospirenone",-0.463890156695,TRUE
"532250","T3M4","drospirenone",-0.00170933734459,TRUE
"532256","PANC0504","drospirenone",NA,NA
"532262","CAPAN2","drospirenone",-1.01230069569,TRUE
"532264","SU8686","drospirenone",-0.575794136879,TRUE
"532267","HUPT3","drospirenone",-0.0238396983175,TRUE
"532273","CFPAC1","drospirenone",0.0185576530399,TRUE
"532274","PANC0327","drospirenone",1.11794196705,FALSE
"532280","SW1990","drospirenone",1.10157572199,FALSE
"532284","PANC1","drospirenone",0.555685181794,FALSE
"532290","HS766T","drospirenone",0.597282109962,FALSE
"532299","PK59","drospirenone",0.250990974649,TRUE
"532305","HUPT4","drospirenone",0.0278293249122,TRUE
"532309","ASPC1","drospirenone",-0.933343913306,TRUE
"532316","PANC0403","drospirenone",0.174576119783,TRUE
"532319","DANG","drospirenone",0.0682774850485,TRUE
"532330","KP4","drospirenone",0.462791995245,FALSE
"532331","SNU213","drospirenone",0.0400105726311,TRUE
"532334","HPAC","drospirenone",0.192780809835,TRUE
"532342","KP2","drospirenone",-0.579267860452,TRUE
"532350","PK1","drospirenone",0.111192280924,TRUE
"532359","PSN1","drospirenone",NA,NA
"532366","YAPC","drospirenone",0.205183814494,TRUE
"532407","PANC0813","drospirenone",0.564115452782,FALSE
"532439","PK45H","drospirenone",0.595108190812,FALSE
"532463","TCCPAN2","drospirenone",0.462165913696,FALSE
"532470","SNU410","drospirenone",-0.584580101799,TRUE
"532479","BXPC3","drospirenone",0.652319609584,FALSE
"532512","PATU8902","drospirenone",0.0035886711586,TRUE
"532513","MIAPACA2","drospirenone",1.05585225773,FALSE
"532544","SUIT2","drospirenone",NA,NA
"532796","PATU8988S","drospirenone",0.118756826898,TRUE
"532797","PATU8988T","drospirenone",0.636362828508,FALSE
"532805","PANC0203","drospirenone",0.237490908172,TRUE
"532812","PANC1005","drospirenone",0.463594919475,FALSE
"532818","T3M4","drospirenone",-0.622015467006,TRUE
"532824","PANC0504","drospirenone",NA,NA
"532830","CAPAN2","drospirenone",0.40411029266,FALSE
"532832","SU8686","drospirenone",1.20569713956,FALSE
"532835","HUPT3","drospirenone",0.658780453663,FALSE
"532841","CFPAC1","drospirenone",0.0250809145123,TRUE
"532842","PANC0327","drospirenone",0.866432382989,FALSE
"532848","SW1990","drospirenone",0.312116559916,FALSE
"532852","PANC1","drospirenone",0.5467228516,FALSE
"532858","HS766T","drospirenone",1.02386457855,FALSE
"532867","PK59","drospirenone",0.313528296011,FALSE
"532873","HUPT4","drospirenone",-0.273419621,TRUE
"532877","ASPC1","drospirenone",0.0959866882508,TRUE
"532884","PANC0403","drospirenone",0.379939416649,FALSE
"532887","DANG","drospirenone",0.0928361062307,TRUE
"532898","KP4","drospirenone",0.0890694660845,TRUE
"532899","SNU213","drospirenone",0.15235729937,TRUE
"532902","HPAC","drospirenone",0.375355172291,FALSE
"532910","KP2","drospirenone",0.469242122691,FALSE
"532918","PK1","drospirenone",0.375917808759,FALSE
"532927","PSN1","drospirenone",0.335331506776,FALSE
"532934","YAPC","drospirenone",0.355027849892,FALSE
"532975","PANC0813","drospirenone",-0.0200671319614,TRUE
"533007","PK45H","drospirenone",0.0786000482615,TRUE
"533031","TCCPAN2","drospirenone",0.601105473803,FALSE
"533038","SNU410","drospirenone",0.274884338578,TRUE
"533047","BXPC3","drospirenone",0.0640346658835,TRUE
"533080","PATU8902","drospirenone",-0.0732919454828,TRUE
"533081","MIAPACA2","drospirenone",0.66307255678,FALSE
"533112","SUIT2","drospirenone",0.0417046077555,TRUE
"592436","PATU8988S","quinine",0.55116588002,FALSE
"592437","PATU8988T","quinine",-0.384251924545,TRUE
"592445","PANC0203","quinine",-0.0131884736164,TRUE
"592452","PANC1005","quinine",0.127954415038,TRUE
"592458","T3M4","quinine",-0.236677340273,TRUE
"592464","PANC0504","quinine",NA,NA
"592470","CAPAN2","quinine",-0.0675240124023,TRUE
"592472","SU8686","quinine",-0.402404857548,TRUE
"592475","HUPT3","quinine",0.184906138357,TRUE
"592481","CFPAC1","quinine",0.354026984847,FALSE
"592482","PANC0327","quinine",0.470939535614,FALSE
"592488","SW1990","quinine",-0.100217353634,TRUE
"592492","PANC1","quinine",-0.0779527018085,TRUE
"592498","HS766T","quinine",0.147627429194,TRUE
"592507","PK59","quinine",-0.0613861389775,TRUE
"592513","HUPT4","quinine",-1.20948846411,TRUE
"592517","ASPC1","quinine",0.379502697544,FALSE
"592524","PANC0403","quinine",0.266604289136,TRUE
"592527","DANG","quinine",-0.389991092598,TRUE
"592538","KP4","quinine",-0.206291942662,TRUE
"592539","SNU213","quinine",-0.124728199657,TRUE
"592542","HPAC","quinine",-0.74537806768,TRUE
"592550","KP2","quinine",0.181505876215,TRUE
