"","X","pert","PCID","cell","type","trend","WTCS","WTCS_Pval","WTCS_FDR","NCS","NCSct","N_upset","N_downset","t_gn_sym","jlf_tau","fda_approved","clinical_trial_PAAD"
"36",36,"amikacin","16218899","YAPC","trt_cp","down",-0.456281675053966,2.36740477038154e-05,0.000167237314092464,-1.46977519966499,0,85,26,NA,-97.8826912471441,TRUE,FALSE
"37",37,"CNQX","3721046","YAPC","trt_cp","down",-0.455611214731254,2.36740477038154e-05,0.000167237314092464,-1.46761551189194,-0.0753021401596217,85,26,"GRIA1; GRIA3; GRIA4",-98.3622862995352,FALSE,FALSE
"46",46,"GSK-2334470",NA,"YAPC","trt_cp","down",-0.446495856802567,2.41092324042532e-05,0.000167237314092464,-1.43825310758747,0,85,26,NA,-96.7393445206019,FALSE,FALSE
"49",49,"ilomastat","132519","YAPC","trt_cp","down",-0.442055382487874,2.42833062844283e-05,0.000167237314092464,-1.42394944522427,0,85,26,"ACAN; ADAM28; MMP1; MMP12; MMP13; MMP14; MMP2; MMP3; MMP8; MMP9",-98.4450090601119,FALSE,FALSE
"50",50,"inositol",NA,"YAPC","trt_cp","down",-0.441519518622619,2.42833062844283e-05,0.000167237314092464,-1.42222331975703,-0.800629718992605,85,26,NA,-97.1145513275033,FALSE,FALSE
"53",53,"clemizole","5309446","YAPC","trt_cp","down",-0.437879927614476,2.44573801646034e-05,0.000167237314092464,-1.41049946387336,-0.596009737365503,85,26,NA,-99.1314110139447,FALSE,FALSE
"54",54,"marbofloxacin","3726475","YAPC","trt_cp","down",-0.437198439345353,2.45008986346472e-05,0.000167237314092464,-1.40830425286318,0,85,26,NA,-96.4035295044513,FALSE,FALSE
"55",55,"bupivacaine","2474","YAPC","trt_cp","down",-0.43654741040999,2.45008986346472e-05,0.000167237314092464,-1.40620715750351,-0.0433579096111435,85,26,"PTGER1; SCN10A",-98.1377530922556,TRUE,FALSE
"57",57,"valrubicin",NA,"YAPC","trt_cp","down",-0.436205541490673,2.45444171046909e-05,0.000167237314092464,-1.40510592884012,-1.11120415277585,85,26,"TOP2A",-97.8176947924053,TRUE,FALSE
"58",58,"JNJ-26481585","11538455","YAPC","trt_cp","down",-0.433979344243344,2.46314540447785e-05,0.000167237314092464,-1.39793489900794,-0.834480888170612,85,26,NA,-97.0810683053652,FALSE,FALSE
"60",60,"BAY-K8644","2303","YAPC","trt_cp","down",-0.431193740114645,2.47620094549098e-05,0.000167237314092464,-1.38896190691054,0,85,26,"CACNA1C",-98.2628220278894,FALSE,FALSE
"61",61,"bezafibrate","39042","YAPC","trt_cp","down",-0.430142338616957,2.48055279249536e-05,0.000167237314092464,-1.38557513086698,0,85,26,"APOA1; APOA2; APOB; APOE; CETP; CRAT; HBE1; HBG1; HBG2; HSD11B1; LPL; NR1I2; PPARA; PPARD; PPARG; RXRA; RXRB; RXRG; SERPINE1; UCP3",-97.7211849050658,FALSE,FALSE
"67",67,"tiagabine","91274","YAPC","trt_cp","down",-0.425680512174588,2.49796018051287e-05,0.000167237314092464,-1.37120268899885,0,85,26,"SLC6A1",-97.5567241786812,TRUE,FALSE
"68",68,"argatroban","92722","YAPC","trt_cp","down",-0.425410547001277,2.50231202751725e-05,0.000167237314092464,-1.37033307678736,0.753044875210905,85,26,"CYP3A5; F2; SELP",-97.2809816434255,TRUE,FALSE
"70",70,"luteolin","5280445","YAPC","trt_cp","down",-0.422321586479043,2.51536756853038e-05,0.000167237314092464,-1.36038291263101,-0.443737816903561,85,26,"CSNK2A2; TNKS2; TOP1; TTR",-96.7472228787521,FALSE,FALSE
"73",73,"BRD-A39415247",NA,"YAPC","trt_cp","down",-0.419519419680783,2.52407126253914e-05,0.000167237314092464,-1.35135656883817,0,85,26,NA,-96.2627038525171,FALSE,FALSE
"75",75,"istaroxime",NA,"YAPC","trt_cp","down",-0.41744557361201,2.53712680355227e-05,0.000167237314092464,-1.3446762928454,-0.645266923019872,85,26,"ATP1A1; ATP2A2",-97.2396202631372,FALSE,FALSE
"76",76,"latanoprost","5311221","YAPC","trt_cp","down",-0.416199155644286,2.54147865055665e-05,0.000167237314092464,-1.34066132946305,0.0177694560471926,85,26,"PTGFR; TYR",-97.3627196092334,TRUE,FALSE
"77",77,"AZ-20",NA,"YAPC","trt_cp","down",-0.416114140721089,2.54147865055665e-05,0.000167237314092464,-1.34038747926799,0.747035907094812,85,26,NA,-94.3453084377216,FALSE,FALSE
"78",78,"vernakalant",NA,"YAPC","trt_cp","down",-0.415328493711836,2.54583049756103e-05,0.000167237314092464,-1.33785675197163,-0.329030612136666,85,26,"KCNA5; KCND3; KCNH2; SCN5A",-94.1365319467423,FALSE,FALSE
"79",79,"lestaurtinib","126565","YAPC","trt_cp","down",-0.415027213515112,2.54583049756103e-05,0.000167237314092464,-1.33688626776087,0,85,26,"FLT3; JAK2; NTRK1; NTRK2; NTRK3",-96.5443551563854,FALSE,FALSE
"80",80,"quinine","3034034","YAPC","trt_cp","down",-0.41422560812539,2.55018234456541e-05,0.000167237314092464,-1.33430413530598,0,85,26,"ABCB1; CYP2D6; GP9; KCNB2; KCNN4; SLC29A4",-95.9968092649492,TRUE,FALSE
"81",81,"phentolamine","66148","YAPC","trt_cp","down",-0.412575559262399,2.55453419156978e-05,0.000167237314092464,-1.32898899549289,0,85,26,"ADCY10; ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C",-93.782005829985,TRUE,FALSE
"83",83,"molsidomine","5360788","YAPC","trt_cp","down",-0.412295446978036,2.55888603857416e-05,0.000167237314092464,-1.32808669739243,0,85,26,"GUCY1A2; GUCY1A3",-96.1583156070275,FALSE,FALSE
"86",86,"GSK-J2",NA,"YAPC","trt_cp","down",-0.410832339993281,2.56323788557854e-05,0.000167237314092464,-1.3233737350312,0,85,26,NA,-96.9244859371307,FALSE,FALSE
"88",88,"alaproclate","2081","YAPC","trt_cp","down",-0.410034203222247,2.56758973258292e-05,0.000167237314092464,-1.3208027756959,-0.0419189479592678,85,26,"SLC6A4",-95.0691325927677,FALSE,FALSE
"90",90,"flutrimazole",NA,"YAPC","trt_cp","down",-0.409321830844143,2.5719415795873e-05,0.000167237314092464,-1.31850808074866,0.0353002337014687,85,26,NA,-95.73189947215,FALSE,FALSE
"91",91,"ixazomib","25183872","YAPC","trt_cp","down",-0.408972125195741,2.5719415795873e-05,0.000167237314092464,-1.31738160840207,0,85,26,"PSMB5",-95.2995745686599,TRUE,FALSE
"92",92,"AM-580","2126","YAPC","trt_cp","down",-0.408861198116753,2.5719415795873e-05,0.000167237314092464,-1.31702428993284,0,85,26,"RARA",-94.4733317576617,FALSE,FALSE
"94",94,"piperidolate","4839","YAPC","trt_cp","down",-0.40757187228866,2.57629342659167e-05,0.000167237314092464,-1.31287111168786,0,85,26,"CHRM1",-95.9199952729851,FALSE,FALSE
"95",95,"asymmetrical-dimethylarginine",NA,"YAPC","trt_cp","down",-0.406929286428872,2.58064527359605e-05,0.000167237314092464,-1.31080121317558,-1.31267524270592,85,26,NA,-94.7490742929174,FALSE,FALSE
"97",97,"budipine",NA,"YAPC","trt_cp","down",-0.40661331132545,2.58064527359605e-05,0.000167237314092464,-1.30978339370986,0,85,26,NA,-94.8692192547073,FALSE,FALSE
"98",98,"ulipristal",NA,"YAPC","trt_cp","down",-0.405648555552824,2.58499712060043e-05,0.000167237314092464,-1.30667572100271,0.754192421445282,85,26,"AR; NR3C1; PGR",-94.9253525565272,TRUE,FALSE
"99",99,"amineptine",NA,"YAPC","trt_cp","down",-0.405020366413653,2.58934896760481e-05,0.000167237314092464,-1.30465219722796,0.760416561303897,85,26,"SLC6A2; SLC6A4",-95.4177499409123,FALSE,FALSE
"101",101,"KPT-330",NA,"YAPC","trt_cp","down",-0.404306620531625,2.59370081460919e-05,0.000167237314092464,-1.30235307794788,-0.949338592422216,85,26,NA,-96.3030804380367,FALSE,FALSE
"106",106,"dexloxiglumide",NA,"YAPC","trt_cp","down",-0.402343143427951,2.60240450861794e-05,0.000167237314092464,-1.29602832262706,0,85,26,"CCKAR",-92.0014968880485,FALSE,FALSE
"108",108,"panobinostat","6918837","YAPC","trt_cp","down",-0.400113410930282,2.6111082026267e-05,0.000167237314092464,-1.28884590504131,-1.19777783712911,85,26,"HDAC1; HDAC10; HDAC11; HDAC2; HDAC3; HDAC4; HDAC5; HDAC6; HDAC7; HDAC8; HDAC9",-94.9765618845033,FALSE,TRUE
"109",109,"BRD-K29133151",NA,"YAPC","trt_cp","down",-0.400095445391909,2.6111082026267e-05,0.000167237314092464,-1.2887880344228,0,85,26,NA,-91.318049318522,FALSE,FALSE
"113",113,"CL-218872","107950","YAPC","trt_cp","down",-0.398964887519243,2.61546004963107e-05,0.000167237314092464,-1.28514627974827,0,85,26,"GABRA2; GABRA3; GABRA5; GABRB2; GABRG2",-94.2862207515954,FALSE,FALSE
"115",115,"BRD-A47364545",NA,"YAPC","trt_cp","down",-0.398759621293501,2.61546004963107e-05,0.000167237314092464,-1.28448507588141,0,85,26,NA,-93.1261325139841,FALSE,FALSE
"118",118,"lacidipine","5311217","YAPC","trt_cp","down",-0.396216396848442,2.62851559064421e-05,0.000167237314092464,-1.27629283757579,0,85,26,"CACNA1C; CACNA1D; CACNA1F; CACNA1S; CACNB1; CACNB2; CACNB3; CACNB4",-93.9760103994328,FALSE,FALSE
"120",120,"BRD-K04887706",NA,"YAPC","trt_cp","down",-0.395260304772728,2.63286743764859e-05,0.000167237314092464,-1.27321307238181,0,85,26,NA,-94.7608918301426,FALSE,FALSE
"124",124,"doxapram","3156","YAPC","trt_cp","down",-0.394197378787578,2.63721928465296e-05,0.000167237314092464,-1.26978917364236,-0.689064529976398,85,26,"KCNK3; KCNK9",-92.950839045143,TRUE,FALSE
"127",127,"riluzole","5070","YAPC","trt_cp","down",-0.393217335194637,2.64157113165734e-05,0.000167237314092464,-1.26663225578603,-0.363943398423966,85,26,"BDNF; GDNF; KCND3; KCNK10; KCNK2; KCNK4; KCNN4; MAP2; NGF; SCN5A; SLC7A11",-93.4845978098164,TRUE,FALSE
"128",128,"cytisine",NA,"YAPC","trt_cp","down",-0.392831447428069,2.64157113165734e-05,0.000167237314092464,-1.26538923354743,0,85,26,"CHRNA1; CHRNA3; CHRNA4; CHRNA5; CHRNA6; CHRNA7; CHRNB2; CHRNB3; CHRNB4; CHRND; CHRNE; STXBP5",-88.2139762073584,FALSE,FALSE
"130",130,"MLN-9708",NA,"YAPC","trt_cp","down",-0.392250302925698,2.64592297866172e-05,0.000167237314092464,-1.26351725002562,-0.635999342664326,85,26,NA,-94.5659024659261,FALSE,FALSE
"133",133,"CT-7758",NA,"YAPC","trt_cp","down",-0.390746941201079,2.6502748256661e-05,0.000167237314092464,-1.2586746190374,0,85,26,NA,-90.6700543606712,FALSE,FALSE
"134",134,"lucitanib",NA,"YAPC","trt_cp","down",-0.390627399228988,2.6502748256661e-05,0.000167237314092464,-1.2582895502619,0,85,26,NA,-93.7357204758528,FALSE,FALSE
"135",135,"piclamilast",NA,"YAPC","trt_cp","down",-0.390150693341408,2.65462667267047e-05,0.000167237314092464,-1.25675398455894,0.828292563680611,85,26,"PDE4A; PDE4B; PDE4C; PDE4D",-92.2841329866856,FALSE,FALSE
"140",140,"ALW-II-38-3","24880028","YAPC","trt_cp","down",-0.388446508251162,2.66333036667923e-05,0.000167237314092464,-1.25126446105137,0.60804833135012,85,26,"DDR1; EPHA2; EPHA4; EPHB2; EPHB4; EPHB6",-85.5668478689041,FALSE,FALSE
"142",142,"ipriflavone","3747","YAPC","trt_cp","down",-0.387939977496545,2.66333036667923e-05,0.000167237314092464,-1.24963282344306,0,85,26,NA,-90.9418577168518,FALSE,FALSE
"148",148,"mocetinostat","9865515","YAPC","trt_cp","down",-0.386221106167999,2.67203406068799e-05,0.000167237314092464,-1.24409599260317,-0.768020254048496,85,26,"HDAC1; HDAC11; HDAC2; HDAC3",-91.2422201213267,FALSE,FALSE
"149",149,"GNF-2","5311510","YAPC","trt_cp","down",-0.385859978863417,2.67203406068799e-05,0.000167237314092464,-1.24293272880097,0,85,26,NA,-91.7986291656819,FALSE,FALSE
"152",152,"balicatib",NA,"YAPC","trt_cp","down",-0.382353745040546,2.6894414487055e-05,0.000167237314092464,-1.23163844327773,0,85,26,NA,-87.0233593319152,FALSE,FALSE
"155",155,"olanzapine","4585","YAPC","trt_cp","down",-0.380729735835403,2.69379329570988e-05,0.000167237314092464,-1.22640718244863,0.850242312506116,85,26,"ADRA1A; ADRA1B; ADRA2B; ADRA2C; ADRB1; ADRB2; ADRB3; CHRM1; CHRM4; CHRM5; CYP2C8; DRD1; DRD3; DRD4; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; HRH1; HRH2; HRH4; HTR1B; HTR1D; HTR1E; HTR1F; HTR2B; HTR3A; HTR5A; HTR6; HTR7",-84.7002284723864,TRUE,FALSE
"156",156,"MGCD-265","24901704","YAPC","trt_cp","down",-0.380540296618277,2.69379329570988e-05,0.000167237314092464,-1.22579696056509,-0.5999099771442,85,26,NA,-88.1647364689199,FALSE,FALSE
"157",157,"flumazenil","3373","YAPC","trt_cp","down",-0.380407505268273,2.69814514271425e-05,0.000167237314092464,-1.22536921287406,0,85,26,"GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ",-90.4829433546049,TRUE,FALSE
"161",161,"CG-930","57394468","YAPC","trt_cp","down",-0.380046113563936,2.69814514271425e-05,0.000167237314092464,-1.22420509738698,-0.434622581479306,85,26,"MAPK8",-87.328645710234,FALSE,FALSE
"162",162,"camptothecin","2538","YAPC","trt_cp","down",-0.379634302155809,2.69814514271425e-05,0.000167237314092464,-1.22287856987625,-0.939604628942554,85,26,"HIF1A; TOP1",-85.6948711888442,FALSE,FALSE
"163",163,"quinidine","11068","YAPC","trt_cp","down",-0.378722569586531,2.70249698971863e-05,0.000167237314092464,-1.21994169558934,-0.526709941291596,85,26,"ABCB1; ADRA1B; ADRA1D; CYP2D6; KCNA5; KCNA7; KCNH1; KCNH2; KCNH5; KCNK1; KCNK6; SCN5A; SLC29A4",-90.842393445206,TRUE,FALSE
"164",164,"bicalutamide","2375","YAPC","trt_cp","down",-0.378594391466426,2.70249698971863e-05,0.000167237314092464,-1.21952880804121,0,85,26,"AR; CYP46A1; KLK3",-92.1521704876704,TRUE,TRUE
"165",165,"cholic-acid","221493","YAPC","trt_cp","down",-0.378495330845468,2.70684883672301e-05,0.000167237314092464,-1.21920971382396,0,85,26,"ADH1C; CES1; COX4I1; COX5A; COX5B; COX6A2; COX6B1; COX6C; COX7A1; COX7B; COX7C; COX8A; ESRRG; FABP6; FECH; GPBAR1; MT-CO1; MT-CO2; MT-CO3; PLA2G1B",-89.475498306153,TRUE,FALSE
"166",166,"troglitazone","5591","YAPC","trt_cp","down",-0.377526472992751,2.70684883672301e-05,0.000167237314092464,-1.21608882749041,0,85,26,"ABCB11; ACSL4; AKR1B1; CCL2; CCND1; CD36; CYP3A4; ESRRA; ESRRG; FABP4; IL8; INS; IRS1; JUN; LEP; LPL; MAPK3; PPARA; PPARD; PPARG; PPARGC1A; SERPINE1; SLC29A1; SLC2A1; SLC2A4; TNF; TRPM3; UCP2",-91.7257543527929,FALSE,FALSE
"169",169,"sulfasalazine","5359476","YAPC","trt_cp","down",-0.376858986150556,2.71120068372739e-05,0.000167237314092464,-1.21393871789716,0,85,26,"ACAT1; ALOX5; CHUK; CRP; IKBKB; MPO; NAT2; NFKB2; NFKBIA; PLA2G1B; PPARG; SLC46A1; SLC7A11; TBXAS1; TNF",-88.9181044670291,TRUE,FALSE
"171",171,"sobetirome",NA,"YAPC","trt_cp","down",-0.376375960993316,2.71555253073176e-05,0.000167237314092464,-1.21238279655352,0,85,26,"THRA; THRB",-88.7634916883322,FALSE,FALSE
"172",172,"carfilzomib",NA,"YAPC","trt_cp","down",-0.375596216456757,2.71555253073176e-05,0.000167237314092464,-1.20987108231084,-0.0257203768670298,85,26,"PSMB1; PSMB10; PSMB2; PSMB5; PSMB8; PSMB9",-91.88824548964,TRUE,FALSE
"175",175,"lamotrigine","3878","YAPC","trt_cp","down",-0.374987606694896,2.71990437773614e-05,0.000167237314092464,-1.20791062765494,0,85,26,"ADORA1; ADORA2A; ADRB1; CACNA1E; CHRM4; CHRM5; DRD1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; HTR3A; OPRK1; SCN10A; SCN11A; SCN1A; SCN2A; SCN3A; SCN4A; SCN5A; SCN7A; SCN8A; SCN9A",-89.4262585677145,TRUE,FALSE
"176",176,"halcinonide","73707616","YAPC","trt_cp","down",-0.374481068446467,2.72425622474052e-05,0.000167237314092464,-1.20627896590755,0,85,26,"NR3C1; SMO",-89.3583077286693,TRUE,FALSE
"177",177,"cyproheptadine","2913","YAPC","trt_cp","down",-0.374177240135495,2.72425622474052e-05,0.000167237314092464,-1.20530027370746,0,85,26,"ADRA1A; ADRA1B; ADRA1D; CHRM1; HRH1; HTR2B; HTR6; HTR7",-87.0597967383597,TRUE,FALSE
"178",178,"dolutegravir",NA,"YAPC","trt_cp","down",-0.374028467527243,2.72425622474052e-05,0.000167237314092464,-1.20482104716395,0.683721530088018,85,26,NA,-81.9871188844245,TRUE,FALSE
"179",179,"SB-242235",NA,"YAPC","trt_cp","down",-0.372427744129476,2.73295991874928e-05,0.000167237314092464,-1.19966479461166,0.784907557035883,85,26,NA,-88.5941069881037,FALSE,FALSE
"181",181,"dipraglurant",NA,"YAPC","trt_cp","down",-0.3719354193815,2.73295991874928e-05,0.000167237314092464,-1.19807891741274,0.695707938369829,85,26,"GRM5",-89.9994091231387,FALSE,FALSE
"187",187,"blonanserin",NA,"YAPC","trt_cp","down",-0.369840493848516,2.74166361275803e-05,0.000167237314092464,-1.19133074021899,0.791769135606877,85,26,"DRD3",-88.9476483100922,FALSE,FALSE
"190",190,"BRD-K84798689",NA,"YAPC","trt_cp","down",-0.369133748096038,2.74601545976241e-05,0.000167237314092464,-1.18905416976645,0,85,26,NA,-86.8982903962814,FALSE,FALSE
"191",191,"AGI-6780",NA,"YAPC","trt_cp","down",-0.368597630249164,2.74601545976241e-05,0.000167237314092464,-1.18732722617324,0,85,26,"IDH2",-86.4393760340345,FALSE,FALSE
"194",194,"midostaurin","9829523","YAPC","trt_cp","down",-0.36737374793323,2.75471915377116e-05,0.000167237314092464,-1.18338485466543,0,85,26,"AAK1; AURKC; BCR; BRSK1; BRSK2; CAMK2A; CAMK2D; CAMKK1; CAMKK2; CCNB1; CLK4; CUX1; EIF2AK4; FER; FGFR1OP; FGFR1OP2; FGR; FLT1; FLT3; FLT4; GRK1; GRK7; GSK3A; HCK; IKBKE; KDR; KIT; LIMK1; LRRK2; MAP3K10; MAP3K11; MAP3K19; MAP3K2; MAP3K3; MAP3K7; MAP3K9; MAP4K2; MAP4K4; MAP4K5; MARK1; MARK2; MARK3; MARK4; MELK; MINK1; MST4; MYLK; NTRK1; NTRK2; NTRK3; NUAK1; NUAK2; PDGFRA; PDGFRB; PHKG1; PKN1; PKN2; PLK4; PRKCA; PRKCB; PRKCE; PRKCG; PRKCH; PRKG1; PRKG2; PRPF4B; RET; ROS1; RPS6KA1; RPS6KA2; RPS6KA3; RPS6KA4; RPS6KA5; RPS6KA6; RPS6KB1; SIK2; SLK; SRPK1; SRPK3; STK10; STK3; STK4; TBK1; TNK1; TNK2; TSSK1B; TYK2; VEGFA; YES1; ZMYM2",-85.3176947924053,TRUE,FALSE
"196",196,"tamsulosin",NA,"YAPC","trt_cp","down",-0.366843434482689,2.75471915377116e-05,0.000167237314092464,-1.18167660820219,0,85,26,"ADRA1B; ADRA1D",-89.8595682659734,TRUE,FALSE
"198",198,"ticagrelor",NA,"YAPC","trt_cp","down",-0.365603306412909,2.75907100077554e-05,0.000167237314092464,-1.17768190584831,-0.82822287789663,85,26,"P2RY1; P2RY12",-86.5595209958245,TRUE,FALSE
"199",199,"CV-1808","6917803","YAPC","trt_cp","down",-0.365237660886002,2.76342284777992e-05,0.000167237314092464,-1.17650408794174,0,85,26,"ADORA2A; ADORA2B",-84.1684392972505,FALSE,FALSE
"203",203,"cabergoline","54746","YAPC","trt_cp","down",-0.36382491797552,2.77212654178868e-05,0.000167237314092464,-1.17195335841029,0.29075644058975,85,26,"ADRA1A; ADRA1B; ADRA1D; ADRA2B; ADRA2C; ADRB1; ADRB2; DRD1; DRD3; DRD4; HTR1B; HTR1D; HTR2B; HTR7; PRL",-88.181477979989,TRUE,FALSE
"208",208,"UK-383367",NA,"YAPC","trt_cp","down",-0.362827469190189,2.77647838879305e-05,0.000167237314092464,-1.16874037492275,0,85,26,NA,-86.5989127865753,FALSE,FALSE
"209",209,"amlexanox","2161","YAPC","trt_cp","down",-0.362653910797338,2.77647838879305e-05,0.000167237314092464,-1.16818130837361,-0.774599250052855,85,26,"FGF1; IL3; PPID; S100A12; S100A13; S100A9",-87.5492397384385,FALSE,FALSE
"214",214,"LY-2784544",NA,"YAPC","trt_cp","down",-0.361216929352072,2.78518208280181e-05,0.000167237314092464,-1.16355250163843,0.762449407555803,85,26,NA,-91.1654061293626,FALSE,FALSE
"219",219,"LY-2874455",NA,"YAPC","trt_cp","down",-0.360401304984709,2.78953392980619e-05,0.000167237314092464,-1.16092521123223,0,85,26,NA,-89.3986843141889,FALSE,FALSE
"220",220,"pentobarbital","4737","YAPC","trt_cp","down",-0.360303473249516,2.78953392980619e-05,0.000167237314092464,-1.16061007550361,-1.07969715254404,85,26,"CHRNA4; CHRNA7; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; GRIK2; GRIN1; GRIN2A; GRIN2B; GRIN2C; GRIN2D; GRIN3A; GRIN3B; NR1I2",-90.9507208697707,TRUE,FALSE
"221",221,"kakonein",NA,"YAPC","trt_cp","down",-0.359856292281058,2.78953392980619e-05,0.000167237314092464,-1.15916961551335,-0.556284790580434,85,26,NA,-85.3629953517687,FALSE,FALSE
"222",222,"doxazosin","3157","YAPC","trt_cp","down",-0.359666465177091,2.78953392980619e-05,0.000167237314092464,-1.15855814416815,0,85,26,"ADRA1A; ADRA1B; ADRA1D; KCNH2; KCNH6; KCNH7; LPL",-83.9951154179469,TRUE,FALSE
"223",223,"AMG-487",NA,"YAPC","trt_cp","down",-0.35962713216954,2.78953392980619e-05,0.000167237314092464,-1.15843144462665,0,85,26,NA,-84.7455290317498,FALSE,FALSE
"233",233,"dacinostat","6445533","YAPC","trt_cp","down",-0.355792616158529,2.81782093533464e-05,0.000167237314092464,-1.14607969603837,-0.787536101648398,85,26,"HDAC1; HDAC2; HDAC3; HDAC4; HDAC5; HDAC6; HDAC7; HDAC8; HDAC9",-90.3431024974395,FALSE,FALSE
"236",236,"bimatoprost","46780805","YAPC","trt_cp","down",-0.354811567141836,2.83087647634778e-05,0.000167237314092464,-1.14291953950958,-0.781823856229171,85,26,"AKR1C3; PTGER1; PTGER3; PTGFR; PTGIR",-83.8375482549437,TRUE,FALSE
"238",238,"thiothixene","6444849","YAPC","trt_cp","down",-0.354634732500089,2.83087647634778e-05,0.000167237314092464,-1.14234991950271,-0.0388422205468172,85,26,"DRD1; HRH1",-82.5395887497046,TRUE,FALSE
"239",239,"MG-132","462382","YAPC","trt_cp","down",-0.354617673911835,2.83087647634778e-05,0.000167237314092464,-1.14229497035325,-0.711439127206035,85,26,"PSMB1",-85.1414165287954,FALSE,FALSE
"244",244,"resminostat",NA,"YAPC","trt_cp","down",-0.353339505066654,2.85481163487185e-05,0.000167237314092464,-1.13817773099795,-0.840436644415046,85,26,NA,-89.4508784369337,FALSE,FALSE
"248",248,"KIN001-244","49766501","YAPC","trt_cp","down",-0.35075890348479,2.88745048740469e-05,0.000167237314092464,-1.12986509340454,0,85,26,NA,-81.4789647837391,FALSE,FALSE
"249",249,"orlistat","3034010","YAPC","trt_cp","down",-0.350487144655621,2.9048578754222e-05,0.000167237314092464,-1.12898970346617,0.0789631442139068,85,26,"CNR1; DAGLA; DAGLB; FASN; LIPF; LPL; PNLIP",-87.4596234144804,TRUE,FALSE
